Date,Close,High,Low,Open,Volume,"('Close', 'MBOT')","('High', 'MBOT')","('Low', 'MBOT')","('Open', 'MBOT')","('Volume', 'MBOT')"
2024-06-03,1.3799999952316284,2.3499999046325684,1.2000000476837158,1.2000000476837158,151008500.0,,,,,
2024-06-04,1.1399999856948853,1.340000033378601,1.1100000143051147,1.2999999523162842,4736200.0,,,,,
2024-06-05,1.159999966621399,1.2200000286102295,1.0499999523162842,1.059999942779541,2046400.0,,,,,
2024-06-06,1.149999976158142,1.25,1.1100000143051147,1.1299999952316284,1046400.0,,,,,
2024-06-07,1.0800000429153442,1.1699999570846558,1.0499999523162842,1.1699999570846558,808300.0,,,,,
2024-06-10,1.100000023841858,1.1399999856948853,1.0099999904632568,1.0800000429153442,547000.0,,,,,
2024-06-11,1.0700000524520874,1.1399999856948853,1.0399999618530271,1.1399999856948853,468600.0,,,,,
2024-06-12,1.090000033378601,1.1100000143051147,1.0499999523162842,1.059999942779541,272000.0,,,,,
2024-06-13,1.0800000429153442,1.100000023841858,1.0499999523162842,1.100000023841858,213800.0,,,,,
2024-06-14,1.0800000429153442,1.100000023841858,1.0700000524520874,1.090000033378601,150100.0,,,,,
2024-06-17,1.0399999618530271,1.100000023841858,1.0299999713897705,1.100000023841858,298400.0,,,,,
2024-06-18,1.0199999809265137,1.059999942779541,1.0199999809265137,1.0399999618530271,233400.0,,,,,
2024-06-20,1.0199999809265137,1.0399999618530271,1.0,1.0,252100.0,,,,,
2024-06-21,1.0399999618530271,1.0399999618530271,1.0099999904632568,1.0099999904632568,152800.0,,,,,
2024-06-24,1.0399999618530271,1.0499999523162842,1.0199999809265137,1.0399999618530271,85100.0,,,,,
2024-06-25,1.0299999713897705,1.0499999523162842,1.0199999809265137,1.0499999523162842,113100.0,,,,,
2024-06-26,1.0,1.0199999809265137,0.9900000095367432,1.0199999809265137,149600.0,,,,,
2024-06-27,1.0299999713897705,1.0499999523162842,1.0,1.0099999904632568,64200.0,,,,,
2024-06-28,1.0199999809265137,1.0499999523162842,1.0199999809265137,1.0299999713897705,56500.0,,,,,
2024-07-01,1.0099999904632568,1.0199999809265137,0.9800000190734864,1.0199999809265137,128400.0,,,,,
2024-07-02,0.9900000095367432,1.0,0.959999978542328,0.9700000286102296,182300.0,,,,,
2024-07-03,1.0499999523162842,1.1100000143051147,0.9900000095367432,0.9900000095367432,860900.0,,,,,
2024-07-05,1.0700000524520874,1.0700000524520874,1.0299999713897705,1.0299999713897705,67300.0,,,,,
2024-07-08,1.0800000429153442,1.1200000047683716,1.059999942779541,1.1200000047683716,267400.0,,,,,
2024-07-09,1.0800000429153442,1.0800000429153442,1.0700000524520874,1.0800000429153442,118200.0,,,,,
2024-07-10,1.0700000524520874,1.090000033378601,1.059999942779541,1.0700000524520874,124800.0,,,,,
2024-07-11,1.059999942779541,1.090000033378601,1.059999942779541,1.0700000524520874,181600.0,,,,,
2024-07-12,1.0800000429153442,1.090000033378601,1.059999942779541,1.0700000524520874,157700.0,,,,,
2024-07-15,1.100000023841858,1.100000023841858,1.0800000429153442,1.0800000429153442,154800.0,,,,,
2024-07-16,1.100000023841858,1.1200000047683716,1.090000033378601,1.100000023841858,198000.0,,,,,
2024-07-17,1.0700000524520874,1.100000023841858,1.0499999523162842,1.090000033378601,141600.0,,,,,
2024-07-18,1.0800000429153442,1.1100000143051147,1.0700000524520874,1.1100000143051147,172400.0,,,,,
2024-07-19,1.0499999523162842,1.0800000429153442,1.0499999523162842,1.0800000429153442,83000.0,,,,,
2024-07-22,1.059999942779541,1.149999976158142,1.0499999523162842,1.090000033378601,863300.0,,,,,
2024-07-23,1.0700000524520874,1.0800000429153442,1.0499999523162842,1.0700000524520874,187100.0,,,,,
2024-07-24,1.0199999809265137,1.090000033378601,1.0099999904632568,1.090000033378601,251700.0,,,,,
2024-07-25,0.9900000095367432,1.0499999523162842,0.9800000190734864,1.0399999618530271,246600.0,,,,,
2024-07-26,1.0399999618530271,1.0399999618530271,1.0099999904632568,1.0299999713897705,120300.0,,,,,
