Date,Close,High,Low,Open,Volume,"('Close', 'HOLX')","('High', 'HOLX')","('Low', 'HOLX')","('Open', 'HOLX')","('Volume', 'HOLX')"
2024-06-03,74.52999877929688,74.66000366210938,73.26000213623047,73.26000213623047,1065000.0,,,,,
2024-06-04,74.6500015258789,74.8499984741211,73.7699966430664,74.52999877929688,1107200.0,,,,,
2024-06-05,74.25,74.70999908447266,72.68000030517578,74.51000213623047,1371500.0,,,,,
2024-06-06,74.77999877929688,75.1500015258789,73.68000030517578,73.91000366210938,1284100.0,,,,,
2024-06-07,74.51000213623047,74.98999786376953,74.0,74.37999725341797,1186600.0,,,,,
2024-06-10,73.97000122070312,74.36000061035156,73.76000213623047,74.02999877929688,878800.0,,,,,
2024-06-11,72.9000015258789,73.66999816894531,72.69000244140625,73.66999816894531,1605400.0,,,,,
2024-06-12,72.4800033569336,73.08999633789062,72.12000274658203,72.5,1460000.0,,,,,
2024-06-13,72.13999938964844,72.20999908447266,71.52999877929688,71.80999755859375,1417200.0,,,,,
2024-06-14,71.79000091552734,72.26000213623047,71.3499984741211,71.58000183105469,1033000.0,,,,,
2024-06-17,71.43000030517578,71.7699966430664,71.12000274658203,71.31999969482422,1249800.0,,,,,
2024-06-18,71.47000122070312,71.8499984741211,71.05999755859375,71.5,1384200.0,,,,,
2024-06-20,72.20999908447266,72.29000091552734,70.55999755859375,71.20999908447266,1050700.0,,,,,
2024-06-21,73.06999969482422,73.37000274658203,71.80999755859375,72.36000061035156,2048900.0,,,,,
2024-06-24,72.4800033569336,73.30999755859375,72.19999694824219,73.2300033569336,1000800.0,,,,,
2024-06-25,71.6500015258789,72.52999877929688,71.08000183105469,72.31999969482422,935900.0,,,,,
2024-06-26,72.2699966430664,72.37999725341797,71.08999633789062,71.44000244140625,973300.0,,,,,
2024-06-27,74.20999908447266,74.25,72.05000305175781,72.45999908447266,2403100.0,,,,,
2024-06-28,74.25,75.16999816894531,73.91000366210938,74.31999969482422,2782100.0,,,,,
2024-07-01,74.0999984741211,75.0,73.73999786376953,74.1500015258789,1153300.0,,,,,
2024-07-02,73.52999877929688,74.3499984741211,73.20999908447266,74.18000030517578,1663700.0,,,,,
2024-07-03,73.4800033569336,73.55000305175781,72.77999877929688,73.25,1201100.0,,,,,
2024-07-05,74.0999984741211,74.1500015258789,72.93000030517578,73.47000122070312,992500.0,,,,,
2024-07-08,74.52999877929688,74.56999969482422,73.98999786376953,74.0999984741211,1169600.0,,,,,
2024-07-09,74.75,74.76000213623047,73.79000091552734,74.52999877929688,1366400.0,,,,,
2024-07-10,75.7699966430664,75.83000183105469,74.55000305175781,74.7300033569336,1295200.0,,,,,
2024-07-11,76.48999786376953,76.75,75.81999969482422,75.86000061035156,1440400.0,,,,,
2024-07-12,77.69000244140625,77.9800033569336,76.12999725341797,76.69999694824219,1694500.0,,,,,
2024-07-15,77.33999633789062,78.11000061035156,77.16000366210938,77.41000366210938,1653200.0,,,,,
2024-07-16,78.45999908447266,78.9800033569336,77.30000305175781,77.5999984741211,1492300.0,,,,,
2024-07-17,78.88999938964844,80.37999725341797,78.5199966430664,78.66999816894531,2177400.0,,,,,
2024-07-18,77.66000366210938,79.20999908447266,77.41000366210938,78.44000244140625,2332200.0,,,,,
2024-07-19,78.11000061035156,78.58999633789062,77.47000122070312,78.19999694824219,1660500.0,,,,,
2024-07-22,78.37999725341797,78.58000183105469,77.83999633789062,78.44999694824219,601500.0,,,,,
2024-07-23,78.0999984741211,78.69999694824219,78.02999877929688,78.69999694824219,1606700.0,,,,,
2024-07-24,78.33999633789062,79.20999908447266,78.0,78.26000213623047,1042200.0,,,,,
2024-07-25,77.87999725341797,79.5999984741211,77.80999755859375,78.37999725341797,1391800.0,,,,,
2024-07-26,78.62999725341797,79.4000015258789,77.69000244140625,77.83000183105469,1472200.0,,,,,
2024-07-29,79.63999938964844,79.7699966430664,78.01000213623047,78.3499984741211,2196900.0,,,,,
