Date,Close,High,Low,Open,Volume,"('Close', 'XOM')","('High', 'XOM')","('Low', 'XOM')","('Open', 'XOM')","('Volume', 'XOM')"
2024-06-03,109.57404327392578,111.40267437489447,108.9134445547808,111.34523291349667,19589300.0,,,,,
2024-06-04,107.86988067626952,108.2719855232089,106.19443650966528,108.18582332930342,19412200.0,,,,,
2024-06-05,108.30071258544922,108.36773005933676,106.7305826506354,108.08050814018628,14863500.0,,,,,
2024-06-06,109.114501953125,109.18151942926616,107.33374352496634,107.94647682235887,13154100.0,,,,,
2024-06-07,107.94647216796876,110.0048764240608,107.86987868300794,108.942165559389,13289200.0,,,,,
2024-06-10,108.26242065429688,109.35385230860612,107.89860523328905,108.24326862984532,15239700.0,,,,,
2024-06-11,107.39118194580078,107.86988027734596,106.56782023119452,107.69754858581544,12462400.0,,,,,
2024-06-12,106.20401763916016,108.47305047798103,105.83063350553051,108.47305047798103,13606800.0,,,,,
2024-06-13,105.3519287109375,106.13699367525378,105.0455620737496,106.11784165172882,14466900.0,,,,,
2024-06-14,104.4615478515625,105.51468269344926,103.96369750890985,105.33277499466962,13313400.0,,,,,
2024-06-17,103.7435073852539,104.79664229833038,103.5711756864336,104.51899637776673,21147900.0,,,,,
2024-06-18,104.72003936767578,106.00295463308603,104.1647548809688,104.38495201250176,17762900.0,,,,,
2024-06-20,106.97949981689452,107.82201354518796,104.92109555484592,105.22746949557576,17433200.0,,,,,
2024-06-21,106.04125213623048,107.89859662012176,106.04125213623048,107.13268370341456,52212500.0,,,,,
2024-06-24,109.19110107421876,109.6506474187912,106.88377142566802,106.88377142566802,16266700.0,,,,,
2024-06-25,109.4974594116211,109.6697911038196,108.6262249387407,109.24853423303286,14188900.0,,,,,
2024-06-26,109.53575897216795,109.92828781738704,108.31986108361669,109.51660694789948,15771800.0,,,,,
2024-06-27,110.00486755371094,110.09102973907652,109.2485233855142,110.09102973907652,16812700.0,,,,,
2024-06-28,110.21550750732422,111.57500902848298,109.79425063426103,110.92397899936574,24565900.0,,,,,
2024-07-01,110.06231689453124,111.76648174560172,109.65063604701989,110.78036437477036,11972900.0,,,,,
2024-07-02,109.31554412841795,111.0005641903814,108.65493813673238,110.96226744984172,13326700.0,,,,,
2024-07-03,109.87084197998048,110.73250042883792,109.4017123607178,109.4017123607178,7732900.0,,,,,
2024-07-05,108.5400619506836,109.7463764828901,107.8890319298478,109.7272317636112,12631000.0,,,,,
2024-07-08,107.4007568359375,108.71239288024078,106.67313333436832,107.6018092565638,13350500.0,,,,,
2024-07-09,106.21358489990234,107.745418053237,105.9072182692354,106.37634057461614,11727000.0,,,,,
2024-07-10,107.15184020996094,107.1901369556629,105.71574511574624,106.19444348048448,10004100.0,,,,,
2024-07-11,108.4251708984375,108.49218837193996,106.20401095675416,106.68270928301656,13082700.0,,,,,
2024-07-12,108.4443130493164,109.2868267583736,107.83157979056024,109.13363979150624,11684900.0,,,,,
2024-07-15,110.30166625976562,111.2111974523742,108.74111236271176,109.4017110787979,13032500.0,,,,,
2024-07-16,111.0963134765625,111.39310411491807,108.8655774219131,109.47831072298358,13614100.0,,,,,
2024-07-17,112.6281509399414,113.14514605161489,111.58459200841416,111.7664924204856,13602800.0,,,,,
2024-07-18,113.73873138427734,114.81101101822644,112.43667128217584,112.92493834219604,13033600.0,,,,,
2024-07-19,111.12503051757812,113.8153128064905,110.93355410648766,113.53766689735951,16157700.0,,,,,
2024-07-22,110.3591079711914,111.00056927416404,109.69850925360706,110.27294577929824,12065900.0,,,,,
2024-07-23,108.57836151123048,110.26337441706164,108.34858104777956,109.91871102624228,11251700.0,,,,,
2024-07-24,110.11019134521484,110.29209174271617,108.2528394969782,108.92301423378689,14925200.0,,,,,
2024-07-25,112.42708587646484,113.00152239013644,109.67935493533288,110.2633674604667,17021700.0,,,,,
2024-07-26,112.33135986328124,113.0015346512218,111.50799809275009,111.79521272857146,11252500.0,,,,,
2024-07-29,111.15375518798828,112.38879780505404,110.46442839666256,112.32178032836164,8861800.0,,,,,
2024-07-30,113.13556671142578,113.54724758614827,111.27822207340368,111.40268101530316,12483900.0,,,,,
2024-07-31,113.53766632080078,114.65782596349796,113.50894558971876,114.542935734813,15137700.0,,,,,
2024-08-01,111.967529296875,114.39931753410993,111.40266880972976,113.30788599593409,15051500.0,,,,,
2024-08-02,111.90052795410156,113.80575271924084,110.50272959506526,111.02930072198464,20403800.0,,,,,
2024-08-05,109.8804168701172,111.08673876639482,108.42517708910768,110.61761642509244,18025900.0,,,,,
2024-08-06,109.2964096069336,110.70377660519306,108.78898322571088,109.5740482191243,13647800.0,,,,,
2024-08-07,110.75164794921876,112.13030150226083,110.34954309770046,110.53144349946903,13660700.0,,,,,
2024-08-08,112.86749267578124,113.07812111156824,110.79951966989144,111.13460704302672,13851000.0,,,,,
2024-08-09,113.78659057617188,114.22699215936332,112.3600716105782,112.86749066720404,12151900.0,,,,,
2024-08-12,113.93020629882812,115.05035867493898,112.99195432715597,114.4567774009437,13228900.0,,,,,
2024-08-13,112.83876037597656,113.46106960763144,112.494097026271,113.24086518251436,11585100.0,,,,,
2024-08-14,113.88233184814452,114.79186307423409,112.61856852622677,113.06854613327482,12194500.0,,,,,
2024-08-15,114.58686065673828,115.45544881720808,113.99814632200732,114.12360725641312,11579400.0,,,,,
2024-08-16,114.0464096069336,114.34559704196292,113.554211558993,113.8726904832005,10056000.0,,,,,
2024-08-19,114.39383697509766,116.29509404759176,114.0463987606742,114.26837603889707,12417500.0,,,,,
