Date,Close,High,Low,Open,Volume,"('Close', 'AGNC')","('High', 'AGNC')","('Low', 'AGNC')","('Open', 'AGNC')","('Volume', 'AGNC')"
2024-06-03,7.968911170959473,7.977109044798325,7.854132336680296,7.878727521930533,10923500.0,,,,,
2024-06-04,7.968911170959473,7.993506356209711,7.9033234890476125,7.936117330003543,8134900.0,,,,,
2024-06-05,8.04269790649414,8.050895780738587,7.936117722647541,7.993506751693063,8028100.0,,,,,
2024-06-06,7.977108955383301,8.050895292173786,7.960712426022544,8.01810145158544,13183100.0,,,,,
2024-06-07,7.919718742370605,7.95251257804198,7.862329725412381,7.895123561083754,7804600.0,,,,,
2024-06-10,7.919718742370605,7.968909886811025,7.886924906699232,7.903322215468277,8743000.0,,,,,
2024-06-11,7.837735176086426,7.936116691033103,7.804941337770867,7.91152072589635,10295700.0,,,,,
2024-06-12,7.977108955383301,8.091887788375926,7.927918585434198,7.9771089553833,16411300.0,,,,,
2024-06-13,8.091888427734375,8.116483614652248,7.968911711278118,7.977109585672812,12439200.0,,,,,
2024-06-14,8.026301383972168,8.100087732500118,8.001706195085172,8.034500040890153,15008000.0,,,,,
2024-06-17,7.977108955383301,8.05909394778758,7.968911081636339,8.009903577838479,10434300.0,,,,,
2024-06-18,7.977108955383301,8.001704922224684,7.936117241047993,7.968911081636339,11140300.0,,,,,
2024-06-20,8.026301383972168,8.05909522977715,7.9853088812492015,7.9853088812492015,11668000.0,,,,,
2024-06-21,8.001705169677734,8.03449901128023,7.968911328075238,8.026300355412893,15425300.0,,,,,
2024-06-24,8.075490951538086,8.108284790877795,8.00170461755704,8.00170461755704,11541300.0,,,,,
2024-06-25,8.001705169677734,8.083689382750547,7.977109202075719,8.083689382750547,11450600.0,,,,,
2024-06-26,7.927918434143066,7.9935061140681265,7.895124594180537,7.9935061140681265,12986100.0,,,,,
2024-06-27,7.903321743011475,7.960710756539012,7.8705279093005,7.960710756539012,13863500.0,,,,,
2024-06-28,7.919925212860107,7.978037618535962,7.886718010799313,7.961434413366639,11695100.0,,,,,
2024-07-01,7.870114803314209,7.953133212654375,7.770493187139346,7.936530005819678,17392000.0,,,,,
2024-07-02,8.019547462463379,8.027849461575197,7.870114645339496,7.878416644451314,13235800.0,,,,,
2024-07-03,8.044452667236328,8.077659871957922,8.002944255125996,8.011245462514735,6412300.0,,,,,
2024-07-05,8.09426498413086,8.09426498413086,8.011246565040588,8.02785056554757,6003800.0,,,,,
2024-07-08,8.036151885986328,8.127471505882626,8.036151885986328,8.119169506331438,7774900.0,,,,,
2024-07-09,8.085963249206543,8.127472460113744,7.986341618062672,8.03615282949578,10472100.0,,,,,
2024-07-10,8.218789100646973,8.218789100646973,8.11916750574652,8.11916750574652,14007400.0,,,,,
2024-07-11,8.426337242126465,8.4346392425426,8.293508402357658,8.301810402773793,21068500.0,,,,,
2024-07-12,8.67539119720459,8.741805613143738,8.426336741571642,8.426336741571642,29189900.0,,,,,
2024-07-15,8.608977317810059,8.716900948367963,8.567468107330505,8.67539173788841,19452600.0,,,,,
2024-07-16,8.725201606750488,8.741804813355103,8.62557999195616,8.642183198560772,18682600.0,,,,,
2024-07-17,8.617278099060059,8.775012126499018,8.608976099794265,8.708597715817117,14817200.0,,,,,
2024-07-18,8.542560577392578,8.708596582489582,8.492749380002415,8.600672981246,14761900.0,,,,,
2024-07-19,8.48444938659668,8.567467005153498,8.426336182712445,8.509354592991501,11758800.0,,,,,
2024-07-22,8.509355545043945,8.584071964310148,8.476148335561447,8.534260754225238,18321100.0,,,,,
2024-07-23,8.56746768951416,8.584071689585176,8.351621230647044,8.359922438960254,22800400.0,,,,,
2024-07-24,8.251999855041504,8.584072772867675,8.235396644597515,8.542563559174102,26000300.0,,,,,
