Date,Close,High,Low,Open,Volume,"('Close', 'CTKB')","('High', 'CTKB')","('Low', 'CTKB')","('Open', 'CTKB')","('Volume', 'CTKB')"
2024-06-03,5.53000020980835,5.78000020980835,5.440000057220459,5.650000095367432,455100.0,,,,,
2024-06-04,5.420000076293945,5.579999923706055,5.380000114440918,5.489999771118164,361900.0,,,,,
2024-06-05,5.730000019073486,5.730000019073486,5.394999980926514,5.460000038146973,346900.0,,,,,
2024-06-06,5.96999979019165,6.309999942779541,5.900000095367432,6.0,720700.0,,,,,
2024-06-07,6.0,6.1479997634887695,5.75,5.860000133514404,722800.0,,,,,
2024-06-10,6.010000228881836,6.050000190734863,5.699999809265137,5.840000152587891,789000.0,,,,,
2024-06-11,6.360000133514404,6.369999885559082,5.860000133514404,5.920000076293945,615100.0,,,,,
2024-06-12,6.179999828338623,6.519999980926514,6.130000114440918,6.480000019073486,701800.0,,,,,
2024-06-13,6.039999961853027,6.224999904632568,5.929999828338623,6.170000076293945,667100.0,,,,,
2024-06-14,5.619999885559082,6.010000228881836,5.570000171661377,5.940000057220459,658400.0,,,,,
2024-06-17,5.679999828338623,5.829999923706055,5.570000171661377,5.570000171661377,430500.0,,,,,
2024-06-18,5.610000133514404,5.730000019073486,5.610000133514404,5.650000095367432,290300.0,,,,,
2024-06-20,5.449999809265137,5.599999904632568,5.429999828338623,5.599999904632568,414500.0,,,,,
2024-06-21,5.730000019073486,5.75,5.449999809265137,5.449999809265137,1932200.0,,,,,
2024-06-24,5.599999904632568,5.760000228881836,5.599999904632568,5.730000019073486,410600.0,,,,,
2024-06-25,5.420000076293945,5.619999885559082,5.394999980926514,5.599999904632568,326000.0,,,,,
2024-06-26,5.300000190734863,5.465000152587891,5.289999961853027,5.389999866485596,407600.0,,,,,
2024-06-27,5.489999771118164,5.539999961853027,5.261000156402588,5.349999904632568,430800.0,,,,,
2024-06-28,5.579999923706055,5.590000152587891,5.440000057220459,5.539999961853027,5772400.0,,,,,
2024-07-01,5.610000133514404,5.739999771118164,5.5,5.579999923706055,387600.0,,,,,
2024-07-02,5.599999904632568,5.755000114440918,5.559999942779541,5.610000133514404,431400.0,,,,,
2024-07-03,5.570000171661377,5.78000020980835,5.550000190734863,5.650000095367432,509600.0,,,,,
2024-07-05,5.599999904632568,5.599999904632568,5.440000057220459,5.590000152587891,225900.0,,,,,
2024-07-08,5.829999923706055,5.840000152587891,5.619999885559082,5.760000228881836,319200.0,,,,,
2024-07-09,5.739999771118164,5.820000171661377,5.579999923706055,5.820000171661377,316800.0,,,,,
2024-07-10,5.590000152587891,5.804999828338623,5.5,5.789999961853027,400500.0,,,,,
2024-07-11,6.190000057220459,6.199999809265137,5.730000019073486,5.75,1015500.0,,,,,
2024-07-12,6.199999809265137,6.380000114440918,6.059999942779541,6.300000190734863,736500.0,,,,,
2024-07-15,6.329999923706055,6.400000095367432,6.210000038146973,6.25,751700.0,,,,,
2024-07-16,6.659999847412109,6.679999828338623,6.429999828338623,6.429999828338623,820200.0,,,,,
2024-07-17,6.690000057220459,6.710000038146973,6.380000114440918,6.579999923706055,601800.0,,,,,
2024-07-18,6.380000114440918,6.78000020980835,6.309999942779541,6.650000095367432,637500.0,,,,,
2024-07-19,6.150000095367432,6.5,6.139999866485596,6.5,499300.0,,,,,
2024-07-22,6.380000114440918,6.400000095367432,6.159999847412109,6.179999828338623,492600.0,,,,,
2024-07-23,6.230000019073486,6.349999904632568,6.159999847412109,6.309999942779541,592100.0,,,,,
2024-07-24,6.28000020980835,6.429999828338623,6.070000171661377,6.199999809265137,458900.0,,,,,
2024-07-25,6.5,6.650000095367432,6.130000114440918,6.309999942779541,587100.0,,,,,
2024-07-26,6.730000019073486,6.75,6.554999828338623,6.579999923706055,465800.0,,,,,
2024-07-29,6.369999885559082,6.739999771118164,6.239999771118164,6.71999979019165,386000.0,,,,,
2024-07-30,6.650000095367432,6.670000076293945,6.385000228881836,6.420000076293945,333200.0,,,,,
2024-07-31,6.710000038146973,6.96999979019165,6.559999942779541,6.630000114440918,707700.0,,,,,
2024-08-01,6.409999847412109,6.739999771118164,6.190000057220459,6.699999809265137,529700.0,,,,,
2024-08-02,6.059999942779541,6.199999809265137,5.889999866485596,6.050000190734863,553000.0,,,,,
2024-08-05,5.829999923706055,5.840000152587891,5.480000019073486,5.659999847412109,626200.0,,,,,
2024-08-06,5.619999885559082,5.954999923706055,5.53000020980835,5.809999942779541,783000.0,,,,,
2024-08-07,5.090000152587891,5.96999979019165,4.909999847412109,5.699999809265137,2084900.0,,,,,
2024-08-08,5.420000076293945,5.579999923706055,5.135000228881836,5.199999809265137,741300.0,,,,,
2024-08-09,5.21999979019165,5.449999809265137,5.199999809265137,5.440000057220459,621500.0,,,,,
2024-08-12,5.230000019073486,5.414999961853027,5.199999809265137,5.199999809265137,551200.0,,,,,
2024-08-13,5.349999904632568,5.400000095367432,5.150000095367432,5.289999961853027,475100.0,,,,,
2024-08-14,5.300000190734863,5.380000114440918,5.170000076293945,5.380000114440918,792100.0,,,,,
2024-08-15,5.409999847412109,5.558000087738037,5.340000152587891,5.400000095367432,576500.0,,,,,
2024-08-16,5.489999771118164,5.545000076293945,5.329999923706055,5.369999885559082,549200.0,,,,,
2024-08-19,5.53000020980835,5.599999904632568,5.400000095367432,5.400000095367432,451200.0,,,,,
2024-08-20,5.309999942779541,5.539999961853027,5.309999942779541,5.510000228881836,374800.0,,,,,
2024-08-21,5.380000114440918,5.465000152587891,5.239999771118164,5.239999771118164,543400.0,,,,,
2024-08-22,5.230000019073486,5.409999847412109,5.199999809265137,5.400000095367432,391800.0,,,,,
2024-08-23,5.650000095367432,5.704999923706055,5.199999809265137,5.300000190734863,788600.0,,,,,
2024-08-26,5.670000076293945,5.684999942779541,5.480000019073486,5.659999847412109,619100.0,,,,,
2024-08-27,5.610000133514404,5.699999809265137,5.599999904632568,5.619999885559082,492100.0,,,,,
