Date,Close,High,Low,Open,Volume,"('Close', 'YCBD')","('High', 'YCBD')","('Low', 'YCBD')","('Open', 'YCBD')","('Volume', 'YCBD')"
2024-06-03,5.352000236511231,5.360000133514404,5.159999847412109,5.360000133514404,3050.0,,,,,
2024-06-04,5.320000171661377,5.383999824523926,5.199999809265137,5.199999809265137,2788.0,,,,,
2024-06-05,5.28000020980835,5.480000019073486,5.248000144958496,5.360000133514404,6288.0,,,,,
2024-06-06,5.303999900817871,5.599999904632568,5.239999771118164,5.303999900817871,6475.0,,,,,
2024-06-07,5.28000020980835,5.519999980926514,5.199999809265137,5.28000020980835,7988.0,,,,,
2024-06-10,5.400000095367432,5.432000160217285,5.28000020980835,5.303999900817871,2000.0,,,,,
2024-06-11,5.320000171661377,5.400000095367432,5.136000156402588,5.400000095367432,4963.0,,,,,
2024-06-12,5.28000020980835,5.320000171661377,5.199999809265137,5.25600004196167,1350.0,,,,,
2024-06-13,5.079999923706055,5.320000171661377,5.079999923706055,5.28000020980835,4625.0,,,,,
2024-06-14,5.191999912261963,5.248000144958496,4.984000205993652,5.248000144958496,8050.0,,,,,
2024-06-17,5.079999923706055,5.248000144958496,4.984000205993652,5.079999923706055,575.0,,,,,
2024-06-18,4.984000205993652,5.039999961853027,4.943999767303467,4.984000205993652,4163.0,,,,,
2024-06-20,5.039999961853027,5.119999885559082,4.943999767303467,5.119999885559082,3750.0,,,,,
2024-06-21,4.880000114440918,5.223999977111816,4.880000114440918,4.943999767303467,5563.0,,,,,
2024-06-24,4.880000114440918,5.119999885559082,4.880000114440918,5.0879998207092285,3113.0,,,,,
2024-06-25,4.872000217437744,5.079999923706055,4.607999801635742,4.888000011444092,9700.0,,,,,
2024-06-26,4.880000114440918,4.960000038146973,4.6479997634887695,4.664000034332275,4200.0,,,,,
2024-06-27,4.624000072479248,5.248000144958496,4.559999942779541,4.76800012588501,25738.0,,,,,
2024-06-28,4.71999979019165,4.71999979019165,4.559999942779541,4.639999866485596,4375.0,,,,,
2024-07-01,4.639999866485596,4.71999979019165,4.559999942779541,4.711999893188477,2063.0,,,,,
2024-07-02,4.480000019073486,4.639999866485596,4.480000019073486,4.559999942779541,2338.0,,,,,
2024-07-03,4.639999866485596,4.800000190734863,4.480000019073486,4.535999774932861,7163.0,,,,,
2024-07-05,4.48799991607666,4.800000190734863,4.48799991607666,4.791999816894531,5900.0,,,,,
2024-07-08,4.599999904632568,4.71999979019165,4.415999889373779,4.584000110626221,2700.0,,,,,
2024-07-09,4.631999969482422,4.800000190734863,4.415999889373779,4.639999866485596,3575.0,,,,,
2024-07-10,4.711999893188477,4.71999979019165,4.423999786376953,4.495999813079834,3125.0,,,,,
2024-07-11,4.559999942779541,4.800000190734863,4.495999813079834,4.639999866485596,588.0,,,,,
2024-07-12,4.656000137329102,4.800000190734863,4.480000019073486,4.559999942779541,2813.0,,,,,
2024-07-15,4.751999855041504,4.751999855041504,4.480000019073486,4.559999942779541,3650.0,,,,,
2024-07-16,4.880000114440918,4.880000114440918,4.559999942779541,4.559999942779541,5438.0,,,,,
2024-07-17,5.159999847412109,5.191999912261963,4.639999866485596,4.639999866485596,8375.0,,,,,
2024-07-18,4.960000038146973,5.119999885559082,4.880000114440918,5.119999885559082,3875.0,,,,,
2024-07-19,4.800000190734863,5.056000232696533,4.639999866485596,4.960000038146973,850.0,,,,,
2024-07-22,5.007999897003174,5.079999923706055,4.728000164031982,4.760000228881836,3350.0,,,,,
2024-07-23,4.880000114440918,5.0,4.71999979019165,4.776000022888184,2950.0,,,,,
2024-07-24,5.0320000648498535,5.119999885559082,4.679999828338623,5.119999885559082,5075.0,,,,,
2024-07-25,4.808000087738037,5.039999961853027,4.6479997634887695,4.960000038146973,2775.0,,,,,
2024-07-26,4.639999866485596,4.960000038146973,4.639999866485596,4.960000038146973,1038.0,,,,,
2024-07-29,4.328000068664551,4.559999942779541,4.320000171661377,4.480000019073486,8688.0,,,,,
2024-07-30,4.400000095367432,4.519999980926514,4.335999965667725,4.519999980926514,1263.0,,,,,
2024-07-31,4.639999866485596,4.639999866485596,4.392000198364258,4.392000198364258,2338.0,,,,,
2024-08-01,4.423999786376953,4.840000152587891,4.400000095367432,4.599999904632568,8375.0,,,,,
2024-08-02,4.639999866485596,4.639999866485596,4.320000171661377,4.320000171661377,3125.0,,,,,
2024-08-05,4.400000095367432,4.639999866485596,4.320000171661377,4.639999866485596,4513.0,,,,,
2024-08-06,4.263999938964844,4.392000198364258,4.239999771118164,4.328000068664551,2788.0,,,,,
2024-08-07,4.199999809265137,4.559999942779541,4.0879998207092285,4.455999851226807,1363.0,,,,,
2024-08-08,4.320000171661377,4.320000171661377,3.927999973297119,4.303999900817871,4013.0,,,,,
2024-08-09,4.392000198364258,4.639999866485596,3.759999990463257,4.127999782562256,4775.0,,,,,
2024-08-12,3.9600000381469727,4.303999900817871,3.5999999046325684,3.5999999046325684,3000.0,,,,,
2024-08-13,3.799999952316284,4.159999847412109,3.799999952316284,4.159999847412109,475.0,,,,,
2024-08-14,3.880000114440918,4.0,3.608000040054321,3.736000061035156,3238.0,,,,,
2024-08-15,3.944000005722046,4.239999771118164,3.759999990463257,4.0,3738.0,,,,,
2024-08-16,3.759999990463257,4.159999847412109,3.759999990463257,3.920000076293945,1613.0,,,,,
2024-08-19,3.880000114440918,4.176000118255615,3.767999887466431,3.992000102996826,3150.0,,,,,
2024-08-20,4.360000133514404,4.800000190734863,3.920000076293945,4.0320000648498535,3413.0,,,,,
2024-08-21,4.400000095367432,4.400000095367432,4.239999771118164,4.400000095367432,1938.0,,,,,
2024-08-22,4.360000133514404,4.400000095367432,4.176000118255615,4.176000118255615,563.0,,,,,
2024-08-23,4.263999938964844,4.400000095367432,4.263999938964844,4.320000171661377,1200.0,,,,,
2024-08-26,4.400000095367432,4.400000095367432,4.199999809265137,4.239999771118164,41025.0,,,,,
2024-08-27,4.4079999923706055,4.679999828338623,4.079999923706055,4.679999828338623,11213.0,,,,,
2024-08-28,4.168000221252441,4.368000030517578,4.0,4.159999847412109,3113.0,,,,,
2024-08-29,4.352000236511231,4.480000019073486,4.0,4.176000118255615,1475.0,,,,,
2024-08-30,4.352000236511231,4.432000160217285,4.159999847412109,4.343999862670898,1225.0,,,,,
2024-09-03,4.584000110626221,4.639999866485596,4.328000068664551,4.639999866485596,2725.0,,,,,
2024-09-04,4.303999900817871,4.519999980926514,4.303999900817871,4.519999980926514,675.0,,,,,
2024-09-05,4.400000095367432,4.639999866485596,4.159999847412109,4.168000221252441,1025.0,,,,,
2024-09-06,4.559999942779541,4.624000072479248,4.4079999923706055,4.624000072479248,800.0,,,,,
2024-09-09,4.495999813079834,4.559999942779541,4.28000020980835,4.559999942779541,1975.0,,,,,
2024-09-10,4.400000095367432,4.400000095367432,4.28000020980835,4.28000020980835,750.0,,,,,
2024-09-11,4.263999938964844,4.400000095367432,4.0,4.320000171661377,8100.0,,,,,
2024-09-12,4.239999771118164,4.368000030517578,4.239999771118164,4.368000030517578,663.0,,,,,
2024-09-13,4.0879998207092285,4.559999942779541,4.079999923706055,4.535999774932861,2275.0,,,,,
2024-09-16,4.119999885559082,4.320000171661377,4.0,4.0,2250.0,,,,,
2024-09-17,4.335999965667725,4.400000095367432,4.159999847412109,4.400000095367432,1913.0,,,,,
2024-09-18,3.936000108718872,4.320000171661377,3.936000108718872,4.208000183105469,4188.0,,,,,
2024-09-19,3.848000049591065,4.119999885559082,3.839999914169312,3.920000076293945,5288.0,,,,,
2024-09-20,3.7200000286102295,4.159999847412109,3.7200000286102295,4.039999961853027,3588.0,,,,,
2024-09-23,3.680000066757202,4.0,3.680000066757202,3.848000049591065,9600.0,,,,,
2024-09-24,3.880000114440918,4.0,3.687999963760376,3.9040000438690186,1325.0,,,,,
2024-09-25,3.759999990463257,3.839999914169312,3.759999990463257,3.839999914169312,2375.0,,,,,
2024-09-26,3.759999990463257,4.0,3.759999990463257,3.880000114440918,1063.0,,,,,
2024-09-27,3.759999990463257,4.0,3.759999990463257,3.9040000438690186,1088.0,,,,,
2024-09-30,3.759999990463257,3.759999990463257,3.568000078201294,3.5999999046325684,4363.0,,,,,
2024-10-01,3.5999999046325684,3.8239998817443848,3.5199999809265137,3.759999990463257,4725.0,,,,,
2024-10-02,3.608000040054321,3.687999963760376,3.5999999046325684,3.5999999046325684,2038.0,,,,,
2024-10-03,3.680000066757202,3.864000082015991,3.615999937057495,3.671999931335449,3475.0,,,,,
2024-10-04,3.776000022888184,3.864000082015991,3.680000066757202,3.864000082015991,3113.0,,,,,
2024-10-07,3.6480000019073486,3.839999914169312,3.6480000019073486,3.839999914169312,5475.0,,,,,
2024-10-08,3.680000066757202,3.680000066757202,3.559999942779541,3.680000066757202,1075.0,,,,,
2024-10-09,3.680000066757202,3.759999990463257,3.559999942779541,3.559999942779541,1113.0,,,,,
2024-10-10,3.568000078201294,3.608000040054321,3.559999942779541,3.575999975204468,3000.0,,,,,
2024-10-11,3.48799991607666,3.5999999046325684,3.447999954223633,3.559999942779541,4575.0,,,,,
2024-10-14,3.5199999809265137,3.759999990463257,3.5199999809265137,3.5199999809265137,4888.0,,,,,
2024-10-15,3.624000072479248,3.839999914169312,3.5199999809265137,3.680000066757202,7950.0,,,,,
2024-10-16,3.5280001163482666,3.815999984741211,3.5199999809265137,3.5999999046325684,5550.0,,,,,
2024-10-17,3.440000057220459,3.680000066757202,3.440000057220459,3.575999975204468,139813.0,,,,,
2024-10-18,4.079999923706055,4.760000228881836,3.7279999256134033,4.079999923706055,105700.0,,,,,
2024-10-21,4.159999847412109,4.191999912261963,3.839999914169312,4.079999923706055,18238.0,,,,,
2024-10-22,4.056000232696533,4.239999771118164,3.839999914169312,3.839999914169312,29400.0,,,,,
2024-10-23,4.216000080108643,4.455999851226807,3.848000049591065,3.936000108718872,10700.0,,,,,
2024-10-24,4.320000171661377,4.559999942779541,3.920000076293945,4.223999977111816,24013.0,,,,,
2024-10-25,4.480000019073486,4.535999774932861,4.119999885559082,4.480000019073486,6438.0,,,,,
2024-10-28,4.320000171661377,4.440000057220459,4.168000221252441,4.440000057220459,3725.0,,,,,
2024-10-29,4.320000171661377,4.552000045776367,4.239999771118164,4.248000144958496,9638.0,,,,,
2024-10-30,4.0,4.320000171661377,3.9679999351501465,4.320000171661377,5575.0,,,,,
2024-10-31,4.079999923706055,4.440000057220459,3.680000066757202,4.0,87563.0,,,,,
2024-11-01,3.671999931335449,4.015999794006348,3.5199999809265137,3.9600000381469727,33213.0,,,,,
2024-11-04,3.680000066757202,3.839999914169312,3.5999999046325684,3.680000066757202,5213.0,,,,,
2024-11-05,3.5999999046325684,3.680000066757202,3.4560000896453857,3.568000078201294,7088.0,,,,,
2024-11-06,3.559999942779541,3.680000066757202,3.5199999809265137,3.680000066757202,9038.0,,,,,
2024-11-07,3.671999931335449,3.759999990463257,3.5199999809265137,3.640000104904175,8825.0,,,,,
2024-11-08,3.5199999809265137,3.696000099182129,3.359999895095825,3.680000066757202,11950.0,,,,,
2024-11-11,3.759999990463257,3.759999990463257,3.384000062942505,3.400000095367432,13700.0,,,,,
2024-11-12,3.983999967575073,4.159999847412109,3.4560000896453857,3.759999990463257,137825.0,,,,,
2024-11-13,3.624000072479248,3.992000102996826,3.503999948501587,3.615999937057495,32375.0,,,,,
2024-11-14,4.072000026702881,4.159999847412109,3.5999999046325684,3.608000040054321,21525.0,,,,,
2024-11-15,3.920000076293945,4.151999950408936,3.759999990463257,4.0,8375.0,,,,,
2024-11-18,3.808000087738037,4.0,3.680000066757202,4.0,7250.0,,,,,
2024-11-19,3.5999999046325684,3.920000076293945,3.5999999046325684,3.864000082015991,6725.0,,,,,
2024-11-20,3.624000072479248,3.783999919891357,3.400000095367432,3.5999999046325684,8438.0,,,,,
