Date,Close,High,Low,Open,Volume,"('Close', 'IMPP')","('High', 'IMPP')","('Low', 'IMPP')","('Open', 'IMPP')","('Volume', 'IMPP')"
2024-06-03,4.179999828338623,4.260000228881836,4.039999961853027,4.110000133514404,542400.0,,,,,
2024-06-04,4.079999923706055,4.170000076293945,4.050000190734863,4.170000076293945,245500.0,,,,,
2024-06-05,3.880000114440918,4.105000019073486,3.755000114440918,4.090000152587891,522400.0,,,,,
2024-06-06,3.759999990463257,3.871000051498413,3.740000009536743,3.869999885559082,248600.0,,,,,
2024-06-07,3.680000066757202,3.829999923706055,3.660000085830689,3.759999990463257,374100.0,,,,,
2024-06-10,3.809999942779541,3.829999923706055,3.640000104904175,3.680000066757202,408000.0,,,,,
2024-06-11,3.849999904632568,3.950000047683716,3.734999895095825,3.950000047683716,318200.0,,,,,
2024-06-12,3.740000009536743,3.880000114440918,3.690999984741211,3.880000114440918,261500.0,,,,,
2024-06-13,3.740000009536743,3.859999895095825,3.569999933242798,3.670000076293945,305000.0,,,,,
2024-06-14,3.5,3.759999990463257,3.490000009536743,3.7200000286102295,391400.0,,,,,
2024-06-17,3.5,3.559999942779541,3.450000047683716,3.5,183400.0,,,,,
2024-06-18,3.450000047683716,3.690000057220459,3.400000095367432,3.5199999809265137,330000.0,,,,,
2024-06-20,3.5299999713897705,3.595000028610229,3.4549999237060547,3.470000028610229,311300.0,,,,,
2024-06-21,3.7200000286102295,3.7200000286102295,3.509999990463257,3.5299999713897705,329200.0,,,,,
2024-06-24,3.7799999713897705,3.829999923706055,3.7200000286102295,3.75,224700.0,,,,,
2024-06-25,3.865000009536743,3.900000095367432,3.7899999618530273,3.829999923706055,128800.0,,,,,
2024-06-26,3.910000085830689,3.930000066757202,3.838000059127808,3.880000114440918,202100.0,,,,,
2024-06-27,3.819999933242798,3.9489998817443848,3.795000076293945,3.920000076293945,159600.0,,,,,
2024-06-28,3.880000114440918,3.934000015258789,3.799999952316284,3.829999923706055,169900.0,,,,,
2024-07-01,3.7899999618530273,3.930000066757202,3.75,3.880000114440918,145000.0,,,,,
2024-07-02,3.75,3.7899999618530273,3.7300000190734863,3.7300000190734863,101600.0,,,,,
2024-07-03,3.795000076293945,3.799999952316284,3.732000112533569,3.759999990463257,79700.0,,,,,
2024-07-05,3.7200000286102295,3.7799999713897705,3.650000095367432,3.7799999713897705,254600.0,,,,,
2024-07-08,3.7200000286102295,3.740000009536743,3.640000104904175,3.670000076293945,180800.0,,,,,
2024-07-09,3.690000057220459,3.740000009536743,3.5999999046325684,3.740000009536743,251800.0,,,,,
2024-07-10,3.650000095367432,3.700000047683716,3.630000114440918,3.680000066757202,188500.0,,,,,
2024-07-11,3.630000114440918,3.680000066757202,3.619999885559082,3.650000095367432,223900.0,,,,,
2024-07-12,3.630000114440918,3.660000085830689,3.5999999046325684,3.640000104904175,104200.0,,,,,
2024-07-15,3.829999923706055,3.878000020980835,3.609999895095825,3.630000114440918,241600.0,,,,,
2024-07-16,3.920000076293945,3.9600000381469727,3.829999923706055,3.869999885559082,198100.0,,,,,
2024-07-17,3.869999885559082,3.9700000286102295,3.819999933242798,3.910000085830689,109600.0,,,,,
2024-07-18,4.0,4.050000190734863,3.900000095367432,3.900000095367432,320100.0,,,,,
2024-07-19,4.070000171661377,4.170000076293945,3.8550000190734863,3.990000009536743,429700.0,,,,,
2024-07-22,4.269999980926514,4.349999904632568,3.9600000381469727,4.010000228881836,499500.0,,,,,
2024-07-23,4.25,4.300000190734863,4.159999847412109,4.269999980926514,352800.0,,,,,
2024-07-24,4.079999923706055,4.25,3.9700000286102295,4.25,425200.0,,,,,
2024-07-25,4.179999828338623,4.190000057220459,4.0,4.010000228881836,218100.0,,,,,
2024-07-26,4.199999809265137,4.25,4.159999847412109,4.170000076293945,179900.0,,,,,
2024-07-29,4.03000020980835,4.150000095367432,4.03000020980835,4.110000133514404,195400.0,,,,,
2024-07-30,3.9600000381469727,4.061999797821045,3.930000066757202,4.039999961853027,128200.0,,,,,
2024-07-31,3.9800000190734863,3.990000009536743,3.859999895095825,3.950000047683716,180000.0,,,,,
2024-08-01,3.890000104904175,4.001999855041504,3.839999914169312,3.9700000286102295,276800.0,,,,,
2024-08-02,3.740000009536743,3.7899999618530273,3.5999999046325684,3.759999990463257,290300.0,,,,,
2024-08-05,3.670000076293945,3.690000057220459,3.2249999046325684,3.400000095367432,465800.0,,,,,
2024-08-06,3.660000085830689,3.75,3.5299999713897705,3.630000114440918,154300.0,,,,,
2024-08-07,3.809999942779541,3.829999923706055,3.630000114440918,3.7200000286102295,177800.0,,,,,
2024-08-08,3.759999990463257,3.869999885559082,3.700000047683716,3.869999885559082,184600.0,,,,,
2024-08-09,3.799999952316284,3.839999914169312,3.700000047683716,3.75,78100.0,,,,,
2024-08-12,3.890000104904175,3.920000076293945,3.7200000286102295,3.819999933242798,268900.0,,,,,
2024-08-13,3.859999895095825,3.930000066757202,3.7699999809265137,3.930000066757202,127500.0,,,,,
2024-08-14,3.7699999809265137,3.920000076293945,3.759999990463257,3.799999952316284,97900.0,,,,,
2024-08-15,3.700000047683716,3.849999904632568,3.680000066757202,3.809999942779541,163900.0,,,,,
2024-08-16,3.755000114440918,3.799999952316284,3.640000104904175,3.670000076293945,93400.0,,,,,
2024-08-19,3.650000095367432,3.806999921798706,3.630000114440918,3.7799999713897705,166900.0,,,,,
2024-08-20,3.619999885559082,3.700000047683716,3.539999961853028,3.670000076293945,208300.0,,,,,
2024-08-21,3.700000047683716,3.7699999809265137,3.630000114440918,3.630000114440918,110300.0,,,,,
