Date,Close,High,Low,Open,Volume,"('Close', 'XTIA')","('High', 'XTIA')","('Low', 'XTIA')","('Open', 'XTIA')","('Volume', 'XTIA')"
2025-09-23,1.559999942779541,1.600000023841858,1.5099999904632568,1.559999942779541,1448700.0,,,,,
2025-09-24,1.5800000429153442,1.6299999952316284,1.559999942779541,1.5700000524520874,1899800.0,,,,,
2025-09-25,1.5099999904632568,1.5800000429153442,1.5,1.5800000429153442,1224800.0,,,,,
2025-09-26,1.4500000476837158,1.5199999809265137,1.4500000476837158,1.5099999904632568,1625700.0,,,,,
2025-09-29,1.4900000095367432,1.5,1.4500000476837158,1.4700000286102295,723000.0,,,,,
2025-09-30,1.4700000286102295,1.5199999809265137,1.4500000476837158,1.5,849700.0,,,,,
2025-10-01,1.4700000286102295,1.4900000095367432,1.4500000476837158,1.4600000381469729,604600.0,,,,,
2025-10-02,1.5499999523162842,1.5499999523162842,1.4539999961853027,1.4800000190734863,1140800.0,,,,,
2025-10-03,1.5,1.559999942779541,1.4800000190734863,1.559999942779541,941900.0,,,,,
2025-10-06,1.600000023841858,1.600000023841858,1.4850000143051147,1.5199999809265137,1240700.0,,,,,
2025-10-07,1.5700000524520874,1.649999976158142,1.5499999523162842,1.6100000143051147,1130400.0,,,,,
2025-10-08,1.600000023841858,1.600000023841858,1.5399999618530271,1.5700000524520874,707100.0,,,,,
2025-10-09,1.5099999904632568,1.590000033378601,1.5,1.590000033378601,1063800.0,,,,,
2025-10-10,1.4299999475479126,1.5199999809265137,1.4299999475479126,1.5099999904632568,1695800.0,,,,,
2025-10-13,1.4600000381469729,1.4900000095367432,1.409999966621399,1.4700000286102295,791200.0,,,,,
2025-10-14,1.5,1.5199999809265137,1.3899999856948853,1.440000057220459,925000.0,,,,,
2025-10-15,1.5099999904632568,1.5299999713897705,1.4500000476837158,1.5,1269500.0,,,,,
2025-10-16,1.4500000476837158,1.5499999523162842,1.4450000524520874,1.5099999904632568,843900.0,,,,,
2025-10-17,1.4700000286102295,1.4900000095367432,1.4049999713897705,1.4500000476837158,681700.0,,,,,
2025-10-20,,,,,,1.5,1.5449999570846558,1.4900000095367432,1.4900000095367432,842200.0
2025-10-21,,,,,,1.4600000381469727,1.5,1.440000057220459,1.4900000095367432,420200.0
2025-10-22,,,,,,1.4299999475479126,1.4700000286102295,1.409999966621399,1.4500000476837158,949400.0
2025-10-23,,,,,,1.4600000381469727,1.4800000190734863,1.4199999570846558,1.440000057220459,483700.0
2025-10-24,,,,,,1.4700000286102295,1.4900000095367432,1.440000057220459,1.4800000190734863,492500.0
2025-10-27,,,,,,1.5399999618530273,1.5399999618530273,1.440000057220459,1.4900000095367432,1350500.0
2025-10-28,,,,,,1.559999942779541,1.5800000429153442,1.4809999465942383,1.5299999713897705,1562900.0
2025-10-29,,,,,,1.6100000143051147,1.6299999952316284,1.5,1.559999942779541,1475400.0
2025-10-30,,,,,,1.7000000476837158,1.7599999904632568,1.5800000429153442,1.600000023841858,2586200.0
2025-10-31,,,,,,1.7400000095367432,1.7699999809265137,1.659999966621399,1.7200000286102295,1563100.0
2025-11-03,,,,,,1.590000033378601,1.7699999809265137,1.5800000429153442,1.7599999904632568,1361500.0
2025-11-04,,,,,,1.4700000286102295,1.5800000429153442,1.4600000381469727,1.5499999523162842,903900.0
2025-11-05,,,,,,1.5,1.5199999809265137,1.4800000190734863,1.5099999904632568,707600.0
2025-11-06,,,,,,1.440000057220459,1.559999942779541,1.4299999475479126,1.5299999713897705,1752400.0
2025-11-07,,,,,,1.4600000381469727,1.4900000095367432,1.3200000524520874,1.4299999475479126,1660100.0
2025-11-10,,,,,,1.6399999856948853,1.6799999475479126,1.4900000095367432,1.5199999809265137,1732300.0
2025-11-11,,,,,,1.6299999952316284,1.659999966621399,1.5700000524520874,1.6399999856948853,757900.0
2025-11-12,,,,,,1.5099999904632568,1.690000057220459,1.4500000476837158,1.6399999856948853,4348500.0
2025-11-13,,,,,,1.4500000476837158,1.559999942779541,1.4299999475479126,1.5199999809265137,1474200.0
2025-11-14,,,,,,1.3899999856948853,1.4600000381469727,1.3799999952316284,1.4500000476837158,1335200.0
2025-11-17,,,,,,1.3200000524520874,1.409999966621399,1.2699999809265137,1.399999976158142,1552200.0
2025-11-18,,,,,,1.5299999713897705,1.5399999618530273,1.2999999523162842,1.315000057220459,1284800.0
2025-11-19,,,,,,1.3899999856948853,1.5850000381469727,1.3849999904632568,1.5499999523162842,2019900.0
2025-11-20,,,,,,1.3300000429153442,1.4550000429153442,1.3300000429153442,1.399999976158142,1167200.0
2025-11-21,,,,,,1.409999966621399,1.4600000381469727,1.309999942779541,1.340000033378601,1442800.0
2025-11-24,,,,,,1.5199999809265137,1.5800000429153442,1.399999976158142,1.4199999570846558,2061300.0
2025-11-25,,,,,,1.4900000095367432,1.5499999523162842,1.4850000143051147,1.5199999809265137,453900.0
2025-11-26,,,,,,1.6100000143051147,1.7000000476837158,1.4950000047683716,1.5,2654500.0
2025-11-28,,,,,,1.6299999952316284,1.6799999475479126,1.5750000476837158,1.649999976158142,969000.0
2025-12-01,,,,,,1.5299999713897705,1.597000002861023,1.5299999713897705,1.5700000524520874,867800.0
2025-12-02,,,,,,1.4500000476837158,1.5700000524520874,1.444000005722046,1.5299999713897705,1400200.0
2025-12-03,,,,,,1.5,1.5199999809265137,1.4600000381469727,1.4700000286102295,1460600.0
2025-12-04,,,,,,1.5700000524520874,1.600000023841858,1.4900000095367432,1.4900000095367432,1679700.0
2025-12-05,,,,,,1.4299999475479126,1.5859999656677246,1.4199999570846558,1.5700000524520874,1845900.0
2025-12-08,,,,,,1.4199999570846558,1.4900000095367432,1.4199999570846558,1.440000057220459,1388200.0
2025-12-09,,,,,,1.4299999475479126,1.4700000286102295,1.399999976158142,1.4199999570846558,875000.0
2025-12-10,,,,,,1.4199999570846558,1.4500000476837158,1.3899999856948853,1.4299999475479126,898800.0
2025-12-11,,,,,,1.409999966621399,1.440000057220459,1.399999976158142,1.409999966621399,643800.0
2025-12-12,,,,,,1.399999976158142,1.4600000381469727,1.3899999856948853,1.399999976158142,1213000.0
2025-12-15,,,,,,1.3600000143051147,1.409999966621399,1.350000023841858,1.399999976158142,1197700.0
2025-12-16,,,,,,1.3200000524520874,1.3799999952316284,1.309999942779541,1.350000023841858,967500.0
2025-12-17,,,,,,1.2599999904632568,1.350000023841858,1.2599999904632568,1.340000033378601,1228900.0
2025-12-18,,,,,,1.2699999809265137,1.340000033378601,1.2599999904632568,1.2899999618530273,795500.0
2025-12-19,,,,,,1.3600000143051147,1.3799999952316284,1.2719999551773071,1.2799999713897705,1648300.0
2025-12-22,,,,,,1.409999966621399,1.4800000190734863,1.340000033378601,1.350000023841858,1457200.0
2025-12-23,,,,,,1.3949999809265137,1.399999976158142,1.3700000047683716,1.399999976158142,274113.0
