Date,Close,High,Low,Open,Volume,"('Close', 'GOGO')","('High', 'GOGO')","('Low', 'GOGO')","('Open', 'GOGO')","('Volume', 'GOGO')"
2024-06-03,10.539999961853027,10.760000228881836,10.43000030517578,10.699999809265137,515400.0,,,,,
2024-06-04,10.630000114440918,10.68000030517578,10.399999618530272,10.489999771118164,374800.0,,,,,
2024-06-05,10.529999732971191,10.75,10.479999542236328,10.640000343322754,470500.0,,,,,
2024-06-06,10.390000343322754,10.489999771118164,10.279999732971191,10.460000038146973,441400.0,,,,,
2024-06-07,9.8100004196167,10.260000228881836,9.800000190734863,10.239999771118164,528900.0,,,,,
2024-06-10,9.649999618530272,9.8100004196167,9.619999885559082,9.739999771118164,848500.0,,,,,
2024-06-11,9.760000228881836,9.81999969482422,9.4399995803833,9.600000381469728,931000.0,,,,,
2024-06-12,9.880000114440918,10.130000114440918,9.8149995803833,10.0600004196167,554800.0,,,,,
2024-06-13,9.56999969482422,9.9399995803833,9.5600004196167,9.859999656677246,447700.0,,,,,
2024-06-14,9.18000030517578,9.550000190734863,9.130000114440918,9.5,445500.0,,,,,
2024-06-17,9.289999961853027,9.335000038146973,8.989999771118164,9.100000381469728,923600.0,,,,,
2024-06-18,9.479999542236328,9.489999771118164,9.229999542236328,9.3100004196167,521800.0,,,,,
2024-06-20,9.25,9.520000457763672,9.1899995803833,9.40999984741211,701600.0,,,,,
2024-06-21,9.229999542236328,9.31999969482422,8.930000305175781,9.119999885559082,2455100.0,,,,,
2024-06-24,9.109999656677246,9.279999732971191,9.0600004196167,9.279999732971191,773600.0,,,,,
2024-06-25,9.100000381469728,9.18000030517578,9.020000457763672,9.09000015258789,537400.0,,,,,
2024-06-26,9.279999732971191,9.289999961853027,9.010000228881836,9.09000015258789,489100.0,,,,,
2024-06-27,9.5600004196167,9.5600004196167,9.260000228881836,9.279999732971191,672700.0,,,,,
2024-06-28,9.619999885559082,9.80500030517578,9.479999542236328,9.619999885559082,1647100.0,,,,,
2024-07-01,9.390000343322754,9.899999618530272,9.34000015258789,9.619999885559082,783700.0,,,,,
2024-07-02,9.84000015258789,9.9399995803833,9.390000343322754,9.399999618530272,729000.0,,,,,
2024-07-03,9.779999732971191,10.03499984741211,9.720000267028809,9.890000343322754,334900.0,,,,,
