Date,Close,High,Low,Open,Volume,"('Close', 'KMI')","('High', 'KMI')","('Low', 'KMI')","('Open', 'KMI')","('Volume', 'KMI')"
2024-06-03,18.421646118164062,18.440540546631944,18.298835936866595,18.402751689696185,14348500.0,,,,,
2024-06-04,18.572797775268555,18.620032044141933,18.22325986111309,18.327175613008897,13990700.0,,,,,
2024-06-05,18.69561004638672,18.71450267310505,18.44054066603439,18.620032332025836,14730800.0,,,,,
2024-06-06,18.71450424194336,18.74284588720457,18.582246834468435,18.638928323118822,11409500.0,,,,,
2024-06-07,18.53501319885254,18.66727061087957,18.49722433720362,18.657823395467336,9188900.0,,,,,
2024-06-10,18.705055236816406,18.78063114840846,18.53501078713818,18.55390341363229,11566500.0,,,,,
2024-06-11,18.69561004638672,18.78063137129894,18.57279806242217,18.620032332025836,9229800.0,,,,,
2024-06-12,18.78063201904297,18.960125493097028,18.752292177052084,18.818420877526748,10083700.0,,,,,
2024-06-13,18.667266845703125,18.808971444560648,18.610585366534465,18.74284275188525,7979400.0,,,,,
2024-06-14,18.506669998168945,18.667269042943328,18.46888113969406,18.57279869862805,8446700.0,,,,,
2024-06-17,18.582246780395508,18.73339861760473,18.478329216612156,18.487776431671733,11724300.0,,,,,
2024-06-18,18.64837455749512,18.761739330706124,18.58224585723534,18.62003291372438,8880500.0,,,,,
2024-06-20,18.705055236816406,18.8373144335064,18.55390341363229,18.610586698730238,10930000.0,,,,,
2024-06-21,18.620031356811523,18.837313670475247,18.54445544828077,18.771184975744813,28989500.0,,,,,
2024-06-24,18.997913360595703,19.07348927174906,18.648373645341515,18.648373645341515,11998500.0,,,,,
2024-06-25,18.988466262817383,19.045147746061748,18.903443137014904,18.96012462025927,9937300.0,,,,,
2024-06-26,18.64837455749512,19.026254131745244,18.62003291372438,18.9884670752562,13503400.0,,,,,
2024-06-27,18.667266845703125,18.790077017547183,18.53500946035233,18.70505389785832,10532000.0,,,,,
2024-06-28,18.77118682861328,18.818421100405484,18.648374838958404,18.761739613880447,42524200.0,,,,,
2024-07-01,18.69561004638672,18.90344335526349,18.591692491012388,18.87510171237816,10789700.0,,,,,
2024-07-02,18.629478454589844,18.808971911934435,18.393303516668144,18.808971911934435,12815400.0,,,,,
2024-07-03,18.8562068939209,18.96957166124643,18.66726801754081,18.73339671436743,11016100.0,,,,,
2024-07-05,18.79007911682129,18.875102246009146,18.676716145818773,18.818420760507887,11916500.0,,,,,
2024-07-08,18.808971405029297,18.893994524539465,18.705053858545376,18.79007697805554,9640500.0,,,,,
2024-07-09,18.88455009460449,19.026254714051223,18.742845475157765,18.752292690037144,13993100.0,,,,,
2024-07-10,18.988466262817383,18.997913477003426,18.79952558284035,18.893995922828864,9648500.0,,,,,
2024-07-11,19.04514503479004,19.08293388615456,18.903440445916296,19.007357985297123,15623300.0,,,,,
2024-07-12,19.0734920501709,19.196302247982832,18.97902169699981,19.130173541324705,18489400.0,,,,,
2024-07-15,19.054595947265625,19.252982049833125,19.035701517914827,19.158513506823056,13844400.0,,,,,
2024-07-16,19.120723724365234,19.41358015766635,18.92233763138212,19.41358015766635,14691300.0,,,,,
2024-07-17,19.394685745239254,19.432472796763907,19.14906360377807,19.177403441953636,23408500.0,,,,,
2024-07-18,19.885929107666016,20.26381045089104,19.309663482804247,19.366344963539287,42322400.0,,,,,
2024-07-19,20.301597595214844,20.585008603905717,19.93316526597569,19.989846746965146,26891100.0,,,,,
2024-07-22,20.64168930053711,20.65113651398833,20.311044037231092,20.33938567758477,15594800.0,,,,,
2024-07-23,20.424409866333008,20.603901525690517,20.367726582657333,20.603901525690517,20814900.0,,,,,
2024-07-24,19.885929107666016,20.46219653439957,19.885929107666016,20.443302106863964,20630700.0,,,,,
2024-07-25,19.904823303222656,20.11265839994858,19.848141823148204,19.895376089564955,20800200.0,,,,,
2024-07-26,20.188236236572266,20.244917722063327,19.970953905424643,19.989848334545645,12587900.0,,,,,
2024-07-29,20.112659454345703,20.27325668933059,19.97095304392304,20.22602242043761,13805100.0,,,,,
2024-07-30,20.518878936767575,20.59445484843282,20.103212323544685,20.112659537736825,16671800.0,,,,,
2024-07-31,20.229745864868164,20.708443135770803,20.210599361856787,20.612705142458413,15294600.0,,,,,
2024-08-01,20.17230224609375,20.30633689455892,20.038267597628582,20.239319570326334,12092600.0,,,,,
2024-08-02,19.798917770385746,20.172301026294956,19.63616063876903,20.08613537861052,18941200.0,,,,,
2024-08-05,19.224483489990234,19.3106491500548,18.841526015306226,19.09044883037215,18837000.0,,,,,
2024-08-06,19.779769897460938,19.96167536076253,19.214907005696823,19.34894164913744,19934600.0,,,,,
2024-08-07,19.91380500793457,20.382929923149103,19.91380500793457,19.99039649542335,15593700.0,,,,,
2024-08-08,20.17230224609375,20.27761622765074,19.91380528740939,19.91380528740939,10592500.0,,,,,
2024-08-09,20.12443351745605,20.201025007035657,19.913805551548283,20.201025007035657,13464700.0,,,,,
2024-08-12,20.0286922454834,20.20102354105276,19.93295243393542,20.16272688599956,7603400.0,,,,,
2024-08-13,20.0286922454834,20.105283729504777,19.77976946589266,19.999969754193497,9484600.0,,,,,
2024-08-14,20.06698989868164,20.14358321956779,19.95210356952297,20.02869506432384,7947500.0,,,,,
2024-08-15,20.21059799194336,20.29676364095217,20.019118366127092,20.22017215584268,12283100.0,,,,,
2024-08-16,20.18187713623047,20.239320298197796,20.095711480236886,20.210599630256727,8170500.0,,,,,
2024-08-19,20.44994735717773,20.459521521426318,20.12443307706647,20.181876236472835,10010000.0,,,,,
2024-08-20,20.13400650024414,20.48824143397773,20.057415015159712,20.42122411278949,9770700.0,,,,,
2024-08-21,20.076562881469727,20.248894191144306,19.95210239452985,20.20102519449477,11349000.0,,,,,
2024-08-22,20.10528564453125,20.20102546519844,19.999971659188827,20.07656315050553,7767200.0,,,,,
2024-08-23,20.373353958129883,20.478666102815115,20.08613453587075,20.172300179939995,11384000.0,,,,,
2024-08-26,20.50739097595215,20.58398246557133,20.42122532186992,20.50739097595215,10758300.0,,,,,
2024-08-27,20.478666305541992,20.612702767690447,20.39250066061976,20.516962959322967,10979400.0,,,,,
2024-08-28,20.421226501464844,20.507392160524272,20.306338347357183,20.449948996513072,8327400.0,,,,,
2024-08-29,20.50739097595215,20.56483413664525,20.315911338861607,20.497816811489106,8562900.0,,,,,
2024-08-30,20.6510009765625,20.670149306588133,20.40207816448505,20.44037482453632,26383300.0,,,,,
2024-09-03,20.64142608642578,20.727591742428903,20.315911791766236,20.536113927154886,11945000.0,,,,,
2024-09-04,20.49781608581543,20.70844221829021,20.38292976849649,20.59355590097127,14875000.0,,,,,
2024-09-05,20.56483459472656,20.66057441540444,20.46909477404869,20.631851921375517,9093000.0,,,,,
2024-09-06,20.229745864868164,20.67014830366288,20.143582036104043,20.564834319717047,11478500.0,,,,,
2024-09-09,20.22017288208008,20.382930022044054,20.153153732377763,20.26804187721091,11855300.0,,,,,
2024-09-10,20.22017288208008,20.335059200828116,20.06698808027418,20.296764369940476,9044100.0,,,,,
2024-09-11,19.942527770996094,20.18187640090536,19.684030812433665,20.09571074805121,10563100.0,,,,,
2024-09-12,20.04784202575684,20.12443351532834,19.83721405987133,19.97125053618533,9023000.0,,,,,
2024-09-13,20.23931884765625,20.25846717563474,20.076561712009223,20.1148583679662,10036900.0,,,,,
2024-09-16,20.55525779724121,20.63184927875629,20.392500670761045,20.44037148801107,11136600.0,,,,,
2024-09-17,20.64142608642578,20.813757398432035,20.526539762478407,20.593557089128574,10256300.0,,,,,
2024-09-18,20.68929481506348,20.89992093836503,20.67014648764924,20.68929481506348,10153100.0,,,,,
2024-09-19,20.670146942138672,20.90949556182431,20.631850286468147,20.871198906153783,11860800.0,,,,,
2024-09-20,20.861629486083984,20.94779332122367,20.54568751086881,20.59355833715231,21988200.0,,,,,
2024-09-23,21.235010147094727,21.25415847521531,20.890347545264564,20.909495873385143,11610100.0,,,,,
2024-09-24,21.273303985595703,21.388192122878603,21.120121019941827,21.35946963203663,11105200.0,,,,,
2024-09-25,21.14884757995605,21.321178905995552,21.10097857876079,21.282882244171063,12086200.0,,,,,
2024-09-26,20.75631332397461,21.12969659951678,20.698870164526223,20.93821879266046,14574600.0,,,,,
2024-09-27,20.861629486083984,20.94779332122367,20.689298163634,20.79461032928709,12662100.0,,,,,
2024-09-30,21.14884757995605,21.1871424156952,20.727593430313437,20.89035059089681,10362100.0,,,,,
2024-10-01,21.62754249572754,21.66583732721619,21.07225374350349,21.091402072290396,15698100.0,,,,,
2024-10-02,21.962631225585938,22.01050022207925,21.63711693639294,21.684985932886253,15220900.0,,,,,
2024-10-03,22.35516166687012,22.42217898887705,21.81902126472958,21.991350738710956,17220600.0,,,,,
2024-10-04,22.613658905029297,22.642379571349508,22.30729113096132,22.422179274497445,11021000.0,,,,,
2024-10-07,22.57536125183105,22.824284030098973,22.565787088118636,22.63280440802057,12242600.0,,,,,
2024-10-08,22.326438903808597,22.537066857370775,22.077516120743766,22.393456225002,10575800.0,,,,,
2024-10-09,22.479623794555664,22.537068782845058,22.201980322164403,22.211554486879304,6730500.0,,,,,
