Date,Close,High,Low,Open,Volume,"('Close', 'PACB')","('High', 'PACB')","('Low', 'PACB')","('Open', 'PACB')","('Volume', 'PACB')"
2024-06-03,1.870000004768372,2.0199999809265137,1.8200000524520876,1.8799999952316284,7505400.0,,,,,
2024-06-04,1.7999999523162842,1.870000004768372,1.7300000190734863,1.8600000143051147,6846700.0,,,,,
2024-06-05,2.039999961853028,2.049999952316284,1.75,1.830000042915344,9593500.0,,,,,
2024-06-06,2.049999952316284,2.1700000762939453,1.9800000190734863,2.0299999713897705,7257700.0,,,,,
2024-06-07,2.009999990463257,2.0799999237060547,1.9299999475479128,2.0,4612900.0,,,,,
2024-06-10,1.8899999856948853,1.9700000286102293,1.840000033378601,1.9600000381469729,4407100.0,,,,,
2024-06-11,1.8200000524520876,1.8600000143051147,1.7799999713897705,1.850000023841858,6211500.0,,,,,
2024-06-12,1.9800000190734863,2.150000095367432,1.950000047683716,1.950000047683716,10510300.0,,,,,
2024-06-13,1.850000023841858,2.0299999713897705,1.840000033378601,2.009999990463257,4273400.0,,,,,
2024-06-14,1.7599999904632568,1.840000033378601,1.7300000190734863,1.840000033378601,6573500.0,,,,,
2024-06-17,1.6699999570846558,1.7400000095367432,1.6299999952316284,1.7400000095367432,5857000.0,,,,,
2024-06-18,1.649999976158142,1.7000000476837158,1.6299999952316284,1.659999966621399,5660700.0,,,,,
2024-06-20,1.5700000524520874,1.649999976158142,1.5499999523162842,1.6399999856948853,6605500.0,,,,,
2024-06-21,1.4700000286102295,1.6100000143051147,1.4600000381469729,1.5700000524520874,10685800.0,,,,,
2024-06-24,1.4500000476837158,1.5299999713897705,1.399999976158142,1.4900000095367432,8972800.0,,,,,
2024-06-25,1.399999976158142,1.4700000286102295,1.2999999523162842,1.4500000476837158,10392500.0,,,,,
2024-06-26,1.3600000143051147,1.409999966621399,1.350000023841858,1.399999976158142,4424600.0,,,,,
2024-06-27,1.3600000143051147,1.3799999952316284,1.2999999523162842,1.3600000143051147,8967700.0,,,,,
2024-06-28,1.3700000047683716,1.4199999570846558,1.2599999904632568,1.3799999952316284,21115100.0,,,,,
2024-07-01,1.2000000476837158,1.3899999856948853,1.190000057220459,1.3600000143051147,10479100.0,,,,,
2024-07-02,1.2799999713897705,1.2799999713897705,1.159999966621399,1.2200000286102295,7333100.0,,,,,
