Date,Close,High,Low,Open,Volume,"('Close', 'GSBD')","('High', 'GSBD')","('Low', 'GSBD')","('Open', 'GSBD')","('Volume', 'GSBD')"
2024-06-03,12.184059143066406,12.184059143066406,12.077042175904992,12.184059143066406,805700.0,,,,,
2024-06-04,12.120640754699709,12.132531779753066,12.057223466402542,12.12856810473528,495800.0,,,,,
2024-06-05,12.096860885620115,12.128569533504038,11.981916564544775,12.128569533504038,721300.0,,,,,
2024-06-06,12.104787826538086,12.112714421245204,12.049297127625628,12.065151829027409,436800.0,,,,,
2024-06-07,12.112713813781738,12.143630177567216,12.049296523342598,12.049296523342598,437700.0,,,,,
2024-06-10,12.112713813781738,12.152349809304631,12.06515122394925,12.081005168562168,454100.0,,,,,
2024-06-11,12.112713813781738,12.128568514388393,12.064358186521424,12.088932518865494,374900.0,,,,,
2024-06-12,12.120640754699709,12.263330031365182,12.09289578556891,12.168204098919436,581400.0,,,,,
2024-06-13,12.05722427368164,12.191193171880252,12.021551952126869,12.144422861930106,555300.0,,,,,
2024-06-14,12.096860885620115,12.096860885620115,11.99380759099892,12.025516238882842,669300.0,,,,,
2024-06-17,12.239548683166504,12.25540338414688,12.08496912857662,12.104787504802088,541400.0,,,,,
2024-06-18,12.310894966125488,12.36638567095767,12.247477665740586,12.247477665740586,443100.0,,,,,
2024-06-20,12.374311447143556,12.437728743329272,12.318821501979505,12.342602799050695,648800.0,,,,,
2024-06-21,12.390165328979492,12.39809267947638,12.341016663091288,12.39809267947638,666900.0,,,,,
2024-06-24,12.469436645507812,12.532854693893702,12.42583772948432,12.437727999311749,628800.0,,,,,
2024-06-25,12.398093223571776,12.532855163957954,12.38223852188221,12.517000462268388,643300.0,,,,,
2024-06-26,12.429801940917969,12.453583237592388,12.358457294900926,12.40601988824976,390500.0,,,,,
2024-06-27,12.40601921081543,12.524927199682091,12.398092616352653,12.461509908017373,907100.0,,,,,
2024-06-28,12.267269134521484,12.49580165893639,12.25094582756341,12.49580165893639,1003800.0,,,,,
2024-07-01,12.373372077941896,12.38153411976676,12.271348890256522,12.316239341918134,779200.0,,,,,
2024-07-02,12.593743324279783,12.610066630574842,12.357049545187447,12.381534893817635,703700.0,,,,,
2024-07-03,12.610066413879396,12.659037888673426,12.569256981280231,12.569256981280231,300500.0,,,,,
2024-07-05,12.610066413879396,12.632103772130506,12.569256981280231,12.610066413879396,324700.0,,,,,
2024-07-08,12.724332809448242,12.732494851732891,12.64271394335212,12.68352337640018,454100.0,,,,,
2024-07-09,12.659038543701172,12.72433332788836,12.618229108990372,12.716171285271155,459800.0,,,,,
2024-07-10,12.71617031097412,12.748817700566311,12.634551447806055,12.642713489797895,409500.0,,,,,
