Date,Close,High,Low,Open,Volume,"('Close', 'TSHA')","('High', 'TSHA')","('Low', 'TSHA')","('Open', 'TSHA')","('Volume', 'TSHA')"
2024-06-03,3.619999885559082,3.944999933242798,3.440000057220459,3.450000047683716,8015700.0,,,,,
2024-06-04,3.680000066757202,3.7799999713897705,3.5799999237060547,3.630000114440918,2240500.0,,,,,
2024-06-05,3.990000009536743,4.0,3.674999952316284,3.690000057220459,1866300.0,,,,,
2024-06-06,3.859999895095825,4.019999980926514,3.75,4.0,1745500.0,,,,,
2024-06-07,3.950000047683716,4.014999866485596,3.775000095367432,3.799999952316284,1303700.0,,,,,
2024-06-10,3.920000076293945,4.004000186920166,3.839999914169312,3.940000057220459,1005800.0,,,,,
2024-06-11,3.75,3.930000066757202,3.7200000286102295,3.890000104904175,1003000.0,,,,,
2024-06-12,3.910000085830689,4.010000228881836,3.660000085830689,3.7899999618530273,1462700.0,,,,,
2024-06-13,4.170000076293945,4.320000171661377,3.931999921798706,3.9600000381469727,2756600.0,,,,,
2024-06-14,3.9700000286102295,4.170000076293945,3.900000095367432,4.150000095367432,1395200.0,,,,,
2024-06-17,4.03000020980835,4.070000171661377,3.7200000286102295,3.9800000190734863,7979100.0,,,,,
2024-06-18,2.970000028610229,3.819999933242798,2.440000057220459,3.7799999713897705,9402900.0,,,,,
2024-06-20,2.759999990463257,3.125,2.740000009536743,2.930000066757202,3177800.0,,,,,
2024-06-21,2.9600000381469727,2.990000009536743,2.744999885559082,2.9100000858306885,5482200.0,,,,,
2024-06-24,2.6600000858306885,2.984999895095825,2.5899999141693115,2.9200000762939453,2170000.0,,,,,
2024-06-25,2.4649999141693115,2.6700000762939453,2.450000047683716,2.609999895095825,1928500.0,,,,,
2024-06-26,2.039999961853028,2.259999990463257,1.830000042915344,2.240000009536743,10169900.0,,,,,
2024-06-27,2.164999961853028,2.2100000381469727,2.039999961853028,2.0899999141693115,3693400.0,,,,,
2024-06-28,2.240000009536743,2.309999942779541,2.069999933242798,2.1700000762939453,28053000.0,,,,,
2024-07-01,2.259999990463257,2.3989999294281006,2.200000047683716,2.380000114440918,2979200.0,,,,,
2024-07-02,2.1600000858306885,2.309999942779541,2.140000104904175,2.299999952316284,2036000.0,,,,,
2024-07-03,2.150000095367432,2.289999961853028,2.1449999809265137,2.240000009536743,810100.0,,,,,
2024-07-05,2.069999933242798,2.1700000762939453,1.9900000095367432,2.1700000762939453,1836000.0,,,,,
2024-07-08,2.220000028610229,2.255000114440918,2.0799999237060547,2.0799999237060547,1510600.0,,,,,
2024-07-09,2.240000009536743,2.369999885559082,2.200000047683716,2.220000028610229,1394500.0,,,,,
2024-07-10,2.259999990463257,2.3299999237060547,2.220000028610229,2.2699999809265137,1156200.0,,,,,
2024-07-11,2.4600000381469727,2.525000095367432,2.2699999809265137,2.3499999046325684,3056200.0,,,,,
2024-07-12,2.369999885559082,2.5299999713897705,2.299999952316284,2.5199999809265137,1938200.0,,,,,
2024-07-15,2.440000057220459,2.509999990463257,2.390000104904175,2.5,1488100.0,,,,,
2024-07-16,2.4600000381469727,2.509999990463257,2.430000066757202,2.4800000190734863,1985800.0,,,,,
2024-07-17,2.289999961853028,2.4600000381469727,2.2100000381469727,2.4600000381469727,2190100.0,,,,,
2024-07-18,2.259999990463257,2.380000114440918,2.140000104904175,2.380000114440918,1620200.0,,,,,
2024-07-19,2.140000104904175,2.276000022888184,2.119999885559082,2.2699999809265137,1550800.0,,,,,
2024-07-22,2.180000066757202,2.200000047683716,2.119999885559082,2.140000104904175,953800.0,,,,,
2024-07-23,2.289999961853028,2.309999942779541,2.0999999046325684,2.119999885559082,1115500.0,,,,,
2024-07-24,2.240000009536743,2.319999933242798,2.2100000381469727,2.25,1320400.0,,,,,
2024-07-25,2.2699999809265137,2.325000047683716,2.2260000705718994,2.2699999809265137,1077500.0,,,,,
2024-07-26,2.299999952316284,2.3499999046325684,2.2049999237060547,2.309999942779541,1087600.0,,,,,
2024-07-29,2.289999961853028,2.309999942779541,2.1600000858306885,2.289999961853028,1275300.0,,,,,
2024-07-30,2.25,2.3399999141693115,2.2100000381469727,2.299999952316284,836600.0,,,,,
2024-07-31,2.2100000381469727,2.305000066757202,2.200000047683716,2.259999990463257,1382700.0,,,,,
2024-08-01,2.1600000858306885,2.259999990463257,2.140000104904175,2.259999990463257,1527800.0,,,,,
2024-08-02,2.0999999046325684,2.150000095367432,2.009999990463257,2.0899999141693115,1455100.0,,,,,
2024-08-05,2.0199999809265137,2.0999999046325684,1.9299999475479128,1.9800000190734863,1370000.0,,,,,
2024-08-06,2.150000095367432,2.190000057220459,1.9900000095367432,2.0299999713897705,908700.0,,,,,
2024-08-07,2.0299999713897705,2.1549999713897705,1.9600000381469729,2.119999885559082,2359700.0,,,,,
2024-08-08,2.0999999046325684,2.1050000190734863,2.0,2.069999933242798,815300.0,,,,,
2024-08-09,2.0899999141693115,2.150000095367432,2.0350000858306885,2.130000114440918,965200.0,,,,,
2024-08-12,2.039999961853028,2.220000028610229,1.9900000095367432,2.140000104904175,1836700.0,,,,,
2024-08-13,2.2799999713897705,2.289999961853028,2.049999952316284,2.049999952316284,1762600.0,,,,,
2024-08-14,2.309999942779541,2.3499999046325684,2.190000057220459,2.2799999713897705,1489300.0,,,,,
2024-08-15,2.289999961853028,2.359999895095825,2.2699999809265137,2.299999952316284,1239100.0,,,,,
2024-08-16,2.25,2.319999933242798,2.2100000381469727,2.2799999713897705,820000.0,,,,,
2024-08-19,2.240000009536743,2.3550000190734863,2.2249999046325684,2.259999990463257,1194000.0,,,,,
2024-08-20,2.289999961853028,2.299999952316284,2.200000047683716,2.25,736300.0,,,,,
2024-08-21,2.259999990463257,2.345000028610229,2.2100000381469727,2.2799999713897705,1082800.0,,,,,
2024-08-22,2.240000009536743,2.2790000438690186,2.180000066757202,2.25,647800.0,,,,,
2024-08-23,2.200000047683716,2.2799999713897705,2.1700000762939453,2.25,1150400.0,,,,,
2024-08-26,2.1600000858306885,2.2699999809265137,2.140000104904175,2.2100000381469727,1190900.0,,,,,
2024-08-27,2.140000104904175,2.25,2.0799999237060547,2.25,785300.0,,,,,
2024-08-28,2.0899999141693115,2.130000114440918,2.069999933242798,2.119999885559082,634700.0,,,,,
2024-08-29,2.150000095367432,2.2300000190734863,2.0850000381469727,2.0999999046325684,656500.0,,,,,
2024-08-30,2.240000009536743,2.25,2.114000082015991,2.1700000762939453,1086500.0,,,,,
2024-09-03,2.059999942779541,2.259999990463257,2.049999952316284,2.200000047683716,844500.0,,,,,
2024-09-04,2.069999933242798,2.0999999046325684,2.0199999809265137,2.0299999713897705,991400.0,,,,,
2024-09-05,2.109999895095825,2.150000095367432,2.049999952316284,2.0899999141693115,729900.0,,,,,
2024-09-06,2.039999961853028,2.130000114440918,1.9900000095367432,2.109999895095825,2882400.0,,,,,
2024-09-09,2.289999961853028,2.3550000190734863,2.059999942779541,2.059999942779541,1774900.0,,,,,
2024-09-10,2.289999961853028,2.305000066757202,2.180000066757202,2.2799999713897705,784800.0,,,,,
2024-09-11,2.319999933242798,2.3299999237060547,2.2300000190734863,2.2699999809265137,880000.0,,,,,
2024-09-12,2.190000057220459,2.3399999141693115,2.190000057220459,2.3399999141693115,732300.0,,,,,
2024-09-13,2.289999961853028,2.3299999237060547,2.180000066757202,2.2300000190734863,2712000.0,,,,,
2024-09-16,2.1700000762939453,2.309999942779541,2.130000114440918,2.289999961853028,1327500.0,,,,,
2024-09-17,2.180000066757202,2.244999885559082,2.140000104904175,2.2100000381469727,1475000.0,,,,,
2024-09-18,2.150000095367432,2.25,2.069999933242798,2.1700000762939453,1444600.0,,,,,
2024-09-19,2.190000057220459,2.2850000858306885,2.140000104904175,2.240000009536743,1946900.0,,,,,
2024-09-20,2.150000095367432,2.200999975204468,2.130000114440918,2.200000047683716,5460900.0,,,,,
2024-09-23,2.0299999713897705,2.150000095367432,2.0299999713897705,2.150000095367432,2860700.0,,,,,
2024-09-24,2.059999942779541,2.0899999141693115,1.9850000143051147,2.049999952316284,2002400.0,,,,,
2024-09-25,2.009999990463257,2.0799999237060547,2.0,2.068000078201294,1066600.0,,,,,
2024-09-26,2.0999999046325684,2.109999895095825,1.9900000095367432,2.0299999713897705,3287100.0,,,,,
2024-09-27,2.069999933242798,2.150000095367432,2.069999933242798,2.0999999046325684,1020300.0,,,,,
2024-09-30,2.009999990463257,2.109999895095825,1.9800000190734863,2.069999933242798,3094100.0,,,,,
2024-10-01,2.0199999809265137,2.055000066757202,1.9800000190734863,2.0,1984300.0,,,,,
2024-10-02,2.049999952316284,2.0899999141693115,1.9900000095367432,2.0,1556600.0,,,,,
2024-10-03,2.0199999809265137,2.1050000190734863,2.0199999809265137,2.039999961853028,2332600.0,,,,,
2024-10-04,2.009999990463257,2.0899999141693115,2.009999990463257,2.049999952316284,1409600.0,,,,,
2024-10-07,1.9800000190734863,2.0350000858306885,1.965000033378601,2.009999990463257,1689300.0,,,,,
2024-10-08,2.009999990463257,2.059999942779541,1.9700000286102293,1.9900000095367432,913100.0,,,,,
2024-10-09,2.0,2.0290000438690186,1.9600000381469729,2.0,1356400.0,,,,,
2024-10-10,1.9800000190734863,2.009999990463257,1.955000042915344,1.9800000190734863,1886700.0,,,,,
2024-10-11,2.009999990463257,2.049999952316284,1.9600000381469729,1.9800000190734863,1985400.0,,,,,
2024-10-14,1.9900000095367432,2.009999990463257,1.9700000286102293,2.0,936100.0,,,,,
2024-10-15,1.950000047683716,1.9900000095367432,1.919999957084656,1.9900000095367432,955600.0,,,,,
2024-10-16,2.0299999713897705,2.049999952316284,1.9299999475479128,1.950000047683716,1936300.0,,,,,
2024-10-17,2.0299999713897705,2.059999942779541,2.005000114440918,2.039999961853028,1097300.0,,,,,
2024-10-18,2.059999942779541,2.059999942779541,2.0199999809265137,2.039999961853028,744500.0,,,,,
2024-10-21,2.0199999809265137,2.065000057220459,1.9800000190734863,2.049999952316284,1616800.0,,,,,
2024-10-22,1.9900000095367432,2.0199999809265137,1.899999976158142,2.009999990463257,2117900.0,,,,,
2024-10-23,1.9700000286102293,2.009999990463257,1.909999966621399,1.9900000095367432,2819500.0,,,,,
2024-10-24,1.9700000286102293,2.0,1.950000047683716,1.9800000190734863,962100.0,,,,,
2024-10-25,1.9900000095367432,2.049999952316284,1.9700000286102293,1.9700000286102293,1454900.0,,,,,
2024-10-28,1.9700000286102293,2.055000066757202,1.9700000286102293,1.9900000095367432,1752900.0,,,,,
2024-10-29,1.8799999952316284,2.0,1.8799999952316284,2.0,1868600.0,,,,,
2024-10-30,1.870000004768372,1.9299999475479128,1.850000023841858,1.8799999952316284,1352700.0,,,,,
2024-10-31,1.690000057220459,1.870000004768372,1.6799999475479126,1.850000023841858,2094700.0,,,,,
2024-11-01,1.5299999713897705,1.7200000286102295,1.5199999809265137,1.690000057220459,6477100.0,,,,,
2024-11-04,1.340000033378601,1.5700000524520874,1.3350000381469729,1.5700000524520874,7479700.0,,,,,
2024-11-05,1.2699999809265137,1.3550000190734863,1.190000057220459,1.340000033378601,12999000.0,,,,,
2024-11-06,1.3700000047683716,1.4299999475479126,1.25,1.25,10431900.0,,,,,
2024-11-07,1.4199999570846558,1.468999981880188,1.350000023841858,1.409999966621399,4496700.0,,,,,
2024-11-08,1.5,1.5199999809265137,1.399999976158142,1.4199999570846558,4159000.0,,,,,
2024-11-11,1.6299999952316284,1.649999976158142,1.4900000095367432,1.5299999713897705,7245300.0,,,,,
2024-11-12,2.390000104904175,2.430000066757202,2.0199999809265137,2.0799999237060547,25442600.0,,,,,
2024-11-13,2.2100000381469727,2.5299999713897705,2.1700000762939453,2.470000028610229,6876400.0,,,,,
2024-11-14,2.2699999809265137,2.630000114440918,1.9600000381469729,2.009999990463257,10308600.0,,,,,
2024-11-15,2.059999942779541,2.319999933242798,1.940000057220459,2.319999933242798,7298400.0,,,,,
2024-11-18,2.2799999713897705,2.3399999141693115,2.065000057220459,2.109999895095825,4396500.0,,,,,
2024-11-19,2.119999885559082,2.2799999713897705,2.061000108718872,2.220000028610229,7920000.0,,,,,
2024-11-20,2.009999990463257,2.119999885559082,1.9600000381469729,2.119999885559082,8624100.0,,,,,
2024-11-21,2.180000066757202,2.200000047683716,1.9800000190734863,2.0299999713897705,5278200.0,,,,,
2024-11-22,2.470000028610229,2.619999885559082,2.115000009536743,2.200000047683716,9792400.0,,,,,
2024-11-25,2.890000104904175,3.0299999713897705,2.490000009536743,2.5,9968400.0,,,,,
2024-11-26,2.930000066757202,2.990000009536743,2.789999961853028,2.869999885559082,7378000.0,,,,,
2024-11-27,3.0,3.190000057220459,2.9200000762939453,2.970000028610229,4803000.0,,,,,
