Date,Close,High,Low,Open,Volume,"('Close', 'IIPR')","('High', 'IIPR')","('Low', 'IIPR')","('Open', 'IIPR')","('Volume', 'IIPR')"
2024-06-03,92.18123626708984,93.33232800328996,91.71226983497928,93.06800501716825,172600.0,,,,,
2024-06-04,91.9851303100586,93.1421940173149,91.37974135966935,91.57585638838584,122900.0,,,,,
2024-06-05,93.38349151611328,93.83540760894174,91.44795263045886,92.14713485189732,177300.0,,,,,
2024-06-06,92.1641845703125,93.093589050161,91.76343910298154,92.90600246678105,120200.0,,,,,
2024-06-07,91.13246154785156,91.77195769228754,90.52536825879722,90.80845250990882,128900.0,,,,,
2024-06-10,91.2092056274414,92.10023537207962,89.96432056441525,90.14337870649868,123700.0,,,,,
2024-06-11,90.7573013305664,91.83165024553114,89.99843303915681,90.4503426390646,199000.0,,,,,
2024-06-12,90.85960388183594,93.79276141130056,90.79991783933129,93.1788441139437,124000.0,,,,,
2024-06-13,90.61234283447266,91.87428482949376,90.26275497100532,91.04720205978762,143400.0,,,,,
2024-06-14,90.9107666015625,91.30299008991508,89.95152246545187,89.95578343081884,144000.0,,,,,
2024-06-17,91.65259552001952,92.30914860900546,90.11780851041485,90.28833823194029,141400.0,,,,,
2024-06-18,92.49671936035156,93.21295187441171,90.95339767217584,91.66110825532392,135800.0,,,,,
2024-06-20,92.67578887939452,92.96995816428576,91.83164923441316,92.55641677904612,136600.0,,,,,
2024-06-21,91.85723114013672,92.92134718017232,91.3626858825786,92.40293400872108,368700.0,,,,,
2024-06-24,93.71602630615234,93.76718391321388,91.6611090186368,91.85722402119067,115000.0,,,,,
2024-06-25,93.21295166015624,93.93345164330712,92.28355378019673,93.55401754928748,111900.0,,,,,
2024-06-26,92.89747619628906,93.63076567280812,92.31766606381566,92.40293742573446,109100.0,,,,,
2024-06-27,93.80130004882812,94.21910239179884,92.76531287054684,93.71603519387574,143600.0,,,,,
2024-06-28,94.76438903808594,95.25894747269685,93.12453703808028,94.61689066381707,439600.0,,,,,
2024-07-01,93.48894500732422,95.32401618112058,92.92497324948134,94.53011854517268,162000.0,,,,,
2024-07-02,93.32408142089844,94.3131981768873,93.0898197132671,93.67114144150946,128900.0,,,,,
2024-07-03,94.3392333984375,94.79040679273608,93.3501100201157,93.70584836261324,68100.0,,,,,
2024-07-05,94.34791564941406,94.92056574196798,93.78394387876492,93.78394387876492,122800.0,,,,,
2024-07-08,94.72968292236328,95.64071475861998,94.37307736780974,94.59953457152372,103600.0,,,,,
2024-07-09,93.6884994506836,94.90319961112137,93.6234219723334,94.53878956299002,110800.0,,,,,
2024-07-10,95.05071258544922,95.05938428759649,93.7058573551888,94.05291741005792,114100.0,,,,,
2024-07-11,99.55379486083984,100.21320830142506,97.06365270930058,97.17644441350308,282100.0,,,,,
2024-07-12,100.71644592285156,102.80747134733838,100.13512413368412,100.46482754702834,283400.0,,,,,
2024-07-15,102.9289321899414,103.73584393709062,100.96805528924624,101.51467036197852,224500.0,,,,,
2024-07-16,105.59261322021484,105.69673321958172,102.954972765785,103.83996959173426,294200.0,,,,,
2024-07-17,104.2651138305664,107.41467593491006,103.85731877752646,105.21952398172944,209400.0,,,,,
2024-07-18,102.21746826171876,106.38217558509494,101.26305809750082,104.68158863694194,218200.0,,,,,
2024-07-19,102.6252670288086,103.13544114580422,101.46262344229444,102.38232697309638,129100.0,,,,,
2024-07-22,105.53187561035156,105.92232063364874,102.47776185327425,103.24996695894384,152200.0,,,,,
2024-07-23,105.92232513427734,107.5882054361935,104.75967495590967,105.24556167535016,191000.0,,,,,
2024-07-24,103.69247436523438,107.07629832153884,103.1892376158126,104.79438292519728,178900.0,,,,,
2024-07-25,104.75967407226562,106.5643810272621,103.77923555922052,103.93541224993406,172400.0,,,,,
2024-07-26,106.65982055664062,106.92878894426386,104.92712848072097,106.2867321707666,143100.0,,,,,
2024-07-29,107.1717300415039,107.848500107362,105.78349648260226,107.13702999469866,119700.0,,,,,
2024-07-30,107.20643615722656,107.70099456690792,106.19129099308373,107.17172949097984,133900.0,,,,,
2024-07-31,106.55570220947266,108.8419533985547,105.85291041434428,107.51011899251094,230000.0,,,,,
2024-08-01,105.45379638671876,108.39338426690668,103.84865107705812,106.72055996265274,205200.0,,,,,
2024-08-02,102.13070678710938,103.2065869946218,100.41276978378052,102.53850185324276,276900.0,,,,,
2024-08-05,98.18291473388672,99.35336941582317,92.83820728651652,93.29372317890234,437600.0,,,,,
2024-08-06,99.4323272705078,101.94850444891571,98.94644715481697,98.94644715481697,222300.0,,,,,
2024-08-07,97.9573211669922,100.64702481661575,97.35864278040822,100.58628980780432,186800.0,,,,,
2024-08-08,99.70996856689452,100.9333537310802,97.17644150215423,98.84232176776815,193800.0,,,,,
2024-08-09,100.43012237548828,100.5602707262488,99.024532102591,100.06571228905496,141200.0,,,,,
2024-08-12,99.30217742919922,100.96806438014475,98.70350561552848,100.47350594991936,137000.0,,,,,
2024-08-13,101.7315902709961,102.06129368156172,99.5190882185337,100.36938501999867,112700.0,,,,,
2024-08-14,101.11556243896484,102.34761934978708,100.23055896470888,101.94850260203988,104400.0,,,,,
2024-08-15,102.38232421875,104.00048367600192,101.88776579874931,102.50379424333823,123000.0,,,,,
2024-08-16,102.49510955810548,103.38011296186704,101.55805608654896,102.15672785067294,158700.0,,,,,
2024-08-19,103.72718048095705,104.70154219813897,102.09600021490428,102.28688357536748,121000.0,,,,,
2024-08-20,103.71849822998048,104.60349504450473,102.97232145986682,103.79658326378276,133700.0,,,,,
2024-08-21,106.1479034423828,106.2346734157144,103.89202314777248,103.89202314777248,206100.0,,,,,
2024-08-22,104.88982391357422,106.06982412254388,104.42129383475216,105.8702624406008,86300.0,,,,,
2024-08-23,107.98731994628906,108.53393504728996,105.03731950201971,105.52320621141804,202300.0,,,,,
2024-08-26,109.57512664794922,110.50177421588646,108.10880128402512,108.62938809464976,187100.0,,,,,
2024-08-27,106.9635009765625,108.68144462597895,106.6511475857595,108.45585459492791,172800.0,,,,,
2024-08-28,107.3192367553711,108.75084870562236,106.33011991501355,106.33011991501355,86000.0,,,,,
2024-08-29,107.34526824951172,108.21291509068834,106.3006193874136,108.21291509068834,128800.0,,,,,
2024-08-30,107.8311538696289,108.64934557108704,105.49718162938072,107.5882138008308,152100.0,,,,,
2024-09-03,106.30408477783205,107.80511667923808,105.27158957013296,107.0155549007895,155700.0,,,,,
2024-09-04,105.48851013183594,107.80512573189286,105.23949325102332,106.32145034917257,99700.0,,,,,
2024-09-05,105.65335083007812,106.77522415747912,104.7596756606307,106.09585256374568,141500.0,,,,,
