Date,Close,High,Low,Open,Volume,"('Close', 'ICE')","('High', 'ICE')","('Low', 'ICE')","('Open', 'ICE')","('Volume', 'ICE')"
2024-06-03,131.35943603515625,132.51922042633416,130.29795879208032,132.0965821745169,2043400.0,,,,,
2024-06-04,132.45042419433594,132.99100107533164,130.6321392275223,130.87785462822234,2235100.0,,,,,
2024-06-05,133.0204620361328,133.4725848917118,130.91713918057883,132.1948620361453,2259300.0,,,,,
2024-06-06,132.5487060546875,133.32516006176806,132.01796742921528,133.30551362927864,1242800.0,,,,,
2024-06-07,131.4970245361328,132.48972418182365,131.27097060575605,132.0474395363821,2843900.0,,,,,
2024-06-10,131.58547973632812,132.10639504175026,130.78936445812727,131.21198763158253,2323000.0,,,,,
2024-06-11,132.28330993652344,132.40126350062823,130.65175644142346,131.29062533872803,2427200.0,,,,,
2024-06-12,133.7183074951172,134.96654577527684,133.65933820581887,134.02299215467582,3516400.0,,,,,
2024-06-13,133.38299560546875,133.79716547237575,132.70258335436367,133.64925303671015,1971500.0,,,,,
2024-06-14,133.78732299804688,133.9549621241965,132.14049917958843,132.81105568418693,1515300.0,,,,,
2024-06-17,134.30996704101562,134.5367711473115,132.1109166784727,133.10689562094134,2077200.0,,,,,
2024-06-18,134.4875030517578,135.02985883953528,133.54081804487677,134.31986389318416,3034600.0,,,,,
2024-06-20,135.20733642578125,135.48344968508164,132.90966783821133,133.7478784770444,2286100.0,,,,,
2024-06-21,135.92721557617188,136.06527221954718,134.1916441955899,135.0594374094037,4971200.0,,,,,
2024-06-24,136.79501342773438,137.61349750086762,135.58208608788334,136.20333348061158,2368900.0,,,,,
2024-06-25,135.42428588867188,137.15985711184464,134.7241318733831,136.7358314053084,2247100.0,,,,,
2024-06-26,135.48345947265625,135.78915524274825,134.69455794035886,134.7635937836933,2389200.0,,,,,
2024-06-27,135.56234741210938,135.71025986227562,134.7044251070556,135.30596081613962,2112300.0,,,,,
2024-06-28,134.99038696289062,136.17373164197426,134.31983049532604,135.89761838508954,4067400.0,,,,,
2024-07-01,135.0298309326172,136.77527305957557,134.35927443690798,136.72596389440997,2386100.0,,,,,
2024-07-02,138.86585998535156,139.02362824312198,135.0594242772044,135.20733672106545,3321000.0,,,,,
2024-07-03,139.20115661621094,139.62518237600423,138.30378087942768,139.28990409425427,2070100.0,,,,,
2024-07-05,138.83628845214844,139.2011642937501,137.6726702170567,139.2011642937501,2099900.0,,,,,
2024-07-08,139.2110137939453,140.21686369608605,138.8855913242219,139.17157548566655,2307400.0,,,,,
2024-07-09,140.4831085205078,140.5126910108127,138.37280561217207,139.34905788632284,2368000.0,,,,,
2024-07-10,142.40603637695312,142.46520135372035,140.79865095523726,141.01559923474653,2873900.0,,,,,
2024-07-11,145.10801696777344,145.27567114636472,143.19495067698915,143.43161060526808,3340300.0,,,,,
2024-07-12,146.3406524658203,147.3662288491998,145.453147752588,145.6799518376063,3718900.0,,,,,
2024-07-15,145.7687225341797,147.04081470087004,145.43342924748612,146.84359309207892,2950900.0,,,,,
2024-07-16,146.8534698486328,147.2775106626977,145.56165082272548,145.98567658974395,3823600.0,,,,,
2024-07-17,147.33668518066406,147.44515934504264,146.12374269341785,146.5379277188978,2794300.0,,,,,
2024-07-18,145.70953369140625,147.5240115047942,145.40383795922295,147.02107912871153,3255500.0,,,,,
2024-07-19,145.6306610107422,146.50832506809186,144.654408712689,146.50832506809186,2584700.0,,,,,
2024-07-22,147.1690216064453,147.39582571358625,145.6996927231304,145.6996927231304,2697300.0,,,,,
2024-07-23,146.50833129882812,147.91848025467397,146.32096548297818,147.83958859289265,3545700.0,,,,,
2024-07-24,145.46302795410156,146.98166610989884,145.137605492145,146.19276453973558,2939500.0,,,,,
2024-07-25,146.9619140625,148.30304198614326,145.51231200359726,145.94620854463523,3164800.0,,,,,
2024-07-26,148.9045867919922,149.61459662151887,147.48456713293882,147.67193292782005,2066900.0,,,,,
2024-07-29,149.0623779296875,149.39765618706733,148.3030588962902,149.00321294862576,1186100.0,,,,,
2024-07-30,149.20042419433594,150.26543892053456,149.0524967049216,149.2595891712841,2477800.0,,,,,
2024-07-31,149.45681762695312,150.8373990228777,149.20043103274534,150.36404909150914,3890300.0,,,,,
2024-08-01,148.9045867919922,151.15294623647858,146.27163994376585,148.1945769624655,4537000.0,,,,,
2024-08-02,147.7705535888672,149.8611297604563,146.40969888628098,147.91846603608548,4482300.0,,,,,
2024-08-05,146.71539306640625,150.27529804599547,144.63467273129382,150.27529804599547,4003300.0,,,,,
2024-08-06,148.42138671875,150.0189164196117,146.11386220833785,147.14929450312633,2949200.0,,,,,
2024-08-07,149.02291870117188,150.51197421871746,148.6777846429065,149.40750610995266,3314700.0,,,,,
2024-08-08,151.62628173828125,151.88268337320463,148.8552782476153,149.4272314486172,3647900.0,,,,,
2024-08-09,151.9418487548828,152.23768869370997,150.70919488230658,151.59669965174373,2787400.0,,,,,
2024-08-12,151.7544708251953,152.48420727635033,150.85709526641884,151.86294495919074,2829200.0,,,,,
2024-08-13,152.51380920410156,153.0068707765599,150.7486403483555,152.45464422293378,3558200.0,,,,,
2024-08-14,153.9535369873047,154.3677068928878,151.66573916879156,152.72088308483896,1994600.0,,,,,
2024-08-15,153.34213256835938,154.99881205134022,152.3855920167418,154.53534806627852,2659700.0,,,,,
2024-08-16,154.36770629882812,154.5057629334912,153.0364491175151,153.70700561529446,2004500.0,,,,,
2024-08-19,155.0876007080078,155.30454901693372,154.0620241481679,154.36771993427823,1369300.0,,,,,
2024-08-20,155.56092834472656,155.65954667945255,154.3184185812232,155.3143975549568,2029100.0,,,,,
2024-08-21,155.9159393310547,156.26108846893703,154.78190367294843,155.57079019317234,2179700.0,,,,,
2024-08-22,156.39915466308594,156.49775796061087,155.21579471641243,155.91594884995936,2288800.0,,,,,
2024-08-23,157.78956604003906,158.02624102231317,156.66538620656715,156.7738603592287,2665200.0,,,,,
2024-08-26,158.08538818359375,158.87428965518768,157.6514916218649,158.28260978973125,926000.0,,,,,
2024-08-27,158.37139892578125,159.24904801061916,157.52333233448476,158.2629247671138,1344700.0,,,,,
2024-08-28,158.5390167236328,159.72236144708796,157.98679018915672,158.56859921319085,2341500.0,,,,,
2024-08-29,157.99667358398438,159.041961856291,157.8586169262655,158.53904439896814,2119800.0,,,,,
2024-08-30,159.30821228027344,159.51528973413093,157.7304090789517,158.24319737643825,3067700.0,,,,,
2024-09-03,159.19972229003906,160.1463920790507,157.99665085425946,159.19972229003906,2556000.0,,,,,
2024-09-04,160.17596435546875,160.50138677689162,158.95318136871563,159.3870779306128,2320700.0,,,,,
2024-09-05,160.3436279296875,160.65917950873876,158.81513405950454,159.929442971175,1905500.0,,,,,
2024-09-06,158.26290893554688,161.43822666576023,157.4937340863195,160.7084901216275,2902200.0,,,,,
2024-09-09,159.4561004638672,160.54084188046227,158.71650814720078,159.1898430166949,3669100.0,,,,,
2024-09-10,159.72238159179688,160.50141232682,158.76584084999283,159.89002073611712,2008500.0,,,,,
2024-09-11,157.76983642578125,159.28845934288813,155.68911613248963,159.0320727599346,3072500.0,,,,,
2024-09-12,158.9038848876953,159.30819899328134,157.424700152469,157.82901425805505,4332200.0,,,,,
2024-09-13,159.12083435058594,159.3870918180481,158.4699894510319,159.08139604472447,2418700.0,,,,,
2024-09-16,160.10971069335938,160.9996974707831,159.45704567571525,159.66471730464752,1681500.0,,,,,
2024-09-17,160.9997100830078,161.45460197342874,159.91195005751428,159.99104725755362,2319400.0,,,,,
2024-09-18,159.4273681640625,161.4545768775932,159.34825588719372,160.99968505787882,2917100.0,,,,,
2024-09-19,157.10350036621094,160.58436528409374,156.19373176852702,160.3766936603576,4459100.0,,,,,
2024-09-20,158.06271362304688,158.07261208872296,156.47061482901927,157.25183916120568,4843400.0,,,,,
2024-09-23,158.17149353027344,159.19003962820466,157.62760602916336,158.06271603005143,1639300.0,,,,,
2024-09-24,156.98484802246094,158.01327755296765,155.7289650133261,157.85506807151506,2826700.0,,,,,
2024-09-25,157.67706298828125,158.02317735320176,156.7475124896954,157.14307391947963,2827100.0,,,,,
2024-09-26,156.3618621826172,158.53741249970992,156.09487517116872,157.79575173409927,3239900.0,,,,,
2024-09-27,156.8562774658203,157.5188258325129,155.98607256806525,156.51017821767465,3329500.0,,,,,
2024-09-30,158.85385131835938,158.99229406183778,156.46076098730256,157.18263992907376,1760300.0,,,,,
2024-10-01,159.3482666015625,160.3173656523989,157.54851122143776,159.27905278535096,3076900.0,,,,,
2024-10-02,159.13072204589844,159.35816044141927,157.8451737819039,158.7351756981121,1982900.0,,,,,
2024-10-03,161.44468688964844,161.53369763650215,158.89337241087756,159.34826425447807,2585800.0,,,,,
2024-10-04,160.95025634765625,162.3544654716333,160.6733708916115,161.75126258384887,2233000.0,,,,,
2024-10-07,157.76605224609375,160.73269494796116,157.4595015811608,160.416260906107,2688600.0,,,,,
2024-10-08,160.28770446777344,160.4459290361329,158.60660992404888,159.1504974470812,2006500.0,,,,,
2024-10-09,159.94158935546875,161.03924766989655,159.9020256727355,160.19869293673943,1808500.0,,,,,
2024-10-10,158.8637237548828,160.13938867183236,158.0330673512246,159.87238658168283,1734600.0,,,,,
2024-10-11,160.7623748779297,161.00959510250243,158.94282255733944,159.59548757160144,2609400.0,,,,,
2024-10-14,162.55224609375,162.9181271958063,160.47559018185606,160.67336334272096,2743000.0,,,,,
2024-10-15,163.3433380126953,165.37054685310005,163.07635103681815,164.06523192588145,2621800.0,,,,,
2024-10-16,163.2938995361328,163.4916726882439,161.5040276124724,162.36434912317398,1735500.0,,,,,
2024-10-17,162.97744750976562,164.4409869161898,162.95766566817065,164.34210788646294,2145600.0,,,,,
2024-10-18,164.97500610351562,165.20244449072467,162.5720176156098,163.16535220473173,2310800.0,,,,,
2024-10-21,164.4904327392578,164.7772166282954,163.74877212082276,163.88721483269902,2354300.0,,,,,
2024-10-22,164.09490966796875,164.8167885471186,163.16535914705264,163.41257938818455,2120800.0,,,,,
2024-10-23,163.16534423828125,164.1838903315478,162.14679814501469,163.7784455517476,4461800.0,,,,,
2024-10-24,165.04421997070312,165.68700162396345,162.94779724300116,163.4521210815166,4889900.0,,,,,
2024-10-25,163.47190856933594,165.7760030095863,163.3927962820896,165.41012188405705,2994100.0,,,,,
2024-10-28,164.58934020996094,165.09366403932628,163.91689334834862,164.53000976993266,2708600.0,,,,,
2024-10-29,164.86622619628906,165.30133621008864,163.7290191876881,163.77845116179017,3430500.0,,,,,
2024-10-30,164.6783447265625,166.12211756443998,164.53001861851473,164.9057831219444,2726300.0,,,,,
2024-10-31,154.13685607910156,157.81549411548897,152.23820662308302,157.54850714527706,8152800.0,,,,,
2024-11-01,152.9205322265625,154.62140847551743,151.4965414051933,151.77342683277908,4510300.0,,,,,
