Date,Close,High,Low,Open,Volume,"('Close', 'HPE')","('High', 'HPE')","('Low', 'HPE')","('Open', 'HPE')","('Volume', 'HPE')"
2024-06-03,17.24628448486328,17.37118712631627,16.958044659662406,17.207851775140846,22762900.0,,,,,
2024-06-04,16.91000747680664,17.255892739731383,16.90039929831253,17.150206441441473,30743300.0,,,,,
2024-06-05,18.71630096435547,19.62905766935388,18.677870086894448,19.55219408185935,88492100.0,,,,,
2024-06-06,18.82198715209961,19.25434593272793,18.33678431688647,18.610612766332597,30573600.0,,,,,
2024-06-07,19.244741439819336,19.25434961818042,18.93728522998254,18.946893408343627,21612900.0,,,,,
2024-06-10,19.78278350830078,19.830822560025837,19.167874849872803,19.215913901597855,23519100.0,,,,,
2024-06-11,19.75396156311035,19.86925786794169,19.39846813564452,19.69631432698098,15196800.0,,,,,
2024-06-12,20.090238571166992,20.3352425085999,19.84043146141512,20.05180769489801,20247700.0,,,,,
2024-06-13,20.90691566467285,21.04142648276561,19.97494445025274,20.04219985929912,22925400.0,,,,,
2024-06-14,20.75318717956543,20.96456157071305,20.426516499791248,20.77240353309858,18473700.0,,,,,
2024-06-17,20.810834884643555,21.099072863958774,20.364064733904296,20.998189754455687,20204900.0,,,,,
2024-06-18,21.11048126220703,22.05774599795842,20.83500123031645,21.15881038078381,44296100.0,,,,,
2024-06-20,20.76250457763672,21.980417104522125,20.690010903721127,21.903089412829605,25498900.0,,,,,
2024-06-21,20.221214294433597,20.665848139005387,19.747581869009668,20.54019130925533,59893400.0,,,,,
2024-06-24,19.786243438720703,20.32753918222985,19.77174507111096,20.1342190104569,19621200.0,,,,,
2024-06-25,20.41452980041504,20.43386033958124,19.650917272406563,19.824905030364825,15186900.0,,,,,
2024-06-26,20.221214294433597,20.308208193352066,20.028862019270186,20.085891271066163,17304900.0,,,,,
2024-06-27,20.337203979492188,20.598183796746167,20.19221293879394,20.221211515661125,12921000.0,,,,,
2024-06-28,20.462862014770508,20.564354274414004,20.19704816366897,20.337205194779195,17398900.0,,,,,
2024-07-01,20.45319366455078,20.607849046829465,19.911899826575382,20.607849046829465,13452100.0,,,,,
2024-07-02,20.41452980041504,20.458026739904604,20.11488339787026,20.163214354879496,11762400.0,,,,,
2024-07-03,19.97956275939941,20.3951998204594,19.83457355856488,20.3951998204594,11412800.0,,,,,
2024-07-05,19.863569259643555,19.994060086700426,19.612255641205454,19.989227912500223,15281400.0,,,,,
2024-07-08,20.19221305847168,20.279206945951167,19.99889474245768,20.05205787854377,11118800.0,,,,,
2024-07-09,20.54018783569336,20.892995546693463,20.10521841465893,20.11488460664165,15683100.0,,,,,
2024-07-10,20.6368465423584,20.77216953386084,20.39519728973977,20.675509464085888,10414200.0,,,,,
2024-07-11,20.49186134338379,20.694845870100124,20.26954258658867,20.64651674763562,9411900.0,,,,,
2024-07-12,20.462862014770508,20.694845112657543,20.279208037579103,20.48219440050387,9206500.0,,,,,
2024-07-15,20.72384262084961,20.76250554668158,20.443528573107677,20.549854845511536,9921600.0,,,,,
2024-07-16,20.71417617797852,20.81083625684602,20.520856020243503,20.76250529559344,7878100.0,,,,,
2024-07-17,20.11488342285156,20.57885139252897,20.037555735178245,20.47252513061409,12520200.0,,,,,
2024-07-18,19.97956275939941,20.501524251131272,19.936065814785284,20.3178721237718,10713200.0,,,,,
2024-07-19,19.7959098815918,20.023060809747072,19.757246952931773,19.96989766965645,10035700.0,,,,,
2024-07-22,19.90223503112793,20.095555194358997,19.795908756987075,19.931233608703906,9656900.0,,,,,
2024-07-23,19.853904724121094,19.98439370631049,19.72824607244875,19.81523995633342,6290300.0,,,,,
2024-07-24,19.38027000427246,19.9795609830476,19.360939464547496,19.728245530247545,9554200.0,,,,,
2024-07-25,18.800315856933597,19.322277374566788,18.76165108485227,19.25461586706228,11529800.0,,,,,
2024-07-26,19.099958419799805,19.244947612296198,18.88247370923641,18.925970651349093,7954800.0,,,,,
2024-07-29,18.76165199279785,19.259448973789357,18.742319605821624,19.18695528808535,7886100.0,,,,,
2024-07-30,18.3750114440918,19.03229777965992,18.35567905924857,18.90663912181665,11214600.0,,,,,
2024-07-31,19.24494743347168,19.423767374434373,18.98396578322066,19.138621166264763,12120400.0,,,,,
2024-08-01,18.442672729492188,19.31260975714379,18.201023452720204,19.09029286498661,9310000.0,,,,,
2024-08-02,17.427745819091797,18.065699737188822,17.350418127311478,17.93037489384507,12776500.0,,,,,
2024-08-05,16.77046012878418,16.983110828026348,16.432150773542535,16.683466241903822,12876400.0,,,,,
2024-08-06,16.673799514770508,16.973444091281188,16.65446713083108,16.81878870704099,14081300.0,,,,,
2024-08-07,16.161502838134766,16.69313234898329,16.055178410875186,16.673799964522402,18905800.0,,,,,
2024-08-08,16.731794357299805,16.751126740701203,16.348055949333556,16.348055949333556,9934500.0,,,,,
2024-08-09,16.760791778564453,16.85261782794333,16.538474915665642,16.6254687913456,7352800.0,,,,,
2024-08-12,16.61580467224121,16.837155496729373,16.490146016751012,16.809122986140324,13676700.0,,,,,
2024-08-13,17.205429077148438,17.282756777850583,16.741462872935575,16.78012764510555,16886400.0,,,,,
2024-08-14,17.18609619140625,17.25375768984037,16.954113120930316,17.23442530639132,10201100.0,,,,,
2024-08-15,18.133363723754883,18.1768606715736,17.50507591142505,17.688728052314882,13126900.0,,,,,
2024-08-16,18.046367645263672,18.201023031326116,17.940041375981636,18.06570002943089,8302500.0,,,,,
2024-08-19,18.24935340881348,18.26868579431621,17.882047302450246,18.046368891948003,9017300.0,,,,,
2024-08-20,18.143028259277344,18.210689762226924,17.853048019102122,18.191357377487705,9747600.0,,,,,
2024-08-21,18.24935340881348,18.26868579431621,17.882047302450246,18.18169190319165,7719800.0,,,,,
2024-08-22,18.143028259277344,18.413674271075664,18.109197507802552,18.278351265176504,7195100.0,,,,,
2024-08-23,18.568328857421875,18.67465512524434,18.249351897592085,18.43300585738427,7959500.0,,,,,
2024-08-26,18.53933334350586,18.82931174653863,18.45233945386849,18.587662462798747,7313700.0,,,,,
2024-08-27,18.46200561523437,18.69398870599584,18.39434411088366,18.42334084495527,7637300.0,,,,,
2024-08-28,18.365346908569336,18.53450068211417,18.17202672997136,18.365346908569336,8707000.0,,,,,
2024-08-29,18.05603408813477,18.40400963342724,18.03670170369904,18.32668009568433,9558700.0,,,,,
2024-08-30,18.72298812866211,18.916306457868806,18.471672641419374,18.5103355698056,18330200.0,,,,,
2024-09-03,18.42333984375,18.79064776688948,18.32667976694289,18.63599238145316,15341500.0,,,,,
2024-09-04,18.143028259277344,18.38564360375017,17.94004190679092,18.29768364991572,21890700.0,,,,,
2024-09-05,17.050771713256836,17.39874724818456,16.29199316131313,16.577139370514992,29090200.0,,,,,
