Date,Close,High,Low,Open,Volume,"('Close', 'IBKR')","('High', 'IBKR')","('Low', 'IBKR')","('Open', 'IBKR')","('Volume', 'IBKR')"
2024-06-03,31.416954040527344,31.578270642593612,30.813881361624144,31.349946596244997,3973600.0,,,,,
2024-06-04,30.947895050048828,31.62046125227977,30.85607010749889,31.41199007940592,4393600.0,,,,,
2024-06-05,31.136512756347656,31.312719481295847,30.81636186957001,31.07198573665617,2698800.0,,,,,
2024-06-06,30.429203033447266,31.220894016919523,30.41927565416298,31.10424967714667,2898000.0,,,,,
2024-06-07,30.709644317626957,31.14892185590361,30.540882657142557,30.65008193553069,3485600.0,,,,,
2024-06-10,31.136512756347656,31.23578465738363,30.451538721998865,30.57066538193284,2690800.0,,,,,
2024-06-11,30.612855911254883,30.965269367905947,30.18598805403627,30.93797144071551,2585600.0,,,,,
2024-06-12,30.20584297180176,30.61285607187737,29.684667845456552,30.573148446565984,4196400.0,,,,,
2024-06-13,30.096643447875977,30.245552248601104,29.80627469467928,30.13139022324481,2888400.0,,,,,
2024-06-14,29.816200256347656,30.04948892936924,29.508459080957063,29.781455376551328,3054400.0,,,,,
2024-06-17,30.04452514648437,30.091679724741827,29.61269456142633,29.7814562224249,1849200.0,,,,,
2024-06-18,29.716930389404297,30.039563602067723,29.669777702719568,30.00481871989832,2306800.0,,,,,
2024-06-20,29.8435001373291,29.972552277776195,29.70700104252107,29.81371800024718,3755200.0,,,,,
2024-06-21,29.826128005981445,29.947735086779712,29.32480766736636,29.87080026533954,4255200.0,,,,,
2024-06-24,30.04452514648437,30.54336506837711,29.798828662816486,29.801310981002143,3010400.0,,,,,
2024-06-25,30.30511283874512,30.382047659365558,29.98992470845078,30.06686142252516,2197200.0,,,,,
2024-06-26,30.525991439819336,30.538401136810585,30.06189641677379,30.26292252599932,2281600.0,,,,,
2024-06-27,30.523509979248047,30.81636103800198,30.46146527945657,30.59548205822064,2168800.0,,,,,
2024-06-28,30.42672348022461,30.622784978634403,30.153727152187816,30.590522413119185,3506400.0,,,,,
2024-07-01,31.456663131713867,31.553452712950516,30.396940481027563,30.794026185261757,3292000.0,,,,,
2024-07-02,31.69243431091309,31.75696133377998,31.44425549283717,31.518709895641592,2808400.0,,,,,
2024-07-03,31.153884887695312,32.0150656384417,30.803953759499123,31.76688683504292,1865200.0,,,,,
2024-07-05,30.76920890808105,30.952860692605583,30.156206960144104,30.83621635194338,3610000.0,,,,,
2024-07-08,30.642637252807617,31.178702485200976,30.558255474796525,31.047168021947872,2009600.0,,,,,
2024-07-09,31.084396362304688,31.349947616767448,30.66497356196988,30.80643540979669,2416000.0,,,,,
2024-07-10,30.977678298950195,31.39710108441984,30.955343115405288,31.124104778187096,3103200.0,,,,,
2024-07-11,30.04204559326172,30.597965595373573,29.63503249789093,30.24306982268945,4988000.0,,,,,
2024-07-12,30.18102264404297,30.40190161450058,30.07926843182228,30.22073026563731,4124400.0,,,,,
2024-07-15,30.937969207763672,31.0670213468518,30.3125575898068,30.31752222599515,4508000.0,,,,,
2024-07-16,30.68979263305664,31.03724145319456,30.42672180622557,30.970234007440546,9560000.0,,,,,
2024-07-17,30.61781883239746,30.731980851671977,28.942611954569877,30.11897892083281,11575200.0,,,,,
2024-07-18,29.68218421936035,30.466430139337344,29.46626987431217,30.46394782116036,5996000.0,,,,,
