Date,Close,High,Low,Open,Volume,"('Close', 'SVC')","('High', 'SVC')","('Low', 'SVC')","('Open', 'SVC')","('Volume', 'SVC')"
2024-06-03,5.1268720626831055,5.193454981674481,5.060289597250759,5.193454981674481,736000.0,,,,,
2024-06-04,5.050777912139893,5.117360835809043,4.993707029091647,5.117360835809043,1348300.0,,,,,
2024-06-05,4.936635971069336,5.050777733120189,4.9081003037771005,5.050777733120189,718600.0,,,,,
2024-06-06,4.908100128173828,4.984194633485201,4.851029249190298,4.898588541789421,1093500.0,,,,,
2024-06-07,4.76542329788208,4.851029392099783,4.755911257658424,4.841517805435168,1185200.0,,,,,
2024-06-10,4.774934768676758,4.793958395103397,4.651280970124088,4.755911142250119,1045600.0,,,,,
2024-06-11,4.708352088928223,4.765423424670516,4.67981687461613,4.717864129404957,872300.0,,,,,
2024-06-12,4.79395866394043,4.927124056394593,4.76542344947978,4.832005918927333,1031200.0,,,,,
2024-06-13,4.832005500793457,4.841517540496594,4.708351706006778,4.774934623251686,1731700.0,,,,,
2024-06-14,4.689328193664551,4.803470405069918,4.670304567356828,4.765423152454472,1023000.0,,,,,
2024-06-17,4.727375984191895,4.736888025207612,4.594210584885398,4.670305098774825,1292500.0,,,,,
2024-06-18,4.698840618133545,4.793958757456275,4.651281321692648,4.755911501727184,968800.0,,,,,
2024-06-20,4.727375984191895,4.784447323168044,4.632257841830112,4.670305098774825,821400.0,,,,,
2024-06-21,4.822494029998779,4.860541282603347,4.708351818626048,4.765423151091928,4376100.0,,,,,
2024-06-24,4.832005500793457,4.946147255876999,4.793958249098943,4.832005500793457,764000.0,,,,,
2024-06-25,4.746399879455566,4.812982809630928,4.67981740283931,4.80347122163965,1106900.0,,,,,
2024-06-26,4.651281356811523,4.727375868844249,4.632257728803341,4.67981702560333,1573400.0,,,,,
2024-06-27,4.660793304443359,4.67981693207133,4.575186753337962,4.641769676815389,995900.0,,,,,
2024-06-28,4.889077186584473,4.99370737282108,4.670305226394709,4.708352484379095,2383000.0,,,,,
2024-07-01,4.76542329788208,4.9081002727646,4.755911257658424,4.860541432323441,899700.0,,,,,
2024-07-02,4.79395866394043,4.812982291433881,4.708352113440368,4.79395866394043,822100.0,,,,,
2024-07-03,4.812982559204102,4.908100701963257,4.79395893065227,4.8224946002595575,371800.0,,,,,
2024-07-05,4.79395866394043,4.832005918927333,4.746399368427272,4.79395866394043,831600.0,,,,,
2024-07-08,4.812982559204102,4.8985891144668825,4.774935302100439,4.832006187755932,600300.0,,,,,
2024-07-09,4.822494029998779,4.870052868974976,4.755911111161272,4.774934737463556,1316000.0,,,,,
2024-07-10,4.860541820526123,4.927124293173375,4.822494563710813,4.832006151135102,822700.0,,,,,
2024-07-11,5.0602898597717285,5.174431623770724,4.9841948968800125,4.993706937326121,1417000.0,,,,,
2024-07-12,5.145896434783936,5.221990951196704,5.069801918371168,5.136384847011887,1448200.0,,,,,
2024-07-15,5.40271520614624,5.421738833670876,5.174431675850609,5.212478930899881,1821300.0,,,,,
2024-07-16,5.602463722229004,5.64051097863851,5.412227440181478,5.478810365677648,1647600.0,,,,,
2024-07-17,5.802211761474609,5.87830627057318,5.554904606904255,5.573928234178898,2389000.0,,,,,
2024-07-18,5.74514102935791,6.0304958994723945,5.669046518276464,5.7261174015875484,3153000.0,,,,,
2024-07-19,5.640510559082031,5.783187986784479,5.640510559082031,5.764164359994755,2292600.0,,,,,
2024-07-22,5.679886341094971,5.699573970013892,5.374727858156639,5.699573970013892,1514200.0,,,,,
2024-07-23,5.679886341094971,5.8078561637630095,5.601135825419285,5.630667034102618,1307700.0,,,,,
2024-07-24,5.45347785949707,5.699573432468563,5.443634280661039,5.591291248931891,1198900.0,,,,,
2024-07-25,5.49285364151001,5.591291786280958,5.423947174865396,5.49285364151001,1304400.0,,,,,
2024-07-26,5.709417819976807,5.729105448208861,5.581448001773411,5.610979209426452,986000.0,,,,,
2024-07-29,5.689730167388916,5.709417795536695,5.610979185407722,5.709417795536695,516000.0,,,,,
2024-07-30,5.74879264831543,5.778323853769216,5.689729768017812,5.709417394783684,498100.0,,,,,
2024-07-31,5.581448078155518,5.788168412116099,5.571604029209733,5.738949106167356,1708500.0,,,,,
2024-08-01,5.394415378570557,5.610979292322656,5.325508444045298,5.591291663799738,1081300.0,,,,,
