Date,Close,High,Low,Open,Volume,"('Close', 'ASTI')","('High', 'ASTI')","('Low', 'ASTI')","('Open', 'ASTI')","('Volume', 'ASTI')"
2024-06-03,15.0,20.299999237060547,12.0,12.199999809265137,1172511.0,,,,,
2024-06-04,13.100000381469728,14.5,12.600000381469728,14.100000381469728,202282.0,,,,,
2024-06-05,12.399999618530272,13.100000381469728,12.0,12.600000381469728,121628.0,,,,,
2024-06-06,11.300000190734863,12.100000381469728,11.0,12.0,135674.0,,,,,
2024-06-07,11.100000381469728,11.800000190734863,10.600000381469728,11.800000190734863,120209.0,,,,,
2024-06-10,12.100000381469728,12.600000381469728,11.100000381469728,11.600000381469728,112496.0,,,,,
2024-06-11,11.5,12.399999618530272,11.5,12.0,50430.0,,,,,
2024-06-12,11.100000381469728,11.699999809265137,10.800000190734863,11.300000190734863,68648.0,,,,,
2024-06-13,11.0,11.100000381469728,10.100000381469728,10.800000190734863,57217.0,,,,,
2024-06-14,10.300000190734863,10.899999618530272,10.0,10.800000190734863,41116.0,,,,,
2024-06-17,9.600000381469728,10.5,9.100000381469728,10.199999809265137,67356.0,,,,,
2024-06-18,9.399999618530272,10.0,9.100000381469728,9.199999809265137,66363.0,,,,,
2024-06-20,10.800000190734863,10.800000190734863,9.399999618530272,9.600000381469728,68627.0,,,,,
2024-06-21,10.5,14.199999809265137,10.199999809265137,13.699999809265137,1278667.0,,,,,
2024-06-24,9.899999618530272,10.0,9.399999618530272,9.5,177020.0,,,,,
2024-06-25,10.199999809265137,11.5,9.100000381469728,9.5,163280.0,,,,,
2024-06-26,10.300000190734863,11.199999809265137,9.699999809265137,9.699999809265137,92203.0,,,,,
2024-06-27,10.399999618530272,11.300000190734863,10.199999809265137,11.0,126475.0,,,,,
2024-06-28,10.399999618530272,11.0,10.300000190734863,10.300000190734863,76834.0,,,,,
2024-07-01,9.699999809265137,10.399999618530272,9.100000381469728,10.399999618530272,80200.0,,,,,
2024-07-02,9.300000190734863,9.699999809265137,9.0,9.699999809265137,71865.0,,,,,
2024-07-03,9.399999618530272,9.699999809265137,9.199999809265137,9.5,30979.0,,,,,
2024-07-05,9.300000190734863,9.699999809265137,9.199999809265137,9.199999809265137,69353.0,,,,,
2024-07-08,11.800000190734863,12.0,9.5,10.199999809265137,787316.0,,,,,
2024-07-09,10.0,10.699999809265137,9.800000190734863,10.699999809265137,215623.0,,,,,
2024-07-10,10.0,11.0,9.5,9.800000190734863,124358.0,,,,,
2024-07-11,10.0,10.5,9.600000381469728,9.600000381469728,122354.0,,,,,
2024-07-12,10.399999618530272,11.100000381469728,10.100000381469728,10.300000190734863,85276.0,,,,,
2024-07-15,9.800000190734863,10.399999618530272,9.699999809265137,10.300000190734863,62293.0,,,,,
2024-07-16,10.300000190734863,10.300000190734863,9.600000381469728,9.800000190734863,58850.0,,,,,
2024-07-17,9.899999618530272,10.399999618530272,9.899999618530272,10.300000190734863,33870.0,,,,,
2024-07-18,9.899999618530272,10.199999809265137,9.600000381469728,9.899999618530272,33870.0,,,,,
2024-07-19,9.899999618530272,10.5,9.800000190734863,9.899999618530272,74442.0,,,,,
2024-07-22,9.399999618530272,10.0,8.899999618530273,9.899999618530272,69218.0,,,,,
2024-07-23,9.100000381469728,9.399999618530272,8.899999618530273,9.399999618530272,44797.0,,,,,
2024-07-24,8.5,9.100000381469728,8.100000381469727,9.0,43976.0,,,,,
2024-07-25,8.899999618530273,9.199999809265137,8.399999618530273,8.399999618530273,41156.0,,,,,
2024-07-26,9.0,9.0,8.600000381469727,8.800000190734863,24688.0,,,,,
2024-07-29,8.600000381469727,9.100000381469728,8.5,9.0,27583.0,,,,,
2024-07-30,8.0,8.699999809265137,7.699999809265137,8.600000381469727,58480.0,,,,,
2024-07-31,9.0,9.699999809265137,8.0,8.199999809265137,125098.0,,,,,
2024-08-01,8.399999618530273,10.0,8.199999809265137,10.0,31887.0,,,,,
2024-08-02,7.800000190734863,8.5,7.800000190734863,8.5,33930.0,,,,,
2024-08-05,7.699999809265137,8.100000381469727,6.599999904632568,7.0,52318.0,,,,,
