Date,Close,High,Low,Open,Volume,"('Close', 'BOXL')","('High', 'BOXL')","('Low', 'BOXL')","('Open', 'BOXL')","('Volume', 'BOXL')"
2024-06-03,3.829999923706055,3.900000095367432,3.5999999046325684,3.700000047683716,4060.0,,,,,
2024-06-04,3.640000104904175,3.799999952316284,3.5999999046325684,3.700000047683716,1540.0,,,,,
2024-06-05,3.7799999713897705,3.849999904632568,3.5999999046325684,3.609999895095825,8440.0,,,,,
2024-06-06,3.75,3.75,3.625,3.625,2640.0,,,,,
2024-06-07,3.450000047683716,3.625,3.440000057220459,3.625,6720.0,,,,,
2024-06-10,3.414999961853028,3.424999952316284,3.305000066757202,3.3949999809265137,3620.0,,,,,
2024-06-11,3.5,3.5899999141693115,3.305000066757202,3.305000066757202,3100.0,,,,,
2024-06-12,3.5999999046325684,3.650000095367432,3.369999885559082,3.565000057220459,4880.0,,,,,
2024-06-13,3.630000114440918,3.640000104904175,3.5,3.640000104904175,2440.0,,,,,
2024-06-14,3.5999999046325684,3.75,3.5350000858306885,3.650000095367432,4060.0,,,,,
2024-06-17,3.555000066757202,3.5999999046325684,3.5350000858306885,3.5999999046325684,1720.0,,,,,
2024-06-18,3.4800000190734863,3.595000028610229,3.450000047683716,3.595000028610229,6360.0,,,,,
2024-06-20,3.4749999046325684,3.549999952316284,3.400000095367432,3.400000095367432,1960.0,,,,,
2024-06-21,3.5350000858306885,3.549999952316284,3.450000047683716,3.5350000858306885,2400.0,,,,,
2024-06-24,3.4600000381469727,3.549999952316284,3.400000095367432,3.4749999046325684,2260.0,,,,,
2024-06-25,3.549999952316284,3.549999952316284,3.450000047683716,3.4549999237060547,1940.0,,,,,
2024-06-26,3.450000047683716,3.5,3.424999952316284,3.424999952316284,3060.0,,,,,
2024-06-27,3.2100000381469727,3.549999952316284,3.049999952316284,3.5,14160.0,,,,,
2024-06-28,3.055000066757202,3.299999952316284,3.005000114440918,3.1700000762939453,10660.0,,,,,
2024-07-01,3.0999999046325684,3.299999952316284,3.005000114440918,3.140000104904175,6260.0,,,,,
2024-07-02,3.1050000190734863,3.549999952316284,3.065000057220459,3.430000066757202,6700.0,,,,,
2024-07-03,3.1700000762939453,3.365000009536743,3.049999952316284,3.0799999237060547,1680.0,,,,,
2024-07-05,3.200000047683716,3.299999952316284,3.200000047683716,3.299999952316284,3580.0,,,,,
2024-07-08,3.055000066757202,3.315000057220459,3.005000114440918,3.005000114440918,7060.0,,,,,
2024-07-09,3.025000095367432,3.200000047683716,2.809999942779541,3.009999990463257,5760.0,,,,,
2024-07-10,3.049999952316284,3.1449999809265137,2.8550000190734863,2.924999952316284,5500.0,,,,,
2024-07-11,3.005000114440918,3.0450000762939453,2.900000095367432,3.0450000762939453,4280.0,,,,,
2024-07-12,3.25,3.400000095367432,2.950000047683716,2.950000047683716,18040.0,,,,,
2024-07-15,3.3499999046325684,3.400000095367432,3.075000047683716,3.299999952316284,7580.0,,,,,
2024-07-16,3.275000095367432,3.700000047683716,3.2049999237060547,3.390000104904175,37260.0,,,,,
2024-07-17,3.414999961853028,3.5799999237060547,3.299999952316284,3.3499999046325684,3020.0,,,,,
2024-07-18,3.0199999809265137,3.5,2.8550000190734863,3.4200000762939453,18200.0,,,,,
2024-07-19,3.0999999046325684,3.384999990463257,3.0199999809265137,3.0999999046325684,2460.0,,,,,
2024-07-22,2.9800000190734863,3.3499999046325684,2.950000047683716,3.174999952316284,17140.0,,,,,
2024-07-23,3.1050000190734863,3.2149999141693115,2.9549999237060547,2.984999895095825,4900.0,,,,,
2024-07-24,3.0299999713897705,3.220000028610229,3.0,3.0899999141693115,2400.0,,,,,
2024-07-25,2.9600000381469727,3.119999885559082,2.9600000381469727,3.119999885559082,4080.0,,,,,
2024-07-26,3.005000114440918,3.200000047683716,2.9800000190734863,2.9800000190734863,5680.0,,,,,
2024-07-29,3.0,3.190000057220459,2.944999933242798,2.9600000381469727,6780.0,,,,,
2024-07-30,3.0,3.150000095367432,2.8550000190734863,3.0,6200.0,,,,,
2024-07-31,2.9800000190734863,3.095000028610229,2.859999895095825,2.934999942779541,6960.0,,,,,
2024-08-01,2.930000066757202,3.075000047683716,2.859999895095825,2.865000009536743,2760.0,,,,,
2024-08-02,2.775000095367432,2.930000066757202,2.755000114440918,2.890000104904175,8500.0,,,,,
2024-08-05,2.650000095367432,3.0,2.615000009536743,2.775000095367432,7060.0,,,,,
2024-08-06,2.625,2.8350000381469727,2.625,2.8350000381469727,4300.0,,,,,
2024-08-07,2.549999952316284,2.845000028610229,2.549999952316284,2.799999952316284,9800.0,,,,,
2024-08-08,2.444999933242798,2.625,2.275000095367432,2.549999952316284,14740.0,,,,,
2024-08-09,2.470000028610229,2.700000047683716,2.400000095367432,2.4200000762939453,4040.0,,,,,
2024-08-12,2.450000047683716,2.625,2.4200000762939453,2.595000028610229,6860.0,,,,,
