Date,Close,High,Low,Open,Volume,"('Close', 'XYF')","('High', 'XYF')","('Low', 'XYF')","('Open', 'XYF')","('Volume', 'XYF')"
2024-06-03,3.8516321182250977,3.984774823634528,3.8421216982406743,3.984774823634528,17500.0,,,,,
2024-06-04,4.003795623779297,4.079877177588014,3.851632516161863,3.851632516161863,62800.0,,,,,
2024-06-05,4.108407974243164,4.232040272057311,4.041836388126446,4.165469139422424,46700.0,,,,,
2024-06-06,4.041835784912109,4.1749784837931445,3.9942845942851446,4.1749784837931445,40000.0,,,,,
2024-06-07,4.003795623779297,4.165469152363737,3.994285202812292,4.013305591264471,47600.0,,,,,
2024-06-10,4.098897457122803,4.098897457122803,4.022815905335753,4.022815905335753,3600.0,,,,,
2024-06-11,4.041835784912109,4.079876556020976,4.032325365394011,4.032325365394011,16500.0,,,,,
2024-06-12,4.022815704345703,4.051346511581285,4.022815704345703,4.022815704345703,2900.0,,,,,
2024-06-13,4.051346302032471,4.060856268297914,4.041835882285255,4.051346302032471,6500.0,,,,,
2024-06-14,4.0893874168396,4.0893874168396,4.041836221081214,4.041836221081214,17400.0,,,,,
2024-06-17,4.146448135375977,4.174978486988582,4.079876559143625,4.089386978669002,30300.0,,,,,
2024-06-18,4.232039928436279,4.232039928436279,4.127428027509195,4.127428027509195,30600.0,,,,,
2024-06-20,4.193999290466309,4.232040065394843,4.1274281610822765,4.184489323475079,25000.0,,,,,
2024-06-21,4.079876899719238,4.165468868665536,4.0418361254057285,4.165468868665536,21200.0,,,,,
2024-06-24,4.1844892501831055,4.193999217007767,4.070366927396372,4.079876894221033,22100.0,,,,,
2024-06-25,4.1844892501831055,4.203509637314228,4.127428088789738,4.127428088789738,10700.0,,,,,
2024-06-26,4.1844892501831055,4.232039991270011,4.155958442745522,4.213019604138889,22300.0,,,,,
2024-06-27,4.146448135375977,4.174978486988582,4.117917330281609,4.165468520944968,25000.0,,,,,
2024-06-28,4.098897457122803,4.165469041677381,4.098897457122803,4.136938233016328,20700.0,,,,,
2024-07-01,4.079876899719238,4.136938061189503,4.070366932881761,4.108407707195271,13200.0,,,,,
2024-07-02,4.060856342315674,4.1179175013937135,4.051346375876891,4.070366762236238,28900.0,,,,,
2024-07-03,4.079876899719238,4.117917674032748,4.070366932881761,4.079876899719238,35100.0,,,,,
2024-07-05,4.0893874168396,4.127428192053584,4.051346641625615,4.070367029232608,21400.0,,,,,
2024-07-08,4.060856342315674,4.089387148595584,4.041835955956327,4.060856342315674,31800.0,,,,,
2024-07-09,4.0893874168396,4.127428192053584,4.022815833474222,4.0893874168396,27600.0,,,,,
2024-07-10,4.146448135375977,4.165468520944968,4.05134620753102,4.05134620753102,46400.0,,,,,
2024-07-11,4.20350980758667,4.232040162698139,4.108407868078745,4.146448643881915,17000.0,,,,,
2024-07-12,4.108407974243164,4.2130198836642245,4.02281599973336,4.2130198836642245,2900.0,,,,,
2024-07-15,4.15595817565918,4.355672454442049,4.013305054602592,4.079876632024138,12100.0,,,,,
2024-07-16,4.241550445556641,4.26057083284014,4.184489283706142,4.222530058273141,35300.0,,,,,
2024-07-17,4.117917537689209,4.279591049909544,4.051346411585626,4.232039856851168,8200.0,,,,,
2024-07-18,4.108407974243164,4.165469139422424,4.051346809063904,4.155958718484965,6500.0,,,,,
2024-07-19,4.232039928436279,4.251060315285003,4.060856446797765,4.060856446797765,18500.0,,,,,
2024-07-22,4.222529888153076,4.222529888153076,4.174978695119199,4.174978695119199,800.0,,,,,
2024-07-23,4.1844892501831055,4.232039991270011,4.1844892501831055,4.232039991270011,3800.0,,,,,
2024-07-24,4.213019847869873,4.213019847869873,4.165469104032069,4.165469104032069,2800.0,,,,,
2024-07-25,4.136938095092773,4.203509677427888,4.117917707780141,4.203509677427888,3600.0,,,,,
2024-07-26,4.15595817565918,4.17497856156794,4.117917403841659,4.117917403841659,4100.0,,,,,
2024-07-29,4.060856342315674,4.155958274112408,4.060856342315674,4.155958274112408,13300.0,,,,,
2024-07-30,4.174978733062744,4.174978733062744,3.994284832766307,4.041836026232344,3000.0,,,,,
2024-07-31,4.165468692779541,4.165468692779541,4.165468692779541,4.165468692779541,1000.0,,,,,
2024-08-01,4.12742805480957,4.136938021555938,4.041836086683279,4.117917634581406,1900.0,,,,,
2024-08-02,4.108407974243164,4.108407974243164,4.041836388126446,4.041836388126446,3300.0,,,,,
2024-08-05,3.994284868240357,4.070366869158073,3.5948565174608587,4.051346482299093,13100.0,,,,,
2024-08-06,4.108407974243164,4.184489527815511,4.089387585850077,4.146448751029337,5400.0,,,,,
2024-08-07,4.108407974243164,4.108407974243164,3.946734446161013,3.946734446161013,600.0,,,,,
2024-08-08,4.098897457122803,4.165469041677381,4.060856681229278,4.165469041677381,700.0,,,,,
