Date,Close,High,Low,Open,Volume,"('Close', 'PTON')","('High', 'PTON')","('Low', 'PTON')","('Open', 'PTON')","('Volume', 'PTON')"
2024-06-03,3.650000095367432,3.7899999618530273,3.5899999141693115,3.700000047683716,18360500.0,,,,,
2024-06-04,3.619999885559082,3.7100000381469727,3.555000066757202,3.5999999046325684,8708200.0,,,,,
2024-06-05,3.7799999713897705,3.809999942779541,3.650000095367432,3.650000095367432,10591300.0,,,,,
2024-06-06,3.740000009536743,3.839999914169312,3.7300000190734863,3.7699999809265137,9726800.0,,,,,
2024-06-07,3.660000085830689,3.7200000286102295,3.5999999046325684,3.6449999809265137,9783300.0,,,,,
2024-06-10,3.640000104904175,3.700000047683716,3.5799999237060547,3.619999885559082,5395600.0,,,,,
2024-06-11,3.5799999237060547,3.630000114440918,3.509999990463257,3.569999933242798,6868700.0,,,,,
2024-06-12,3.839999914169312,3.990000009536743,3.785000085830689,3.7899999618530273,18388000.0,,,,,
2024-06-13,3.7100000381469727,3.890000104904175,3.6449999809265137,3.869999885559082,9135600.0,,,,,
2024-06-14,3.809999942779541,3.869999885559082,3.619999885559082,3.650000095367432,8302700.0,,,,,
2024-06-17,3.950000047683716,3.984999895095825,3.775000095367432,3.799999952316284,16731700.0,,,,,
2024-06-18,3.7899999618530273,3.940000057220459,3.7799999713897705,3.920000076293945,7273300.0,,,,,
2024-06-20,3.630000114440918,3.795000076293945,3.619999885559082,3.759999990463257,7962100.0,,,,,
2024-06-21,3.609999895095825,3.650000095367432,3.5230000019073486,3.630000114440918,9797300.0,,,,,
2024-06-24,3.630000114440918,3.7300000190734863,3.4600000381469727,3.5899999141693115,12762500.0,,,,,
2024-06-25,3.369999885559082,3.609999895095825,3.319999933242798,3.609999895095825,11197500.0,,,,,
2024-06-26,3.4600000381469727,3.4600000381469727,3.3399999141693115,3.3499999046325684,6266200.0,,,,,
2024-06-27,3.440000057220459,3.515000104904175,3.4100000858306885,3.430000066757202,5804600.0,,,,,
2024-06-28,3.380000114440918,3.490000009536743,3.190000057220459,3.470000028610229,55327200.0,,,,,
2024-07-01,3.25,3.4200000762939453,3.180000066757202,3.369999885559082,11562700.0,,,,,
2024-07-02,3.390000104904175,3.400000095367432,3.200000047683716,3.259999990463257,8253500.0,,,,,
2024-07-03,3.369999885559082,3.4100000858306885,3.299999952316284,3.390000104904175,4514000.0,,,,,
2024-07-05,3.4600000381469727,3.490000009536743,3.289999961853028,3.369999885559082,7589800.0,,,,,
2024-07-08,3.5899999141693115,3.5999999046325684,3.424999952316284,3.5,8574800.0,,,,,
2024-07-09,3.549999952316284,3.630000114440918,3.390000104904175,3.5999999046325684,7368200.0,,,,,
2024-07-10,3.559999942779541,3.619999885559082,3.4800000190734863,3.5999999046325684,6519600.0,,,,,
2024-07-11,3.470000028610229,3.75,3.4049999713897705,3.680000066757202,21045500.0,,,,,
2024-07-12,3.634999990463257,3.75,3.515000104904175,3.549999952316284,15703400.0,,,,,
2024-07-15,3.7699999809265137,3.920000076293945,3.650000095367432,3.650000095367432,15157700.0,,,,,
2024-07-16,3.940000057220459,3.9800000190734863,3.759999990463257,3.7699999809265137,15688100.0,,,,,
2024-07-17,3.8949999809265137,4.039999961853027,3.799999952316284,3.859999895095825,10427500.0,,,,,
2024-07-18,3.690000057220459,3.9600000381469727,3.6649999618530273,3.815000057220459,9719800.0,,,,,
2024-07-19,3.5899999141693115,3.7899999618530273,3.5799999237060547,3.680000066757202,5640600.0,,,,,
2024-07-22,3.630000114440918,3.640000104904175,3.450000047683716,3.5799999237060547,9150700.0,,,,,
2024-07-23,3.5899999141693115,3.7300000190734863,3.5199999809265137,3.5999999046325684,9708000.0,,,,,
2024-07-24,3.430000066757202,3.569999933242798,3.390000104904175,3.5199999809265137,9544700.0,,,,,
2024-07-25,3.450000047683716,3.5899999141693115,3.400000095367432,3.4200000762939453,9169000.0,,,,,
2024-07-26,3.5999999046325684,3.609999895095825,3.470000028610229,3.5,10583600.0,,,,,
2024-07-29,3.650000095367432,3.670000076293945,3.5199999809265137,3.630000114440918,7576500.0,,,,,
2024-07-30,3.670000076293945,3.694999933242798,3.559999942779541,3.680000066757202,8184100.0,,,,,
2024-07-31,3.559999942779541,3.775000095367432,3.5,3.680000066757202,12330800.0,,,,,
2024-08-01,3.319999933242798,3.5799999237060547,3.259999990463257,3.559999942779541,10598800.0,,,,,
2024-08-02,3.200000047683716,3.2799999713897705,3.0999999046325684,3.1600000858306885,8969500.0,,,,,
2024-08-05,3.0799999237060547,3.150000095367432,2.865000009536743,2.950000047683716,11807000.0,,,,,
2024-08-06,3.069999933242798,3.119999885559082,3.0299999713897705,3.109999895095825,7300800.0,,,,,
2024-08-07,2.9200000762939453,3.194999933242798,2.9100000858306885,3.140000104904175,7897300.0,,,,,
2024-08-08,2.9800000190734863,3.0799999237060547,2.9049999713897705,2.9100000858306885,6853700.0,,,,,
2024-08-09,2.990000009536743,3.0299999713897705,2.9100000858306885,2.9800000190734863,14139400.0,,,,,
2024-08-12,2.890000104904175,3.009999990463257,2.859999895095825,3.009999990463257,6445400.0,,,,,
2024-08-13,3.0199999809265137,3.140000104904175,2.884999990463257,2.900000095367432,13508900.0,,,,,
2024-08-14,2.880000114440918,3.180000066757202,2.8299999237060547,3.1600000858306885,17391900.0,,,,,
2024-08-15,3.2100000381469727,3.255000114440918,2.934999942779541,2.940000057220459,27277700.0,,,,,
2024-08-16,3.2100000381469727,3.2699999809265137,3.1050000190734863,3.2300000190734863,12608200.0,,,,,
2024-08-19,3.2300000190734863,3.2699999809265137,3.140000104904175,3.200000047683716,15164200.0,,,,,
2024-08-20,3.200000047683716,3.265000104904175,3.140000104904175,3.25,11066100.0,,,,,
2024-08-21,3.359999895095825,3.380000114440918,3.180000066757202,3.259999990463257,15338400.0,,,,,
2024-08-22,4.550000190734863,4.75,3.7200000286102295,3.829999923706055,135473800.0,,,,,
2024-08-23,4.840000152587891,4.96999979019165,4.119999885559082,4.429999828338623,80437800.0,,,,,
2024-08-26,4.900000095367432,5.260000228881836,4.849999904632568,4.900000095367432,38736100.0,,,,,
2024-08-27,4.820000171661377,5.090000152587891,4.739999771118164,4.929999828338623,20102700.0,,,,,
2024-08-28,4.53000020980835,4.889999866485596,4.480000019073486,4.78000020980835,17582000.0,,,,,
2024-08-29,4.630000114440918,4.78000020980835,4.559999942779541,4.625,20971700.0,,,,,
2024-08-30,4.659999847412109,4.880000114440918,4.590000152587891,4.659999847412109,14705800.0,,,,,
2024-09-03,4.480000019073486,4.650000095367432,4.420000076293945,4.565000057220459,13708600.0,,,,,
2024-09-04,4.570000171661377,4.710000038146973,4.409999847412109,4.429999828338623,7601900.0,,,,,
2024-09-05,4.769999980926514,5.0,4.489999771118164,4.610000133514404,17561300.0,,,,,
2024-09-06,4.53000020980835,5.25,4.46999979019165,4.809999942779541,31343500.0,,,,,
2024-09-09,4.400000095367432,4.570000171661377,4.230000019073486,4.519999980926514,16416900.0,,,,,
2024-09-10,4.429999828338623,4.460000038146973,4.215000152587891,4.409999847412109,8089200.0,,,,,
2024-09-11,4.420000076293945,4.539999961853027,4.315000057220459,4.420000076293945,6090600.0,,,,,
2024-09-12,4.269999980926514,4.460000038146973,4.190000057220459,4.409999847412109,9993500.0,,,,,
2024-09-13,4.730000019073486,4.75,4.349999904632568,4.349999904632568,12489900.0,,,,,
2024-09-16,4.71999979019165,4.840000152587891,4.619999885559082,4.730000019073486,8410700.0,,,,,
2024-09-17,4.599999904632568,4.769999980926514,4.489999771118164,4.730000019073486,9360600.0,,,,,
2024-09-18,4.429999828338623,4.75,4.414999961853027,4.610000133514404,10074800.0,,,,,
2024-09-19,4.75,4.96999979019165,4.630000114440918,4.630000114440918,15410600.0,,,,,
2024-09-20,4.900000095367432,4.925000190734863,4.610000133514404,4.710000038146973,12312400.0,,,,,
2024-09-23,4.739999771118164,5.070000171661377,4.730000019073486,5.010000228881836,10254500.0,,,,,
2024-09-24,5.170000076293945,5.179999828338623,4.769999980926514,4.789999961853027,9812700.0,,,,,
2024-09-25,4.880000114440918,5.210000038146973,4.849999904632568,5.159999847412109,17741700.0,,,,,
2024-09-26,4.96999979019165,5.105000019073486,4.75,5.010000228881836,10124600.0,,,,,
2024-09-27,4.809999942779541,5.130000114440918,4.800000190734863,5.119999885559082,12103300.0,,,,,
2024-09-30,4.679999828338623,4.860000133514404,4.659999847412109,4.789999961853027,6661800.0,,,,,
2024-10-01,4.340000152587891,4.679999828338623,4.320000171661377,4.650000095367432,12245100.0,,,,,
2024-10-02,4.619999885559082,4.71999979019165,4.25,4.25,12205500.0,,,,,
2024-10-03,4.659999847412109,4.690000057220459,4.489999771118164,4.545000076293945,7493800.0,,,,,
2024-10-04,4.699999809265137,4.885000228881836,4.599999904632568,4.829999923706055,13571700.0,,,,,
