Date,Close,High,Low,Open,Volume,"('Close', 'IBRX')","('High', 'IBRX')","('Low', 'IBRX')","('Open', 'IBRX')","('Volume', 'IBRX')"
2024-06-03,6.199999809265137,6.46999979019165,5.849999904632568,6.460000038146973,4758200.0,,,,,
2024-06-04,6.150000095367432,6.295000076293945,6.070000171661377,6.199999809265137,2368400.0,,,,,
2024-06-05,6.360000133514404,6.539999961853027,6.099999904632568,6.190000057220459,2803000.0,,,,,
2024-06-06,6.090000152587891,6.309999942779541,6.03000020980835,6.210000038146973,2265100.0,,,,,
2024-06-07,6.099999904632568,6.360000133514404,5.906000137329102,6.0,2496300.0,,,,,
2024-06-10,6.239999771118164,6.264999866485596,5.929999828338623,6.050000190734863,3094400.0,,,,,
2024-06-11,5.960000038146973,6.675000190734863,5.900000095367432,6.119999885559082,4791000.0,,,,,
2024-06-12,5.599999904632568,6.15500020980835,5.489999771118164,6.139999866485596,5203400.0,,,,,
2024-06-13,5.869999885559082,5.914999961853027,5.53000020980835,5.630000114440918,2659500.0,,,,,
2024-06-14,5.960000038146973,6.050000190734863,5.659999847412109,5.920000076293945,2686200.0,,,,,
2024-06-17,5.829999923706055,6.199999809265137,5.789999961853027,5.909999847412109,3684900.0,,,,,
2024-06-18,6.230000019073486,6.349999904632568,5.800000190734863,5.840000152587891,2663700.0,,,,,
2024-06-20,6.5,7.369999885559082,6.329999923706055,6.429999828338623,6298700.0,,,,,
2024-06-21,7.260000228881836,7.348999977111816,6.5,6.699999809265137,14614700.0,,,,,
2024-06-24,7.340000152587891,7.630000114440918,7.170000076293945,7.5,4934300.0,,,,,
2024-06-25,7.269999980926514,7.360000133514404,6.989999771118164,7.230000019073486,3536900.0,,,,,
2024-06-26,6.769999980926514,7.269999980926514,6.739999771118164,7.269999980926514,3089400.0,,,,,
2024-06-27,6.539999961853027,6.739999771118164,6.309999942779541,6.670000076293945,2771500.0,,,,,
2024-06-28,6.320000171661377,6.554999828338623,6.199999809265137,6.5,5920800.0,,,,,
2024-07-01,6.269999980926514,6.650000095367432,6.239999771118164,6.380000114440918,2226900.0,,,,,
2024-07-02,6.179999828338623,6.28000020980835,6.010000228881836,6.28000020980835,1669100.0,,,,,
2024-07-03,6.28000020980835,6.34499979019165,6.170000076293945,6.179999828338623,766100.0,,,,,
2024-07-05,6.360000133514404,6.380000114440918,6.138000011444092,6.170000076293945,1295600.0,,,,,
2024-07-08,6.639999866485596,6.769999980926514,6.400000095367432,6.400000095367432,1841900.0,,,,,
2024-07-09,6.5,6.618000030517578,6.369999885559082,6.550000190734863,1121400.0,,,,,
2024-07-10,6.579999923706055,6.579999923706055,6.420000076293945,6.420000076293945,1130600.0,,,,,
2024-07-11,6.699999809265137,6.800000190734863,6.610000133514404,6.730000019073486,1767800.0,,,,,
2024-07-12,6.619999885559082,6.843999862670898,6.599999904632568,6.769999980926514,1599700.0,,,,,
2024-07-15,6.360000133514404,6.704999923706055,6.324999809265137,6.670000076293945,2090700.0,,,,,
2024-07-16,6.400000095367432,6.579999923706055,6.329999923706055,6.449999809265137,2164300.0,,,,,
2024-07-17,6.130000114440918,6.360000133514404,6.065000057220459,6.360000133514404,2347400.0,,,,,
2024-07-18,5.980000019073486,6.309999942779541,5.820000171661377,6.150000095367432,2697300.0,,,,,
2024-07-19,5.789999961853027,6.019999980926514,5.75,5.929999828338623,1762900.0,,,,,
2024-07-22,5.710000038146973,5.889999866485596,5.599999904632568,5.849999904632568,2519800.0,,,,,
2024-07-23,5.650000095367432,5.809999942779541,5.610000133514404,5.619999885559082,1583400.0,,,,,
2024-07-24,5.329999923706055,5.679999828338623,5.269999980926514,5.559999942779541,2820400.0,,,,,
2024-07-25,5.489999771118164,5.71999979019165,5.329999923706055,5.340000152587891,2498300.0,,,,,
2024-07-26,5.610000133514404,5.789999961853027,5.51800012588501,5.610000133514404,1708500.0,,,,,
2024-07-29,5.429999828338623,5.625,5.320000171661377,5.610000133514404,2602600.0,,,,,
2024-07-30,5.28000020980835,5.545000076293945,5.250999927520752,5.400000095367432,2367300.0,,,,,
2024-07-31,5.150000095367432,5.409999847412109,5.114999771118164,5.309999942779541,3903100.0,,,,,
2024-08-01,4.789999961853027,5.199999809265137,4.559999942779541,5.150000095367432,4392600.0,,,,,
2024-08-02,4.679999828338623,4.769999980926514,4.449999809265137,4.599999904632568,3374600.0,,,,,
2024-08-05,4.400000095367432,4.574999809265137,4.119999885559082,4.25,4837500.0,,,,,
2024-08-06,4.300000190734863,4.769999980926514,4.289999961853027,4.449999809265137,3624100.0,,,,,
2024-08-07,4.159999847412109,4.449999809265137,4.119999885559082,4.409999847412109,2578900.0,,,,,
2024-08-08,4.349999904632568,4.427999973297119,4.190000057220459,4.199999809265137,2112900.0,,,,,
2024-08-09,4.539999961853027,4.670000076293945,4.28000020980835,4.429999828338623,2498100.0,,,,,
2024-08-12,4.420000076293945,4.614999771118164,4.369999885559082,4.489999771118164,3199200.0,,,,,
2024-08-13,3.759999990463257,4.434999942779541,3.559999942779541,4.409999847412109,8339900.0,,,,,
2024-08-14,3.880000114440918,3.974999904632568,3.5199999809265137,3.759999990463257,5225500.0,,,,,
2024-08-15,3.9800000190734863,4.059999942779541,3.694999933242798,3.849999904632568,2855600.0,,,,,
2024-08-16,4.010000228881836,4.090000152587891,3.880000114440918,4.010000228881836,2340100.0,,,,,
2024-08-19,4.0,4.0,3.630000114440918,3.930000066757202,6558100.0,,,,,
2024-08-20,3.9700000286102295,4.150000095367432,3.940000057220459,3.990000009536743,2219700.0,,,,,
2024-08-21,4.400000095367432,4.414999961853027,3.9700000286102295,4.0,3619700.0,,,,,
2024-08-22,4.159999847412109,4.46999979019165,4.130000114440918,4.380000114440918,2210700.0,,,,,
2024-08-23,4.25,4.360000133514404,4.179999828338623,4.260000228881836,1934700.0,,,,,
2024-08-26,4.210000038146973,4.429999828338623,4.179999828338623,4.269999980926514,2204100.0,,,,,
2024-08-27,4.190000057220459,4.25,4.114999771118164,4.199999809265137,1518100.0,,,,,
2024-08-28,4.059999942779541,4.25,4.059999942779541,4.179999828338623,1508200.0,,,,,
2024-08-29,3.799999952316284,4.144999980926514,3.759999990463257,4.070000171661377,2514000.0,,,,,
2024-08-30,3.950000047683716,4.019999980926514,3.819999933242798,3.829999923706055,2278400.0,,,,,
2024-09-03,3.700000047683716,3.950000047683716,3.660000085830689,3.930000066757202,3124600.0,,,,,
2024-09-04,3.700000047683716,3.785000085830689,3.5799999237060547,3.660000085830689,2791300.0,,,,,
2024-09-05,3.450000047683716,3.7200000286102295,3.4130001068115234,3.700000047683716,4360400.0,,,,,
2024-09-06,3.380000114440918,3.559999942779541,3.3299999237060547,3.470000028610229,2311000.0,,,,,
2024-09-09,3.549999952316284,3.740000009536743,3.390000104904175,3.450000047683716,4090000.0,,,,,
2024-09-10,3.619999885559082,3.700000047683716,3.4200000762939453,3.549999952316284,3173300.0,,,,,
2024-09-11,3.619999885559082,3.7200000286102295,3.569999933242798,3.700000047683716,2006400.0,,,,,
2024-09-12,3.490000009536743,3.697999954223633,3.490000009536743,3.609999895095825,2037300.0,,,,,
2024-09-13,3.5799999237060547,3.690000057220459,3.5199999809265137,3.5199999809265137,2206900.0,,,,,
2024-09-16,3.490000009536743,3.650000095367432,3.414999961853028,3.5799999237060547,2188100.0,,,,,
2024-09-17,3.319999933242798,3.539999961853028,3.2300000190734863,3.4600000381469727,2891300.0,,,,,
2024-09-18,3.4200000762939453,3.630000114440918,3.289999961853028,3.319999933242798,3431500.0,,,,,
2024-09-19,3.4800000190734863,3.559999942779541,3.4100000858306885,3.509999990463257,3043100.0,,,,,
2024-09-20,3.5199999809265137,3.5450000762939453,3.390000104904175,3.4800000190734863,4234500.0,,,,,
2024-09-23,3.440000057220459,3.5299999713897705,3.3499999046325684,3.5199999809265137,2893800.0,,,,,
2024-09-24,3.5999999046325684,3.640000104904175,3.384999990463257,3.470000028610229,2310500.0,,,,,
2024-09-25,3.559999942779541,3.640000104904175,3.490000009536743,3.559999942779541,1460100.0,,,,,
2024-09-26,3.900000095367432,3.910000085830689,3.559999942779541,3.630000114440918,2352000.0,,,,,
2024-09-27,3.930000066757202,4.039999961853027,3.849999904632568,3.930000066757202,3176900.0,,,,,
2024-09-30,3.7200000286102295,3.936000108718872,3.694999933242798,3.930000066757202,2141700.0,,,,,
2024-10-01,3.5999999046325684,3.714999914169312,3.539999961853028,3.670000076293945,2342800.0,,,,,
2024-10-02,3.569999933242798,3.680000066757202,3.5450000762939453,3.640000104904175,1707900.0,,,,,
2024-10-03,3.400000095367432,3.5299999713897705,3.369999885559082,3.5,2190300.0,,,,,
2024-10-04,3.430000066757202,3.4749999046325684,3.375,3.4200000762939453,1542700.0,,,,,
2024-10-07,3.490000009536743,3.559999942779541,3.390000104904175,3.400000095367432,2980700.0,,,,,
2024-10-08,3.5199999809265137,3.619999885559082,3.434999942779541,3.450000047683716,1186100.0,,,,,
