Date,Close,High,Low,Open,Volume,"('Close', 'RF')","('High', 'RF')","('Low', 'RF')","('Open', 'RF')","('Volume', 'RF')"
2024-06-03,17.96136474609375,18.31261844604266,17.714538164371596,18.26515075107258,5484900.0,,,,,
2024-06-04,17.714536666870117,17.9803503041097,17.667070786619995,17.714536666870117,4834400.0,,,,,
2024-06-05,17.780988693237305,17.82845638171128,17.61010863614534,17.818962844016482,3635700.0,,,,,
2024-06-06,17.695552825927734,17.88542000305792,17.591127508142968,17.809473494347365,6845000.0,,,,,
2024-06-07,17.657577514648438,17.724030472283417,17.505684522709263,17.5341633270058,5173300.0,,,,,
2024-06-10,17.268352508544922,17.429739048277394,17.087978891030417,17.334805470074635,9003900.0,,,,,
2024-06-11,17.268352508544922,17.29683131451057,16.82216523420417,17.068991813248388,11162200.0,,,,,
2024-06-12,17.743017196655273,18.208189701571158,17.638590087755315,17.78098953853246,11038500.0,,,,,
2024-06-13,17.799978256225586,17.82845887329022,17.47720517232277,17.648085253295722,8277200.0,,,,,
2024-06-14,17.70504379272461,17.771496751850076,17.553150797378592,17.600618490116304,7175300.0,,,,,
2024-06-17,17.9423770904541,17.951870629142476,17.55315105776761,17.714537594055233,5214000.0,,,,,
2024-06-18,18.01832389831543,18.075285131422703,17.847443820408394,17.94237739821312,5321300.0,,,,,
2024-06-20,17.95186996459961,18.046803537261724,17.885417006948316,17.94237642626267,4414900.0,,,,,
2024-06-21,17.97085952758789,18.01832541513233,17.733526468450613,17.90440656074266,11028300.0,,,,,
2024-06-24,18.33160400390625,18.426537584643825,17.86643145007032,18.08477741827153,6224900.0,,,,,
2024-06-25,18.056297302246094,18.436029786953764,18.03731022533388,18.265149716158483,6156100.0,,,,,
2024-06-26,17.92338752746582,18.027814627848635,17.724028674779113,17.913895800801118,6873900.0,,,,,
2024-06-27,18.2271785736084,18.23667030198238,17.77149775123761,17.904405487669997,7364800.0,,,,,
2024-06-28,19.02461814880371,19.034109877376977,18.331604266969684,18.369578424092637,13355800.0,,,,,
2024-07-01,18.89171028137207,19.404350534808,18.88221674215576,19.081577444283333,9129300.0,,,,,
2024-07-02,19.072084426879883,19.10056504530804,18.834751372101096,18.853738451053204,6434300.0,,,,,
2024-07-03,18.88221549987793,19.299922144376936,18.88221549987793,19.167016225507528,5070600.0,,,,,
2024-07-05,18.52147102355957,18.939177689181992,18.51197748448776,18.882216454751138,10228000.0,,,,,
2024-07-08,18.78728485107422,18.939177856147364,18.597417689379064,18.65437711360463,5822600.0,,,,,
2024-07-09,19.0910701751709,19.186001941899598,18.60691055988354,18.654376443247887,7062500.0,,,,,
2024-07-10,19.167016983032227,19.22397640612638,18.986643364075437,19.091070482004223,6046900.0,,,,,
