Date,Close,High,Low,Open,Volume,"('Close', 'MRNA')","('High', 'MRNA')","('Low', 'MRNA')","('Open', 'MRNA')","('Volume', 'MRNA')"
2024-06-03,147.82000732421875,150.8000030517578,137.52000427246094,139.75,4941500.0,,,,,
2024-06-04,145.33999633789062,147.66000366210938,141.3000030517578,147.66000366210938,3045600.0,,,,,
2024-06-05,154.83999633789062,155.38999938964844,145.03500366210938,146.75,4046300.0,,,,,
2024-06-06,154.69000244140625,158.82000732421875,152.38999938964844,157.9499969482422,3373500.0,,,,,
2024-06-07,151.00999450683594,153.55999755859375,149.1300048828125,152.7899932861328,2521600.0,,,,,
2024-06-10,148.58999633789062,152.27999877929688,143.77000427246094,151.5,5968600.0,,,,,
2024-06-11,148.38999938964844,150.64999389648438,146.9499969482422,148.3000030517578,1925000.0,,,,,
2024-06-12,147.72000122070312,150.74000549316406,142.27000427246094,150.0,3486000.0,,,,,
2024-06-13,145.22999572753906,148.83999633789062,144.8699951171875,147.0,1815200.0,,,,,
2024-06-14,140.02999877929688,145.73500061035156,138.1699981689453,142.6699981689453,3601300.0,,,,,
2024-06-17,137.89999389648438,139.9199981689453,135.27000427246094,138.16000366210938,3384200.0,,,,,
2024-06-18,133.27000427246094,137.27000427246094,131.52000427246094,136.5800018310547,3970200.0,,,,,
2024-06-20,134.39999389648438,136.6999969482422,130.5,132.5399932861328,3547100.0,,,,,
2024-06-21,133.39999389648438,136.36000061035156,132.15499877929688,136.0,5189800.0,,,,,
2024-06-24,137.0,137.57000732421875,133.1699981689453,134.57000732421875,3443000.0,,,,,
2024-06-25,137.60000610351562,138.07000732421875,134.72999572753906,136.0,3339500.0,,,,,
2024-06-26,122.4499969482422,135.3699951171875,122.12000274658205,135.1699981689453,7721600.0,,,,,
2024-06-27,121.18000030517578,122.27999877929688,118.5199966430664,121.9000015258789,4804200.0,,,,,
2024-06-28,118.75,123.25,118.02999877929688,122.58999633789062,3976300.0,,,,,
2024-07-01,115.9499969482422,123.73999786376952,115.13999938964844,117.0500030517578,3724200.0,,,,,
2024-07-02,117.06999969482422,119.13999938964844,114.0199966430664,117.33999633789062,3425800.0,,,,,
2024-07-03,115.9499969482422,119.38999938964844,115.3000030517578,118.73999786376952,1853400.0,,,,,
2024-07-05,118.31999969482422,118.87999725341795,115.6999969482422,117.3000030517578,3067200.0,,,,,
2024-07-08,116.4499969482422,119.3000030517578,115.55999755859376,118.41000366210938,2195500.0,,,,,
2024-07-09,116.06999969482422,118.83999633789062,115.4000015258789,116.70999908447266,2510800.0,,,,,
2024-07-10,117.44000244140624,120.37799835205078,115.29000091552734,116.0999984741211,2820100.0,,,,,
2024-07-11,122.81999969482422,124.19000244140624,119.38999938964844,120.02999877929688,4164800.0,,,,,
2024-07-12,121.45999908447266,129.38999938964844,121.01000213623048,123.68000030517578,4526200.0,,,,,
2024-07-15,121.4800033569336,121.94000244140624,116.0,121.0999984741211,2682200.0,,,,,
2024-07-16,125.13999938964844,127.1999969482422,120.79000091552734,122.76000213623048,3008600.0,,,,,
2024-07-17,124.05500030517578,125.31999969482422,120.11000061035156,123.12000274658205,2851200.0,,,,,
2024-07-18,121.31999969482422,126.41999816894533,121.0,124.0999984741211,2018300.0,,,,,
2024-07-19,121.13999938964844,121.9800033569336,118.8000030517578,121.01000213623048,2206300.0,,,,,
2024-07-22,122.5,124.05500030517578,120.44000244140624,122.5199966430664,1810800.0,,,,,
2024-07-23,121.25,123.5,120.22000122070312,121.83999633789062,1753000.0,,,,,
2024-07-24,118.19000244140624,120.04000091552734,115.47000122070312,119.80999755859376,3304100.0,,,,,
2024-07-25,120.4000015258789,122.4000015258789,116.58000183105467,117.77999877929688,2638700.0,,,,,
2024-07-26,122.11000061035156,122.33999633789062,119.43000030517578,121.83000183105467,1887500.0,,,,,
2024-07-29,122.16999816894533,122.8499984741211,119.76000213623048,122.5500030517578,2092200.0,,,,,
2024-07-30,118.83999633789062,125.68000030517578,118.5,123.56999969482422,2673700.0,,,,,
2024-07-31,119.22000122070312,122.4499969482422,118.0999984741211,120.52999877929688,3118400.0,,,,,
2024-08-01,94.16999816894533,102.9000015258789,93.5999984741211,99.58000183105467,18591900.0,,,,,
2024-08-02,86.58000183105469,91.68000030517578,84.43000030517578,91.16999816894533,10332900.0,,,,,
2024-08-05,83.75,85.86000061035156,78.06999969482422,80.37000274658203,8063300.0,,,,,
2024-08-06,82.30000305175781,85.56999969482422,80.16999816894531,84.91999816894531,5194400.0,,,,,
2024-08-07,81.55000305175781,85.75,80.33999633789062,84.08000183105469,4319800.0,,,,,
2024-08-08,84.31999969482422,85.4000015258789,82.06999969482422,82.5,3539800.0,,,,,
2024-08-09,84.93000030517578,85.19999694824219,82.58999633789062,84.38999938964844,2388100.0,,,,,
2024-08-12,81.29000091552734,85.0,80.78099822998047,85.0,3065300.0,,,,,
2024-08-13,82.9000015258789,83.04000091552734,80.58000183105469,81.43000030517578,2932500.0,,,,,
2024-08-14,82.25,83.5199966430664,81.3499984741211,82.75,2638100.0,,,,,
2024-08-15,86.62000274658203,87.87999725341797,83.55999755859375,83.6500015258789,3971500.0,,,,,
2024-08-16,86.83999633789062,88.77999877929688,86.23999786376953,88.0,3399300.0,,,,,
2024-08-19,89.95999908447266,91.98999786376952,86.62000274658203,87.0199966430664,4136200.0,,,,,
2024-08-20,86.94000244140625,89.80000305175781,86.91000366210938,89.23999786376953,2706100.0,,,,,
2024-08-21,86.6500015258789,88.58999633789062,85.87999725341797,87.7300033569336,3150500.0,,,,,
2024-08-22,81.04000091552734,86.80000305175781,80.76000213623047,86.16000366210938,5345400.0,,,,,
2024-08-23,82.44000244140625,84.27999877929688,81.25,82.3499984741211,4225200.0,,,,,
2024-08-26,81.66000366210938,83.67400360107422,81.25,82.62999725341797,2303500.0,,,,,
2024-08-27,78.9800033569336,81.61000061035156,78.4000015258789,81.58999633789062,3640200.0,,,,,
2024-08-28,78.36000061035156,80.55999755859375,78.19999694824219,79.94999694824219,3024000.0,,,,,
2024-08-29,77.58999633789062,79.5999984741211,77.45999908447266,78.77999877929688,3307800.0,,,,,
2024-08-30,77.4000015258789,78.5199966430664,76.05999755859375,78.4800033569336,3591700.0,,,,,
2024-09-03,72.94000244140625,77.75,72.54000091552734,77.55000305175781,5185000.0,,,,,
2024-09-04,72.48999786376953,74.43000030517578,71.62000274658203,72.4000015258789,4233100.0,,,,,
2024-09-05,73.44000244140625,73.5999984741211,71.51000213623047,72.77999877929688,2541800.0,,,,,
2024-09-06,72.88999938964844,73.5999984741211,71.6500015258789,73.44000244140625,3425400.0,,,,,
2024-09-09,76.61000061035156,78.80000305175781,73.26000213623047,73.4800033569336,5321200.0,,,,,
2024-09-10,79.27999877929688,79.95899963378906,75.94999694824219,76.12000274658203,3661700.0,,,,,
2024-09-11,79.51000213623047,79.87999725341797,77.44000244140625,79.05000305175781,3370700.0,,,,,
2024-09-12,69.68000030517578,70.8499984741211,64.11000061035156,67.88999938964844,23976300.0,,,,,
