Date,Close,High,Low,Open,Volume,"('Close', 'AUID')","('High', 'AUID')","('Low', 'AUID')","('Open', 'AUID')","('Volume', 'AUID')"
2024-06-03,7.260000228881836,7.849999904632568,7.179999828338623,7.849999904632568,12300.0,,,,,
2024-06-04,7.349999904632568,7.690000057220459,7.289999961853027,7.309999942779541,10600.0,,,,,
2024-06-05,7.5,7.900000095367432,7.249000072479248,7.550000190734863,19100.0,,,,,
2024-06-06,7.519999980926514,7.800000190734863,7.460000038146973,7.755000114440918,2800.0,,,,,
2024-06-07,7.710000038146973,7.771999835968018,7.599999904632568,7.610000133514404,4900.0,,,,,
2024-06-10,7.789999961853027,8.100000381469727,7.650000095367432,7.650000095367432,11300.0,,,,,
2024-06-11,8.079999923706055,8.100000381469727,7.800000190734863,7.800000190734863,3900.0,,,,,
2024-06-12,8.3100004196167,8.539999961853027,8.010000228881836,8.010000228881836,7000.0,,,,,
2024-06-13,10.329999923706056,10.520000457763672,8.270000457763672,8.670000076293945,56300.0,,,,,
2024-06-14,10.960000038146973,10.960000038146973,9.800000190734863,10.489999771118164,14000.0,,,,,
2024-06-17,11.789999961853027,12.3100004196167,10.899999618530272,11.229999542236328,76100.0,,,,,
2024-06-18,10.199999809265137,12.0,9.770000457763672,11.729999542236328,22600.0,,,,,
2024-06-20,9.420000076293944,10.460000038146973,8.789999961853027,10.40999984741211,26900.0,,,,,
2024-06-21,9.0600004196167,9.795000076293944,8.5600004196167,8.760000228881836,32000.0,,,,,
2024-06-24,8.149999618530273,9.210000038146973,8.029999732971191,9.0,32000.0,,,,,
2024-06-25,8.010000228881836,8.880000114440918,8.010000228881836,8.880000114440918,14100.0,,,,,
2024-06-26,8.850000381469727,9.076000213623049,8.100000381469727,8.1899995803833,23100.0,,,,,
2024-06-27,9.869999885559082,10.199999809265137,8.380000114440918,8.899999618530273,46800.0,,,,,
2024-06-28,10.380000114440918,10.479999542236328,9.140000343322754,10.1899995803833,30000.0,,,,,
2024-07-01,10.0,10.60099983215332,9.604999542236328,10.279999732971191,26200.0,,,,,
2024-07-02,9.770000457763672,10.0,8.680000305175781,10.0,28100.0,,,,,
2024-07-03,9.890000343322754,9.970000267028809,9.704999923706056,9.970000267028809,4700.0,,,,,
2024-07-05,9.890000343322754,10.369999885559082,9.609999656677246,9.739999771118164,27500.0,,,,,
2024-07-08,9.81999969482422,10.1899995803833,9.600000381469728,10.079999923706056,41100.0,,,,,
2024-07-09,9.279999732971191,9.880000114440918,9.003999710083008,9.880000114440918,14000.0,,,,,
2024-07-10,9.220000267028809,9.699999809265137,9.0,9.5,16100.0,,,,,
2024-07-11,8.890000343322754,9.628999710083008,8.5,9.220000267028809,16800.0,,,,,
2024-07-12,9.779999732971191,9.779999732971191,8.65999984741211,8.760000228881836,21300.0,,,,,
2024-07-15,10.789999961853027,10.949999809265137,9.8100004196167,9.8100004196167,30800.0,,,,,
2024-07-16,10.71500015258789,10.899999618530272,10.210000038146973,10.899999618530272,16200.0,,,,,
2024-07-17,10.5600004196167,10.789999961853027,10.06999969482422,10.164999961853027,5300.0,,,,,
2024-07-18,9.739999771118164,10.5,9.390000343322754,10.5,8600.0,,,,,
2024-07-19,9.600000381469728,9.850000381469728,9.510000228881836,9.770000457763672,3500.0,,,,,
2024-07-22,9.960000038146973,9.982000350952148,9.710000038146973,9.710000038146973,6100.0,,,,,
2024-07-23,9.359999656677246,9.899999618530272,9.0,9.760000228881836,8500.0,,,,,
2024-07-24,9.289999961853027,9.539999961853027,9.0,9.0,3000.0,,,,,
2024-07-25,9.239999771118164,9.239999771118164,8.890000343322754,9.239999771118164,2300.0,,,,,
2024-07-26,9.449999809265137,9.489999771118164,9.0,9.420000076293944,2900.0,,,,,
2024-07-29,9.489999771118164,9.510000228881836,8.949999809265137,9.5,17900.0,,,,,
2024-07-30,9.149999618530272,9.315999984741213,8.949999809265137,9.25,4100.0,,,,,
2024-07-31,9.40999984741211,9.725000381469728,9.050000190734863,9.149999618530272,22300.0,,,,,
2024-08-01,9.229999542236328,9.890000343322754,8.949999809265137,9.71500015258789,9100.0,,,,,
2024-08-02,8.539999961853027,9.234999656677246,8.539999961853027,8.930000305175781,4100.0,,,,,
2024-08-05,8.25,8.760000228881836,8.050000190734863,8.229999542236328,13700.0,,,,,
2024-08-06,8.329999923706055,8.795000076293945,8.0600004196167,8.25,7700.0,,,,,
2024-08-07,7.869999885559082,8.579999923706055,7.864999771118164,8.579999923706055,12600.0,,,,,
2024-08-08,8.25,8.5,7.900000095367432,7.900000095367432,38500.0,,,,,
2024-08-09,8.050000190734863,9.449999809265137,7.900000095367432,7.900000095367432,24800.0,,,,,
2024-08-12,8.229999542236328,8.489999771118164,8.0,8.0,10000.0,,,,,
2024-08-13,8.670000076293945,8.670000076293945,8.199999809265137,8.199999809265137,5400.0,,,,,
2024-08-14,9.5,9.739999771118164,8.329999923706055,8.5,84100.0,,,,,
2024-08-15,9.5,10.100000381469728,8.949999809265137,9.710000038146973,105200.0,,,,,
2024-08-16,9.359999656677246,10.210000038146973,9.359999656677246,9.539999961853027,41400.0,,,,,
2024-08-19,8.5,9.352999687194824,8.5,9.18000030517578,14300.0,,,,,
2024-08-20,8.180000305175781,9.40999984741211,8.119999885559082,8.654000282287598,24500.0,,,,,
2024-08-21,8.289999961853027,8.529999732971191,8.25,8.482999801635742,1600.0,,,,,
2024-08-22,7.929999828338623,8.34000015258789,7.800000190734863,8.319999694824219,23100.0,,,,,
2024-08-23,8.100000381469727,8.345000267028809,7.150000095367432,7.820000171661377,49900.0,,,,,
2024-08-26,8.65999984741211,8.65999984741211,7.929999828338623,8.079999923706055,12700.0,,,,,
2024-08-27,8.149999618530273,8.600000381469727,8.119999885559082,8.600000381469727,12300.0,,,,,
2024-08-28,7.989999771118164,8.149999618530273,7.760000228881836,8.149999618530273,3300.0,,,,,
2024-08-29,8.109999656677246,8.53499984741211,8.010000228881836,8.170000076293945,3700.0,,,,,
2024-08-30,8.479999542236328,8.553999900817871,8.100000381469727,8.390000343322754,5900.0,,,,,
2024-09-03,8.0,8.579999923706055,7.820000171661377,8.539999961853027,7100.0,,,,,
2024-09-04,7.829999923706055,8.220999717712402,7.800000190734863,7.900000095367432,12700.0,,,,,
2024-09-05,7.760000228881836,8.3100004196167,7.760000228881836,8.3100004196167,10300.0,,,,,
2024-09-06,7.739999771118164,7.929999828338623,7.570000171661377,7.849999904632568,5000.0,,,,,
2024-09-09,7.989999771118164,8.09000015258789,7.699999809265137,7.699999809265137,4000.0,,,,,
2024-09-10,7.949999809265137,8.199999809265137,7.769999980926514,7.940000057220459,16300.0,,,,,
2024-09-11,8.210000038146973,8.210000038146973,7.75,8.050000190734863,16900.0,,,,,
2024-09-12,7.949999809265137,8.25,7.916999816894531,7.940000057220459,19600.0,,,,,
2024-09-13,8.170000076293945,8.229999542236328,7.820000171661377,7.820000171661377,13500.0,,,,,
2024-09-16,8.100000381469727,9.0600004196167,7.880000114440918,8.199999809265137,46600.0,,,,,
2024-09-17,7.980000019073486,8.25,7.929999828338623,8.069999694824219,18900.0,,,,,
2024-09-18,7.5,8.375,7.5,8.274999618530273,26600.0,,,,,
2024-09-19,7.53000020980835,8.369999885559082,7.53000020980835,7.860000133514404,12400.0,,,,,
2024-09-20,7.590000152587891,7.853000164031982,7.35699987411499,7.853000164031982,72200.0,,,,,
2024-09-23,7.610000133514404,7.880000114440918,7.579999923706055,7.880000114440918,6700.0,,,,,
2024-09-24,6.800000190734863,7.829999923706055,6.739999771118164,7.480000019073486,15600.0,,,,,
2024-09-25,6.909999847412109,7.059999942779541,6.619999885559082,6.809999942779541,11300.0,,,,,
2024-09-26,7.090000152587891,7.090000152587891,6.75,6.900000095367432,17000.0,,,,,
