Date,Close,High,Low,Open,Volume,"('Close', 'KIM')","('High', 'KIM')","('Low', 'KIM')","('Open', 'KIM')","('Volume', 'KIM')"
2024-06-03,18.253314971923828,18.374816023850627,18.09442788391843,18.09442788391843,4182900.0,,,,,
2024-06-04,18.0196590423584,18.253316438631728,17.99161951304639,18.19723738000772,4629700.0,,,,,
2024-06-05,18.02900505065918,18.057042796526865,17.888809190663107,18.01965854114848,1703400.0,,,,,
2024-06-06,17.99114990234375,18.095254975797538,17.905973352267623,17.934366137334113,1700200.0,,,,,
2024-06-07,17.782939910888672,17.839723670630647,17.659906325470686,17.688299107903262,2950500.0,,,,,
2024-06-10,17.546337127685547,17.726152650523037,17.19616673167016,17.640976116495594,4756500.0,,,,,
2024-06-11,17.31920051574707,17.527410647655174,17.262416754828138,17.413841320694097,4285200.0,,,,,
2024-06-12,17.536874771118164,17.839723900474795,17.49901772738699,17.754547357202842,5271400.0,,,,,
2024-06-13,17.716690063476562,17.99114821128521,17.47062469806566,17.536874523660387,7169400.0,,,,,
2024-06-14,17.74508285522461,17.811330875731073,17.546338793705218,17.61258681421168,3145400.0,,,,,
2024-06-17,17.678836822509766,17.78294189793864,17.57473174708089,17.65990829877299,3208200.0,,,,,
2024-06-18,17.792402267456055,17.839723571246726,17.66937048784665,17.71668998651415,3481400.0,,,,,
2024-06-20,17.877578735351562,17.915435778227813,17.66937041490167,17.726154174092883,3601500.0,,,,,
2024-06-21,17.96275520324707,18.06686026560789,17.754546883648576,18.06686026560789,7748000.0,,,,,
2024-06-24,18.114181518554688,18.218286590999867,17.820796629536755,17.93436596357907,3853800.0,,,,,
2024-06-25,17.754549026489258,18.152038997422725,17.603124447573972,18.104717688309595,2782400.0,,,,,
2024-06-26,17.76401138305664,17.830259403586314,17.622051081189746,17.63151353687412,2779400.0,,,,,
2024-06-27,18.066864013671875,18.085792538959417,17.745086304277756,17.745086304277756,3999500.0,,,,,
2024-06-28,18.417028427124023,18.473813989793904,18.114179313377093,18.17096487604697,7838900.0,,,,,
2024-07-01,18.237215042114254,18.473816165737567,18.1520384932,18.36971109370385,3436500.0,,,,,
2024-07-02,18.36971092224121,18.379175183712604,18.180429303059988,18.2750701126506,4483000.0,,,,,
2024-07-03,18.237215042114254,18.454887642618104,18.227750780554526,18.445423381058376,1930100.0,,,,,
2024-07-05,18.246679306030277,18.36024683451507,18.199357998225512,18.22775078290837,2334300.0,,,,,
2024-07-08,18.22774887084961,18.379173429694045,18.13310807029105,18.27506836856732,3317300.0,,,,,
2024-07-09,18.20882225036621,18.23721503503438,17.95329260372264,18.1898937272541,4612300.0,,,,,
2024-07-10,18.663095474243164,18.663095474243164,18.25614306897685,18.29399830906344,3510500.0,,,,,
2024-07-11,19.202547073364254,19.26879509575614,18.89969613437915,18.92808891759991,3755000.0,,,,,
2024-07-12,19.47700309753418,19.63789192284191,19.33504279405635,19.39182655442284,4057100.0,,,,,
2024-07-15,19.836633682250977,19.846097942066454,19.42021708110783,19.581105887724995,5115800.0,,,,,
2024-07-16,20.054309844970703,20.1394863858203,19.940740522130188,19.950204782793826,5412600.0,,,,,
2024-07-17,20.41394424438477,20.480192268839232,20.035382815271184,20.035382815271184,3957500.0,,,,,
2024-07-18,20.14895248413086,20.745186519333306,20.14895248413086,20.357160822350718,8543800.0,,,,,
2024-07-19,20.10163116455078,20.26252000016429,19.95967085197964,20.21520049768168,3178600.0,,,,,
2024-07-22,20.31930160522461,20.31930160522461,19.902884973277004,20.111093289250807,2714400.0,,,,,
2024-07-23,20.20573616027832,20.366624995287616,20.158414852850115,20.224664683249603,3385200.0,,,,,
2024-07-24,19.77985382080078,20.38555393232141,19.76092529744503,20.23412755059875,5158900.0,,,,,
2024-07-25,19.628427505493164,20.04484595681616,19.581108006418745,19.82717337287673,3355700.0,,,,,
