Date,Close,High,Low,Open,Volume,"('Close', 'BLSH')","('High', 'BLSH')","('Low', 'BLSH')","('Open', 'BLSH')","('Volume', 'BLSH')"
2025-10-08,67.41000366210938,67.61000061035156,63.22999954223633,65.0,2692000.0,,,,,
2025-10-09,66.70999908447266,70.5,64.37999725341797,66.44999694824219,4658400.0,,,,,
2025-10-10,60.40999984741211,68.0,60.25,66.5,4948500.0,,,,,
2025-10-13,59.54999923706055,62.09000015258789,58.04999923706055,61.43000030517578,3295400.0,,,,,
2025-10-14,59.310001373291016,60.15999984741211,57.28200149536133,57.84999847412109,2003600.0,,,,,
2025-10-15,58.650001525878906,60.0,57.59999847412109,59.97999954223633,4772800.0,,,,,
2025-10-16,57.54999923706055,60.52000045776367,57.130001068115234,58.93999862670898,2489900.0,,,,,
2025-10-17,57.06999969482422,58.34999847412109,55.59999847412109,55.79999923706055,2735000.0,,,,,
2025-10-20,,,,,,58.7599983215332,60.143001556396484,57.18000030517578,57.5,1834400.0
2025-10-21,,,,,,57.27000045776367,58.34000015258789,55.209999084472656,58.0,1906900.0
2025-10-22,,,,,,52.630001068115234,56.551998138427734,51.34000015258789,55.9900016784668,3377900.0
2025-10-23,,,,,,53.869998931884766,54.915000915527344,52.599998474121094,52.61000061035156,1334300.0
2025-10-24,,,,,,54.220001220703125,56.099998474121094,54.060001373291016,55.0,1756400.0
2025-10-27,,,,,,56.310001373291016,56.91999816894531,55.18000030517578,55.709999084472656,1555500.0
2025-10-28,,,,,,54.0099983215332,56.650001525878906,54.0099983215332,56.09000015258789,1589000.0
2025-10-29,,,,,,52.56999969482422,54.470001220703125,52.5099983215332,53.959999084472656,1301900.0
2025-10-30,,,,,,49.95000076293945,51.499000549316406,49.650001525878906,51.099998474121094,1555200.0
2025-10-31,,,,,,50.56999969482422,51.20000076293945,49.880001068115234,50.119998931884766,1607200.0
2025-11-03,,,,,,50.2599983215332,51.33000183105469,48.90999984741211,50.70000076293945,2228200.0
2025-11-04,,,,,,45.75,51.944000244140625,45.52000045776367,48.900001525878906,3306700.0
2025-11-05,,,,,,48.31999969482422,48.7599983215332,45.81999969482422,47.279998779296875,1756100.0
2025-11-06,,,,,,44.59000015258789,48.54999923706055,43.61000061035156,48.40999984741211,3702400.0
2025-11-07,,,,,,45.08000183105469,45.66999816894531,42.54999923706055,43.25,2063100.0
2025-11-10,,,,,,46.59000015258789,47.400001525878906,45.154998779296875,47.04999923706055,1861000.0
2025-11-11,,,,,,45.38999938964844,46.59000015258789,43.83000183105469,46.20000076293945,1640000.0
2025-11-12,,,,,,45.5,46.56999969482422,44.05500030517578,45.13999938964844,1533200.0
2025-11-13,,,,,,41.02000045776367,44.709999084472656,40.75,44.709999084472656,2611900.0
2025-11-14,,,,,,38.47999954223633,40.79999923706055,38.33000183105469,40.0,3354900.0
2025-11-17,,,,,,36.75,38.0,36.02000045776367,38.0,3540500.0
2025-11-18,,,,,,37.7599983215332,38.2400016784668,36.29999923706055,36.29999923706055,3616500.0
2025-11-19,,,,,,36.38999938964844,37.20000076293945,34.244998931884766,36.73500061035156,6028200.0
2025-11-20,,,,,,36.5,39.58000183105469,35.92300033569336,38.369998931884766,4360200.0
2025-11-21,,,,,,38.599998474121094,39.95000076293945,36.01599884033203,36.029998779296875,3507900.0
2025-11-24,,,,,,41.5,41.59000015258789,38.505001068115234,39.5099983215332,3019500.0
2025-11-25,,,,,,40.5,41.869998931884766,39.404998779296875,41.459999084472656,1712400.0
2025-11-26,,,,,,42.84000015258789,43.08000183105469,40.70000076293945,41.0,1666300.0
2025-11-28,,,,,,43.619998931884766,44.470001220703125,43.0,43.70000076293945,1278100.0
2025-12-01,,,,,,41.029998779296875,41.52000045776367,39.909000396728516,40.880001068115234,1839300.0
2025-12-02,,,,,,43.060001373291016,44.34000015258789,41.52000045776367,41.7599983215332,1955700.0
2025-12-03,,,,,,46.369998931884766,46.72999954223633,42.779998779296875,44.130001068115234,2050900.0
2025-12-04,,,,,,48.41999816894531,48.869998931884766,46.25,46.369998931884766,1914800.0
2025-12-05,,,,,,46.45000076293945,48.0,46.45000076293945,48.0,1677600.0
2025-12-08,,,,,,45.93000030517578,47.2400016784668,45.04999923706055,47.060001373291016,915100.0
2025-12-09,,,,,,46.11000061035156,47.72999954223633,44.20000076293945,45.0099983215332,1209000.0
2025-12-10,,,,,,46.130001068115234,46.54999923706055,44.29999923706055,45.75,1195800.0
2025-12-11,,,,,,45.380001068115234,45.720001220703125,43.72999954223633,45.29999923706055,1084400.0
2025-12-12,,,,,,43.540000915527344,46.79999923706055,43.029998779296875,45.540000915527344,1138000.0
2025-12-15,,,,,,42.43000030517578,43.696998596191406,41.650001525878906,43.18000030517578,1900700.0
2025-12-16,,,,,,42.959999084472656,44.33000183105469,41.92499923706055,42.099998474121094,1419100.0
2025-12-17,,,,,,42.150001525878906,44.900001525878906,41.939998626708984,43.5,1834600.0
2025-12-18,,,,,,42.880001068115234,44.617000579833984,42.150001525878906,43.41999816894531,1455600.0
2025-12-19,,,,,,44.599998474121094,45.0,42.810001373291016,43.349998474121094,3618900.0
2025-12-22,,,,,,45.52000045776367,46.38999938964844,44.72999954223633,45.0,1435500.0
2025-12-23,,,,,,42.7400016784668,44.41999816894531,42.310001373291016,44.40999984741211,410304.0
