Date,Close,High,Low,Open,Volume,"('Close', 'BLSH')","('High', 'BLSH')","('Low', 'BLSH')","('Open', 'BLSH')","('Volume', 'BLSH')"
2025-08-13,68.0,118.0,68.0,95.69000244140624,58207600.0,,,,,
2025-08-14,74.62999725341797,85.0,71.19999694824219,74.4000015258789,32385300.0,,,,,
2025-08-15,69.54000091552734,75.48999786376953,68.2300033569336,75.3499984741211,9126300.0,,,,,
2025-08-18,63.369998931884766,68.30000305175781,62.5,68.125,9024400.0,,,,,
2025-08-19,59.5099983215332,62.4900016784668,57.91600036621094,61.560001373291016,6500600.0,,,,,
2025-08-20,62.88999938964844,62.95000076293945,56.380001068115234,60.310001373291016,5403500.0,,,,,
2025-08-21,69.80000305175781,70.38999938964844,61.05099868774414,61.09000015258789,8041700.0,,,,,
2025-08-22,70.81999969482422,71.73999786376953,66.49700164794922,68.05000305175781,7342000.0,,,,,
2025-08-25,65.18000030517578,68.61499786376953,65.0,68.57499694824219,3917900.0,,,,,
2025-08-26,66.08000183105469,66.26000213623047,63.380001068115234,63.959999084472656,2012300.0,,,,,
2025-08-27,63.97999954223633,66.25,62.2400016784668,65.80000305175781,2270700.0,,,,,
2025-08-28,64.43000030517578,65.25,61.09000015258789,63.52000045776367,2630300.0,,,,,
2025-08-29,59.02999877929688,63.70000076293945,58.810001373291016,63.400001525878906,3643000.0,,,,,
2025-09-02,62.02999877929688,62.150001525878906,57.75,57.83000183105469,2860800.0,,,,,
2025-09-03,54.2599983215332,61.25,53.0099983215332,60.47999954223633,6549700.0,,,,,
2025-09-04,49.0099983215332,53.5,48.290000915527344,53.29999923706055,5592500.0,,,,,
2025-09-05,52.34999847412109,52.5,47.880001068115234,50.18999862670898,4403900.0,,,,,
2025-09-08,50.119998931884766,52.400001525878906,49.33000183105469,52.09999847412109,2885000.0,,,,,
2025-09-09,53.810001373291016,54.5,50.2599983215332,50.2599983215332,3024100.0,,,,,
2025-09-10,52.619998931884766,55.040000915527344,51.72999954223633,54.09999847412109,2160900.0,,,,,
2025-09-11,53.9900016784668,57.25,51.59999847412109,51.970001220703125,4363200.0,,,,,
2025-09-12,51.84000015258789,55.66999816894531,51.52999877929688,55.59999847412109,3425900.0,,,,,
2025-09-15,51.08000183105469,52.900001525878906,50.68000030517578,51.91999816894531,2845200.0,,,,,
2025-09-16,51.36000061035156,51.70000076293945,48.52000045776367,51.2599983215332,3907000.0,,,,,
2025-09-17,54.34999847412109,54.900001525878906,51.560001373291016,51.65999984741211,6627800.0,,,,,
2025-09-18,65.61000061035156,66.4800033569336,57.12200164794922,59.97999954223633,12512000.0,,,,,
2025-09-19,69.18000030517578,69.9000015258789,62.79999923706055,63.20000076293945,7042100.0,,,,,
2025-09-22,69.08999633789062,69.08999633789062,63.43999862670898,67.23999786376953,6283000.0,,,,,
2025-09-23,69.48999786376953,74.9800033569336,68.16999816894531,69.5,6439100.0,,,,,
2025-09-24,67.58999633789062,70.25,66.3499984741211,70.0,4036700.0,,,,,
2025-09-25,61.83000183105469,65.55000305175781,61.02000045776367,64.4000015258789,4626900.0,,,,,
2025-09-26,62.59000015258789,63.209999084472656,59.70000076293945,61.84999847412109,4136100.0,,,,,
2025-09-29,62.29999923706055,64.08999633789062,61.310001373291016,63.630001068115234,3996600.0,,,,,
2025-09-30,63.61000061035156,65.4000015258789,61.93000030517578,61.93000030517578,3682600.0,,,,,
2025-10-01,60.810001373291016,64.75,60.77999877929688,63.900001525878906,4335700.0,,,,,
2025-10-02,67.91000366210938,67.97000122070312,61.18000030517578,61.70500183105469,6375400.0,,,,,
2025-10-03,64.80999755859375,69.27999877929688,64.52999877929688,68.08000183105469,4661100.0,,,,,
2025-10-06,68.79000091552734,69.19999694824219,65.56999969482422,67.5,4326400.0,,,,,
2025-10-07,65.0999984741211,69.29000091552734,63.70000076293945,69.0999984741211,4182100.0,,,,,
