Date,Close,High,Low,Open,Volume,"('Close', 'DSL')","('High', 'DSL')","('Low', 'DSL')","('Open', 'DSL')","('Volume', 'DSL')"
2024-06-03,10.767258644104004,10.767258644104004,10.715616755618962,10.767258644104004,271700.0,,,,,
2024-06-04,10.861934661865234,10.861934661865234,10.775865940725184,10.775865940725184,238100.0,,,,,
2024-06-05,10.818899154663086,10.861933922714604,10.784471504385856,10.853326804940314,333600.0,,,,,
2024-06-06,10.750045776367188,10.844722447174023,10.681190463500435,10.818901089233936,345800.0,,,,,
2024-06-07,10.758652687072754,10.87914989266319,10.655369719775262,10.732832150453396,726100.0,,,,,
2024-06-10,10.861934661865234,10.861934661865234,10.750044585645185,10.758651704005183,434400.0,,,,,
2024-06-11,10.887754440307615,10.89636155807012,10.818899139847453,10.853326790077537,300900.0,,,,,
2024-06-12,10.91380214691162,10.957214414392649,10.853025469250262,10.922484766011852,549900.0,,,,,
2024-06-13,10.861709594726562,10.93985152142564,10.835661733813373,10.93985152142564,306400.0,,,,,
2024-06-14,10.792250633239746,10.8443447006905,10.74015573776872,10.826980287547006,379700.0,,,,,
2024-06-17,10.826979637145996,10.826979637145996,10.766202124744128,10.792249984925023,289200.0,,,,,
2024-06-18,10.818296432495115,10.87907311359256,10.792249401741952,10.809613812904004,235300.0,,,,,
2024-06-20,10.83566188812256,10.896439403098617,10.766202580738716,10.826980095714772,273100.0,,,,,
2024-06-21,10.800931930541992,10.870392063991805,10.783567518194715,10.853026823624292,207200.0,,,,,
2024-06-24,10.76620101928711,10.84434293576586,10.748836608969686,10.83566031659708,355000.0,,,,,
2024-06-25,10.818296432495115,10.853026082839396,10.774884162559724,10.809613812904004,178500.0,,,,,
2024-06-26,10.783565521240234,10.853024813806991,10.748835874956857,10.7922481398161,463500.0,,,,,
2024-06-27,10.905120849609377,10.922485260575955,10.826978930209329,10.826978930209329,462200.0,,,,,
2024-06-28,10.87039279937744,10.939852109505964,10.809615281999768,10.939852109505964,546200.0,,,,,
2024-07-01,10.957215309143066,10.983262340550592,10.879073386900286,10.896438626518773,413000.0,,,,,
2024-07-02,10.905120849609377,11.000627179976004,10.861708580162665,10.991944560482628,484100.0,,,,,
2024-07-03,10.983261108398438,10.983261108398438,10.896437404106893,10.922484432592343,289800.0,,,,,
2024-07-05,10.957215309143066,10.97458054876155,10.913803038117054,10.965897928952309,394300.0,,,,,
2024-07-08,10.948532104492188,10.974579962528503,10.861708395098258,10.948532104492188,589600.0,,,,,
2024-07-09,11.035357475280762,11.0440400952819,10.948532931309812,10.95721555131095,353400.0,,,,,
