Date,Close,High,Low,Open,Volume,"('Close', 'VVPR')","('High', 'VVPR')","('Low', 'VVPR')","('Open', 'VVPR')","('Volume', 'VVPR')"
2024-06-03,2.890000104904175,2.940000057220459,2.816999912261963,2.940000057220459,18000.0,,,,,
2024-06-04,2.8299999237060547,2.900000095367432,2.7839999198913574,2.8299999237060547,23000.0,,,,,
2024-06-05,2.940000057220459,2.970000028610229,2.75,2.8499999046325684,61700.0,,,,,
2024-06-06,2.450000047683716,3.140000104904175,2.2799999713897705,2.900000095367432,181800.0,,,,,
2024-06-07,2.140000104904175,2.440000057220459,2.109999895095825,2.440000057220459,48700.0,,,,,
2024-06-10,2.049999952316284,2.369999885559082,1.9700000286102293,2.359999895095825,459300.0,,,,,
2024-06-11,1.899999976158142,2.0999999046325684,1.7899999618530271,2.009999990463257,69300.0,,,,,
2024-06-12,1.8600000143051147,2.319999933242798,1.8600000143051147,1.950000047683716,64300.0,,,,,
2024-06-13,1.8600000143051147,1.899999976158142,1.7799999713897705,1.850000023841858,51300.0,,,,,
2024-06-14,1.7999999523162842,1.950000047683716,1.75,1.7999999523162842,37400.0,,,,,
2024-06-17,1.7200000286102295,1.9149999618530276,1.690000057220459,1.7999999523162842,46600.0,,,,,
2024-06-18,1.4500000476837158,1.7300000190734863,1.409999966621399,1.7300000190734863,839900.0,,,,,
2024-06-20,1.5199999809265137,1.6139999628067017,1.4420000314712524,1.5,124900.0,,,,,
2024-06-21,1.6200000047683716,1.6749999523162842,1.4700000286102295,1.5199999809265137,113000.0,,,,,
2024-06-24,1.6200000047683716,1.6699999570846558,1.5269999504089355,1.6699999570846558,69600.0,,,,,
2024-06-25,1.600000023841858,1.7200000286102295,1.5499999523162842,1.6399999856948853,78600.0,,,,,
2024-06-26,1.5299999713897705,1.631999969482422,1.5,1.6299999952316284,50900.0,,,,,
2024-06-27,1.5,1.6699999570846558,1.4500000476837158,1.5099999904632568,428900.0,,,,,
2024-06-28,1.375,1.5499999523162842,1.350000023841858,1.5099999904632568,101100.0,,,,,
2024-07-01,1.3700000047683716,1.399999976158142,1.2999999523162842,1.350000023841858,39200.0,,,,,
2024-07-02,1.5,1.7799999713897705,1.3600000143051147,1.3600000143051147,4589800.0,,,,,
2024-07-03,2.5,3.2699999809265137,2.2699999809265137,3.059999942779541,55806400.0,,,,,
