Date,Close,High,Low,Open,Volume,"('Close', 'IFRX')","('High', 'IFRX')","('Low', 'IFRX')","('Open', 'IFRX')","('Volume', 'IFRX')"
2024-06-03,1.5800000429153442,1.600000023841858,1.4199999570846558,1.4500000476837158,278600.0,,,,,
2024-06-04,1.5800000429153442,1.6799999475479126,1.5099999904632568,1.559999942779541,197200.0,,,,,
2024-06-05,1.5800000429153442,1.5800000429153442,1.4500000476837158,1.5800000429153442,95500.0,,,,,
2024-06-06,1.6100000143051147,1.840000033378601,1.559999942779541,1.6399999856948853,476000.0,,,,,
2024-06-07,1.6100000143051147,1.7100000381469729,1.5099999904632568,1.5800000429153442,127800.0,,,,,
2024-06-10,1.5800000429153442,1.600000023841858,1.5299999713897705,1.600000023841858,32400.0,,,,,
2024-06-11,1.559999942779541,1.5800000429153442,1.4900000095367432,1.5399999618530271,31700.0,,,,,
2024-06-12,1.590000033378601,1.590000033378601,1.4900000095367432,1.590000033378601,90700.0,,,,,
2024-06-13,1.5199999809265137,1.5800000429153442,1.4800000190734863,1.5700000524520874,155000.0,,,,,
2024-06-14,1.559999942779541,1.600000023841858,1.4800000190734863,1.4800000190734863,107800.0,,,,,
2024-06-17,1.5099999904632568,1.5499999523162842,1.4800000190734863,1.5399999618530271,57600.0,,,,,
2024-06-18,1.4600000381469729,1.4950000047683716,1.4500000476837158,1.4950000047683716,28800.0,,,,,
2024-06-20,1.4800000190734863,1.5399999618530271,1.4299999475479126,1.4299999475479126,49100.0,,,,,
2024-06-21,1.5399999618530271,1.559999942779541,1.4500000476837158,1.4500000476837158,39700.0,,,,,
2024-06-24,1.6699999570846558,1.7599999904632568,1.5,1.5800000429153442,227200.0,,,,,
2024-06-25,1.6200000047683716,1.756999969482422,1.600000023841858,1.690000057220459,108300.0,,,,,
2024-06-26,1.600000023841858,1.6399999856948853,1.559999942779541,1.590000033378601,71300.0,,,,,
2024-06-27,1.6699999570846558,1.690000057220459,1.5499999523162842,1.5700000524520874,120200.0,,,,,
2024-06-28,1.7400000095367432,1.7400000095367432,1.618000030517578,1.6540000438690186,134900.0,,,,,
2024-07-01,1.7100000381469729,1.7710000276565552,1.6200000047683716,1.75,79900.0,,,,,
2024-07-02,1.7300000190734863,1.75,1.659999966621399,1.6799999475479126,63000.0,,,,,
2024-07-03,1.6299999952316284,1.7400000095367432,1.6100000143051147,1.7400000095367432,47400.0,,,,,
2024-07-05,1.6399999856948853,1.6699999570846558,1.5199999809265137,1.6299999952316284,65600.0,,,,,
2024-07-08,1.5700000524520874,1.6699999570846558,1.5299999713897705,1.600000023841858,82600.0,,,,,
2024-07-09,1.6699999570846558,1.75,1.5149999856948853,1.600000023841858,121900.0,,,,,
2024-07-10,1.6200000047683716,1.690000057220459,1.5800000429153442,1.690000057220459,39600.0,,,,,
2024-07-11,1.6399999856948853,1.659999966621399,1.559999942779541,1.5800000429153442,37800.0,,,,,
2024-07-12,1.6299999952316284,1.7400000095367432,1.6100000143051147,1.7400000095367432,68600.0,,,,,
2024-07-15,1.659999966621399,1.690000057220459,1.5850000381469729,1.590000033378601,87600.0,,,,,
2024-07-16,1.6799999475479126,1.7200000286102295,1.6299999952316284,1.6299999952316284,114000.0,,,,,
2024-07-17,1.590000033378601,1.6799999475479126,1.590000033378601,1.6799999475479126,56800.0,,,,,
2024-07-18,1.590000033378601,1.6799999475479126,1.5800000429153442,1.600000023841858,79900.0,,,,,
2024-07-19,1.5199999809265137,1.618000030517578,1.5099999904632568,1.5700000524520874,50900.0,,,,,
2024-07-22,1.5299999713897705,1.593000054359436,1.5180000066757202,1.5399999618530271,32700.0,,,,,
2024-07-23,1.4500000476837158,1.5800000429153442,1.4500000476837158,1.5099999904632568,46900.0,,,,,
2024-07-24,1.5199999809265137,1.5299999713897705,1.4700000286102295,1.4800000190734863,46100.0,,,,,
