Date,Close,High,Low,Open,Volume,"('Close', 'LAR')","('High', 'LAR')","('Low', 'LAR')","('Open', 'LAR')","('Volume', 'LAR')"
2024-06-03,4.510000228881836,4.559999942779541,4.400000095367432,4.46999979019165,708400.0,,,,,
2024-06-04,4.260000228881836,4.46999979019165,4.25,4.440000057220459,733500.0,,,,,
2024-06-05,4.130000114440918,4.269999980926514,4.039999961853027,4.260000228881836,1687000.0,,,,,
2024-06-06,4.170000076293945,4.199999809265137,4.050000190734863,4.099999904632568,689400.0,,,,,
2024-06-07,4.110000133514404,4.130000114440918,4.039999961853027,4.059999942779541,1199300.0,,,,,
2024-06-10,4.099999904632568,4.110000133514404,4.0,4.070000171661377,870700.0,,,,,
2024-06-11,3.890000104904175,4.039999961853027,3.869999885559082,4.0,1310800.0,,,,,
2024-06-12,4.090000152587891,4.170000076293945,3.9700000286102295,3.9700000286102295,1392900.0,,,,,
2024-06-13,3.990000009536743,4.110000133514404,3.9800000190734863,4.070000171661377,778500.0,,,,,
2024-06-14,3.7899999618530273,3.990000009536743,3.75,3.9600000381469727,1550200.0,,,,,
2024-06-17,3.799999952316284,3.849999904632568,3.660000085830689,3.75,1821100.0,,,,,
2024-06-18,3.569999933242798,3.829999923706055,3.549999952316284,3.7699999809265137,1341800.0,,,,,
2024-06-20,3.5899999141693115,3.7100000381469727,3.5199999809265137,3.549999952316284,1503100.0,,,,,
2024-06-21,3.4800000190734863,3.5899999141693115,3.430000066757202,3.5799999237060547,1908800.0,,,,,
2024-06-24,3.3299999237060547,3.5,3.319999933242798,3.470000028610229,1548100.0,,,,,
2024-06-25,3.369999885559082,3.440000057220459,3.200000047683716,3.3499999046325684,2069000.0,,,,,
2024-06-26,3.309999942779541,3.470000028610229,3.2699999809265137,3.369999885559082,997300.0,,,,,
2024-06-27,3.299999952316284,3.3499999046325684,3.220000028610229,3.299999952316284,1681400.0,,,,,
2024-06-28,3.200000047683716,3.3399999141693115,3.180000066757202,3.3399999141693115,1226300.0,,,,,
2024-07-01,3.200000047683716,3.259999990463257,3.1700000762939453,3.200000047683716,599900.0,,,,,
2024-07-02,3.109999895095825,3.190000057220459,3.009999990463257,3.180000066757202,1936100.0,,,,,
2024-07-03,3.2300000190734863,3.2699999809265137,3.109999895095825,3.109999895095825,949200.0,,,,,
2024-07-05,3.150000095367432,3.25,3.119999885559082,3.200000047683716,937600.0,,,,,
2024-07-08,3.069999933242798,3.1600000858306885,3.0299999713897705,3.140000104904175,760400.0,,,,,
