Date,Close,High,Low,Open,Volume,"('Close', 'ELVN')","('High', 'ELVN')","('Low', 'ELVN')","('Open', 'ELVN')","('Volume', 'ELVN')"
2024-06-03,21.059999465942383,23.459999084472656,20.86000061035156,23.11000061035156,298700.0,,,,,
2024-06-04,20.93000030517578,21.450000762939453,20.229999542236328,20.93000030517578,194600.0,,,,,
2024-06-05,20.440000534057617,21.90999984741211,19.920000076293945,21.09000015258789,166800.0,,,,,
2024-06-06,20.200000762939453,20.46500015258789,19.78499984741211,20.270000457763672,107400.0,,,,,
2024-06-07,20.940000534057617,21.950000762939453,19.520000457763672,19.950000762939453,196200.0,,,,,
2024-06-10,22.57999992370605,22.770000457763672,20.790000915527344,20.790000915527344,199500.0,,,,,
2024-06-11,21.989999771118164,22.57999992370605,21.739999771118164,22.57999992370605,185300.0,,,,,
2024-06-12,22.75,23.32999992370605,22.09499931335449,23.25,193400.0,,,,,
2024-06-13,22.020000457763672,23.239999771118164,21.729999542236328,22.6299991607666,113700.0,,,,,
2024-06-14,21.700000762939453,22.100000381469727,21.440000534057617,21.8799991607666,112900.0,,,,,
2024-06-17,21.559999465942383,22.350000381469727,21.059999465942383,21.450000762939453,153300.0,,,,,
2024-06-18,20.46999931335449,22.46999931335449,20.38999938964844,21.420000076293945,202700.0,,,,,
2024-06-20,21.040000915527344,21.243000030517575,20.160999298095703,20.34000015258789,310800.0,,,,,
2024-06-21,21.440000534057617,21.540000915527344,20.815000534057617,20.989999771118164,885600.0,,,,,
2024-06-24,21.84000015258789,22.670000076293945,21.31999969482422,21.600000381469727,310600.0,,,,,
2024-06-25,21.46999931335449,22.38500022888184,21.309999465942383,21.61000061035156,284200.0,,,,,
2024-06-26,21.18000030517578,21.670000076293945,19.8799991607666,21.670000076293945,347300.0,,,,,
2024-06-27,23.450000762939453,23.46999931335449,20.899999618530277,21.270000457763672,245500.0,,,,,
2024-06-28,23.3700008392334,24.239999771118164,22.988000869750977,23.51000022888184,2543300.0,,,,,
2024-07-01,22.700000762939453,23.63999938964844,22.61000061035156,23.43000030517578,351300.0,,,,,
2024-07-02,21.700000762939453,22.694000244140625,21.5,22.559999465942383,133800.0,,,,,
2024-07-03,21.549999237060547,22.53499984741211,20.6299991607666,21.989999771118164,137200.0,,,,,
2024-07-05,22.420000076293945,22.440000534057617,21.280000686645508,21.540000915527344,172300.0,,,,,
2024-07-08,22.450000762939453,23.475000381469727,22.229999542236328,22.8799991607666,295200.0,,,,,
2024-07-09,23.0,23.26000022888184,22.190000534057617,22.399999618530277,201500.0,,,,,
2024-07-10,23.059999465942383,23.32999992370605,22.799999237060547,23.07999992370605,147700.0,,,,,
2024-07-11,24.059999465942383,24.524999618530277,23.649999618530277,23.76000022888184,231700.0,,,,,
