Date,Close,High,Low,Open,Volume,"('Close', 'GD')","('High', 'GD')","('Low', 'GD')","('Open', 'GD')","('Volume', 'GD')"
2024-06-03,289.4054260253906,293.4419297224367,287.6491627068138,291.95735272906546,723500.0,,,,,
2024-06-04,288.4933166503906,290.35630004881034,288.08577237546854,289.51213292031514,618200.0,,,,,
2024-06-05,290.56011962890625,290.7541643817611,286.86323099546894,289.0561173334309,469200.0,,,,,
2024-06-06,289.4150695800781,291.5788768974241,289.25013305417093,290.1234082939428,988200.0,,,,,
2024-06-07,290.2593078613281,291.24901599342974,289.0269919822765,289.347211703443,684200.0,,,,,
2024-06-10,285.9316711425781,291.0937405823526,285.1360078115389,291.0937405823526,1013500.0,,,,,
2024-06-11,283.9619140625,284.9419390488328,282.4967624943721,284.883722674554,1068700.0,,,,,
2024-06-12,285.6017761230469,286.4362602664747,283.5253227825129,284.2918483329466,871900.0,,,,,
2024-06-13,283.8358154296875,285.8249739168795,282.0989772918719,284.9613815369693,686600.0,,,,,
2024-06-14,283.1177978515625,283.37008859312,279.8963530424039,282.0698733148283,639900.0,,,,,
2024-06-17,285.1069030761719,285.456230967128,282.0310290959076,282.5355809255254,511000.0,,,,,
2024-06-18,289.15313720703125,289.2016409894439,284.46654066327807,284.8546597573456,748500.0,,,,,
2024-06-20,290.7347412109375,290.754136800906,288.1828145796676,289.1531270866698,751500.0,,,,,
2024-06-21,289.3957214355469,291.3072383659552,287.87232360737795,290.6668285220449,1685600.0,,,,,
2024-06-24,289.6673889160156,293.76210884306454,289.60917253504806,290.5891976339814,1124400.0,,,,,
2024-06-25,286.51385498046875,290.2107429935129,285.9704823851164,289.35686331179187,985000.0,,,,,
2024-06-26,285.7861328125,286.8049490692363,284.6120630059739,285.57266288298734,1215400.0,,,,,
2024-06-27,283.81640625,286.5818027973175,283.1662838459015,286.5818027973175,989300.0,,,,,
2024-06-28,281.5264892578125,285.7376420485732,280.9442958224786,285.1942694053517,2259900.0,,,,,
2024-07-01,279.3238830566406,284.31130402764217,278.0721715130421,282.7005815603705,1431000.0,,,,,
2024-07-02,277.3250427246094,277.8393072197916,275.58817487380543,276.83017382131663,1274300.0,,,,,
2024-07-03,276.4226379394531,278.7319864958267,275.6172619580682,277.96543130683807,656700.0,,,,,
2024-07-05,274.68682861328125,277.2027925816309,273.4971159076117,277.2027925816309,1039500.0,,,,,
2024-07-08,273.5068664550781,275.974053802206,272.6096938925187,274.7063403706902,1222700.0,,,,,
2024-07-09,272.5706787109375,274.35523262531285,272.4829166915346,273.26304337062135,803700.0,,,,,
2024-07-10,274.9110717773437,274.9793410415885,272.14158354723105,272.71693214602936,957400.0,,,,,
2024-07-11,277.0954895019531,278.1876788452685,274.38450889624977,274.38450889624977,935500.0,,,,,
2024-07-12,276.8419494628906,279.3481221090328,276.6469029080497,278.62650342398825,1072000.0,,,,,
2024-07-15,278.333984375,280.06979170846074,276.9589864113144,278.4217464033295,1017100.0,,,,,
2024-07-16,284.35076904296875,284.5360543442906,278.48023669561,278.48023669561,1124900.0,,,,,
2024-07-17,284.74090576171875,287.4518869491152,284.53612765589,284.9846991410168,900200.0,,,,,
2024-07-18,285.98907470703125,288.1637219687965,283.94123450098266,284.16550532282747,960000.0,,,,,
2024-07-19,281.0644226074219,287.05197061675403,280.6840907723402,287.05197061675403,973600.0,,,,,
2024-07-22,283.980224609375,284.24354046179525,280.40135505915384,281.2692438706516,745300.0,,,,,
2024-07-23,287.1495361328125,288.280740789313,284.79936478955665,285.41372876127,1288200.0,,,,,
2024-07-24,277.6026306152344,279.37742362240306,269.9182593026762,278.8995981696958,3268400.0,,,,,
2024-07-25,283.7559814453125,288.836626791521,279.494448466704,279.494448466704,1809800.0,,,,,
2024-07-26,283.1903076171875,285.4332239621552,280.4988496671227,283.7656562670908,1079800.0,,,,,
2024-07-29,282.30291748046875,283.81445399632986,281.2107281136104,283.3561213413166,1171600.0,,,,,
2024-07-30,285.73553466796875,286.36939135324525,282.85876156411695,283.79491958790885,858100.0,,,,,
2024-07-31,291.2939758300781,292.5129423199967,285.8915377739044,287.481045078422,1609300.0,,,,,
2024-08-01,286.16461181640625,293.28336487873565,284.3020272745803,292.5519849164445,1108400.0,,,,,
