Date,Close,High,Low,Open,Volume,"('Close', 'CBRL')","('High', 'CBRL')","('Low', 'CBRL')","('Open', 'CBRL')","('Volume', 'CBRL')"
2024-06-03,49.06550598144531,49.298045553568144,46.79826086163487,46.85639667868836,1243700.0,,,,,
2024-06-04,49.56933975219727,49.77280957230912,48.16442222535082,48.968617746875566,863300.0,,,,,
2024-06-05,50.1894416809082,50.518870601393616,49.36587122774033,49.93752718693291,605900.0,,,,,
2024-06-06,49.24959182739258,49.95689417235055,48.61980019482253,49.7534206981401,544400.0,,,,,
2024-06-07,46.85639572143555,48.85234401697793,46.749815240393765,48.745767232027184,556400.0,,,,,
2024-06-10,44.74417495727539,46.391319415088205,44.71510889793165,46.28473893603988,821900.0,,,,,
2024-06-11,44.928260803222656,45.28675940747679,43.45552026924637,44.24033704277369,913800.0,,,,,
2024-06-12,46.207218170166016,46.96296887412593,45.63556233967514,45.73245535099844,618600.0,,,,,
2024-06-13,45.76152801513672,46.120022968579896,44.4438124395617,46.04251224441777,562300.0,,,,,
2024-06-14,42.87418365478516,45.46116652152643,42.719158505797935,45.35458973467173,762300.0,,,,,
2024-06-17,43.56210708618164,43.59117684238827,41.54678016952919,43.009829767439456,970100.0,,,,,
2024-06-18,41.91495895385742,43.86246612690624,41.61459983577153,43.73650705049788,819300.0,,,,,
2024-06-20,43.5911750793457,43.68806440653962,41.66304642102301,41.895585980815696,778700.0,,,,,
2024-06-21,43.087345123291016,44.20158723960582,42.93231997249543,43.77526899894074,1012900.0,,,,,
2024-06-24,42.147499084472656,43.27143224554829,42.02154000632628,43.01951778534634,831000.0,,,,,
2024-06-25,39.73491287231445,42.263763179400485,39.69615936386103,42.263763179400485,1141800.0,,,,,
2024-06-26,39.977149963378906,40.37440217015862,39.289226041215,39.66709964082359,913100.0,,,,,
2024-06-27,40.42284393310547,40.51004580308553,39.05668376747828,40.02559179121645,752700.0,,,,,
2024-06-28,40.84916305541992,41.37237428711556,40.35502157843462,40.519734172066094,1416600.0,,,,,
2024-07-01,39.53144836425781,41.18828027050344,38.86290312913,41.16890536173824,911100.0,,,,,
2024-07-02,39.39580535888672,40.01590598552263,39.07606759031752,39.53145190895192,519400.0,,,,,
2024-07-03,38.2137336730957,39.734919076084665,38.17498015859174,39.734919076084665,399100.0,,,,,
2024-07-05,38.15560150146485,38.69818766469368,37.6711474579585,38.28155689159095,782100.0,,,,,
2024-07-08,39.05668258666992,40.57786784226129,38.33968904450074,38.5625374396922,922700.0,,,,,
2024-07-09,37.91337203979492,39.07606240860336,37.312646403321246,39.07606240860336,728100.0,,,,,
2024-07-10,38.52377700805664,38.61097886810072,37.29326721067635,37.91336768383849,575000.0,,,,,
2024-07-11,39.73491287231445,40.53910823419289,38.78538353753216,39.25045890378733,694300.0,,,,,
2024-07-12,40.82978439331055,41.20765793919342,40.11279451037661,40.18061777778682,589400.0,,,,,
2024-07-15,40.94605255126953,41.85682848342403,40.81040601569526,41.22703677272532,502600.0,,,,,
2024-07-16,43.18423080444336,43.29081127961898,40.73289465976746,40.752273263989466,777000.0,,,,,
2024-07-17,45.11235809326172,45.751837229425,42.64163972090791,42.78697740025486,903500.0,,,,,
2024-07-18,42.69009399414063,44.627910274828224,42.42848835271685,44.521329788015805,741000.0,,,,,
2024-07-19,42.60239028930664,42.836253106677006,41.25766607928843,42.40750213004303,845800.0,,,,,
2024-07-22,43.32347106933594,43.38193863149119,41.13098767047664,42.68034275435784,653400.0,,,,,
2024-07-23,42.027469635009766,43.37219004373001,41.72539282118768,42.64136228009336,584100.0,,,,,
2024-07-24,40.33194732666016,41.647439522997566,39.757029340968,41.647439522997566,693400.0,,,,,
2024-07-25,41.97875213623047,43.33321911319101,40.33195105493905,40.50735003066456,763300.0,,,,,
2024-07-26,42.573150634765625,43.17730424323173,41.59871364751565,43.17730424323173,462100.0,,,,,
2024-07-29,44.083534240722656,44.32714350578213,42.03721418391364,42.32954455854853,485800.0,,,,,
2024-07-30,45.21388244628906,45.457491718699714,43.76196954716131,44.08353557099096,621100.0,,,,,
2024-07-31,44.658451080322266,46.28575914386977,44.21020721934414,45.18464425395193,628400.0,,,,,
2024-08-01,43.274749755859375,44.89231512938662,42.10542453853287,44.89231512938662,617500.0,,,,,
2024-08-02,40.96533584594727,42.0469616024173,39.805753338619134,41.84232699000603,853100.0,,,,,
2024-08-05,39.02620315551758,40.29297057858898,38.67540522235083,38.977482046396055,1052500.0,,,,,
2024-08-06,39.36725997924805,40.331950618107314,38.12972442711396,38.73387438296802,484700.0,,,,,
2024-08-07,38.34410095214844,40.36118558612768,38.18819115445091,39.56214740828,579400.0,,,,,
2024-08-08,38.98722457885742,39.88370859420324,38.77285095639965,39.03594940490824,401000.0,,,,,
2024-08-09,37.17477798461914,38.92876407462804,36.911679513540406,38.646176414893546,691400.0,,,,,
2024-08-12,36.28803634643555,37.83739136059791,36.25880070808228,37.11630632852732,657100.0,,,,,
2024-08-13,38.24665832519531,38.26614751435288,36.26855209048624,36.82398097133738,499800.0,,,,,
2024-08-14,37.428131103515625,38.26614765444541,36.892191409859976,38.26614765444541,466500.0,,,,,
2024-08-15,39.53291320800781,40.66326010556758,38.48052306340237,38.68515396413363,688900.0,,,,,
2024-08-16,39.53291320800781,40.19553073938932,38.9969735415858,39.493934831530645,572500.0,,,,,
2024-08-19,39.873966217041016,41.33562193556333,39.56214662779754,39.912944594992126,603100.0,,,,,
2024-08-20,39.86421585083008,40.16629264635733,39.28929789623433,39.55239632127123,339300.0,,,,,
2024-08-21,41.13098907470703,41.20894582690884,39.825243212787,40.58530667802451,387600.0,,,,,
2024-08-22,39.83498764038086,41.38434269839584,39.5621427387272,40.90686690838871,385400.0,,,,,
2024-08-23,39.78627014160156,42.319805214344456,39.67908146163781,40.03962216200278,786500.0,,,,,
