Date,Close,High,Low,Open,Volume,"('Close', 'VYNE')","('High', 'VYNE')","('Low', 'VYNE')","('Open', 'VYNE')","('Volume', 'VYNE')"
2024-06-03,2.470000028610229,2.640000104904175,2.430000066757202,2.5799999237060547,25500.0,,,,,
2024-06-04,2.4100000858306885,2.4800000190734863,2.4100000858306885,2.4800000190734863,6100.0,,,,,
2024-06-05,2.380000114440918,2.4100000858306885,2.3350000381469727,2.4100000858306885,22800.0,,,,,
2024-06-06,2.380000114440918,2.440000057220459,2.3499999046325684,2.4200000762939453,8000.0,,,,,
2024-06-07,2.25,2.4100000858306885,2.25,2.380000114440918,21400.0,,,,,
2024-06-10,2.2799999713897705,2.365000009536743,2.138999938964844,2.25,40600.0,,,,,
2024-06-11,2.289999961853028,2.3499999046325684,2.200000047683716,2.315999984741211,28700.0,,,,,
2024-06-12,2.150000095367432,2.359999895095825,2.109999895095825,2.289999961853028,94700.0,,,,,
2024-06-13,2.200000047683716,2.308000087738037,2.0,2.2149999141693115,97000.0,,,,,
2024-06-14,2.299999952316284,2.309999942779541,2.049999952316284,2.190000057220459,23200.0,,,,,
2024-06-17,2.359999895095825,2.4200000762939453,2.150000095367432,2.3299999237060547,68100.0,,,,,
2024-06-18,2.2100000381469727,2.381999969482422,2.2100000381469727,2.381999969482422,17900.0,,,,,
2024-06-20,1.7400000095367432,2.259999990463257,1.7109999656677246,2.2100000381469727,472800.0,,,,,
2024-06-21,1.8200000524520876,1.899999976158142,1.7400000095367432,1.75,116200.0,,,,,
2024-06-24,1.7300000190734863,1.950000047683716,1.7200000286102295,1.830000042915344,116800.0,,,,,
2024-06-25,1.7300000190734863,1.9299999475479128,1.7200000286102295,1.840000033378601,55400.0,,,,,
2024-06-26,1.600000023841858,1.7549999952316284,1.590000033378601,1.7100000381469729,64100.0,,,,,
2024-06-27,1.9700000286102293,1.9800000190734863,1.5700000524520874,1.6200000047683716,101100.0,,,,,
2024-06-28,1.9700000286102293,1.9800000190734863,1.75,1.899999976158142,73100.0,,,,,
2024-07-01,1.919999957084656,1.950000047683716,1.899999976158142,1.950000047683716,8200.0,,,,,
2024-07-02,1.809999942779541,1.9299999475479128,1.809999942779541,1.8600000143051147,28500.0,,,,,
2024-07-03,1.830000042915344,1.909000039100647,1.75,1.840000033378601,21800.0,,,,,
2024-07-05,1.840000033378601,1.850000023841858,1.7510000467300415,1.75600004196167,16800.0,,,,,
2024-07-08,1.9600000381469729,1.9600000381469729,1.8600000143051147,1.899999976158142,26700.0,,,,,
2024-07-09,1.9600000381469729,1.9700000286102293,1.88100004196167,1.9700000286102293,10600.0,,,,,
2024-07-10,1.9299999475479128,2.0980000495910645,1.899999976158142,1.899999976158142,37100.0,,,,,
2024-07-11,2.069999933242798,2.0999999046325684,1.899999976158142,1.9299999475479128,83800.0,,,,,
2024-07-12,2.140000104904175,2.140000104904175,2.059999942779541,2.0799999237060547,54900.0,,,,,
2024-07-15,2.25,2.299999952316284,2.119999885559082,2.140000104904175,143700.0,,,,,
2024-07-16,2.2300000190734863,2.3399999141693115,2.190000057220459,2.2699999809265137,139700.0,,,,,
2024-07-17,2.25,2.259999990463257,2.1700000762939453,2.259999990463257,48700.0,,,,,
2024-07-18,2.150000095367432,2.25,2.130000114440918,2.240000009536743,18700.0,,,,,
2024-07-19,2.130000114440918,2.200000047683716,2.0450000762939453,2.150000095367432,41400.0,,,,,
2024-07-22,2.0999999046325684,2.131999969482422,2.0,2.109999895095825,12700.0,,,,,
2024-07-23,2.0899999141693115,2.0999999046325684,2.009999990463257,2.0999999046325684,47200.0,,,,,
2024-07-24,2.0,2.0999999046325684,1.9800000190734863,2.0999999046325684,13700.0,,,,,
2024-07-25,2.0999999046325684,2.130000114440918,1.9600000381469729,1.9700000286102293,15900.0,,,,,
2024-07-26,2.0899999141693115,2.130000114440918,2.009999990463257,2.130000114440918,13200.0,,,,,
2024-07-29,1.8899999856948853,2.0799999237060547,1.8899999856948853,2.0799999237060547,70800.0,,,,,
2024-07-30,1.899999976158142,1.950000047683716,1.840000033378601,1.899999976158142,42500.0,,,,,
2024-07-31,1.899999976158142,1.9800000190734863,1.870000004768372,1.899999976158142,50500.0,,,,,
2024-08-01,1.8200000524520876,1.909999966621399,1.809999942779541,1.850000023841858,22200.0,,,,,
2024-08-02,1.7999999523162842,1.809999942779541,1.715000033378601,1.7999999523162842,51200.0,,,,,
2024-08-05,1.7699999809265137,1.7699999809265137,1.649999976158142,1.7000000476837158,46400.0,,,,,
2024-08-06,1.7699999809265137,1.8899999856948853,1.7200000286102295,1.7699999809265137,51100.0,,,,,
2024-08-07,1.7000000476837158,1.7799999713897705,1.6820000410079956,1.7799999713897705,26800.0,,,,,
2024-08-08,1.7699999809265137,1.7899999618530271,1.649999976158142,1.6799999475479126,44900.0,,,,,
2024-08-09,1.6299999952316284,1.8350000381469729,1.6200000047683716,1.7599999904632568,102100.0,,,,,
