Date,Close,High,Low,Open,Volume,"('Close', 'RDZN')","('High', 'RDZN')","('Low', 'RDZN')","('Open', 'RDZN')","('Volume', 'RDZN')"
2024-06-03,2.9200000762939453,3.065999984741211,2.8499999046325684,3.0,17100.0,,,,,
2024-06-04,2.9600000381469727,3.0199999809265137,2.8499999046325684,3.009999990463257,4200.0,,,,,
2024-06-05,2.8499999046325684,3.0,2.8499999046325684,2.990999937057495,12000.0,,,,,
2024-06-06,2.8499999046325684,2.9600000381469727,2.8499999046325684,2.9600000381469727,13800.0,,,,,
2024-06-07,2.8399999141693115,2.950000047683716,2.8399999141693115,2.8499999046325684,8600.0,,,,,
2024-06-10,2.559999942779541,2.940000057220459,2.470000028610229,2.8399999141693115,18400.0,,,,,
2024-06-11,2.5,2.7950000762939453,2.450000047683716,2.680000066757202,29100.0,,,,,
2024-06-12,2.640000104904175,2.75,2.4200000762939453,2.619999885559082,27600.0,,,,,
2024-06-13,2.4800000190734863,2.615000009536743,2.400000095367432,2.5999999046325684,29100.0,,,,,
2024-06-14,2.430000066757202,2.799999952316284,2.2699999809265137,2.4200000762939453,57900.0,,,,,
2024-06-17,2.319999933242798,2.5850000381469727,2.319999933242798,2.575000047683716,8300.0,,,,,
2024-06-18,2.319999933242798,2.4200000762939453,2.2300000190734863,2.2300000190734863,24000.0,,,,,
2024-06-20,2.200000047683716,2.5350000858306885,2.069999933242798,2.3399999141693115,27000.0,,,,,
2024-06-21,1.5499999523162842,2.4649999141693115,1.5499999523162842,2.4649999141693115,60200.0,,,,,
2024-06-24,2.0,2.3399999141693115,1.7699999809265137,1.7699999809265137,5809300.0,,,,,
2024-06-25,2.009999990463257,2.2300000190734863,1.919999957084656,2.069999933242798,381600.0,,,,,
2024-06-26,2.109999895095825,2.2300000190734863,1.7300000190734863,1.8799999952316284,275800.0,,,,,
2024-06-27,2.0,2.4040000438690186,1.9299999475479128,2.049999952316284,230600.0,,,,,
2024-06-28,2.220000028610229,2.369999885559082,1.9700000286102293,2.049999952316284,1840200.0,,,,,
2024-07-01,1.6200000047683716,2.130000114440918,1.5499999523162842,2.130000114440918,3364400.0,,,,,
2024-07-02,2.950000047683716,3.2799999713897705,2.0999999046325684,2.390000104904175,108003900.0,,,,,
2024-07-03,2.75,3.0999999046325684,2.650000095367432,2.9800000190734863,2796800.0,,,,,
2024-07-05,2.789999961853028,2.799999952316284,2.4800000190734863,2.7300000190734863,986700.0,,,,,
2024-07-08,2.5299999713897705,2.740000009536743,2.390000104904175,2.720000028610229,585900.0,,,,,
2024-07-09,2.180000066757202,2.569999933242798,2.0999999046325684,2.509999990463257,780800.0,,,,,
2024-07-10,2.069999933242798,2.220000028610229,1.919999957084656,2.1600000858306885,540900.0,,,,,
2024-07-11,2.140000104904175,2.180000066757202,2.0409998893737797,2.049999952316284,243700.0,,,,,
2024-07-12,2.150000095367432,2.200000047683716,1.919999957084656,2.109999895095825,408400.0,,,,,
2024-07-15,2.3399999141693115,2.359999895095825,2.049999952316284,2.069999933242798,266000.0,,,,,
2024-07-16,2.380000114440918,2.4200000762939453,2.25,2.369999885559082,240600.0,,,,,
2024-07-17,2.2699999809265137,2.390000104904175,2.1600000858306885,2.309999942779541,110900.0,,,,,
2024-07-18,2.039999961853028,2.276000022888184,1.9889999628067017,2.259999990463257,162100.0,,,,,
2024-07-19,1.8200000524520876,2.109999895095825,1.809999942779541,2.0799999237060547,186600.0,,,,,
2024-07-22,1.830000042915344,1.9459999799728396,1.7599999904632568,1.850000023841858,138500.0,,,,,
2024-07-23,1.7400000095367432,1.8600000143051147,1.7000000476837158,1.850000023841858,182900.0,,,,,
2024-07-24,1.6399999856948853,1.819000005722046,1.6299999952316284,1.7300000190734863,194800.0,,,,,
2024-07-25,1.659999966621399,1.7200000286102295,1.6399999856948853,1.6399999856948853,115200.0,,,,,
2024-07-26,1.6699999570846558,1.7000000476837158,1.6100000143051147,1.6799999475479126,118500.0,,,,,
2024-07-29,1.5700000524520874,1.7200000286102295,1.5199999809265137,1.6799999475479126,131000.0,,,,,
2024-07-30,1.5199999809265137,1.6100000143051147,1.440000057220459,1.6100000143051147,124900.0,,,,,
2024-07-31,1.5399999618530271,1.5399999618530271,1.3300000429153442,1.3899999856948853,106600.0,,,,,
2024-08-01,1.5399999618530271,1.590000033378601,1.4800000190734863,1.5399999618530271,137000.0,,,,,
2024-08-02,1.465000033378601,1.5,1.3799999952316284,1.4600000381469729,93500.0,,,,,
2024-08-05,1.3700000047683716,1.3899999856948853,1.3200000524520874,1.350000023841858,74200.0,,,,,
2024-08-06,1.350000023841858,1.3799999952316284,1.309999942779541,1.350000023841858,48500.0,,,,,
2024-08-07,1.2300000190734863,1.350000023841858,1.2000000476837158,1.350000023841858,54800.0,,,,,
2024-08-08,1.2599999904632568,1.3700000047683716,1.2000000476837158,1.2899999618530271,86100.0,,,,,
2024-08-09,1.3899999856948853,1.3899999856948853,1.2400000095367432,1.2599999904632568,69600.0,,,,,
2024-08-12,1.3700000047683716,1.4800000190734863,1.340000033378601,1.4500000476837158,119700.0,,,,,
2024-08-13,1.559999942779541,1.5789999961853027,1.350000023841858,1.3799999952316284,83900.0,,,,,
2024-08-14,1.399999976158142,1.590000033378601,1.3799999952316284,1.5499999523162842,116300.0,,,,,
2024-08-15,1.409999966621399,1.4299999475479126,1.3899999856948853,1.409999966621399,39400.0,,,,,
2024-08-16,1.3899999856948853,1.4500000476837158,1.3799999952316284,1.409999966621399,47300.0,,,,,
2024-08-19,1.4800000190734863,1.565000057220459,1.35099995136261,1.4700000286102295,183200.0,,,,,
2024-08-20,1.409999966621399,1.4800000190734863,1.399999976158142,1.4500000476837158,50700.0,,,,,
2024-08-21,1.4199999570846558,1.4299999475479126,1.3700000047683716,1.399999976158142,28600.0,,,,,
2024-08-22,1.6299999952316284,1.7200000286102295,1.4199999570846558,1.4700000286102295,164400.0,,,,,
2024-08-23,1.7899999618530271,1.7999999523162842,1.5800000429153442,1.600000023841858,136000.0,,,,,
2024-08-26,2.220000028610229,2.3299999237060547,1.7899999618530271,1.8200000524520876,875900.0,,,,,
2024-08-27,2.259999990463257,2.470000028610229,2.0999999046325684,2.2300000190734863,399100.0,,,,,
