Date,Close,High,Low,Open,Volume,"('Close', 'BKSY')","('High', 'BKSY')","('Low', 'BKSY')","('Open', 'BKSY')","('Volume', 'BKSY')"
2024-06-03,8.640000343322754,8.960000038146973,8.640000343322754,8.880000114440918,44113.0,,,,,
2024-06-04,8.800000190734863,8.800000190734863,8.640000343322754,8.720000267028809,74513.0,,,,,
2024-06-05,8.800000190734863,8.960000038146973,8.640000343322754,8.960000038146973,62825.0,,,,,
2024-06-06,8.640000343322754,8.800000190734863,8.5600004196167,8.800000190734863,67038.0,,,,,
2024-06-07,8.319999694824219,8.680000305175781,8.239999771118164,8.640000343322754,91800.0,,,,,
2024-06-10,8.5600004196167,8.5600004196167,8.319999694824219,8.399999618530273,113650.0,,,,,
2024-06-11,8.319999694824219,8.479999542236328,8.15999984741211,8.399999618530273,64938.0,,,,,
2024-06-12,8.239999771118164,8.5600004196167,8.239999771118164,8.399999618530273,65013.0,,,,,
2024-06-13,7.97599983215332,8.399999618530273,7.831999778747559,8.399999618530273,132450.0,,,,,
2024-06-14,7.472000122070312,8.079999923706055,7.360000133514404,7.960000038146973,190863.0,,,,,
2024-06-17,7.239999771118164,7.440000057220459,6.880000114440918,7.343999862670898,178613.0,,,,,
2024-06-18,7.464000225067139,7.544000148773193,7.223999977111816,7.28000020980835,79500.0,,,,,
2024-06-20,8.15999984741211,8.319999694824219,7.360000133514404,7.519999980926514,103600.0,,,,,
2024-06-21,7.992000102996826,8.239999771118164,7.840000152587891,8.079999923706055,126600.0,,,,,
2024-06-24,8.5600004196167,8.720000267028809,7.920000076293945,7.920000076293945,72725.0,,,,,
2024-06-25,8.399999618530273,8.720000267028809,8.319999694824219,8.720000267028809,68825.0,,,,,
2024-06-26,8.15999984741211,8.399999618530273,8.15999984741211,8.239999771118164,52613.0,,,,,
2024-06-27,8.399999618530273,8.399999618530273,8.15999984741211,8.239999771118164,43663.0,,,,,
2024-06-28,8.5600004196167,8.880000114440918,8.15999984741211,8.5600004196167,180400.0,,,,,
2024-07-01,8.319999694824219,8.5600004196167,8.239999771118164,8.479999542236328,60350.0,,,,,
2024-07-02,8.239999771118164,8.399999618530273,8.15999984741211,8.399999618530273,57688.0,,,,,
2024-07-03,8.239999771118164,8.319999694824219,8.239999771118164,8.319999694824219,9750.0,,,,,
2024-07-05,8.319999694824219,8.479999542236328,8.168000221252441,8.399999618530273,30538.0,,,,,
2024-07-08,8.239999771118164,8.479999542236328,8.15999984741211,8.239999771118164,63650.0,,,,,
2024-07-09,8.079999923706055,8.319999694824219,8.079999923706055,8.239999771118164,51563.0,,,,,
2024-07-10,8.079999923706055,8.079999923706055,7.76800012588501,8.079999923706055,52238.0,,,,,
2024-07-11,8.479999542236328,8.479999542236328,8.15999984741211,8.319999694824219,54363.0,,,,,
2024-07-12,8.640000343322754,8.800000190734863,8.479999542236328,8.640000343322754,95488.0,,,,,
2024-07-15,8.880000114440918,8.960000038146973,8.5600004196167,8.640000343322754,72763.0,,,,,
2024-07-16,9.4399995803833,9.4399995803833,9.039999961853027,9.119999885559082,89663.0,,,,,
2024-07-17,9.199999809265137,9.600000381469728,8.880000114440918,9.520000457763672,67538.0,,,,,
2024-07-18,8.880000114440918,9.4399995803833,8.720000267028809,9.199999809265137,40600.0,,,,,
2024-07-19,8.880000114440918,8.960000038146973,8.720000267028809,8.960000038146973,24063.0,,,,,
2024-07-22,8.880000114440918,9.15999984741211,8.479999542236328,8.800000190734863,46713.0,,,,,
2024-07-23,9.039999961853027,9.199999809265137,8.720000267028809,8.960000038146973,48638.0,,,,,
2024-07-24,8.800000190734863,9.119999885559082,8.640000343322754,8.800000190734863,44050.0,,,,,
2024-07-25,8.880000114440918,9.119999885559082,8.567999839782715,8.880000114440918,63538.0,,,,,
2024-07-26,9.359999656677246,9.359999656677246,8.960000038146973,9.199999809265137,61413.0,,,,,
2024-07-29,9.119999885559082,9.359999656677246,8.960000038146973,9.279999732971191,36950.0,,,,,
2024-07-30,8.800000190734863,9.039999961853027,8.720000267028809,8.880000114440918,48563.0,,,,,
2024-07-31,8.960000038146973,9.199999809265137,8.800000190734863,8.800000190734863,48275.0,,,,,
2024-08-01,8.15999984741211,8.800000190734863,8.079999923706055,8.800000190734863,55675.0,,,,,
2024-08-02,8.079999923706055,8.399999618530273,7.840000152587891,8.0,70275.0,,,,,
2024-08-05,7.671999931335449,8.119999885559082,7.535999774932861,8.079999923706055,106725.0,,,,,
2024-08-06,8.319999694824219,8.319999694824219,7.664000034332275,7.920000076293945,60563.0,,,,,
2024-08-07,7.464000225067139,8.640000343322754,7.464000225067139,8.319999694824219,142788.0,,,,,
2024-08-08,8.479999542236328,8.479999542236328,8.0,8.239999771118164,53863.0,,,,,
2024-08-09,8.319999694824219,8.4399995803833,8.0,8.399999618530273,61713.0,,,,,
2024-08-12,8.0,8.479999542236328,8.0,8.479999542236328,53075.0,,,,,
2024-08-13,8.239999771118164,8.319999694824219,8.119999885559082,8.15999984741211,24150.0,,,,,
2024-08-14,7.840000152587891,8.319999694824219,7.76800012588501,8.319999694824219,36100.0,,,,,
2024-08-15,8.479999542236328,8.5600004196167,7.903999805450439,7.903999805450439,72025.0,,,,,
2024-08-16,8.720000267028809,8.720000267028809,8.319999694824219,8.640000343322754,68775.0,,,,,
2024-08-19,8.960000038146973,9.119999885559082,8.640000343322754,8.800000190734863,101388.0,,,,,
2024-08-20,9.600000381469728,9.84000015258789,8.960000038146973,9.119999885559082,170088.0,,,,,
2024-08-21,9.760000228881836,10.0,9.039999961853027,9.84000015258789,100525.0,,,,,
2024-08-22,9.520000457763672,9.760000228881836,9.119999885559082,9.68000030517578,70300.0,,,,,
2024-08-23,10.479999542236328,10.640000343322754,9.600000381469728,9.600000381469728,165013.0,,,,,
2024-08-26,9.84000015258789,10.479999542236328,9.520000457763672,10.479999542236328,109188.0,,,,,
2024-08-27,9.68000030517578,10.0,9.4399995803833,9.760000228881836,36438.0,,,,,
2024-08-28,9.600000381469728,9.760000228881836,9.29599952697754,9.520000457763672,78688.0,,,,,
2024-08-29,9.359999656677246,9.527999877929688,9.119999885559082,9.4399995803833,80050.0,,,,,
2024-08-30,8.880000114440918,9.4399995803833,8.4399995803833,9.119999885559082,91938.0,,,,,
2024-09-03,8.880000114440918,8.880000114440918,8.479999542236328,8.800000190734863,52250.0,,,,,
2024-09-04,8.880000114440918,9.039999961853027,8.640000343322754,8.800000190734863,50475.0,,,,,
2024-09-05,7.064000129699707,8.0,6.71999979019165,7.760000228881836,510438.0,,,,,
2024-09-06,6.216000080108643,7.0320000648498535,6.159999847412109,6.960000038146973,685388.0,,,,,
2024-09-09,7.050000190734863,7.550000190734863,6.199999809265137,6.230000019073486,462600.0,,,,,
2024-09-10,7.190000057220459,7.380000114440918,6.300000190734863,6.800000190734863,341300.0,,,,,
2024-09-11,6.590000152587891,7.010000228881836,6.564000129699707,7.010000228881836,122400.0,,,,,
2024-09-12,6.079999923706055,6.710000038146973,6.059999942779541,6.630000114440918,359400.0,,,,,
2024-09-13,6.050000190734863,6.478000164031982,5.840000152587891,6.170000076293945,541900.0,,,,,
2024-09-16,5.760000228881836,6.119999885559082,5.739999771118164,6.079999923706055,292800.0,,,,,
2024-09-17,5.619999885559082,6.010000228881836,5.619999885559082,5.800000190734863,301200.0,,,,,
2024-09-18,5.860000133514404,6.380000114440918,5.639999866485596,5.650000095367432,498900.0,,,,,
2024-09-19,6.090000152587891,6.539999961853027,6.019999980926514,6.099999904632568,256300.0,,,,,
2024-09-20,5.699999809265137,6.179999828338623,5.599999904632568,6.150000095367432,525300.0,,,,,
2024-09-23,5.380000114440918,5.848999977111816,5.289999961853027,5.809999942779541,450800.0,,,,,
2024-09-24,5.039999961853027,5.468999862670898,5.039999961853027,5.360000133514404,501500.0,,,,,
2024-09-25,4.059999942779541,4.440000057220459,3.859999895095825,3.930000066757202,3245400.0,,,,,
2024-09-26,4.639999866485596,5.139999866485596,4.199999809265137,4.210000038146973,1607800.0,,,,,
2024-09-27,4.460000038146973,4.909999847412109,4.429999828338623,4.78000020980835,752300.0,,,,,
2024-09-30,4.739999771118164,4.960000038146973,4.369999885559082,4.440000057220459,867400.0,,,,,
2024-10-01,4.510000228881836,4.885000228881836,4.46999979019165,4.860000133514404,1008000.0,,,,,
2024-10-02,4.989999771118164,5.130000114440918,4.599999904632568,4.630000114440918,1052900.0,,,,,
2024-10-03,4.989999771118164,5.900000095367432,4.920000076293945,5.349999904632568,3358400.0,,,,,
2024-10-04,5.429999828338623,5.949999809265137,5.139999866485596,5.300000190734863,2504300.0,,,,,
2024-10-07,5.579999923706055,5.734000205993652,5.320000171661377,5.599999904632568,1340000.0,,,,,
2024-10-08,5.760000228881836,6.079999923706055,5.289999961853027,5.599999904632568,1409800.0,,,,,
2024-10-09,6.300000190734863,6.400000095367432,5.599999904632568,5.849999904632568,1245800.0,,,,,
2024-10-10,6.230000019073486,6.409999847412109,6.019999980926514,6.199999809265137,836000.0,,,,,
2024-10-11,6.260000228881836,6.28000020980835,5.849999904632568,6.199999809265137,1036700.0,,,,,
2024-10-14,6.260000228881836,6.400000095367432,5.952000141143799,6.28000020980835,744700.0,,,,,
2024-10-15,6.099999904632568,6.360000133514404,6.039999961853027,6.260000228881836,474600.0,,,,,
2024-10-16,6.130000114440918,6.159999847412109,5.913000106811523,6.159999847412109,437400.0,,,,,
2024-10-17,6.070000171661377,6.199999809265137,5.980000019073486,6.070000171661377,296900.0,,,,,
2024-10-18,6.110000133514404,6.210000038146973,5.961999893188477,6.110000133514404,438900.0,,,,,
2024-10-21,6.409999847412109,6.599999904632568,6.0,6.070000171661377,848800.0,,,,,
2024-10-22,6.340000152587891,6.619999885559082,6.119999885559082,6.409999847412109,741300.0,,,,,
2024-10-23,6.119999885559082,6.440000057220459,6.010000228881836,6.349999904632568,644500.0,,,,,
2024-10-24,6.489999771118164,6.570000171661377,6.058000087738037,6.179999828338623,1287600.0,,,,,
2024-10-25,6.369999885559082,6.809000015258789,6.310999870300293,6.619999885559082,703500.0,,,,,
2024-10-28,6.889999866485596,6.954999923706055,6.409999847412109,6.480000019073486,953200.0,,,,,
2024-10-29,7.139999866485596,7.300000190734863,6.800000190734863,6.889999866485596,1913600.0,,,,,
2024-10-30,6.820000171661377,7.300000190734863,6.769999980926514,7.269999980926514,919200.0,,,,,
