Date,Close,High,Low,Open,Volume,"('Close', 'MNMD')","('High', 'MNMD')","('Low', 'MNMD')","('Open', 'MNMD')","('Volume', 'MNMD')"
2024-06-03,8.65999984741211,9.149999618530272,8.52299976348877,8.899999618530273,1090100.0,,,,,
2024-06-04,8.25,8.649999618530273,8.020000457763672,8.600000381469727,1526000.0,,,,,
2024-06-05,7.420000076293945,7.579999923706055,6.59499979019165,7.46999979019165,5481300.0,,,,,
2024-06-06,7.215000152587891,7.400000095367432,7.019999980926514,7.300000190734863,1757500.0,,,,,
2024-06-07,7.25,7.440000057220459,7.050000190734863,7.090000152587891,1188100.0,,,,,
2024-06-10,7.869999885559082,7.900000095367432,7.059999942779541,7.190000057220459,1396900.0,,,,,
2024-06-11,7.53000020980835,8.029999732971191,7.25,7.71999979019165,1122100.0,,,,,
2024-06-12,7.849999904632568,8.199999809265137,7.739999771118164,7.739999771118164,1071000.0,,,,,
2024-06-13,8.005000114440918,8.119999885559082,7.849999904632568,7.849999904632568,716300.0,,,,,
2024-06-14,7.739999771118164,8.130000114440918,7.699999809265137,8.0,618700.0,,,,,
2024-06-17,7.480000019073486,7.889999866485596,7.40500020980835,7.679999828338623,891000.0,,,,,
2024-06-18,7.320000171661377,7.659999847412109,7.244999885559082,7.409999847412109,1068800.0,,,,,
2024-06-20,7.25,7.429999828338623,7.010000228881836,7.320000171661377,1504700.0,,,,,
2024-06-21,7.360000133514404,7.440000057220459,7.070000171661377,7.25,4099600.0,,,,,
2024-06-24,7.380000114440918,7.690000057220459,7.28000020980835,7.449999809265137,927500.0,,,,,
2024-06-25,7.070000171661377,7.349999904632568,7.070000171661377,7.340000152587891,1206300.0,,,,,
2024-06-26,7.269999980926514,7.409999847412109,6.980000019073486,7.070000171661377,1163100.0,,,,,
2024-06-27,7.25,7.449999809265137,6.980000019073486,7.150000095367432,1162000.0,,,,,
2024-06-28,7.210000038146973,7.429999828338623,7.0,7.03000020980835,11212300.0,,,,,
2024-07-01,7.070000171661377,7.304999828338623,6.989999771118164,7.170000076293945,983400.0,,,,,
2024-07-02,6.960000038146973,7.139999866485596,6.949999809265137,7.019999980926514,744300.0,,,,,
2024-07-03,7.139999866485596,7.320000171661377,7.0,7.0,525900.0,,,,,
2024-07-05,7.079999923706055,7.150000095367432,7.0,7.119999885559082,589500.0,,,,,
2024-07-08,6.829999923706055,7.239999771118164,6.800000190734863,7.130000114440918,1108700.0,,,,,
2024-07-09,7.099999904632568,7.105000019073486,6.710000038146973,6.829999923706055,784100.0,,,,,
2024-07-10,7.099999904632568,7.14900016784668,6.900000095367432,7.110000133514404,866700.0,,,,,
2024-07-11,7.46999979019165,7.570000171661377,7.119999885559082,7.150000095367432,1627900.0,,,,,
2024-07-12,7.460000038146973,7.610000133514404,7.380000114440918,7.550000190734863,862900.0,,,,,
2024-07-15,7.820000171661377,7.900000095367432,7.5370001792907715,7.550000190734863,1008200.0,,,,,
2024-07-16,8.489999771118164,8.585000038146973,7.800000190734863,7.804999828338623,1591600.0,,,,,
2024-07-17,8.390000343322754,8.880000114440918,8.180000305175781,8.470000267028809,1113600.0,,,,,
2024-07-18,8.229999542236328,8.899999618530273,8.220000267028809,8.430000305175781,1235700.0,,,,,
2024-07-19,7.929999828338623,8.324999809265137,7.760000228881836,8.260000228881836,781800.0,,,,,
2024-07-22,8.609999656677246,8.640000343322754,7.940000057220459,8.050000190734863,953900.0,,,,,
2024-07-23,8.84000015258789,8.984999656677246,8.420000076293945,8.595000267028809,772000.0,,,,,
2024-07-24,8.720000267028809,9.300000190734863,8.680000305175781,8.760000228881836,1061900.0,,,,,
2024-07-25,9.420000076293944,9.600000381469728,8.6899995803833,8.720000267028809,1044200.0,,,,,
2024-07-26,9.395000457763672,9.829999923706056,9.359999656677246,9.609999656677246,763800.0,,,,,
2024-07-29,9.100000381469728,9.800000190734863,8.890000343322754,9.5,830700.0,,,,,
2024-07-30,8.529999732971191,9.208000183105469,8.460000038146973,9.140000343322754,791800.0,,,,,
2024-07-31,9.260000228881836,9.600000381469728,8.569999694824219,8.649999618530273,873300.0,,,,,
2024-08-01,8.380000114440918,9.239999771118164,8.260000228881836,9.239999771118164,974300.0,,,,,
2024-08-02,8.109999656677246,8.369999885559082,7.869999885559082,8.119999885559082,832400.0,,,,,
2024-08-05,7.46999979019165,7.579999923706055,7.150000095367432,7.519999980926514,1034100.0,,,,,
2024-08-06,7.599999904632568,7.809999942779541,7.329999923706055,7.570000171661377,637400.0,,,,,
2024-08-07,7.309999942779541,7.820000171661377,7.289999961853027,7.760000228881836,556800.0,,,,,
2024-08-08,7.679999828338623,7.75,7.349999904632568,7.460000038146973,537200.0,,,,,
2024-08-09,6.909999847412109,7.849999904632568,6.659999847412109,7.699999809265137,2348600.0,,,,,
2024-08-12,6.849999904632568,6.900000095367432,6.429999828338623,6.690000057220459,1441100.0,,,,,
2024-08-13,6.590000152587891,7.25,6.53000020980835,7.199999809265137,1374700.0,,,,,
2024-08-14,6.65500020980835,6.949999809265137,6.650000095367432,6.900000095367432,652900.0,,,,,
2024-08-15,6.420000076293945,6.789999961853027,6.239999771118164,6.789999961853027,1167100.0,,,,,
2024-08-16,6.360000133514404,6.554999828338623,6.329999923706055,6.46999979019165,825700.0,,,,,
2024-08-19,6.360000133514404,6.420000076293945,6.119999885559082,6.420000076293945,935900.0,,,,,
2024-08-20,6.170000076293945,6.400000095367432,5.610000133514404,6.360000133514404,1281200.0,,,,,
2024-08-21,6.409999847412109,6.53000020980835,6.110000133514404,6.25,1661900.0,,,,,
2024-08-22,5.974999904632568,6.519999980926514,5.940000057220459,6.400000095367432,847600.0,,,,,
2024-08-23,6.019999980926514,6.21999979019165,5.920000076293945,6.0,771400.0,,,,,
2024-08-26,6.119999885559082,6.179999828338623,5.929999828338623,6.039999961853027,821500.0,,,,,
