Date,Close,High,Low,Open,Volume,"('Close', 'DIS')","('High', 'DIS')","('Low', 'DIS')","('Open', 'DIS')","('Volume', 'DIS')"
2024-06-03,101.4142837524414,102.84516027751825,101.12811597617576,102.79581685195537,6908600.0,,,,,
2024-06-04,101.9668960571289,102.12478145873824,100.28931755144043,100.762988813767,7269100.0,,,,,
2024-06-05,100.16104888916016,101.72020791029544,99.6972477537433,101.64126143432016,10796900.0,,,,,
2024-06-06,99.87486267089844,100.58536581970873,99.48013786280944,99.71697726491254,10294700.0,,,,,
2024-06-07,100.20052337646484,100.92088927465753,99.2235851925287,99.52949337980913,6047800.0,,,,,
2024-06-10,101.38468933105467,101.49323885352506,99.3123932699163,99.91434697497915,7621900.0,,,,,
2024-06-11,99.5393524169922,101.52283160926316,99.41106252412172,101.28599973367476,9134200.0,,,,,
2024-06-12,99.47027587890624,100.34853463029668,98.927528322991,99.864993160936,9041800.0,,,,,
2024-06-13,98.76963806152344,99.73671349768034,98.29597429876272,99.2827825880556,10164600.0,,,,,
2024-06-14,98.65122985839844,99.05581735835344,97.940726656892,98.49333691195253,7087600.0,,,,,
2024-06-17,100.18077850341795,100.5755033417766,99.29265702804864,99.6479086296964,10389000.0,,,,,
2024-06-18,100.16104888916016,100.41762117170464,99.2827900479986,99.78606442140308,7044700.0,,,,,
2024-06-20,100.49655151367188,100.59523836456584,99.05581232986626,99.24330831206515,7886900.0,,,,,
2024-06-21,100.9208755493164,101.187317990631,100.24984564392142,100.45708199994364,14137300.0,,,,,
2024-06-24,100.63471221923828,101.72019982701302,100.56563594043668,100.90114714354443,7393600.0,,,,,
2024-06-25,100.85181427001952,102.31229399731409,100.42748636191205,101.30575275392566,10296100.0,,,,,
2024-06-26,100.8320770263672,101.01957302117884,100.09197076737412,100.55577189427648,10122300.0,,,,,
2024-06-27,100.82220458984376,100.93075410771232,100.46695299113748,100.69392221815816,8365200.0,,,,,
2024-06-28,97.9802017211914,101.22680208773308,97.08220251121702,100.67418429361416,21439400.0,,,,,
2024-07-01,96.74668884277344,98.42425997954813,96.5887958973711,98.08874876369318,15299000.0,,,,,
