Date,Close,High,Low,Open,Volume,"('Close', 'AMGN')","('High', 'AMGN')","('Low', 'AMGN')","('Open', 'AMGN')","('Volume', 'AMGN')"
2024-06-03,295.41656494140625,299.3180368041424,291.9859512712775,294.8111590789134,2447400.0,,,,,
2024-06-04,295.36846923828125,298.7798740299374,295.06095687532763,295.9738750384734,1830200.0,,,,,
2024-06-05,295.37811279296875,298.1937016189219,294.4363671001468,295.7816971427528,1748600.0,,,,,
2024-06-06,293.7540588378906,297.90538755509954,292.4279374982829,294.9360429288435,1927900.0,,,,,
2024-06-07,293.1101989746094,295.93540627781925,292.5913048931151,294.7438326189928,1925000.0,,,,,
2024-06-10,292.8219299316406,293.6003003943513,289.1414886898109,292.658554833767,1992800.0,,,,,
2024-06-11,288.9589233398437,290.7654924999096,288.0940411479268,290.4868369123741,1740200.0,,,,,
2024-06-12,289.32403564453125,291.68800374817766,287.7384673098352,289.5258571119583,1640100.0,,,,,
2024-06-13,286.8448486328125,287.6520466977852,283.76978324872863,285.3649708506974,1732700.0,,,,,
2024-06-14,286.9601135253906,288.036377443518,284.3463171559417,285.98954048358286,1713600.0,,,,,
2024-06-17,291.4381408691406,292.10120150461944,284.9805285297747,286.8351627937707,1875900.0,,,,,
2024-06-18,294.0423583984375,294.5804903899453,290.22736915357336,290.9288762581433,2166200.0,,,,,
2024-06-20,297.79010009765625,298.18406549820594,291.69762488817344,292.9276450456288,2890200.0,,,,,
2024-06-21,296.1275939941406,301.2014300410781,295.29156868982545,300.90353664128736,6596800.0,,,,,
2024-06-24,305.7275390625,305.9101226863925,295.89699745203563,297.89576906360674,3389300.0,,,,,
2024-06-25,306.8422546386719,313.38634978426563,305.96778287910894,306.7653912132782,3150600.0,,,,,
2024-06-26,300.605712890625,305.09335277626565,299.5486573596831,304.79545930745417,2800200.0,,,,,
2024-06-27,301.4417419433594,304.42070599259887,298.58770663915845,299.55827981892264,2082200.0,,,,,
2024-06-28,300.2501220703125,304.3149391689775,298.4627321841116,301.4513147024933,3518100.0,,,,,
2024-07-01,298.8663635253906,306.54437790103907,298.11682045152503,301.10537382104246,1769400.0,,,,,
2024-07-02,298.6356811523437,300.23086840296213,295.62791959364955,298.13599560103785,1542700.0,,,,,
2024-07-03,297.2999572753906,300.3365754760111,294.1576188838111,299.32755616662746,1000700.0,,,,,
2024-07-05,298.74139404296875,301.17260656993415,296.52159257599993,298.8855312825142,1274400.0,,,,,
2024-07-08,299.2987670898437,303.161821486523,298.4819502087653,299.20266581101225,1167200.0,,,,,
2024-07-09,303.5750427246094,303.7383885149134,295.6183431771229,299.4525410240727,1852500.0,,,,,
2024-07-10,309.1101379394531,310.2728842632375,302.3546313591954,304.6801240067641,2192100.0,,,,,
2024-07-11,312.3965759277344,315.183337051357,307.67828761030074,309.42723117255787,2254000.0,,,,,
2024-07-12,317.9124450683594,320.8145453382941,313.28066840370934,315.01999305013044,2191300.0,,,,,
2024-07-15,317.2590026855469,319.8151442108601,315.0680284247059,318.9214639010682,1688800.0,,,,,
2024-07-16,320.1322937011719,322.7941262565004,315.1929750762436,317.5569141780369,1879400.0,,,,,
2024-07-17,322.5634765625,323.4667464391416,315.7695240180517,317.1148538966574,1933200.0,,,,,
2024-07-18,318.0469970703125,325.7442492172287,317.7587225549197,321.15088954067795,2228400.0,,,,,
2024-07-19,318.3545227050781,320.9394918294737,315.60617846448883,320.6223605233315,1848700.0,,,,,
2024-07-22,322.85174560546875,323.9280094901602,319.4884063028123,320.2187407928492,1733700.0,,,,,
2024-07-23,320.22833251953125,323.8799756679849,318.3736981585542,321.30459641137304,1458200.0,,,,,
2024-07-24,322.5057983398437,324.01450334743214,317.44158068161147,320.2379606916918,2459300.0,,,,,
2024-07-25,321.2469787597656,333.3069716190526,320.0169585513295,322.8709937110752,2435700.0,,,,,
2024-07-26,321.7754821777344,325.7057808778726,320.2667772215908,321.49679728098374,1515500.0,,,,,
2024-07-29,319.5268859863281,321.7658963377782,318.3641103057692,321.0355617716082,1611200.0,,,,,
2024-07-30,320.26678466796875,325.3502401221022,318.7196626270541,319.99771869015785,1584000.0,,,,,
2024-07-31,319.4884338378906,323.27459561098465,317.66262678143266,318.60434309870374,2120500.0,,,,,
2024-08-01,322.428955078125,327.5796847362083,320.43977288583187,322.967087073239,2387700.0,,,,,
2024-08-02,320.9490661621094,325.138841492414,313.01160484981466,324.2451611739705,2106200.0,,,,,
2024-08-05,312.5215148925781,320.3244580246693,308.8602818679195,319.7286711341885,2974900.0,,,,,
2024-08-06,316.1058654785156,319.97850935975447,310.88786238561715,312.5311150246035,2436500.0,,,,,
2024-08-07,300.29815673828125,310.38817480468754,294.6189144789279,308.45664767622947,4618400.0,,,,,
2024-08-08,312.01220703125,312.4254102797916,300.5768584483489,301.7396047649867,2746700.0,,,,,
2024-08-09,309.8981018066406,312.3485525429141,306.8614831014274,311.10891344870504,1786400.0,,,,,
2024-08-12,307.5053100585937,311.25302515973453,305.51612804591423,311.25302515973453,1828700.0,,,,,
2024-08-13,310.82061767578125,311.34913070429604,306.7077352703815,309.2158114134677,1632800.0,,,,,
2024-08-14,310.12872314453125,311.6950536729613,307.0824857844243,307.9185111481974,1656100.0,,,,,
2024-08-15,312.68487548828125,314.3857537249831,309.3695720406504,311.23382538134825,1886800.0,,,,,
2024-08-16,311.0398864746094,314.31053209136104,310.1302975919557,313.1783741739512,1442500.0,,,,,
2024-08-19,317.3586120605469,317.5618092934649,311.0108616182285,311.05923206838395,1214200.0,,,,,
2024-08-20,317.9198303222656,319.8067503436304,316.05228210493243,317.5037499582318,1352600.0,,,,,
2024-08-21,318.5004272460937,320.28089095752165,317.3005565890898,318.88747943897994,1138200.0,,,,,
2024-08-22,314.0299072265625,318.8391052302106,312.66552390031586,318.8391052302106,2172000.0,,,,,
2024-08-23,318.16168212890625,320.571138395298,314.8523525791967,315.7135413220641,1771100.0,,,,,
2024-08-26,316.2071228027344,319.57453900145936,314.96853802794885,317.7843893308999,1769900.0,,,,,
2024-08-27,316.35223388671875,319.15839902287524,315.0459069782806,317.7940452958219,1444300.0,,,,,
2024-08-28,318.82940673828125,319.81642373924865,314.8620850518894,315.3942780985455,1444200.0,,,,,
2024-08-29,320.3002319335937,323.454735055682,318.59716701258355,320.9388812789726,1294300.0,,,,,
2024-08-30,323.0289611816406,324.7997683087856,319.6228609504049,321.20981314019195,2173400.0,,,,,
2024-09-03,319.81640625,322.3613177055941,318.4520230522417,321.15176127462246,2120500.0,,,,,
2024-09-04,319.94219970703125,320.3873081980305,317.0005502456838,319.2551504035357,1622100.0,,,,,
2024-09-05,313.8653869628906,321.1227260568922,311.49467391029646,320.1937949213128,1977400.0,,,,,
2024-09-06,310.1883544921875,316.39096399861904,308.67883028643075,314.1944199437498,2242400.0,,,,,
2024-09-09,315.3749389648437,317.2037730509913,309.7432367709636,312.0849216357861,1707800.0,,,,,
2024-09-10,318.2875061035156,318.57781736115606,311.9591282035203,316.41995808645794,1408400.0,,,,,
2024-09-11,319.3035583496094,319.9518640654825,309.9367308217612,317.2037553734505,1711000.0,,,,,
