Date,Close,High,Low,Open,Volume,"('Close', 'BMNR')","('High', 'BMNR')","('Low', 'BMNR')","('Open', 'BMNR')","('Volume', 'BMNR')"
2025-06-05,7.75,7.889999866485596,6.800000190734863,7.25,875100.0,,,,,
2025-06-06,7.545000076293945,7.690000057220459,6.309999942779541,7.349999904632568,241300.0,,,,,
2025-06-09,6.889999866485596,7.614999771118164,6.360000133514404,7.53000020980835,286500.0,,,,,
2025-06-10,6.75,7.099999904632568,6.672999858856201,7.079999923706055,47000.0,,,,,
2025-06-11,6.300000190734863,6.949999809265137,6.300000190734863,6.75,44600.0,,,,,
2025-06-12,5.610000133514404,6.550000190734863,5.550000190734863,6.550000190734863,103900.0,,,,,
2025-06-13,4.960000038146973,5.510000228881836,4.820000171661377,5.510000228881836,113600.0,,,,,
2025-06-16,4.75,5.230000019073486,4.5,4.860000133514404,70200.0,,,,,
2025-06-17,4.820000171661377,5.0,4.599999904632568,4.71999979019165,105900.0,,,,,
2025-06-18,4.699999809265137,4.920000076293945,4.400000095367432,4.510000228881836,52500.0,,,,,
2025-06-20,4.610000133514404,4.809999942779541,4.449999809265137,4.809999942779541,54200.0,,,,,
2025-06-23,4.400000095367432,4.619999885559082,4.369999885559082,4.460000038146973,67500.0,,,,,
2025-06-24,4.420000076293945,4.793000221252441,4.369999885559082,4.400000095367432,45900.0,,,,,
2025-06-25,4.369999885559082,4.64900016784668,4.300000190734863,4.349999904632568,12200.0,,,,,
2025-06-26,4.420000076293945,4.579999923706055,3.920000076293945,4.389999866485596,26900.0,,,,,
2025-06-27,4.264999866485596,4.570000171661377,4.072999954223633,4.449999809265137,27000.0,,,,,
2025-06-30,33.900001525878906,34.36000061035156,12.380000114440918,15.0,110196700.0,,,,,
2025-07-01,46.0,74.80000305175781,41.220001220703125,52.0,47104900.0,,,,,
2025-07-02,58.5,63.58000183105469,41.5,51.540000915527344,24770400.0,,,,,
2025-07-03,135.0,161.0,55.0,57.27999877929688,37559900.0,,,,,
2025-07-07,107.4800033569336,124.58000183105467,92.5,105.58000183105467,18875600.0,,,,,
2025-07-08,111.5,134.47999572753906,110.84300231933594,115.76000213623048,16378700.0,,,,,
2025-07-09,66.72000122070312,126.0,57.0099983215332,120.98999786376952,22549000.0,,,,,
2025-07-10,46.0099983215332,59.0,43.59999847412109,57.33000183105469,14756000.0,,,,,
2025-07-11,40.619998931884766,52.20000076293945,38.02000045776367,52.06999969482422,9386300.0,,,,,
2025-07-14,41.02000045776367,59.0,40.27000045776367,47.400001525878906,28576700.0,,,,,
2025-07-15,39.959999084472656,43.97999954223633,39.09999847412109,42.970001220703125,12653300.0,,,,,
2025-07-16,44.79999923706055,51.68000030517578,44.119998931884766,47.880001068115234,44187000.0,,,,,
2025-07-17,41.900001525878906,48.59000015258789,40.09999847412109,48.20000076293945,28308400.0,,,,,
2025-07-18,42.34999847412109,48.0,41.150001525878906,47.02999877929688,32630200.0,,,,,
2025-07-21,39.56999969482422,46.83000183105469,39.15999984741211,45.0,34070300.0,,,,,
2025-07-22,40.33000183105469,42.65999984741211,37.09999847412109,41.52999877929688,27210900.0,,,,,
2025-07-23,39.5,42.18999862670898,38.54999923706055,41.5,22067200.0,,,,,
2025-07-24,41.75,45.70000076293945,38.29999923706055,40.45000076293945,50727700.0,,,,,
2025-07-25,39.79999923706055,42.18999862670898,38.77000045776367,41.22999954223633,29196800.0,,,,,
2025-07-28,35.11000061035156,41.4900016784668,34.38999938964844,41.4900016784668,48779500.0,,,,,
2025-07-29,32.0,34.52000045776367,30.600000381469727,32.29999923706055,49105000.0,,,,,
2025-07-30,34.400001525878906,36.720001220703125,32.7400016784668,33.040000915527344,39294600.0,,,,,
2025-07-31,34.63999938964844,36.68000030517578,33.709999084472656,35.900001525878906,25853200.0,,,,,
2025-08-01,31.68000030517578,33.540000915527344,30.299999237060547,32.93000030517578,31156200.0,,,,,
2025-08-04,31.1299991607666,33.93000030517578,30.940000534057617,33.0,35928300.0,,,,,
2025-08-05,33.29999923706055,33.869998931884766,30.670000076293945,31.489999771118164,25646900.0,,,,,
2025-08-06,38.470001220703125,39.27999877929688,31.850000381469727,33.0,46866100.0,,,,,
2025-08-07,41.27999877929688,43.45000076293945,39.68999862670898,41.709999084472656,65922100.0,,,,,
2025-08-08,51.43000030517578,54.43000030517578,42.630001068115234,43.13999938964844,92117400.0,,,,,
2025-08-11,58.97999954223633,70.0,56.5,57.959999084472656,147160700.0,,,,,
2025-08-12,62.43999862670898,67.58699798583984,55.619998931884766,64.66000366210938,128927000.0,,,,,
2025-08-13,61.630001068115234,71.73999786376953,60.29999923706055,67.23999786376953,107425100.0,,,,,
2025-08-14,60.45000076293945,63.75,57.18000030517578,58.20000076293945,70142500.0,,,,,
2025-08-15,57.810001373291016,61.0,54.09999847412109,61.0,59864200.0,,,,,
2025-08-18,54.869998931884766,57.29999923706055,52.650001525878906,55.66999816894531,47985500.0,,,,,
2025-08-19,49.77999877929688,55.29999923706055,47.77000045776367,54.45000076293945,50724600.0,,,,,
2025-08-20,52.060001373291016,52.41999816894531,47.25,50.27999877929688,53584500.0,,,,,
2025-08-21,47.72999954223633,51.33000183105469,47.72999954223633,50.0,37030700.0,,,,,
2025-08-22,53.4900016784668,55.7400016784668,47.02000045776367,47.75,83415600.0,,,,,
2025-08-25,49.59999847412109,55.0099983215332,49.27999877929688,52.59000015258789,54505100.0,,,,,
2025-08-26,49.95000076293945,51.25,48.547000885009766,50.25,45703700.0,,,,,
2025-08-27,46.02999877929688,49.09999847412109,44.52000045776367,48.650001525878906,65636500.0,,,,,
2025-08-28,45.56999969482422,48.0,45.150001525878906,47.02000045776367,37734100.0,,,,,
2025-08-29,43.619998931884766,46.22999954223633,43.45000076293945,45.15999984741211,34396900.0,,,,,
2025-09-02,42.4900016784668,45.04999923706055,41.77000045776367,43.18999862670898,36127300.0,,,,,
2025-09-03,44.86000061035156,46.11000061035156,43.02999877929688,43.5099983215332,40496300.0,,,,,
2025-09-04,42.18999862670898,43.86000061035156,40.40999984741211,43.459999084472656,42147700.0,,,,,
2025-09-05,42.040000915527344,44.27000045776367,39.70000076293945,43.84999847412109,42793500.0,,,,,
2025-09-08,43.790000915527344,44.5,41.91999816894531,42.04999923706055,37762000.0,,,,,
2025-09-09,44.59999847412109,45.52000045776367,43.45000076293945,45.27999877929688,27443600.0,,,,,
2025-09-10,45.59999847412109,49.119998931884766,45.150001525878906,46.09000015258789,41452800.0,,,,,
2025-09-11,47.790000915527344,50.09999847412109,46.09999847412109,46.720001220703125,39137900.0,,,,,
2025-09-12,55.09000015258789,55.290000915527344,48.310001373291016,50.0,67520000.0,,,,,
2025-09-15,53.11000061035156,54.5,50.709999084472656,53.86000061035156,50940000.0,,,,,
2025-09-16,55.93000030517578,57.0099983215332,50.900001525878906,53.70000076293945,53107800.0,,,,,
2025-09-17,57.06999969482422,58.470001220703125,52.59999847412109,56.0,63418400.0,,,,,
2025-09-18,59.959999084472656,63.52999877929688,58.79999923706055,59.5,64933700.0,,,,,
2025-09-19,61.290000915527344,64.25,59.119998931884766,60.0,70773100.0,,,,,
2025-09-22,55.09999847412109,59.27999877929688,54.4900016784668,58.30500030517578,65585000.0,,,,,
2025-09-23,54.4900016784668,57.54999923706055,52.7599983215332,56.84999847412109,42224300.0,,,,,
2025-09-24,51.91999816894531,55.5,51.52999877929688,55.29999923706055,42314200.0,,,,,
2025-09-25,49.56999969482422,50.95500183105469,47.209999084472656,48.959999084472656,50484700.0,,,,,
2025-09-26,50.5,51.369998931884766,47.310001373291016,49.58000183105469,40936200.0,,,,,
2025-09-29,53.220001220703125,54.59999847412109,51.70000076293945,52.119998931884766,60535800.0,,,,,
2025-09-30,51.93000030517578,52.5,50.650001525878906,51.7599983215332,32520600.0,,,,,
2025-10-01,52.36000061035156,54.4640007019043,51.70000076293945,54.16999816894531,40766600.0,,,,,
2025-10-02,56.5,56.5,52.755001068115234,54.0099983215332,53494900.0,,,,,
2025-10-03,56.650001525878906,57.81999969482422,54.900001525878906,57.5,49535300.0,,,,,
2025-10-06,63.220001220703125,63.220001220703125,58.93000030517578,59.58000183105469,64816200.0,,,,,
2025-10-07,59.20000076293945,65.5999984741211,58.58000183105469,65.0,69952200.0,,,,,
2025-10-08,60.0,61.0099983215332,57.119998931884766,60.52999877929688,51600500.0,,,,,
2025-10-09,59.09999847412109,59.310001373291016,56.5099983215332,59.06999969482422,40909700.0,,,,,
2025-10-10,52.470001220703125,60.93999862670898,52.3650016784668,59.2400016784668,67895800.0,,,,,
2025-10-13,56.84999847412109,56.84999847412109,52.70000076293945,54.209999084472656,41456600.0,,,,,
2025-10-14,52.91999816894531,54.7869987487793,52.02000045776367,52.68999862670898,41803000.0,,,,,
2025-10-15,53.79999923706055,54.27000045776367,51.060001373291016,54.27000045776367,41594800.0,,,,,
2025-10-16,51.08000183105469,56.09999847412109,51.0,54.470001220703125,35439400.0,,,,,
2025-10-17,49.84999847412109,51.04999923706055,48.5099983215332,50.0,38686100.0,,,,,
2025-10-20,,,,,,53.784202575683594,54.34403952235398,51.78478981217434,52.73451163755667,31801800.0
2025-10-21,,,,,,51.834774017333984,55.17379346231361,51.60484200871762,52.64453755395638,34394300.0
