Date,Close,High,Low,Open,Volume,"('Close', 'ANET')","('High', 'ANET')","('Low', 'ANET')","('Open', 'ANET')","('Volume', 'ANET')"
2024-06-03,74.09750366210938,75.30999755859375,72.57749938964844,75.0999984741211,8906400.0,,,,,
2024-06-04,73.29499816894531,74.75,72.79000091552734,73.63749694824219,6860400.0,,,,,
2024-06-05,74.38999938964844,75.4749984741211,73.98999786376953,74.6675033569336,6903600.0,,,,,
2024-06-06,74.14250183105469,74.51625061035156,73.37999725341797,73.75,6394800.0,,,,,
2024-06-07,74.19750213623047,75.34774780273438,73.7925033569336,74.19999694824219,5877600.0,,,,,
2024-06-10,74.3949966430664,74.66974639892578,72.80500030517578,73.6500015258789,7364000.0,,,,,
2024-06-11,76.19249725341797,76.28500366210938,73.80249786376953,74.5824966430664,7977600.0,,,,,
2024-06-12,77.8324966430664,78.10250091552734,75.66000366210938,76.7925033569336,8806800.0,,,,,
2024-06-13,82.9175033569336,82.9375,79.79499816894531,80.0,15586400.0,,,,,
2024-06-14,82.125,82.86000061035156,81.32749938964844,82.75,8592000.0,,,,,
2024-06-17,85.0199966430664,85.46849822998047,81.51499938964844,83.16999816894531,13177200.0,,,,,
2024-06-18,85.08499908447266,86.03250122070312,84.43000030517578,85.0,11568000.0,,,,,
2024-06-20,85.04750061035156,86.47250366210938,84.2074966430664,85.99500274658203,13982400.0,,,,,
2024-06-21,84.33999633789062,84.63749694824219,81.75,84.62000274658203,16381600.0,,,,,
2024-06-24,82.30249786376953,83.9124984741211,81.75749969482422,83.6624984741211,9646400.0,,,,,
2024-06-25,83.63249969482422,83.92250061035156,82.25250244140625,82.83499908447266,7610800.0,,,,,
2024-06-26,83.67500305175781,84.32250213623047,83.00499725341797,83.63249969482422,6970400.0,,,,,
2024-06-27,86.98249816894531,87.74500274658203,84.49749755859375,84.5,9985600.0,,,,,
2024-06-28,87.62000274658203,88.80500030517578,87.0,87.0,11519200.0,,,,,
2024-07-01,89.17500305175781,89.39250183105469,86.1875,88.67749786376953,6548400.0,,,,,
2024-07-02,89.25250244140625,90.81999969482422,88.73124694824219,89.3375015258789,6315200.0,,,,,
2024-07-03,91.3550033569336,91.3550033569336,89.12249755859375,89.5,4840800.0,,,,,
2024-07-05,91.53500366210938,91.8125,90.27249908447266,91.62000274658205,5431600.0,,,,,
2024-07-08,92.76750183105467,93.49500274658205,91.51750183105467,91.5374984741211,6250400.0,,,,,
2024-07-09,91.4375,94.125,91.41000366210938,92.98249816894533,8006400.0,,,,,
2024-07-10,90.9375,92.04499816894533,88.96749877929688,91.73999786376952,9182000.0,,,,,
2024-07-11,89.89749908447266,91.25,88.83999633789062,91.02249908447266,7805600.0,,,,,
2024-07-12,90.4749984741211,91.5999984741211,89.32250213623047,89.53250122070312,5007600.0,,,,,
2024-07-15,90.1050033569336,91.7750015258789,89.72250366210938,91.26750183105467,4856800.0,,,,,
2024-07-16,89.55750274658203,90.91699981689452,89.06999969482422,90.45249938964844,6463200.0,,,,,
2024-07-17,84.16999816894531,88.125,83.9800033569336,87.67749786376953,12541600.0,,,,,
2024-07-18,83.15750122070312,84.98999786376953,81.67250061035156,84.66500091552734,9872800.0,,,,,
2024-07-19,82.63999938964844,84.0687484741211,82.50749969482422,83.16000366210938,5417600.0,,,,,
2024-07-22,85.55999755859375,85.875,83.5999984741211,83.91500091552734,8183200.0,,,,,
2024-07-23,86.6624984741211,87.22000122070312,85.05000305175781,85.55750274658203,4880000.0,,,,,
2024-07-24,81.46749877929688,86.1500015258789,81.02625274658203,85.2125015258789,10583200.0,,,,,
2024-07-25,78.52999877929688,81.75250244140625,77.2249984741211,81.75,17858400.0,,,,,
2024-07-26,79.80249786376953,80.70500183105469,79.29499816894531,79.61000061035156,9407600.0,,,,,
2024-07-29,80.13749694824219,82.00250244140625,79.99250030517578,80.2750015258789,11292800.0,,,,,
2024-07-30,77.8550033569336,81.16999816894531,76.77999877929688,80.4124984741211,17064800.0,,,,,
2024-07-31,86.63749694824219,87.42500305175781,82.75,84.5,22240000.0,,,,,
2024-08-01,84.66000366210938,91.0374984741211,83.03500366210938,87.625,17044400.0,,,,,
2024-08-02,79.83499908447266,81.25,77.8499984741211,80.0,10799600.0,,,,,
2024-08-05,78.73249816894531,79.41500091552734,72.9885025024414,75.0,10569200.0,,,,,
2024-08-06,80.88500213623047,82.29750061035156,78.26750183105469,80.0374984741211,6599600.0,,,,,
2024-08-07,79.3324966430664,84.01750183105469,78.92749786376953,82.84249877929688,8118000.0,,,,,
