Date,Close,High,Low,Open,Volume,"('Close', 'HYLN')","('High', 'HYLN')","('Low', 'HYLN')","('Open', 'HYLN')","('Volume', 'HYLN')"
2024-06-03,1.5,1.5299999713897705,1.4600000381469729,1.5099999904632568,644500.0,,,,,
2024-06-04,1.4600000381469729,1.5,1.440000057220459,1.4800000190734863,407700.0,,,,,
2024-06-05,1.4900000095367432,1.4900000095367432,1.4299999475479126,1.4700000286102295,415100.0,,,,,
2024-06-06,1.440000057220459,1.5099999904632568,1.409999966621399,1.5099999904632568,443900.0,,,,,
2024-06-07,1.3799999952316284,1.440000057220459,1.350000023841858,1.399999976158142,445600.0,,,,,
2024-06-10,1.3600000143051147,1.4199999570846558,1.3600000143051147,1.3600000143051147,584200.0,,,,,
2024-06-11,1.4299999475479126,1.4299999475479126,1.3300000429153442,1.340000033378601,487400.0,,,,,
2024-06-12,1.5,1.5399999618530271,1.4199999570846558,1.4299999475479126,696100.0,,,,,
2024-06-13,1.4800000190734863,1.4900000095367432,1.4249999523162842,1.4800000190734863,563400.0,,,,,
2024-06-14,1.4500000476837158,1.4550000429153442,1.4299999475479126,1.4500000476837158,410700.0,,,,,
2024-06-17,1.4900000095367432,1.4900000095367432,1.4299999475479126,1.4600000381469729,778600.0,,,,,
2024-06-18,1.5399999618530271,1.559999942779541,1.4700000286102295,1.4900000095367432,591200.0,,,,,
2024-06-20,1.5099999904632568,1.5299999713897705,1.4700000286102295,1.5,444700.0,,,,,
2024-06-21,1.5399999618530271,1.5399999618530271,1.4800000190734863,1.5099999904632568,806200.0,,,,,
2024-06-24,1.600000023841858,1.600000023841858,1.4950000047683716,1.5099999904632568,474500.0,,,,,
2024-06-25,1.6100000143051147,1.6150000095367432,1.5399999618530271,1.559999942779541,493300.0,,,,,
2024-06-26,1.6200000047683716,1.690000057220459,1.6100000143051147,1.6200000047683716,625300.0,,,,,
2024-06-27,1.6799999475479126,1.6799999475479126,1.5800000429153442,1.6200000047683716,526200.0,,,,,
2024-06-28,1.6200000047683716,1.690000057220459,1.559999942779541,1.6799999475479126,960700.0,,,,,
2024-07-01,1.5199999809265137,1.6299999952316284,1.5099999904632568,1.600000023841858,564000.0,,,,,
2024-07-02,1.5800000429153442,1.600000023841858,1.4800000190734863,1.5199999809265137,588300.0,,,,,
2024-07-03,1.649999976158142,1.690000057220459,1.5700000524520874,1.5700000524520874,314700.0,,,,,
2024-07-05,1.600000023841858,1.6349999904632568,1.5700000524520874,1.6100000143051147,223000.0,,,,,
2024-07-08,1.6799999475479126,1.7200000286102295,1.625,1.6299999952316284,559800.0,,,,,
2024-07-09,1.690000057220459,1.75,1.649999976158142,1.659999966621399,451200.0,,,,,
2024-07-10,1.75,1.75,1.6699999570846558,1.7100000381469729,335000.0,,,,,
2024-07-11,1.940000057220459,1.940000057220459,1.75,1.75,1315000.0,,,,,
2024-07-12,2.0199999809265137,2.0999999046325684,1.950000047683716,1.950000047683716,1751500.0,,,,,
2024-07-15,2.369999885559082,2.380000114440918,2.0299999713897705,2.059999942779541,2500500.0,,,,,
2024-07-16,2.4100000858306885,2.4790000915527344,2.2699999809265137,2.4100000858306885,1690500.0,,,,,
2024-07-17,2.490000009536743,2.539999961853028,2.3299999237060547,2.3499999046325684,1345300.0,,,,,
2024-07-18,2.220000028610229,2.6050000190734863,2.180000066757202,2.5,1832500.0,,,,,
2024-07-19,2.220000028610229,2.255000114440918,2.009999990463257,2.0999999046325684,1372900.0,,,,,
2024-07-22,2.25,2.309999942779541,2.140000104904175,2.2100000381469727,1176200.0,,,,,
2024-07-23,2.359999895095825,2.430000066757202,2.200000047683716,2.2100000381469727,1172300.0,,,,,
2024-07-24,2.190000057220459,2.3499999046325684,2.184999942779541,2.319999933242798,879000.0,,,,,
2024-07-25,2.2699999809265137,2.345000028610229,2.1600000858306885,2.220000028610229,794400.0,,,,,
2024-07-26,2.380000114440918,2.430000066757202,2.309999942779541,2.3499999046325684,716400.0,,,,,
2024-07-29,2.259999990463257,2.424999952316284,2.2100000381469727,2.390000104904175,661500.0,,,,,
2024-07-30,2.200000047683716,2.319999933242798,2.180000066757202,2.2699999809265137,685400.0,,,,,
2024-07-31,2.220000028610229,2.359999895095825,2.2049999237060547,2.2100000381469727,880000.0,,,,,
2024-08-01,2.0,2.244999885559082,1.940000057220459,2.240000009536743,1295400.0,,,,,
2024-08-02,1.7899999618530271,1.9529999494552608,1.75,1.950000047683716,1257500.0,,,,,
2024-08-05,1.7000000476837158,1.7289999723434448,1.5399999618530271,1.559999942779541,1423700.0,,,,,
2024-08-06,1.7100000381469729,1.7400000095367432,1.659999966621399,1.7100000381469729,992500.0,,,,,
2024-08-07,1.6200000047683716,1.8200000524520876,1.5950000286102295,1.690000057220459,1027700.0,,,,,
2024-08-08,1.9700000286102293,1.9850000143051147,1.649999976158142,1.7000000476837158,1620500.0,,,,,
2024-08-09,2.059999942779541,2.0999999046325684,1.9600000381469729,2.0199999809265137,970600.0,,,,,
2024-08-12,1.9900000095367432,2.1449999809265137,1.9700000286102293,2.0799999237060547,1026600.0,,,,,
2024-08-13,2.0,2.059999942779541,1.940000057220459,2.009999990463257,468800.0,,,,,
2024-08-14,1.840000033378601,2.039999961853028,1.8200000524520876,2.0,824200.0,,,,,
2024-08-15,2.0,2.0299999713897705,1.899999976158142,1.9299999475479128,666900.0,,,,,
2024-08-16,2.0,2.0299999713897705,1.9140000343322756,1.9700000286102293,396400.0,,,,,
2024-08-19,2.049999952316284,2.049999952316284,1.9600000381469729,2.0199999809265137,536400.0,,,,,
2024-08-20,1.9900000095367432,2.075000047683716,1.940000057220459,2.049999952316284,365700.0,,,,,
2024-08-21,2.0199999809265137,2.0199999809265137,1.950000047683716,1.9900000095367432,333400.0,,,,,
2024-08-22,1.950000047683716,2.0179998874664307,1.9210000038146973,1.9900000095367432,498900.0,,,,,
2024-08-23,2.0299999713897705,2.075000047683716,1.950000047683716,1.9900000095367432,745300.0,,,,,
2024-08-26,2.009999990463257,2.0350000858306885,1.9299999475479128,2.0299999713897705,505100.0,,,,,
2024-08-27,1.940000057220459,2.0,1.8799999952316284,1.9800000190734863,548700.0,,,,,
2024-08-28,1.8799999952316284,1.909999966621399,1.830000042915344,1.899999976158142,466300.0,,,,,
2024-08-29,1.9299999475479128,1.9450000524520876,1.8600000143051147,1.8899999856948853,388100.0,,,,,
2024-08-30,1.870000004768372,1.9700000286102293,1.809999942779541,1.9299999475479128,413300.0,,,,,
2024-09-03,1.7400000095367432,1.840000033378601,1.7200000286102295,1.840000033378601,539000.0,,,,,
