Date,Close,High,Low,Open,Volume,"('Close', 'DEO')","('High', 'DEO')","('Low', 'DEO')","('Open', 'DEO')","('Volume', 'DEO')"
2024-06-03,127.88174438476562,127.89115751615417,126.94932701435374,127.10002334372813,546500.0,,,,,
2024-06-04,127.6462860107422,128.1266143902141,126.4689978903958,126.66678861793886,501400.0,,,,,
2024-06-05,128.67288208007812,128.77648401296037,127.33548445544858,128.55986701554963,1028200.0,,,,,
2024-06-06,130.67897033691406,130.92384107166416,129.55818984148067,129.67120489272045,725900.0,,,,,
2024-06-07,128.1454620361328,128.88008871373196,127.86290999754998,128.25847710308847,562500.0,,,,,
2024-06-10,125.2257843017578,126.20528165696486,124.89613789223657,125.97923717290524,737400.0,,,,,
2024-06-11,124.92440032958984,125.21636549310884,123.53049517576034,124.15210677168729,652100.0,,,,,
2024-06-12,125.61192321777344,127.11885769464868,125.46124126703972,127.11885769464868,429700.0,,,,,
2024-06-13,123.72826385498048,124.52882550043314,123.4174580763174,124.47231797180213,500300.0,,,,,
2024-06-14,123.91665649414062,124.39698491702926,122.90889087385992,124.0955922328052,400300.0,,,,,
2024-06-17,124.10501861572266,124.1991930502968,123.00307856996623,123.00307856996623,460800.0,,,,,
2024-06-18,121.86344909667967,123.83187141321274,121.59973770361272,123.41746368948093,1160400.0,,,,,
2024-06-20,123.78477478027344,124.1991824965289,123.24793887235543,124.1991824965289,1023200.0,,,,,
2024-06-21,122.7393569946289,123.76594878499272,122.40971057293385,122.40971057293385,658800.0,,,,,
2024-06-24,123.78477478027344,124.2556900267105,123.24793887235543,123.35154080141932,618200.0,,,,,
2024-06-25,122.79586791992188,123.60584274278447,122.35320642538107,123.1820075114035,754100.0,,,,,
2024-06-26,121.27009582519533,122.13657820222802,121.15708075855432,121.42079216151238,511600.0,,,,,
2024-06-27,119.56537628173828,120.5166270762774,118.92493126941436,120.47895299489409,823500.0,,,,,
2024-06-28,118.74598693847656,119.49944700030368,118.3504198670976,118.85900199567271,681900.0,,,,,
2024-07-01,118.54821014404295,120.02688377307932,118.3504265971065,119.22632208256942,928400.0,,,,,
2024-07-02,118.8684310913086,118.91552549234927,117.54045377200282,118.34100829051728,806700.0,,,,,
2024-07-03,120.89336395263672,120.93103084943576,120.30001332249908,120.62965256146444,399400.0,,,,,
2024-07-05,122.09890747070312,122.88062852321458,121.38312145245813,122.88062852321458,571400.0,,,,,
2024-07-08,120.64849853515624,122.29670198852618,120.50721533072266,122.17425941892246,490200.0,,,,,
2024-07-09,119.30167388916016,120.58256401034592,119.03796248519782,120.40361390668711,1071300.0,,,,,
2024-07-10,121.63739776611328,121.66565153012628,120.1116370246421,120.3941890359644,486400.0,,,,,
2024-07-11,123.93547058105467,124.35929142680676,123.07840138709854,123.25735147937432,573500.0,,,,,
2024-07-12,123.99198150634766,124.59475246088154,123.5493200147626,123.5493200147626,656900.0,,,,,
2024-07-15,121.70333862304688,122.56040782898778,121.55264229363448,122.48505966428158,531700.0,,,,,
2024-07-16,122.0235595703125,122.04240020460006,120.62024129654353,120.80860452583946,792500.0,,,,,
2024-07-17,123.44573211669922,123.75652353903618,122.28727023957988,122.40029967344098,571200.0,,,,,
2024-07-18,121.55264282226562,123.9731541212027,121.54322969083375,123.8036171570782,460800.0,,,,,
2024-07-19,121.01580810546876,121.53380339201888,120.47895781348214,121.09115627124898,1223700.0,,,,,
2024-07-22,122.14600372314452,123.3421325200617,121.59032715958529,123.26678435312586,840300.0,,,,,
2024-07-23,120.99696350097656,121.71274949561196,120.6296501868463,121.71274949561196,1136800.0,,,,,
2024-07-24,122.09890747070312,122.24017629956953,120.91220619464588,121.00638062349245,1036700.0,,,,,
2024-07-25,123.08783721923828,124.02024026875247,121.3831262184156,122.44738497044666,1041300.0,,,,,
2024-07-26,124.7266082763672,124.99974717374542,123.70944396622112,123.72827022927306,654400.0,,,,,
2024-07-29,123.91665649414062,124.27454234266396,122.90889087385992,123.37980616456436,756700.0,,,,,
2024-07-30,118.09613037109376,118.16205822121049,116.14654144838843,116.71163833304566,1757200.0,,,,,
2024-07-31,117.49335479736328,118.6047150740528,116.6174521455182,118.51994659259864,1121600.0,,,,,
2024-08-01,115.63795471191406,116.55153150247746,115.11053189905142,116.02410868961483,1433700.0,,,,,
2024-08-02,116.24072265625,116.49502092408964,114.88449157495988,116.25956329084384,1036300.0,,,,,
2024-08-05,113.03849792480467,114.6772882333323,112.77478652405682,114.41357683258444,1011600.0,,,,,
2024-08-06,114.0368423461914,114.62077267626172,112.52991493465996,112.52991493465996,740800.0,,,,,
2024-08-07,115.05401611328124,116.0523541333407,114.8468122557754,114.8468122557754,993800.0,,,,,
2024-08-08,115.6944580078125,115.88282842378936,114.50775672234332,114.63961242072878,923800.0,,,,,
2024-08-09,117.30499267578124,117.3897539724367,115.73213026596372,116.39141593309104,903100.0,,,,,
2024-08-12,117.25789642333984,118.44460485694064,116.96593126978904,117.96426929335996,1277300.0,,,,,
2024-08-13,120.46012115478516,120.79917352056782,118.19030622391956,118.36925631647972,1036000.0,,,,,
2024-08-14,120.68616485595705,120.9310356227988,118.70832215849944,118.7365759250122,1178900.0,,,,,
2024-08-15,122.76760864257812,123.05014628922382,122.0612357835787,122.28726590089524,675500.0,,,,,
2024-08-16,121.13823699951172,121.40194839566854,120.86511247177545,121.0063813014333,616700.0,,,,,
2024-08-19,121.83519744873048,122.38146087849051,121.50555101607056,121.59973981717148,618200.0,,,,,
2024-08-20,120.95928955078124,121.00638395209656,120.23409038106098,120.30943136332998,1728100.0,,,,,
2024-08-21,123.662353515625,123.92606491870627,122.5980804002797,122.66401543664684,864800.0,,,,,
2024-08-22,124.6606903076172,125.16927247368233,123.70001913705696,124.3216307398426,1108200.0,,,,,
2024-08-23,127.17536926269533,127.21305052997,125.15043946805872,125.7720366661639,888800.0,,,,,
2024-08-26,127.76872253417967,128.87066243819007,127.42966299670016,127.53326492124091,819600.0,,,,,
2024-08-27,126.57259368896484,127.90999120435492,126.29004167952928,127.6839610937602,922100.0,,,,,
2024-08-28,125.34822082519533,126.31830511394384,124.83963866622932,126.1487825180196,642700.0,,,,,
2024-08-29,125.76262664794922,126.5631883286364,125.01858686957311,125.94157674395174,684200.0,,,,,
2024-08-30,125.5216827392578,125.90566732468396,124.552149125146,125.8192762857809,791900.0,,,,,
2024-09-03,124.3217544555664,125.06091194264027,123.23703282377168,123.96658154181635,1083400.0,,,,,
2024-09-04,124.22576904296876,124.58094195599,122.98743893687168,122.98743893687168,1157900.0,,,,,
2024-09-05,123.47702026367188,124.00497526078972,123.02584753530589,123.09303568234226,766200.0,,,,,
2024-09-06,121.36515045166016,123.34263078835176,121.33635343865735,122.69946576167516,1366000.0,,,,,
2024-09-09,123.5538101196289,124.12017086627286,121.70111940842884,121.8259162211689,699500.0,,,,,
2024-09-10,122.3538818359375,123.43861078158896,121.55713033201528,123.31382861297212,688700.0,,,,,
2024-09-11,123.601806640625,123.88979142454016,121.38434870525316,122.63227300387572,655900.0,,,,,
2024-09-12,128.0079345703125,128.0559198259464,125.81927374390004,126.11685263689702,764300.0,,,,,
2024-09-13,126.81761169433594,129.05427255341274,125.64648429778046,128.3343179070474,1714300.0,,,,,
2024-09-16,127.57594299316406,128.1519125038721,126.3280334658185,127.28797288532316,1429700.0,,,,,
2024-09-17,128.05592346191406,129.15025390619226,127.72954754726418,128.0175323268141,683300.0,,,,,
2024-09-18,127.61434936523438,128.50708599871356,126.81759788564356,127.9407252539786,529800.0,,,,,
2024-09-19,130.41737365722656,131.27171917785833,130.0813889922815,130.4269677785771,779200.0,,,,,
2024-09-20,127.70073699951172,128.64147350865605,127.44154926063575,128.64147350865605,627900.0,,,,,
2024-09-23,130.15818786621094,130.34057870721344,128.73748156671246,128.85266961470825,495800.0,,,,,
2024-09-24,130.84934997558594,131.51171056950176,130.2541921770015,130.38858312015006,646100.0,,,,,
2024-09-25,127.84473419189452,130.282988698044,127.75834315323544,130.18698889008,550300.0,,,,,
2024-09-26,134.71791076660156,135.16908351965216,133.9787678711909,134.89070749953248,976100.0,,,,,
2024-09-27,135.1306915283203,137.01216480157302,135.04428583864404,135.62025541475023,836900.0,,,,,
2024-09-30,134.71791076660156,135.36106849706383,134.03636189966292,135.0058955564765,542200.0,,,,,
2024-10-01,134.28591918945312,135.42824939446533,133.37397970858615,135.3034525879476,505800.0,,,,,
2024-10-02,133.6619873046875,134.02675437089266,132.76923591256048,133.38359663447525,883600.0,,,,,
2024-10-03,132.09727478027344,132.79802651184417,131.4445083055457,132.3852595589029,362000.0,,,,,
2024-10-04,132.0300750732422,132.08768374832715,130.93574460686207,130.97415039025205,474600.0,,,,,
2024-10-07,130.73416137695312,131.63650684039789,130.3021915363186,131.55010115425964,443200.0,,,,,
2024-10-08,128.96786499023438,129.40942891416503,128.37269259850498,129.02545901096337,534000.0,,,,,
2024-10-09,129.15025329589844,129.63022304370878,128.47829857846682,128.63189241316957,295800.0,,,,,
2024-10-10,128.75668334960938,128.82387149452438,127.60474428950585,127.82554090961672,521200.0,,,,,
2024-10-11,129.29425048828125,129.66862629837465,128.51670185558837,128.81428074982747,372900.0,,,,,
2024-10-14,130.0045928955078,130.2061866252438,127.93113481222392,128.41110453800962,529500.0,,,,,
2024-10-15,129.14065551757812,131.3773162367475,129.1214526269054,130.5229706957355,692000.0,,,,,
2024-10-16,130.33099365234375,130.52297862819697,129.33264834188336,129.6590389131001,581900.0,,,,,
2024-10-17,132.3948516845703,133.6523700631938,131.56930314362077,132.69243058057873,1282800.0,,,,,
2024-10-18,133.82516479492188,134.35313443200468,133.03800740008677,134.2283376139177,713200.0,,,,,
2024-10-21,131.5789031982422,132.9708124263436,131.3101066851997,132.53884261727944,456100.0,,,,,
2024-10-22,131.28131103515625,131.38690495824537,130.13899541857288,130.38857439700473,437500.0,,,,,
2024-10-23,128.8142852783203,130.22539753078348,128.6126915361765,129.93741274808426,430400.0,,,,,
2024-10-24,129.0542755126953,129.7550272832554,128.59350862976,129.62063633208612,445000.0,,,,,
2024-10-25,127.93113708496094,129.3134522633832,127.93113708496094,129.2270465790964,261400.0,,,,,
2024-10-28,128.03672790527344,128.85266764529555,127.91193109017628,128.51669762793827,313800.0,,,,,
2024-10-29,124.94572448730467,127.78713710581576,124.81133354788206,127.25918211720004,612000.0,,,,,
2024-10-30,122.63227081298828,123.97618025056325,122.4882784236032,123.14103757489268,567300.0,,,,,
2024-10-31,119.18608856201172,120.84677975009755,118.97490070601074,120.68359179728118,589600.0,,,,,
2024-11-01,119.2340850830078,120.8563851906834,119.1956866239422,120.78918971825786,689500.0,,,,,
2024-11-04,118.61972045898438,120.4436069235632,118.61011901359647,120.10762957255692,624400.0,,,,,
2024-11-05,118.9269027709961,119.1380906304921,118.32214352914971,118.64851944018385,535700.0,,,,,
2024-11-06,114.84716033935548,115.42312257031747,113.60883751472076,115.34633297694442,1033900.0,,,,,
2024-11-07,116.87263488769533,117.89976986644798,116.01828931302056,117.25661215495252,987900.0,,,,,
2024-11-08,115.6055145263672,116.05668726413784,115.12554477533584,115.84549940188288,767900.0,,,,,
2024-11-11,115.75910186767578,116.60385332274764,115.5287184361822,116.18147759521172,842700.0,,,,,
2024-11-12,114.88555145263672,115.54791200396096,114.4631757591828,115.49991210288424,1020400.0,,,,,
2024-11-13,114.37678527832033,114.62637158236308,113.11925963684996,114.0216050504039,869500.0,,,,,
2024-11-14,115.04874420166016,116.23906709574204,114.92395470690992,116.20067596178578,929200.0,,,,,
2024-11-15,113.42645263671876,114.65517400109978,113.2728588042926,114.65517400109978,724900.0,,,,,
2024-11-18,114.15599822998048,114.67436641452711,113.67602850248431,113.83921645213135,985100.0,,,,,
2024-11-19,114.4247817993164,115.06794680973668,113.59923326990256,113.62803760593442,901500.0,,,,,
2024-11-20,114.66476440429688,114.90474926686238,114.08880219889102,114.86635813375788,838100.0,,,,,
2024-11-21,113.3688507080078,114.3287901844918,113.0040763434964,113.695233938366,1306400.0,,,,,
2024-11-22,115.27912902832033,115.60551226097962,114.32879099055287,114.6551742232122,1233700.0,,,,,
2024-11-25,115.5671157836914,116.84383707600196,115.00075499426836,116.49825827020726,1321800.0,,,,,
2024-11-26,113.95441436767578,115.9222932238518,113.31125667617206,115.85509775345228,1543600.0,,,,,
2024-11-27,113.89682006835938,114.77036118144936,113.64723375443782,113.67603076686012,1207700.0,,,,,
2024-11-29,114.57837677001952,114.88555711027064,113.45524933757862,113.85842216095377,694100.0,,,,,
2024-12-02,114.82796478271484,115.11594223634428,113.86802528976916,114.88555880868932,1329600.0,,,,,
2024-12-03,114.127197265625,115.21192617564698,113.97361076649888,115.18312916479562,947300.0,,,,,
2024-12-04,113.27285766601562,114.31918817481532,113.17686518359244,114.00241371519444,1445100.0,,,,,
2024-12-05,118.55252075195312,119.07088892801896,117.59258131266606,118.00535556450976,1910400.0,,,,,
2024-12-06,118.06295013427734,119.74284416081304,118.00535611125542,119.61805466967996,1174200.0,,,,,
2024-12-09,118.83090209960938,119.74284162232196,118.4181278546038,118.59091724376329,1338300.0,,,,,
2024-12-10,119.50286102294922,119.9540337398109,118.70611683921658,119.9540337398109,967500.0,,,,,
2024-12-11,121.62432861328124,123.21783165797444,120.72199048648876,121.0099679348773,2332200.0,,,,,
2024-12-12,124.06257629394533,124.85932777268758,123.69779462602368,124.1489673266068,1792800.0,,,,,
2024-12-13,126.1840362548828,127.028787647924,125.82886334986024,126.79839690959092,2327700.0,,,,,
2024-12-16,125.42570495605467,127.03839636716,125.38729917149594,125.8768777157719,1766100.0,,,,,
2024-12-17,123.39061737060548,124.6385416550186,123.12183548134902,123.8897900138736,1207300.0,,,,,
2024-12-18,120.3476104736328,123.150624562664,120.27081356057532,122.56506824093164,1137600.0,,,,,
2024-12-19,122.14269256591795,122.68985775498156,120.41480596433874,121.09636208939996,1741200.0,,,,,
2024-12-20,120.44361114501952,121.72033244734853,120.3188143218739,120.3188143218739,1092900.0,,,,,
2024-12-23,120.65479278564452,120.94277022870932,119.31087608007162,120.2132215139397,1127700.0,,,,,
2024-12-24,121.48993682861328,121.5283352862164,119.92523813101036,120.453207768357,301600.0,,,,,
2024-12-26,121.96031188964844,122.7762589696914,120.73158322317876,120.9235755103257,856500.0,,,,,
2024-12-27,121.8451156616211,122.6898597478641,121.10596550162806,121.22115354935032,967200.0,,,,,
2024-12-30,121.62432861328124,122.1714938213522,120.6355921253423,121.58593747916836,1039900.0,,,,,
2024-12-31,122.03710174560548,122.22909403316908,121.317147145695,121.61473336047936,433700.0,,,,,
2025-01-02,121.06756591796876,121.91230999635168,120.70278424022416,121.26915232336388,885100.0,,,,,
2025-01-03,116.51744842529295,117.84216956055587,116.51744842529295,117.80377110350048,1165800.0,,,,,
2025-01-06,120.29961395263672,121.2787489884864,118.16854715982376,118.18775005050614,1722400.0,,,,,
2025-01-07,119.87723541259766,121.65312924718704,119.55085951627196,120.93317466249084,931700.0,,,,,
2025-01-08,120.41481018066406,120.49159977266812,119.18608882351558,119.50286328445507,620700.0,,,,,
2025-01-10,113.49364471435548,117.35259809172864,113.48404326917662,117.35259809172864,1305700.0,,,,,
