Date,Close,High,Low,Open,Volume,"('Close', 'IMRX')","('High', 'IMRX')","('Low', 'IMRX')","('Open', 'IMRX')","('Volume', 'IMRX')"
2024-06-03,1.3799999952316284,1.4199999570846558,1.350000023841858,1.4199999570846558,137300.0,,,,,
2024-06-04,1.340000033378601,1.3799999952316284,1.3200000524520874,1.350000023841858,348500.0,,,,,
2024-06-05,1.3799999952316284,1.399999976158142,1.3300000429153442,1.350000023841858,123800.0,,,,,
2024-06-06,1.409999966621399,1.4199999570846558,1.350000023841858,1.3700000047683716,100700.0,,,,,
2024-06-07,1.3700000047683716,1.399999976158142,1.3200000524520874,1.3899999856948853,147300.0,,,,,
2024-06-10,1.4900000095367432,1.5,1.2999999523162842,1.3600000143051147,324500.0,,,,,
2024-06-11,1.690000057220459,2.009999990463257,1.4119999408721924,1.4600000381469729,768100.0,,,,,
2024-06-12,1.5399999618530271,1.7929999828338623,1.5,1.7400000095367432,249400.0,,,,,
2024-06-13,1.690000057220459,1.7300000190734863,1.559999942779541,1.5700000524520874,250700.0,,,,,
2024-06-14,1.5099999904632568,1.6699999570846558,1.475000023841858,1.649999976158142,242900.0,,,,,
2024-06-17,1.534999966621399,1.649999976158142,1.4900000095367432,1.4900000095367432,415300.0,,,,,
2024-06-18,1.4800000190734863,1.5499999523162842,1.4299999475479126,1.5399999618530271,158200.0,,,,,
2024-06-20,1.409999966621399,1.5,1.3799999952316284,1.4900000095367432,141500.0,,,,,
2024-06-21,1.4299999475479126,1.4550000429153442,1.3799999952316284,1.3799999952316284,147800.0,,,,,
2024-06-24,1.4900000095367432,1.5499999523162842,1.4299999475479126,1.4299999475479126,132900.0,,,,,
2024-06-25,1.4299999475479126,1.4900000095367432,1.3799999952316284,1.4900000095367432,261500.0,,,,,
2024-06-26,1.3799999952316284,1.440000057220459,1.3600000143051147,1.409999966621399,161500.0,,,,,
2024-06-27,1.4299999475479126,1.434999942779541,1.3200000524520874,1.3899999856948853,177900.0,,,,,
2024-06-28,1.2799999713897705,1.440000057220459,1.2799999713897705,1.440000057220459,2510600.0,,,,,
2024-07-01,1.1699999570846558,1.340000033378601,1.1699999570846558,1.340000033378601,354200.0,,,,,
2024-07-02,1.090000033378601,1.190000057220459,1.0499999523162842,1.1799999475479126,594500.0,,,,,
2024-07-03,1.1299999952316284,1.190000057220459,1.090000033378601,1.100000023841858,112000.0,,,,,
2024-07-05,1.090000033378601,1.1299999952316284,1.059999942779541,1.1100000143051147,143100.0,,,,,
2024-07-08,1.1200000047683716,1.1699999570846558,1.100000023841858,1.1100000143051147,146600.0,,,,,
2024-07-09,1.1100000143051147,1.1399999856948853,1.090000033378601,1.1100000143051147,66600.0,,,,,
2024-07-10,1.340000033378601,1.350000023841858,1.1399999856948853,1.1399999856948853,279000.0,,,,,
2024-07-11,1.309999942779541,1.39900004863739,1.1799999475479126,1.350000023841858,297900.0,,,,,
2024-07-12,1.2400000095367432,1.3300000429153442,1.2100000381469729,1.3300000429153442,195800.0,,,,,
2024-07-15,1.2200000286102295,1.2549999952316284,1.2000000476837158,1.2400000095367432,76700.0,,,,,
2024-07-16,1.25,1.2899999618530271,1.190000057220459,1.2400000095367432,248700.0,,,,,
2024-07-17,1.1699999570846558,1.2599999904632568,1.1200000047683716,1.2100000381469729,188900.0,,,,,
2024-07-18,1.1399999856948853,1.2400000095367432,1.1299999952316284,1.1799999475479126,72000.0,,,,,
2024-07-19,1.1100000143051147,1.159999966621399,1.100000023841858,1.1399999856948853,64500.0,,,,,
2024-07-22,1.2000000476837158,1.2400000095367432,1.1200000047683716,1.1200000047683716,78100.0,,,,,
2024-07-23,1.190000057220459,1.2000000476837158,1.1239999532699585,1.190000057220459,80300.0,,,,,
2024-07-24,1.149999976158142,1.2000000476837158,1.1399999856948853,1.190000057220459,38300.0,,,,,
2024-07-25,1.2300000190734863,1.2400000095367432,1.149999976158142,1.159999966621399,77300.0,,,,,
2024-07-26,1.2400000095367432,1.2999999523162842,1.2000000476837158,1.2400000095367432,65100.0,,,,,
2024-07-29,1.2799999713897705,1.3300000429153442,1.25,1.2599999904632568,192200.0,,,,,
2024-07-30,1.1299999952316284,1.2899999618530271,1.1100000143051147,1.2699999809265137,131500.0,,,,,
2024-07-31,1.1299999952316284,1.1779999732971191,1.1299999952316284,1.149999976158142,6827500.0,,,,,
2024-08-01,1.350000023841858,1.7699999809265137,1.2899999618530271,1.5499999523162842,67234600.0,,,,,
2024-08-02,1.3300000429153442,1.4600000381469729,1.1799999475479126,1.3200000524520874,2849900.0,,,,,
2024-08-05,1.2200000286102295,1.350000023841858,1.100000023841858,1.1200000047683716,1231300.0,,,,,
2024-08-06,1.2400000095367432,1.3700000047683716,1.190000057220459,1.2599999904632568,2307900.0,,,,,
2024-08-07,1.1399999856948853,1.309999942779541,1.100000023841858,1.190000057220459,850900.0,,,,,
2024-08-08,1.1200000047683716,1.190000057220459,1.090000033378601,1.1299999952316284,511600.0,,,,,
2024-08-09,1.090000033378601,1.1399999856948853,1.0700000524520874,1.090000033378601,582600.0,,,,,
2024-08-12,1.1399999856948853,1.159999966621399,1.0700000524520874,1.0800000429153442,502200.0,,,,,
2024-08-13,1.1399999856948853,1.190000057220459,1.1200000047683716,1.1200000047683716,379800.0,,,,,
2024-08-14,1.0800000429153442,1.149999976158142,1.065000057220459,1.100000023841858,453500.0,,,,,
2024-08-15,1.0800000429153442,1.1100000143051147,1.059999942779541,1.0700000524520874,494600.0,,,,,
2024-08-16,1.0299999713897705,1.0800000429153442,1.0,1.0700000524520874,635700.0,,,,,
2024-08-19,1.0800000429153442,1.1399999856948853,1.0099999904632568,1.0549999475479126,1074400.0,,,,,
2024-08-20,1.0700000524520874,1.0800000429153442,1.0099999904632568,1.0700000524520874,430400.0,,,,,
2024-08-21,1.1200000047683716,1.1299999952316284,1.0499999523162842,1.059999942779541,264900.0,,,,,
2024-08-22,1.0499999523162842,1.1299999952316284,1.0399999618530271,1.1299999952316284,225200.0,,,,,
2024-08-23,1.0700000524520874,1.0800000429153442,1.0099999904632568,1.059999942779541,167100.0,,,,,
2024-08-26,1.1699999570846558,1.1699999570846558,1.059999942779541,1.0700000524520874,454500.0,,,,,
2024-08-27,1.1299999952316284,1.1699999570846558,1.100000023841858,1.1699999570846558,325700.0,,,,,
2024-08-28,1.1299999952316284,1.1690000295639038,1.100000023841858,1.1100000143051147,251200.0,,,,,
2024-08-29,1.159999966621399,1.1749999523162842,1.1200000047683716,1.1200000047683716,171800.0,,,,,
2024-08-30,1.1100000143051147,1.159999966621399,1.1100000143051147,1.149999976158142,264500.0,,,,,
2024-09-03,1.2100000381469729,1.2699999809265137,1.1799999475479126,1.1799999475479126,1658600.0,,,,,
2024-09-04,1.25,1.3300000429153442,1.159999966621399,1.1699999570846558,914800.0,,,,,
2024-09-05,1.190000057220459,1.2899999618530271,1.149999976158142,1.2599999904632568,689800.0,,,,,
2024-09-06,1.1799999475479126,1.2200000286102295,1.149999976158142,1.1799999475479126,379600.0,,,,,
2024-09-09,1.159999966621399,1.190000057220459,1.1200000047683716,1.1699999570846558,419400.0,,,,,
2024-09-10,1.1950000524520874,1.2200000286102295,1.1399999856948853,1.159999966621399,297700.0,,,,,
2024-09-11,1.2899999618530271,1.2899999618530271,1.1799999475479126,1.1799999475479126,448100.0,,,,,
2024-09-12,1.4299999475479126,1.4900000095367432,1.2999999523162842,1.3300000429153442,11501300.0,,,,,
2024-09-13,2.0199999809265137,2.5799999237060547,1.840000033378601,2.0899999141693115,136725000.0,,,,,
2024-09-16,2.869999885559082,3.829999923706055,1.8200000524520876,2.0299999713897705,65955000.0,,,,,
2024-09-17,2.7799999713897705,3.3499999046325684,2.630000114440918,2.740000009536743,36314600.0,,,,,
2024-09-18,2.2799999713897705,2.680000066757202,2.2799999713897705,2.640000104904175,4523100.0,,,,,
2024-09-19,2.4200000762939453,2.640000104904175,2.275000095367432,2.430000066757202,4122400.0,,,,,
2024-09-20,3.2100000381469727,3.509999990463257,2.359999895095825,2.359999895095825,25147000.0,,,,,
2024-09-23,2.869999885559082,3.3499999046325684,2.8499999046325684,3.150000095367432,4494400.0,,,,,
2024-09-24,2.9200000762939453,3.200000047683716,2.6600000858306885,2.869999885559082,2460900.0,,,,,
2024-09-25,2.940000057220459,3.309000015258789,2.789999961853028,3.009999990463257,4252000.0,,,,,
2024-09-26,2.609999895095825,3.069999933242798,2.609999895095825,2.9600000381469727,2961800.0,,,,,
2024-09-27,2.6600000858306885,2.809999942779541,2.450000047683716,2.609999895095825,1559000.0,,,,,
2024-09-30,2.490000009536743,2.700000047683716,2.444999933242798,2.609999895095825,1181900.0,,,,,
2024-10-01,2.319999933242798,2.5199999809265137,2.200000047683716,2.509999990463257,1390900.0,,,,,
2024-10-02,2.430000066757202,2.490000009536743,2.200999975204468,2.259999990463257,789000.0,,,,,
2024-10-03,2.369999885559082,2.4800000190734863,2.319999933242798,2.359999895095825,420100.0,,,,,
2024-10-04,2.470000028610229,2.700000047683716,2.369999885559082,2.369999885559082,1143300.0,,,,,
2024-10-07,2.450000047683716,2.5999999046325684,2.369999885559082,2.5,548900.0,,,,,
2024-10-08,2.390000104904175,2.549999952316284,2.3010001182556152,2.470000028610229,701400.0,,,,,
2024-10-09,2.190000057220459,2.390000104904175,2.109999895095825,2.380000114440918,821100.0,,,,,
2024-10-10,2.220000028610229,2.234999895095825,2.0999999046325684,2.1600000858306885,356700.0,,,,,
2024-10-11,2.190000057220459,2.259999990463257,2.119999885559082,2.220000028610229,424500.0,,,,,
2024-10-14,2.0,2.200000047683716,1.899999976158142,2.1700000762939453,942700.0,,,,,
2024-10-15,2.309999942779541,2.509999990463257,2.150000095367432,2.450000047683716,25792700.0,,,,,
2024-10-16,2.220000028610229,2.3399999141693115,2.0999999046325684,2.309999942779541,1849600.0,,,,,
2024-10-17,2.0899999141693115,2.1700000762939453,2.078000068664551,2.119999885559082,854800.0,,,,,
2024-10-18,2.240000009536743,2.246000051498413,2.049999952316284,2.059999942779541,916600.0,,,,,
2024-10-21,2.1600000858306885,2.2090001106262207,2.0799999237060547,2.200000047683716,348900.0,,,,,
2024-10-22,2.200000047683716,2.2100000381469727,2.049999952316284,2.119999885559082,341000.0,,,,,
2024-10-23,2.1600000858306885,2.2100000381469727,2.0899999141693115,2.2100000381469727,362700.0,,,,,
2024-10-24,2.150000095367432,2.2100000381469727,2.069999933242798,2.1600000858306885,458500.0,,,,,
