Date,Close,High,Low,Open,Volume,"('Close', 'BTI')","('High', 'BTI')","('Low', 'BTI')","('Open', 'BTI')","('Volume', 'BTI')"
2024-06-03,28.007530212402344,28.01646708895548,27.80198716528494,27.91816315140589,3837800.0,,,,,
2024-06-04,27.882417678833008,27.90028972761532,27.453456121893858,27.569633813921,3247800.0,,,,,
2024-06-05,27.85560607910156,27.92709938534665,27.75730214381398,27.909225632651665,2545500.0,,,,,
2024-06-06,27.92709732055664,28.09689454953536,27.53388331301348,27.56069394007372,4384700.0,,,,,
2024-06-07,27.694747924804688,27.953912245966688,27.685811047743755,27.73049543304841,4040800.0,,,,,
2024-06-10,27.44451713562012,27.587505446631848,27.310467405114853,27.48026463950675,4721400.0,,,,,
2024-06-11,27.25684928894043,27.355153225269746,27.0691799972589,27.19429285837992,4191600.0,,,,,
2024-06-12,27.40877342224121,27.730494163566583,27.381962792285783,27.69474665695935,4188000.0,,,,,
2024-06-13,27.34621810913086,27.462394101288044,27.14067505133392,27.462394101288044,3070000.0,,,,,
2024-06-14,27.37302589416504,27.39089964745464,27.10492641296079,27.176419721584253,3599200.0,,,,,
2024-06-17,27.65006256103516,27.658999437228907,27.28365915976563,27.39089826502094,2745500.0,,,,,
2024-06-18,27.810924530029297,27.810924530029297,27.48026690989856,27.57857084917377,4199100.0,,,,,
2024-06-20,28.15051651000977,28.15945338646189,27.79304997459916,27.819858899420648,5748000.0,,,,,
2024-06-21,28.329252243041992,28.454365111425872,28.070087924778253,28.10583543262221,10783900.0,,,,,
2024-06-24,28.91907119750977,29.02631030719293,28.74033707532461,28.776084581575606,4498000.0,,,,,
2024-06-25,28.713529586791992,28.910134062869503,28.50798482463459,28.883325136374847,5734500.0,,,,,
2024-06-26,28.46330070495605,28.50798338321124,28.37393364391077,28.481174458072093,3996200.0,,,,,
2024-06-27,28.2756290435791,28.525856467734048,28.195198860976973,28.525856467734048,3322300.0,,,,,
2024-06-28,28.30583000183105,28.415647956335345,28.19601030180185,28.40649791473075,4161400.0,,,,,
2024-07-01,28.44310188293457,28.84577176869608,28.351585761780843,28.507162644084733,3472000.0,,,,,
