Date,Close,High,Low,Open,Volume,"('Close', 'BTX')","('High', 'BTX')","('Low', 'BTX')","('Open', 'BTX')","('Volume', 'BTX')"
2024-06-03,6.075557708740234,6.124885600683969,6.059115078092323,6.10022185072372,751600.0,,,,,
2024-06-04,6.042672634124756,6.09200052759241,6.034451514558438,6.050894145714323,655000.0,,,,,
2024-06-05,6.100221633911133,6.1084427529312775,6.034451113657087,6.050893743720598,838400.0,,,,,
2024-06-06,6.050893783569336,6.11666430425652,6.042672272471825,6.092000162987213,425200.0,,,,,
2024-06-07,6.026230335235596,6.067337111403426,5.985123951091036,6.026230335235596,464300.0,,,,,
2024-06-10,6.050893783569336,6.067336413741132,6.001565893053948,6.001565893053948,378100.0,,,,,
2024-06-11,6.009788513183594,6.042673781740888,5.985124757777285,5.985124757777285,521000.0,,,,,
2024-06-12,6.059115886688232,6.165993196174174,6.050894766278778,6.059115886688232,857500.0,,,,,
2024-06-13,5.976901531219482,6.083778819403685,5.976901531219482,6.083778819403685,708600.0,,,,,
2024-06-14,6.017685890197754,6.017685890197754,5.926962653696199,5.951100217883397,566200.0,,,,,
2024-06-17,6.034332275390625,6.042655682825516,5.967746603439145,5.9760696139921246,737900.0,,,,,
2024-06-18,6.0426554679870605,6.05930188538309,6.009362236313105,6.017685643452069,433500.0,,,,,
2024-06-20,6.034332275390625,6.075948518801256,5.98855472514446,6.026008867955735,771200.0,,,,,
2024-06-21,5.984394073486328,6.017686915314966,5.942777822759541,6.001040494400647,481900.0,,,,,
2024-06-24,5.959424018859863,6.001040268016715,5.951101007157673,5.96774742744402,541500.0,,,,,
2024-06-25,5.976069927215576,5.984393335086721,5.917807659645288,5.951100497366005,764500.0,,,,,
2024-06-26,6.00936222076416,6.050978462587502,5.926130133999374,5.926130133999374,1261100.0,,,,,
2024-06-27,6.00936222076416,6.042655452351971,5.976069386058246,5.992715803411203,549200.0,,,,,
2024-06-28,6.017685890197754,6.1009179805907,5.969411158705271,6.067625144433522,821300.0,,,,,
2024-07-01,6.084271430969238,6.0925948382695365,5.993548593311038,6.009362352794176,1285000.0,,,,,
2024-07-02,6.09259557723999,6.100918588667881,6.042656318026788,6.042656318026788,911800.0,,,,,
2024-07-03,6.159180641174316,6.175827059249845,6.100917979469009,6.10924138694773,553300.0,,,,,
2024-07-05,6.159180641174316,6.167503651771124,6.134210815620067,6.159180641174316,597200.0,,,,,
2024-07-08,6.167503833770752,6.175827241495092,6.142534404361582,6.142534404361582,695200.0,,,,,
2024-07-09,6.125887393951416,6.155018524408296,6.092594560034442,6.150856820948203,733200.0,,,,,
2024-07-10,6.109241008758545,6.142533842848628,6.092594591713503,6.117564018840121,663000.0,,,,,
2024-07-11,6.142534255981445,6.184150102952092,6.125887837816804,6.125887837816804,680800.0,,,,,
2024-07-12,6.175827503204346,6.217443352943801,6.117564837310779,6.15085767585512,655900.0,,,,,
2024-07-15,6.3173346519470215,6.334180861619735,6.216257393910746,6.233103603583459,1443900.0,,,,,
2024-07-16,6.3173346519470215,6.409989005969601,6.3173346519470215,6.3173346519470215,880100.0,,,,,
2024-07-17,6.249950885772705,6.342605255695144,6.21204680709328,6.300489523463475,1091700.0,,,,,
2024-07-18,6.148873805999756,6.27522020342333,6.132027592900252,6.2331048714972725,1122800.0,,,,,
2024-07-19,6.157296180725098,6.1909886040184885,6.110969199108026,6.140449969078402,2661200.0,,,,,
2024-07-22,6.207834720611572,6.233104238517376,6.165719392962382,6.174142297834075,501700.0,,,,,
2024-07-23,6.224681377410889,6.258373802599267,6.203623511256805,6.2078351648167,551600.0,,,,,
2024-07-24,6.098334789276123,6.1909891625140805,6.0941235372185725,6.148873830420757,653900.0,,,,,
2024-07-25,6.089911460876465,6.165719615686935,6.022526612887325,6.081488154055134,1068100.0,,,,,
2024-07-26,6.106757640838623,6.140450064656448,6.094123082318283,6.123603852747536,723400.0,,,,,
2024-07-29,6.115180492401123,6.157295818215648,6.0983338801009,6.140449607560769,488300.0,,,,,
2024-07-30,6.089911460876465,6.178354174273555,6.056219036881895,6.11518097969508,710300.0,,,,,
2024-07-31,6.207834720611572,6.220469680387155,6.136238221798051,6.1488731815736335,933400.0,,,,,
2024-08-01,6.04779577255249,6.258373624820765,6.04779577255249,6.24995071958563,1463300.0,,,,,
2024-08-02,5.896180152893066,6.001469084194729,5.837218206771793,5.980411217605317,1001000.0,,,,,
2024-08-05,5.685602188110352,5.816160637302042,5.609794030409021,5.668755975470655,1291300.0,,,,,
2024-08-06,5.811948776245117,5.884387528174299,5.710871504015381,5.710871504015381,961500.0,,,,,
2024-08-07,5.795102119445801,5.9382951116042095,5.795102119445801,5.85406365623196,924000.0,,,,,
2024-08-08,6.005680084228516,6.005680084228516,5.803525149274744,5.803525149274744,540500.0,,,,,
