Date,Close,High,Low,Open,Volume,"('Close', 'ENGS')","('High', 'ENGS')","('Low', 'ENGS')","('Open', 'ENGS')","('Volume', 'ENGS')"
2025-04-01,4.949999809265137,5.579999923706055,4.599999904632568,4.960000038146973,2508000.0,,,,,
2025-04-02,4.889999866485596,5.0,4.210000038146973,4.940000057220459,240700.0,,,,,
2025-04-03,4.599999904632568,4.849999904632568,4.561999797821045,4.679999828338623,105700.0,,,,,
2025-04-04,4.514999866485596,4.824999809265137,4.5,4.599999904632568,57200.0,,,,,
2025-04-07,4.619999885559082,4.775000095367432,4.369999885559082,4.369999885559082,133400.0,,,,,
2025-04-08,4.840000152587891,5.199999809265137,4.510000228881836,4.730000019073486,370400.0,,,,,
2025-04-09,4.800000190734863,4.929999828338623,4.710000038146973,4.840000152587891,37000.0,,,,,
2025-04-10,4.770999908447266,4.968999862670898,4.699999809265137,4.920000076293945,27800.0,,,,,
2025-04-11,4.880000114440918,5.122000217437744,4.730000019073486,4.900000095367432,464300.0,,,,,
2025-04-14,5.360000133514404,5.400000095367432,4.660999774932861,4.880000114440918,742300.0,,,,,
2025-04-15,4.646999835968018,5.229000091552734,4.380000114440918,4.724999904632568,154100.0,,,,,
2025-04-16,4.96999979019165,5.15500020980835,4.440000057220459,4.550000190734863,286000.0,,,,,
2025-04-17,5.105000019073486,6.224999904632568,5.010000228881836,5.190000057220459,89200.0,,,,,
2025-04-21,5.150000095367432,5.447999954223633,4.860000133514404,4.9710001945495605,753200.0,,,,,
2025-04-22,5.849999904632568,6.0,5.03000020980835,5.179999828338623,769500.0,,,,,
2025-04-23,7.320000171661377,7.869999885559082,5.869999885559082,5.900000095367432,316000.0,,,,,
2025-04-24,9.140000343322754,9.5,7.300000190734863,7.449999809265137,148800.0,,,,,
2025-04-25,9.0,9.5,8.65999984741211,9.039999961853027,1339800.0,,,,,
2025-04-28,9.489999771118164,9.5,8.75,8.930000305175781,1583200.0,,,,,
2025-04-29,9.5600004196167,10.239999771118164,8.821999549865723,9.489999771118164,2165500.0,,,,,
2025-04-30,9.420000076293944,10.107000350952148,9.170000076293944,9.5600004196167,334100.0,,,,,
2025-05-01,8.859999656677246,9.779999732971191,8.550000190734863,9.359999656677246,1510400.0,,,,,
2025-05-02,9.199999809265137,9.329999923706056,8.890000343322754,8.930000305175781,2173700.0,,,,,
2025-05-05,3.0899999141693115,9.390000343322754,1.4600000381469729,9.170000076293944,10232000.0,,,,,
2025-05-06,2.619999885559082,2.809999942779541,2.0799999237060547,2.450000047683716,2439800.0,,,,,
2025-05-07,2.7799999713897705,3.0299999713897705,2.650000095367432,2.680000066757202,1142100.0,,,,,
2025-05-08,2.640000104904175,2.7799999713897705,2.4100000858306885,2.700000047683716,743800.0,,,,,
2025-05-09,2.7699999809265137,2.819999933242798,2.509999990463257,2.650000095367432,398600.0,,,,,
2025-05-12,2.8399999141693115,2.950000047683716,2.5799999237060547,2.7699999809265137,546500.0,,,,,
2025-05-13,2.6600000858306885,2.9800000190734863,2.6419999599456787,2.9800000190734863,299000.0,,,,,
2025-05-14,2.690000057220459,2.765000104904175,2.380000114440918,2.6600000858306885,514400.0,,,,,
2025-05-15,2.7799999713897705,2.799999952316284,2.5999999046325684,2.740000009536743,473500.0,,,,,
2025-05-16,2.940000057220459,3.0999999046325684,2.559999942779541,2.559999942779541,422500.0,,,,,
2025-05-19,2.880000114440918,2.940000057220459,2.75,2.940000057220459,129200.0,,,,,
2025-05-20,2.740000009536743,2.970000028610229,2.650000095367432,2.970000028610229,256800.0,,,,,
2025-05-21,2.720000028610229,2.809999942779541,2.5999999046325684,2.694000005722046,130300.0,,,,,
2025-05-22,2.7699999809265137,2.884999990463257,2.630000114440918,2.7100000381469727,75500.0,,,,,
2025-05-23,2.9100000858306885,3.109999895095825,2.6410000324249268,2.7300000190734863,1360400.0,,,,,
2025-05-27,2.859999895095825,2.950000047683716,2.75,2.9100000858306885,331700.0,,,,,
2025-05-28,3.0,3.049999952316284,2.759999990463257,2.890000104904175,1887500.0,,,,,
2025-05-29,3.0,3.049999952316284,2.9100000858306885,3.049999952316284,123200.0,,,,,
2025-05-30,3.049999952316284,3.0999999046325684,2.869999885559082,3.0,103800.0,,,,,
2025-06-02,3.109999895095825,3.711999893188477,2.7799999713897705,3.0899999141693115,1159200.0,,,,,
2025-06-03,2.890000104904175,3.130000114440918,2.799999952316284,3.0299999713897705,112800.0,,,,,
2025-06-04,2.970000028610229,3.049999952316284,2.8299999237060547,2.8299999237060547,136000.0,,,,,
2025-06-05,2.950000047683716,3.0999999046325684,2.8499999046325684,2.9600000381469727,234300.0,,,,,
