Date,Close,High,Low,Open,Volume,"('Close', 'FATE')","('High', 'FATE')","('Low', 'FATE')","('Open', 'FATE')","('Volume', 'FATE')"
2024-06-03,3.670000076293945,3.799999952316284,3.549999952316284,3.690000057220459,3873300.0,,,,,
2024-06-04,3.660000085830689,3.829999923706055,3.5899999141693115,3.640000104904175,1339000.0,,,,,
2024-06-05,3.759999990463257,3.7699999809265137,3.609999895095825,3.660000085830689,1658100.0,,,,,
2024-06-06,3.799999952316284,3.839999914169312,3.640000104904175,3.839999914169312,2106400.0,,,,,
2024-06-07,3.680000066757202,3.829999923706055,3.650000095367432,3.759999990463257,1100400.0,,,,,
2024-06-10,3.859999895095825,3.880000114440918,3.470000028610229,3.5799999237060547,2094100.0,,,,,
2024-06-11,3.890000104904175,3.9700000286102295,3.759999990463257,3.7799999713897705,1294800.0,,,,,
2024-06-12,3.7699999809265137,4.190000057220459,3.7300000190734863,4.010000228881836,1688600.0,,,,,
2024-06-13,3.759999990463257,3.940000057220459,3.7300000190734863,3.829999923706055,926800.0,,,,,
2024-06-14,3.609999895095825,3.7699999809265137,3.5799999237060547,3.700000047683716,2203500.0,,,,,
2024-06-17,3.569999933242798,4.070000171661377,3.539999961853028,3.930000066757202,2876700.0,,,,,
2024-06-18,3.4100000858306885,3.5899999141693115,3.200000047683716,3.559999942779541,3018300.0,,,,,
2024-06-20,3.5899999141693115,3.670000076293945,3.299999952316284,3.4100000858306885,2557800.0,,,,,
2024-06-21,3.759999990463257,3.809999942779541,3.609999895095825,3.650000095367432,7781200.0,,,,,
2024-06-24,3.839999914169312,3.9800000190734863,3.759999990463257,3.759999990463257,1298400.0,,,,,
2024-06-25,3.7200000286102295,3.930000066757202,3.7200000286102295,3.829999923706055,802400.0,,,,,
2024-06-26,3.259999990463257,3.660000085830689,3.25,3.640000104904175,1606400.0,,,,,
2024-06-27,3.2699999809265137,3.3499999046325684,3.0999999046325684,3.259999990463257,1090400.0,,,,,
2024-06-28,3.2799999713897705,3.299999952316284,3.130000114440918,3.25,3809500.0,,,,,
2024-07-01,3.259999990463257,3.390000104904175,3.2100000381469727,3.299999952316284,1035200.0,,,,,
2024-07-02,3.220000028610229,3.25,3.0899999141693115,3.2300000190734863,1227400.0,,,,,
2024-07-03,3.1600000858306885,3.359999895095825,3.140000104904175,3.2100000381469727,581500.0,,,,,
2024-07-05,3.1700000762939453,3.1700000762939453,3.0899999141693115,3.1700000762939453,1168100.0,,,,,
2024-07-08,3.119999885559082,3.3399999141693115,3.109999895095825,3.190000057220459,983300.0,,,,,
2024-07-09,3.130000114440918,3.1700000762939453,3.0299999713897705,3.0999999046325684,1322300.0,,,,,
2024-07-10,3.119999885559082,3.200000047683716,3.059999942779541,3.1700000762939453,938100.0,,,,,
2024-07-11,3.400000095367432,3.4600000381469727,3.220000028610229,3.220000028610229,2397500.0,,,,,
2024-07-12,3.609999895095825,3.7100000381469727,3.390000104904175,3.440000057220459,1996000.0,,,,,
2024-07-15,3.890000104904175,3.910000085830689,3.549999952316284,3.670000076293945,2331600.0,,,,,
2024-07-16,4.550000190734863,5.0,3.920000076293945,3.920000076293945,7655600.0,,,,,
2024-07-17,4.460000038146973,4.739999771118164,4.28000020980835,4.409999847412109,3450300.0,,,,,
2024-07-18,4.309999942779541,4.579999923706055,4.21999979019165,4.429999828338623,2613700.0,,,,,
2024-07-19,4.269999980926514,4.389999866485596,4.170000076293945,4.300000190734863,1004200.0,,,,,
2024-07-22,4.559999942779541,4.590000152587891,4.159999847412109,4.329999923706055,1430100.0,,,,,
2024-07-23,5.570000171661377,5.630000114440918,4.519999980926514,4.53000020980835,3372700.0,,,,,
2024-07-24,5.179999828338623,5.71999979019165,5.159999847412109,5.440000057220459,2906100.0,,,,,
2024-07-25,5.400000095367432,5.679999828338623,5.179999828338623,5.190000057220459,1467200.0,,,,,
2024-07-26,5.440000057220459,5.920000076293945,5.340000152587891,5.590000152587891,1440300.0,,,,,
2024-07-29,5.409999847412109,5.679999828338623,5.320000171661377,5.429999828338623,1311100.0,,,,,
2024-07-30,5.130000114440918,5.579999923706055,5.070000171661377,5.409999847412109,2984900.0,,,,,
2024-07-31,5.329999923706055,5.75,5.010000228881836,5.150000095367432,2013900.0,,,,,
2024-08-01,4.880000114440918,5.489999771118164,4.869999885559082,5.349999904632568,1803700.0,,,,,
2024-08-02,4.630000114440918,4.659999847412109,4.340000152587891,4.480000019073486,2528100.0,,,,,
2024-08-05,4.190000057220459,4.550000190734863,4.050000190734863,4.110000133514404,2014100.0,,,,,
2024-08-06,4.289999961853027,4.610000133514404,4.03000020980835,4.230000019073486,1375600.0,,,,,
2024-08-07,3.9800000190734863,4.480000019073486,3.900000095367432,4.400000095367432,1543900.0,,,,,
2024-08-08,3.619999885559082,4.090000152587891,3.5,4.0,3317400.0,,,,,
2024-08-09,3.369999885559082,3.7100000381469727,3.319999933242798,3.640000104904175,2762000.0,,,,,
2024-08-12,3.3299999237060547,3.440000057220459,3.2300000190734863,3.440000057220459,1699800.0,,,,,
2024-08-13,3.3399999141693115,3.440000057220459,3.25,3.3399999141693115,1102700.0,,,,,
2024-08-14,3.2699999809265137,3.539999961853028,3.2100000381469727,3.380000114440918,1579900.0,,,,,
2024-08-15,3.390000104904175,3.509999990463257,3.2699999809265137,3.430000066757202,1638300.0,,,,,
2024-08-16,3.400000095367432,3.450000047683716,3.259999990463257,3.369999885559082,1416900.0,,,,,
2024-08-19,3.630000114440918,3.7200000286102295,3.369999885559082,3.4100000858306885,2831100.0,,,,,
2024-08-20,3.670000076293945,3.700000047683716,3.4100000858306885,3.619999885559082,1116600.0,,,,,
2024-08-21,3.910000085830689,4.019999980926514,3.5799999237060547,3.7200000286102295,1432800.0,,,,,
2024-08-22,3.7699999809265137,4.130000114440918,3.7200000286102295,3.9600000381469727,1625300.0,,,,,
2024-08-23,3.839999914169312,3.9600000381469727,3.7100000381469727,3.829999923706055,1175800.0,,,,,
2024-08-26,3.880000114440918,3.920000076293945,3.7200000286102295,3.920000076293945,782700.0,,,,,
2024-08-27,3.5899999141693115,3.900000095367432,3.549999952316284,3.819999933242798,1511800.0,,,,,
2024-08-28,3.509999990463257,3.640000104904175,3.430000066757202,3.549999952316284,1078500.0,,,,,
2024-08-29,3.539999961853028,3.660000085830689,3.470000028610229,3.539999961853028,928500.0,,,,,
2024-08-30,3.670000076293945,3.680000066757202,3.4800000190734863,3.5799999237060547,1048300.0,,,,,
2024-09-03,3.450000047683716,3.670000076293945,3.3299999237060547,3.650000095367432,1634100.0,,,,,
2024-09-04,3.5199999809265137,3.640000104904175,3.3399999141693115,3.4100000858306885,843500.0,,,,,
2024-09-05,3.549999952316284,3.619999885559082,3.4200000762939453,3.5299999713897705,789700.0,,,,,
2024-09-06,3.390000104904175,3.640000104904175,3.3299999237060547,3.559999942779541,718600.0,,,,,
2024-09-09,3.450000047683716,3.5199999809265137,3.3499999046325684,3.400000095367432,832400.0,,,,,
2024-09-10,3.819999933242798,3.859999895095825,3.4200000762939453,3.4800000190734863,955000.0,,,,,
2024-09-11,3.880000114440918,3.890000104904175,3.5999999046325684,3.7799999713897705,1011700.0,,,,,
2024-09-12,3.740000009536743,3.9800000190734863,3.700000047683716,3.900000095367432,701800.0,,,,,
