Date,Close,High,Low,Open,Volume,"('Close', 'OPTT')","('High', 'OPTT')","('Low', 'OPTT')","('Open', 'OPTT')","('Volume', 'OPTT')"
2024-06-03,0.1899999976158142,0.2000000029802322,0.1700000017881393,0.1800000071525573,5989100.0,,,,,
2024-06-04,0.1700000017881393,0.1899999976158142,0.1700000017881393,0.1899999976158142,4039700.0,,,,,
2024-06-05,0.1800000071525573,0.1899999976158142,0.1800000071525573,0.1899999976158142,10123600.0,,,,,
2024-06-06,0.1599999964237213,0.1800000071525573,0.1599999964237213,0.1700000017881393,5995100.0,,,,,
2024-06-07,0.1500000059604644,0.1599999964237213,0.1500000059604644,0.1599999964237213,6818100.0,,,,,
2024-06-10,0.1500000059604644,0.1599999964237213,0.1400000005960464,0.1599999964237213,4148500.0,,,,,
2024-06-11,0.1500000059604644,0.1500000059604644,0.1400000005960464,0.1500000059604644,3059400.0,,,,,
2024-06-12,0.1500000059604644,0.1599999964237213,0.1500000059604644,0.1500000059604644,1788100.0,,,,,
2024-06-13,0.1500000059604644,0.1599999964237213,0.1500000059604644,0.1599999964237213,3437400.0,,,,,
2024-06-14,0.1400000005960464,0.1500000059604644,0.1299999952316284,0.1500000059604644,2901800.0,,,,,
2024-06-17,0.1299999952316284,0.1400000005960464,0.1299999952316284,0.1400000005960464,2420900.0,,,,,
2024-06-18,0.1299999952316284,0.1299999952316284,0.1199999973177909,0.1299999952316284,2898900.0,,,,,
2024-06-20,0.1299999952316284,0.1299999952316284,0.1199999973177909,0.1199999973177909,2303600.0,,,,,
2024-06-21,0.1299999952316284,0.1400000005960464,0.1299999952316284,0.1299999952316284,2228100.0,,,,,
2024-06-24,0.1400000005960464,0.1500000059604644,0.1299999952316284,0.1400000005960464,5402300.0,,,,,
2024-06-25,0.1299999952316284,0.1400000005960464,0.1299999952316284,0.1400000005960464,1853900.0,,,,,
2024-06-26,0.1800000071525573,0.270000010728836,0.1800000071525573,0.1800000071525573,403537200.0,,,,,
2024-06-27,0.1599999964237213,0.1800000071525573,0.1500000059604644,0.1800000071525573,50937200.0,,,,,
2024-06-28,0.2000000029802322,0.2399999946355819,0.1800000071525573,0.2199999988079071,91138800.0,,,,,
