Date,Close,High,Low,Open,Volume,"('Close', 'VNDA')","('High', 'VNDA')","('Low', 'VNDA')","('Open', 'VNDA')","('Volume', 'VNDA')"
2024-06-03,5.119999885559082,5.300000190734863,5.090000152587891,5.170000076293945,630000.0,,,,,
2024-06-04,5.03000020980835,5.190000057220459,4.960000038146973,5.150000095367432,932200.0,,,,,
2024-06-05,5.050000190734863,5.090000152587891,4.920000076293945,5.03000020980835,507300.0,,,,,
2024-06-06,6.269999980926514,6.559999942779541,6.130000114440918,6.46999979019165,9809000.0,,,,,
2024-06-07,6.119999885559082,6.429999828338623,6.090000152587891,6.269999980926514,2014200.0,,,,,
2024-06-10,5.980000019073486,6.159999847412109,5.880000114440918,6.050000190734863,852700.0,,,,,
2024-06-11,5.989999771118164,6.010000228881836,5.809999942779541,5.900000095367432,776400.0,,,,,
2024-06-12,5.920000076293945,6.130000114440918,5.849999904632568,6.0,749300.0,,,,,
2024-06-13,6.5,6.75,6.199999809265137,6.5,4269700.0,,,,,
2024-06-14,6.239999771118164,6.670000076293945,6.230000019073486,6.460000038146973,1134900.0,,,,,
2024-06-17,6.349999904632568,6.630000114440918,6.099999904632568,6.300000190734863,1120000.0,,,,,
2024-06-18,6.340000152587891,6.460000038146973,6.179999828338623,6.409999847412109,1040600.0,,,,,
2024-06-20,5.980000019073486,6.199999809265137,5.739999771118164,5.909999847412109,1798400.0,,,,,
2024-06-21,6.119999885559082,6.190000057220459,5.940000057220459,5.980000019073486,1422200.0,,,,,
2024-06-24,5.980000019073486,6.159999847412109,5.929999828338623,6.119999885559082,640400.0,,,,,
2024-06-25,6.139999866485596,6.25,5.909999847412109,5.909999847412109,632900.0,,,,,
2024-06-26,5.980000019073486,6.119999885559082,5.849999904632568,6.03000020980835,769100.0,,,,,
2024-06-27,5.809999942779541,5.929999828338623,5.739999771118164,5.739999771118164,639400.0,,,,,
2024-06-28,5.650000095367432,5.849999904632568,5.449999809265137,5.849999904632568,2264600.0,,,,,
2024-07-01,5.579999923706055,5.789999961853027,5.570000171661377,5.679999828338623,546100.0,,,,,
2024-07-02,5.269999980926514,5.610000133514404,5.210000038146973,5.579999923706055,1320200.0,,,,,
2024-07-03,5.360000133514404,5.440000057220459,5.269999980926514,5.269999980926514,628200.0,,,,,
2024-07-05,5.239999771118164,5.329999923706055,5.159999847412109,5.300000190734863,908800.0,,,,,
2024-07-08,5.269999980926514,5.389999866485596,5.239999771118164,5.269999980926514,557700.0,,,,,
2024-07-09,5.320000171661377,5.349999904632568,5.210000038146973,5.269999980926514,448400.0,,,,,
2024-07-10,5.210000038146973,5.349999904632568,5.130000114440918,5.340000152587891,557000.0,,,,,
2024-07-11,5.800000190734863,5.900000095367432,5.349999904632568,5.46999979019165,1345000.0,,,,,
2024-07-12,5.920000076293945,5.960000038146973,5.789999961853027,5.889999866485596,884800.0,,,,,
2024-07-15,6.019999980926514,6.079999923706055,5.75,5.75,873700.0,,,,,
2024-07-16,6.230000019073486,6.260000228881836,6.050000190734863,6.059999942779541,1024200.0,,,,,
2024-07-17,6.21999979019165,6.260000228881836,6.110000133514404,6.159999847412109,802900.0,,,,,
2024-07-18,6.070000171661377,6.329999923706055,5.889999866485596,6.150000095367432,890000.0,,,,,
2024-07-19,6.110000133514404,6.139999866485596,5.940000057220459,6.079999923706055,549400.0,,,,,
2024-07-22,6.340000152587891,6.369999885559082,6.059999942779541,6.110000133514404,764900.0,,,,,
2024-07-23,6.300000190734863,6.349999904632568,6.179999828338623,6.320000171661377,630900.0,,,,,
2024-07-24,6.170000076293945,6.340000152587891,6.159999847412109,6.260000228881836,415100.0,,,,,
2024-07-25,6.150000095367432,6.329999923706055,6.010000228881836,6.050000190734863,445600.0,,,,,
2024-07-26,6.179999828338623,6.260000228881836,6.099999904632568,6.21999979019165,357300.0,,,,,
2024-07-29,6.0,6.210000038146973,5.900000095367432,6.199999809265137,615400.0,,,,,
2024-07-30,5.840000152587891,6.039999961853027,5.809999942779541,6.010000228881836,523500.0,,,,,
2024-07-31,5.840000152587891,5.989999771118164,5.800000190734863,5.889999866485596,669800.0,,,,,
