Date,Close,High,Low,Open,Volume,"('Close', 'STIM')","('High', 'STIM')","('Low', 'STIM')","('Open', 'STIM')","('Volume', 'STIM')"
2024-06-03,1.919999957084656,2.184999942779541,1.8600000143051147,1.940000057220459,176200.0,,,,,
2024-06-04,1.899999976158142,1.9479999542236328,1.8200000524520876,1.919999957084656,75600.0,,,,,
2024-06-05,1.909999966621399,2.0360000133514404,1.909999966621399,1.9299999475479128,123500.0,,,,,
2024-06-06,2.0299999713897705,2.1029999256134038,1.899999976158142,1.9299999475479128,143100.0,,,,,
2024-06-07,2.240000009536743,2.2799999713897705,2.109999895095825,2.119999885559082,167800.0,,,,,
2024-06-10,2.0199999809265137,2.359999895095825,1.9900000095367432,2.200000047683716,332900.0,,,,,
2024-06-11,2.009999990463257,2.0899999141693115,1.940000057220459,2.0,122100.0,,,,,
2024-06-12,2.0199999809265137,2.130000114440918,2.0,2.009999990463257,133700.0,,,,,
2024-06-13,2.059999942779541,2.0999999046325684,2.0199999809265137,2.049999952316284,97100.0,,,,,
2024-06-14,2.0199999809265137,2.07699990272522,1.940000057220459,2.059999942779541,99300.0,,,,,
2024-06-17,1.909999966621399,2.0199999809265137,1.870000004768372,2.0,173300.0,,,,,
2024-06-18,1.8200000524520876,1.9700000286102293,1.8200000524520876,1.9299999475479128,86600.0,,,,,
2024-06-20,1.7899999618530271,1.8899999856948853,1.7699999809265137,1.830000042915344,78200.0,,,,,
2024-06-21,1.830000042915344,1.919999957084656,1.7999999523162842,1.850000023841858,109600.0,,,,,
2024-06-24,1.7699999809265137,1.870000004768372,1.7300000190734863,1.809999942779541,169900.0,,,,,
2024-06-25,1.7300000190734863,1.7899999618530271,1.7000000476837158,1.7599999904632568,148600.0,,,,,
2024-06-26,1.7300000190734863,1.7799999713897705,1.7000000476837158,1.7100000381469729,83000.0,,,,,
2024-06-27,1.8200000524520876,1.840000033378601,1.7200000286102295,1.7200000286102295,88700.0,,,,,
2024-06-28,1.7999999523162842,1.950000047683716,1.75,1.8600000143051147,173500.0,,,,,
2024-07-01,1.75,1.8799999952316284,1.7130000591278076,1.8200000524520876,354900.0,,,,,
2024-07-02,1.75,1.830000042915344,1.7100000381469729,1.7599999904632568,58200.0,,,,,
2024-07-03,1.7799999713897705,1.7999999523162842,1.75,1.7699999809265137,19600.0,,,,,
2024-07-05,1.840000033378601,1.8600000143051147,1.7799999713897705,1.7899999618530271,36100.0,,,,,
2024-07-08,1.7899999618530271,1.899999976158142,1.7899999618530271,1.850000023841858,78100.0,,,,,
2024-07-09,1.8200000524520876,1.830000042915344,1.7699999809265137,1.7999999523162842,71400.0,,,,,
2024-07-10,1.850000023841858,1.9700000286102293,1.809999942779541,1.950000047683716,206400.0,,,,,
2024-07-11,1.870000004768372,1.909999966621399,1.8489999771118164,1.8600000143051147,109900.0,,,,,
2024-07-12,1.870000004768372,1.909999966621399,1.850000023841858,1.8899999856948853,86100.0,,,,,
2024-07-15,1.8899999856948853,1.8899999856948853,1.8229999542236328,1.870000004768372,102000.0,,,,,
2024-07-16,2.0,2.049999952316284,1.8899999856948853,1.919999957084656,190500.0,,,,,
2024-07-17,2.0,2.039999961853028,1.940000057220459,1.9900000095367432,130200.0,,,,,
2024-07-18,1.899999976158142,2.0299999713897705,1.875,2.0299999713897705,141100.0,,,,,
2024-07-19,1.924999952316284,1.940000057220459,1.8600000143051147,1.919999957084656,106700.0,,,,,
2024-07-22,1.909999966621399,1.9880000352859497,1.875,1.919999957084656,118400.0,,,,,
2024-07-23,1.909999966621399,1.9299999475479128,1.8799999952316284,1.909999966621399,160200.0,,,,,
2024-07-24,1.8799999952316284,1.955000042915344,1.8550000190734863,1.909999966621399,80400.0,,,,,
2024-07-25,1.8899999856948853,1.9700000286102293,1.830000042915344,1.8799999952316284,116100.0,,,,,
2024-07-26,1.8899999856948853,1.9700000286102293,1.8899999856948853,1.940000057220459,92600.0,,,,,
2024-07-29,1.899999976158142,1.909999966621399,1.850000023841858,1.8899999856948853,135500.0,,,,,
2024-07-30,1.840000033378601,1.9450000524520876,1.830000042915344,1.919999957084656,324800.0,,,,,
2024-07-31,1.870000004768372,1.909999966621399,1.850000023841858,1.850000023841858,235900.0,,,,,
2024-08-01,1.7799999713897705,1.899999976158142,1.7699999809265137,1.840000033378601,229400.0,,,,,
2024-08-02,1.7999999523162842,1.8600000143051147,1.7300000190734863,1.75,122600.0,,,,,
2024-08-05,1.7799999713897705,1.7799999713897705,1.6299999952316284,1.75,155800.0,,,,,
2024-08-06,1.7999999523162842,1.809999942779541,1.7400000095367432,1.7699999809265137,45600.0,,,,,
2024-08-07,1.870000004768372,1.909999966621399,1.7899999618530271,1.7999999523162842,117700.0,,,,,
2024-08-08,1.870000004768372,1.899999976158142,1.809000015258789,1.899999976158142,123700.0,,,,,
2024-08-09,1.7799999713897705,1.8899999856948853,1.7799999713897705,1.8899999856948853,85100.0,,,,,
2024-08-12,0.7450000047683716,1.309999942779541,0.7400000095367432,1.25,7369000.0,,,,,
