Date,Close,High,Low,Open,Volume,"('Close', 'XTNT')","('High', 'XTNT')","('Low', 'XTNT')","('Open', 'XTNT')","('Volume', 'XTNT')"
2024-06-03,0.7300000190734863,0.7300000190734863,0.7099999785423279,0.7300000190734863,166200.0,,,,,
2024-06-04,0.7200000286102295,0.7300000190734863,0.7099999785423279,0.7300000190734863,79200.0,,,,,
2024-06-05,0.699999988079071,0.7300000190734863,0.699999988079071,0.7200000286102295,40900.0,,,,,
2024-06-06,0.7099999785423279,0.7200000286102295,0.699999988079071,0.7099999785423279,72500.0,,,,,
2024-06-07,0.7200000286102295,0.7200000286102295,0.7099999785423279,0.7200000286102295,22000.0,,,,,
2024-06-10,0.6800000071525574,0.7200000286102295,0.6800000071525574,0.7200000286102295,138500.0,,,,,
2024-06-11,0.6899999976158142,0.7200000286102295,0.6800000071525574,0.7099999785423279,31300.0,,,,,
2024-06-12,0.7400000095367432,0.7599999904632568,0.699999988079071,0.7099999785423279,153800.0,,,,,
2024-06-13,0.7300000190734863,0.75,0.7200000286102295,0.7400000095367432,10300.0,,,,,
2024-06-14,0.75,0.7599999904632568,0.7200000286102295,0.7200000286102295,61200.0,,,,,
2024-06-17,0.75,0.7599999904632568,0.75,0.75,7300.0,,,,,
2024-06-18,0.699999988079071,0.7599999904632568,0.699999988079071,0.75,74100.0,,,,,
2024-06-20,0.699999988079071,0.7400000095367432,0.6899999976158142,0.699999988079071,10700.0,,,,,
2024-06-21,0.6800000071525574,0.7200000286102295,0.6800000071525574,0.699999988079071,91800.0,,,,,
2024-06-24,0.6299999952316284,0.699999988079071,0.6000000238418579,0.6899999976158142,543600.0,,,,,
2024-06-25,0.6499999761581421,0.6800000071525574,0.6399999856948853,0.6399999856948853,30500.0,,,,,
2024-06-26,0.6299999952316284,0.6499999761581421,0.6200000047683716,0.6499999761581421,33700.0,,,,,
2024-06-27,0.6399999856948853,0.6499999761581421,0.6200000047683716,0.6200000047683716,25000.0,,,,,
2024-06-28,0.6299999952316284,0.6399999856948853,0.6200000047683716,0.6399999856948853,56400.0,,,,,
2024-07-01,0.6399999856948853,0.6399999856948853,0.6200000047683716,0.6299999952316284,55400.0,,,,,
2024-07-02,0.6299999952316284,0.6700000166893005,0.6299999952316284,0.6399999856948853,22000.0,,,,,
2024-07-03,0.6499999761581421,0.6600000262260437,0.6399999856948853,0.6499999761581421,7700.0,,,,,
2024-07-05,0.6600000262260437,0.6700000166893005,0.6499999761581421,0.6499999761581421,24800.0,,,,,
2024-07-08,0.6600000262260437,0.6700000166893005,0.6499999761581421,0.6700000166893005,14700.0,,,,,
2024-07-09,0.6600000262260437,0.6700000166893005,0.6600000262260437,0.6600000262260437,14300.0,,,,,
2024-07-10,0.6700000166893005,0.6899999976158142,0.6299999952316284,0.6899999976158142,44600.0,,,,,
2024-07-11,0.6600000262260437,0.6700000166893005,0.6399999856948853,0.6700000166893005,95800.0,,,,,
2024-07-12,0.7099999785423279,0.7099999785423279,0.6499999761581421,0.6499999761581421,86500.0,,,,,
2024-07-15,0.7200000286102295,0.7799999713897705,0.6899999976158142,0.75,46900.0,,,,,
