Date,Close,High,Low,Open,Volume,"('Close', 'GLE')","('High', 'GLE')","('Low', 'GLE')","('Open', 'GLE')","('Volume', 'GLE')"
2024-09-20,4.179999828338623,5.239999771118164,4.170000076293945,5.150000095367432,1029400.0,,,,,
2024-09-23,4.539999961853027,5.159999847412109,4.25,4.25,1267500.0,,,,,
2024-09-24,4.550000190734863,4.869999885559082,4.420000076293945,4.820000171661377,552400.0,,,,,
2024-09-25,4.420000076293945,4.744999885559082,4.400000095367432,4.519999980926514,233900.0,,,,,
2024-09-26,4.545000076293945,4.880000114440918,4.420000076293945,4.420000076293945,78700.0,,,,,
2024-09-27,4.550000190734863,4.760000228881836,4.449999809265137,4.570000171661377,292000.0,,,,,
2024-09-30,4.590000152587891,4.650000095367432,4.21999979019165,4.489999771118164,252500.0,,,,,
2024-10-01,4.460000038146973,4.679999828338623,4.449999809265137,4.639999866485596,39300.0,,,,,
2024-10-02,4.426000118255615,4.539999961853027,4.420000076293945,4.449999809265137,38300.0,,,,,
2024-10-03,4.570000171661377,4.599999904632568,4.449999809265137,4.599999904632568,78700.0,,,,,
2024-10-04,4.610000133514404,4.670000076293945,4.500999927520752,4.570000171661377,70300.0,,,,,
2024-10-07,4.550000190734863,4.75,4.460000038146973,4.690000057220459,138200.0,,,,,
2024-10-08,3.890000104904175,4.671000003814697,3.75,4.550000190734863,146800.0,,,,,
2024-10-09,4.227000236511231,4.400000095367432,3.809999942779541,3.809999942779541,90000.0,,,,,
2024-10-10,4.394999980926514,4.670000076293945,4.199999809265137,4.199999809265137,233400.0,,,,,
2024-10-11,4.559999942779541,4.559999942779541,4.059999942779541,4.550000190734863,43900.0,,,,,
2024-10-14,4.519999980926514,4.690999984741211,4.190000057220459,4.599999904632568,38800.0,,,,,
2024-10-15,4.25,4.519999980926514,4.039999961853027,4.5,58300.0,,,,,
2024-10-16,4.320000171661377,4.400000095367432,4.199999809265137,4.199999809265137,49200.0,,,,,
2024-10-17,4.28000020980835,4.389999866485596,4.000999927520752,4.190000057220459,76400.0,,,,,
2024-10-18,4.507999897003174,4.507999897003174,4.28000020980835,4.349999904632568,109000.0,,,,,
2024-10-21,4.473999977111816,4.645999908447266,4.400000095367432,4.599999904632568,167000.0,,,,,
2024-10-22,4.429999828338623,4.579999923706055,4.415999889373779,4.449999809265137,17900.0,,,,,
2024-10-23,4.409999847412109,4.599999904632568,4.400000095367432,4.53000020980835,15300.0,,,,,
2024-10-24,4.150000095367432,4.539999961853027,3.950000047683716,4.539999961853027,85700.0,,,,,
2024-10-25,4.139999866485596,4.349999904632568,4.059999942779541,4.164999961853027,31700.0,,,,,
2024-10-28,3.849999904632568,4.139999866485596,3.849999904632568,4.079999923706055,17100.0,,,,,
2024-10-29,3.859999895095825,4.168000221252441,3.849999904632568,3.910000085830689,39000.0,,,,,
2024-10-30,3.799999952316284,4.241000175476074,3.799999952316284,3.950000047683716,32900.0,,,,,
2024-10-31,3.740000009536743,3.9800000190734863,3.369999885559082,3.900000095367432,20900.0,,,,,
2024-11-01,3.869999885559082,4.380000114440918,3.740000009536743,3.740000009536743,8400.0,,,,,
