Date,Close,High,Low,Open,Volume,"('Close', 'ASST')","('High', 'ASST')","('Low', 'ASST')","('Open', 'ASST')","('Volume', 'ASST')"
2024-06-03,2.3499999046325684,2.3949999809265137,1.8650000095367432,2.2249999046325684,91600.0,,,,,
2024-06-04,2.180000066757202,2.299999952316284,1.950000047683716,2.2300000190734863,41020.0,,,,,
2024-06-05,2.734999895095825,3.1050000190734863,1.899999976158142,2.0,927640.0,,,,,
2024-06-06,2.4549999237060547,2.650000095367432,2.065000057220459,2.380000114440918,226620.0,,,,,
2024-06-07,2.505000114440918,2.8299999237060547,2.2950000762939453,2.2950000762939453,167560.0,,,,,
2024-06-10,2.4049999713897705,2.700000047683716,2.3499999046325684,2.575000047683716,21100.0,,,,,
2024-06-11,2.299999952316284,2.375,2.130000114440918,2.3499999046325684,28800.0,,,,,
2024-06-12,2.184999942779541,2.4749999046325684,2.150000095367432,2.3350000381469727,13080.0,,,,,
2024-06-13,1.975000023841858,2.200000047683716,1.955000042915344,2.119999885559082,64200.0,,,,,
2024-06-14,2.244999885559082,2.325000047683716,1.950000047683716,1.955000042915344,38980.0,,,,,
2024-06-17,2.140000104904175,2.240000009536743,1.899999976158142,2.180000066757202,19780.0,,,,,
2024-06-18,2.0,2.049999952316284,1.899999976158142,2.039999961853028,18700.0,,,,,
2024-06-20,1.9299999475479128,2.095000028610229,1.9299999475479128,2.0199999809265137,24920.0,,,,,
2024-06-21,1.899999976158142,1.9850000143051147,1.8550000190734863,1.899999976158142,21040.0,,,,,
2024-06-24,1.840000033378601,1.995000004768372,1.8049999475479128,1.995000004768372,38140.0,,,,,
2024-06-25,1.899999976158142,1.950000047683716,1.8049999475479128,1.830000042915344,18580.0,,,,,
2024-06-26,1.8600000143051147,2.0,1.8049999475479128,2.0,15040.0,,,,,
2024-06-27,1.840000033378601,1.924999952316284,1.7999999523162842,1.7999999523162842,7900.0,,,,,
2024-06-28,1.8799999952316284,1.899999976158142,1.5199999809265137,1.75,95820.0,,,,,
2024-07-01,1.6100000143051147,1.8200000524520876,1.600000023841858,1.8200000524520876,117500.0,,,,,
2024-07-02,1.6299999952316284,1.840000033378601,1.5,1.600000023841858,181300.0,,,,,
2024-07-03,1.440000057220459,1.690000057220459,1.3600000143051147,1.659999966621399,108600.0,,,,,
2024-07-05,1.2899999618530271,1.4199999570846558,1.2799999713897705,1.399999976158142,81000.0,,,,,
2024-07-08,1.4600000381469729,1.5520000457763672,1.25,1.2999999523162842,97600.0,,,,,
2024-07-09,1.6549999713897705,1.7100000381469729,1.4700000286102295,1.4700000286102295,152600.0,,,,,
2024-07-10,2.0799999237060547,2.150000095367432,1.5499999523162842,1.6299999952316284,599900.0,,,,,
2024-07-11,1.6200000047683716,2.0,1.5,1.8899999856948853,95000.0,,,,,
2024-07-12,1.5850000381469729,1.7200000286102295,1.5499999523162842,1.7200000286102295,26700.0,,,,,
2024-07-15,1.559999942779541,1.6299999952316284,1.4900000095367432,1.6299999952316284,17200.0,,,,,
2024-07-16,1.5700000524520874,1.5700000524520874,1.4600000381469729,1.5399999618530271,671500.0,,,,,
2024-07-17,1.8600000143051147,2.039999961853028,1.6799999475479126,1.9299999475479128,8806200.0,,,,,
2024-07-18,1.7799999713897705,2.039999961853028,1.75,1.7699999809265137,755600.0,,,,,
2024-07-19,1.8899999856948853,2.039999961853028,1.7899999618530271,1.7899999618530271,353400.0,,,,,
2024-07-22,1.7799999713897705,1.919999957084656,1.7300000190734863,1.830000042915344,106900.0,,,,,
