Date,Close,High,Low,Open,Volume,"('Close', 'MSFT')","('High', 'MSFT')","('Low', 'MSFT')","('Open', 'MSFT')","('Volume', 'MSFT')"
2024-06-03,409.7001953125,412.58331849977327,405.1427109198193,411.6916380853653,17484700.0,,,,,
2024-06-04,412.2265930175781,412.59317033367023,405.8956056320702,408.6202027211244,14348900.0,,,,,
2024-06-05,420.0932922363281,420.1626226445845,412.4544902290408,413.95055154632206,16988000.0,,,,,
2024-06-06,420.5985412597656,421.3812522043053,416.69493407447,420.09327287817626,14861300.0,,,,,
2024-06-07,419.9347229003906,422.3422686978654,419.09256866562976,422.26302099566783,13621700.0,,,,,
2024-06-10,423.9176025390625,424.12565422580445,419.9743866143219,420.7769019274312,13982900.0,,,,,
2024-06-11,428.6831665039063,428.82188778491104,421.3218074365333,421.54969372575147,14551100.0,,,,,
2024-06-12,436.98577880859375,439.3041598174871,429.2479248102113,431.2988107842745,22366200.0,,,,,
2024-06-13,437.5009765625,439.2942848532079,435.311399477504,436.7777391476236,15960600.0,,,,,
2024-06-14,438.4818420410156,439.0465840193784,432.6858743754039,434.2314617214768,13582000.0,,,,,
2024-06-17,444.2282409667969,446.774508213362,436.64891280244507,438.5016341053226,20790000.0,,,,,
2024-06-18,442.2169799804688,445.98189604209904,440.7803923365249,445.555845140434,17112500.0,,,,,
2024-06-20,441.58294677734375,442.40526651332897,437.1938450442549,442.1773802078496,19877400.0,,,,,
2024-06-21,445.625244140625,446.4178422030527,442.3854610099622,443.24741971766383,34187100.0,,,,,
2024-06-24,443.5347290039063,448.5677899641911,442.286358388998,445.6450280512692,15913700.0,,,,,
2024-06-25,446.7843933105469,447.2500529281602,442.6231784197181,444.10932227563205,16413400.0,,,,,
2024-06-26,447.9832763671875,449.4099771068664,444.0499471482649,444.8524625348744,16507000.0,,,,,
2024-06-27,448.6668701171875,451.9562093572158,447.5968295279366,448.0030458409229,14806300.0,,,,,
2024-06-28,442.82135009765625,451.1734714446709,442.2863298349969,448.88481228887935,28362300.0,,,,,
2024-07-01,452.5110168457031,453.1450891922846,441.5432675183624,444.5155553424217,17662800.0,,,,,
2024-07-02,455.0374755859375,455.3446095932429,448.92445663899935,449.0136518862479,13979800.0,,,,,
2024-07-03,456.5137023925781,456.76139305889615,453.65041401249385,453.957548019874,9932800.0,,,,,
2024-07-05,463.240966796875,464.0236777303131,454.7303195449201,455.36439189726417,16000300.0,,,,,
2024-07-08,461.9331970214844,463.37973235023577,460.1696406041089,462.240331043253,12962300.0,,,,,
2024-07-09,455.2950744628906,463.0130936996793,453.7692915232205,462.6861553304454,17207200.0,,,,,
2024-07-10,461.9430847167969,462.1511364069266,454.6213342335764,456.9595498058476,18196100.0,,,,,
2024-07-11,450.4997863769531,460.4866605260143,447.3788598594248,458.7032998608637,23111200.0,,,,,
2024-07-12,449.3603820800781,452.1444226722039,446.4871764788712,450.1331757277914,16324300.0,,,,,
2024-07-15,449.7666015625,453.0361364302562,447.2599732817251,449.1126945889487,14429400.0,,,,,
2024-07-16,445.3676452636719,450.10348983727977,442.5340784087055,450.024242123689,17175700.0,,,,,
2024-07-17,439.4230346679688,440.7407659095282,435.12312844393387,438.5016326704633,21778000.0,,,,,
2024-07-18,436.3021240234375,440.5425867682437,430.3872700554188,440.23545277919766,20794800.0,,,,,
2024-07-19,433.0722351074219,437.0650374995757,428.00945262308335,429.09929755421246,20940400.0,,,,,
2024-07-22,438.8484191894531,440.493088848888,434.8556468413205,437.70904816681343,15808800.0,,,,,
2024-07-23,440.7407836914063,444.2480920401895,439.00694900358457,439.7995470523178,13107100.0,,,,,
2024-07-24,424.9380798339844,437.4018904716854,423.6401832262488,436.3814061869237,26805800.0,,,,,
2024-07-25,414.5351257324219,425.8298149584384,413.6533626134747,424.8390522151794,29943800.0,,,,,
2024-07-26,421.3416137695313,424.9579215661057,413.4155127108273,414.33694493801545,23583800.0,,,,,
2024-07-29,422.78814697265625,428.15806348242296,420.77690004799786,427.5933215281127,15125800.0,,,,,
2024-07-30,419.0133666992188,425.0867165408092,413.5046983714735,423.7690154776861,32687600.0,,,,,
2024-07-31,414.4855651855469,417.8838738554688,408.4022679352166,416.61569885909415,42891400.0,,,,,
2024-08-01,413.2569885253906,423.5113878535516,409.2741336141255,416.9030180044247,30296400.0,,,,,
2024-08-02,404.7166442871094,411.1665191178448,400.6049851430665,408.6796950737874,29437900.0,,,,,
2024-08-05,391.4998474121094,397.3354538191348,382.01824178124633,385.57510623229217,40709200.0,,,,,
2024-08-06,395.9186706542969,401.9227204728591,394.8189385631437,396.3050826229799,24946500.0,,,,,
2024-08-07,394.7495422363281,406.2919206772892,393.7984185899935,404.865250325625,20650900.0,,,,,
2024-08-08,398.97021484375,402.11091551932753,396.2456175501284,398.7225241806935,20203000.0,,,,,
2024-08-09,402.2694396972656,404.2806866644843,398.5441926988125,400.2978317019802,19276700.0,,,,,
2024-08-12,403.0521545410156,404.98415381866863,400.5058872530212,403.29984520555183,16762900.0,,,,,
2024-08-13,410.1856384277344,411.1169577013194,405.7866500141935,405.8064543815787,19414300.0,,,,,
2024-08-14,413.0093078613281,413.8613794713292,408.6400711388976,410.9683392009438,18267000.0,,,,,
2024-08-15,417.89263916015625,417.972029702109,414.5477559984779,416.671793760154,20752100.0,,,,,
2024-08-16,415.3517150878906,418.20032404609645,414.19042017435385,417.4658479496036,22775600.0,,,,,
2024-08-19,418.388916015625,418.6072778701042,413.3566884761521,415.8380594178836,15234000.0,,,,,
2024-08-20,421.6345825195313,422.68668148594463,418.4981559756192,418.557706461252,16387600.0,,,,,
2024-08-21,420.9795227050781,423.2226616504916,418.5775420794304,420.9199419299025,16067300.0,,,,,
2024-08-22,412.4534606933594,423.6097249060729,411.5204628076481,421.1978093601494,19361900.0,,,,,
2024-08-23,413.6842651367188,416.1358609497773,409.0192754389397,413.87285176004434,18493800.0,,,,,
2024-08-26,410.4088439941406,414.17061105594456,408.274870910172,413.26738834241513,13152800.0,,,,,
2024-08-27,410.7562561035156,411.2723704046003,407.1930107231119,409.7835476962891,13492900.0,,,,,
2024-08-28,407.5403747558594,411.9075816112939,404.2748820734033,411.7884806509906,14882700.0,,,,,
2024-08-29,410.0415954589844,418.9050455158515,407.5403843631331,411.8480408399638,17045200.0,,,,,
2024-08-30,414.0316467285156,414.3790144301796,409.05896964037805,412.50311373853776,24308300.0,,,,,
2024-09-03,406.3890380859375,416.7512462836699,403.99699269665393,414.79592463376775,20313600.0,,,,,
2024-09-04,405.8530578613281,408.1756176150405,401.356814564364,402.8853476688359,15135800.0,,,,,
2024-09-05,405.3468933105469,410.0217882280405,403.1037240250877,404.5826115857615,14195500.0,,,,,
2024-09-06,398.7067260742188,407.5900165631096,397.8134082335093,406.0118681561247,19609500.0,,,,,
2024-09-09,402.69677734375,405.6049371698072,399.1533719404398,404.2054401544617,15295100.0,,,,,
2024-09-10,411.1135559082031,413.2276585385216,404.6619913629379,405.1582655587275,19594300.0,,,,,
2024-09-11,419.8876953125,420.83059814465895,406.527971667463,412.4038716868024,19266900.0,,,,,
2024-09-12,423.8181762695313,424.18541433930886,416.6222002087488,420.1556701684846,17395700.0,,,,,
2024-09-13,427.3814086914063,428.61215900524985,422.2896305914577,422.6568686502548,15874600.0,,,,,
2024-09-16,428.1258239746094,430.2995073976486,425.0290778075874,427.3913478501723,13834700.0,,,,,
2024-09-17,431.9074401855469,438.5575267353336,429.0488958810436,436.949603136594,18874200.0,,,,,
2024-09-18,427.5997924804688,432.7808965666544,427.2027791611413,431.7585728815533,18898000.0,,,,,
2024-09-19,435.4210815429688,438.2101402616237,433.64441133789575,437.9421630848395,21706600.0,,,,,
2024-09-20,432.0265502929688,435.966968827051,430.9843865428928,433.9620318747381,55167100.0,,,,,
2024-09-23,430.2796936035156,433.2076933933247,427.182947247431,431.04394501505726,15128900.0,,,,,
2024-09-24,425.9720153808594,430.1208604741096,422.9248844858402,429.7734624718136,17015800.0,,,,,
2024-09-25,428.8901062011719,429.8925898519273,425.3765064150849,426.6270968939567,13396400.0,,,,,
2024-09-26,428.0960388183594,432.05629715674354,425.9322906223112,431.847870478453,14492000.0,,,,,
2024-09-27,424.83056640625,428.6320438404545,424.2846768880014,428.3044858973661,14896100.0,,,,,
2024-09-30,427.0935668945313,427.2126981469716,422.20031052363777,425.01914436125503,16807300.0,,,,,
2024-10-01,417.55517578125,425.2871360570717,415.6891800010871,425.25736081760834,19092900.0,,,,,
2024-10-02,414.0217590332031,419.6693623993433,413.6048753371549,419.4311301629545,16582300.0,,,,,
2024-10-03,413.4361267089844,416.4236768512481,411.2028927674364,414.5180008502912,13686400.0,,,,,
2024-10-04,412.9596862792969,416.6221923109141,411.87781215445386,415.12343452898295,19169700.0,,,,,
2024-10-07,406.4883117675781,414.0018807182257,405.9523271087282,412.9001664479973,20919800.0,,,,,
2024-10-08,411.6197509765625,412.5626841012525,405.1285060524599,407.8381438809941,19229300.0,,,,,
2024-10-09,414.3492431640625,417.247497795826,411.2127866111198,412.7611596791307,14974300.0,,,,,
2024-10-10,412.7413330078125,414.2400908209317,410.0713753239967,412.13589300844654,13848400.0,,,,,
2024-10-11,413.2177429199219,414.0217046730069,410.1706121672714,413.039091483719,14144900.0,,,,,
2024-10-14,416.0167541503906,420.8802352901763,414.40880028614094,414.65693738807056,16653100.0,,,,,
2024-10-15,415.6197204589844,419.3318721896264,412.1656713035286,419.0340894861109,18900200.0,,,,,
2024-10-16,413.0192565917969,413.2574585271856,407.421299078938,412.0763537374333,15508900.0,,,,,
2024-10-17,413.6147766113281,419.3517052370469,412.49319205621896,419.2127339196968,14820000.0,,,,,
2024-10-18,415.0440673828125,416.52295489433874,413.1582313681452,414.0316788587722,17145300.0,,,,,
2024-10-21,415.659423828125,415.8380752730999,410.6669065146117,413.01924141063614,14206100.0,,,,,
2024-10-22,424.3244018554688,427.3715026073368,414.9249667270413,415.3715953599656,25482200.0,,,,,
2024-10-23,421.4360656738281,427.86776005710016,419.3814831724278,427.6493981928425,19654400.0,,,,,
2024-10-24,421.5650634765625,422.805748890155,419.25240890313023,422.16056824294986,13581600.0,,,,,
2024-10-25,424.9595642089844,429.2969955930063,423.39135116501,423.57993777215626,16899100.0,,,,,
2024-10-28,423.4112548828125,428.7213953393787,423.1234073407083,428.4434829749879,14882400.0,,,,,
2024-10-29,428.7312927246094,429.94220298203743,422.6270958434546,424.8107144355948,17644100.0,,,,,
2024-10-30,429.3069458007813,435.2324607886903,428.8801572707895,434.1803619383898,29749100.0,,,,,
2024-10-31,403.3220825195313,413.0589807240698,403.2724369212272,412.2649237627877,53971000.0,,,,,
2024-11-01,407.3120727539063,412.4038507759796,404.4634637574288,405.9622215000355,24230400.0,,,,,
2024-11-04,405.4162902832031,407.3617068567998,402.54784130454914,406.7463014364753,19672300.0,,,,,
2024-11-05,408.39398193359375,411.808351068097,405.0391632836315,405.32701081903,17626000.0,,,,,
2024-11-06,417.0490112304688,417.3170187046076,407.4609893208344,409.3468556567166,26681800.0,,,,,
2024-11-07,422.2598571777344,423.66928922885575,416.75122569160607,418.1407873890808,19901800.0,,,,,
2024-11-08,419.3914184570313,423.3219017245024,418.6370719639162,422.1507018568993,16891400.0,,,,,
2024-11-11,414.8951721191406,421.6444892164841,412.90014011467326,419.3715448677772,24503300.0,,,,,
2024-11-12,419.8777465820313,421.27724345465793,414.09120276331856,415.1333664626366,19401200.0,,,,,
2024-11-13,422.0315856933594,426.1307850823381,415.0936518803662,418.4981158636683,21502200.0,,,,,
2024-11-14,423.7090148925781,424.9794756745813,416.8703416533151,421.83308381585454,30246900.0,,,,,
2024-11-15,411.9075927734375,419.64945830467593,410.5577414665236,416.691683409749,28247600.0,,,,,
2024-11-18,412.6619567871094,415.282268966584,409.0292257942814,411.7785741197853,24727000.0,,,,,
