Date,Close,High,Low,Open,Volume,"('Close', 'CF')","('High', 'CF')","('Low', 'CF')","('Open', 'CF')","('Volume', 'CF')"
2024-06-03,78.16388702392578,78.53267349087302,76.81489578949856,77.01869942157283,2480700.0,,,,,
2024-06-04,78.13477325439453,79.71668186725972,77.0186993991894,78.86264654200961,3007500.0,,,,,
2024-06-05,74.57305145263672,77.71746982670952,73.83547841563684,77.71746982670952,2907800.0,,,,,
2024-06-06,75.01948547363281,75.38827198472418,74.18485674467422,74.64099191100169,1522600.0,,,,,
2024-06-07,75.56295013427734,76.349050887541,74.90301141415794,75.35914650951675,1916600.0,,,,,
2024-06-10,76.34906005859375,76.64021235997336,75.00977576173084,75.28151396071948,1923400.0,,,,,
2024-06-11,74.54393768310547,75.81529490484537,74.04898910942137,75.81529490484537,1617200.0,,,,,
2024-06-12,72.97173309326172,75.50473298324367,72.60293918473194,74.72833176937007,1828000.0,,,,,
2024-06-13,70.79780578613281,73.21435044255696,70.32226397604352,72.94261226536308,3132400.0,,,,,
2024-06-14,71.09867095947266,71.5742128086554,70.39991135821033,70.50666670864265,1764000.0,,,,,
2024-06-17,71.83623504638672,72.2147359537133,70.98219975317343,71.03072759891803,1865700.0,,,,,
2024-06-18,71.38011169433594,72.68057511105836,71.1180731582852,71.9624088571118,2017400.0,,,,,
2024-06-20,71.94300079345703,72.82615736449232,71.44805223593143,71.54510053715346,2458600.0,,,,,
2024-06-21,70.95308685302734,72.00122613740045,70.66193458370932,71.71978091820898,5844700.0,,,,,
2024-06-24,73.36962890625,73.80635733923565,71.37040589735614,71.68096488324557,2835500.0,,,,,
2024-06-25,73.21434783935547,73.82575871630243,72.67086409998176,72.91348852160813,1222300.0,,,,,
2024-06-26,73.9713363647461,74.06838465452182,72.913490014554,73.18523559195987,1674900.0,,,,,
2024-06-27,72.55441284179688,74.16543523387583,72.50588499325595,73.62195887090608,1471300.0,,,,,
2024-06-28,71.93329620361328,73.34051498541575,71.67125766357735,72.94261475645303,2999600.0,,,,,
2024-07-01,71.21512603759766,72.59323854356646,71.05014318830983,72.09828259139238,1320600.0,,,,,
2024-07-02,68.7403564453125,71.55480136169628,68.36186292046645,71.41892486663681,2207100.0,,,,,
2024-07-03,67.89602661132812,69.08003513663837,67.7407508103408,68.74036238043726,1879900.0,,,,,
2024-07-05,68.0707015991211,68.44919507370923,67.28460090640867,67.75043561160524,3342600.0,,,,,
2024-07-08,67.3331298828125,68.36186251216921,67.11962660170306,68.03188943352723,1830700.0,,,,,
2024-07-09,67.80867767333984,68.04159505056772,67.09050403672985,67.14873893426926,2123700.0,,,,,
2024-07-10,67.69221496582031,68.11923632566487,67.33312814919559,67.95424608843682,2205200.0,,,,,
2024-07-11,68.2745132446289,69.30324586462042,67.90572677591346,67.92513347245217,1758700.0,,,,,
2024-07-12,68.55596160888672,68.93445514534257,67.94455068176042,68.73065150296713,1411700.0,,,,,
2024-07-15,68.66271209716797,68.76946743623627,67.66310065344648,68.21628404484137,1625500.0,,,,,
2024-07-16,71.04043579101562,71.34129514306909,68.23569774954328,68.28422560112595,1716800.0,,,,,
2024-07-17,70.72017669677734,71.54509833827755,70.47755224902373,71.02102864261246,1752800.0,,,,,
2024-07-18,70.27374267578125,71.02102265395337,69.91465585783314,70.56488754594925,1243800.0,,,,,
2024-07-19,69.6235122680664,70.72017955499427,69.02180835207778,70.72017955499427,1124900.0,,,,,
2024-07-22,69.28384399414062,70.0505382181857,68.93446416028942,69.95348990974065,992100.0,,,,,
2024-07-23,68.43949890136719,69.26442792231082,68.34245060605332,68.72094414079461,1935300.0,,,,,
2024-07-24,69.37117767333984,69.50704675668284,68.41037963558759,68.69182485231514,1216500.0,,,,,
2024-07-25,71.34129333496094,71.75860767333923,69.16737299329658,69.3032494934222,1615500.0,,,,,
2024-07-26,72.8261489868164,72.92319727687433,71.52567820624849,71.66154729319156,1668600.0,,,,,
2024-07-29,72.4282455444336,73.0008430760885,71.82654166882546,72.79703943393312,1235500.0,,,,,
2024-07-30,74.17513275146484,74.5245124839889,72.14678889296081,72.37000660152697,1678700.0,,,,,
2024-07-31,74.13632202148438,75.25239590718871,73.99074587912116,74.2430773655967,1540900.0,,,,,
2024-08-01,73.56373596191406,75.54354495166676,73.321111512705,74.28190225836595,1579700.0,,,,,
2024-08-02,71.05984497070312,73.00084043057784,69.68173997122649,72.84555723971903,1751700.0,,,,,
2024-08-05,70.71046447753906,70.83662651559816,69.36147323896951,70.0893465290312,1588200.0,,,,,
2024-08-06,71.23453521728516,71.41892475197173,70.02141304874934,70.84633464249167,1823000.0,,,,,
