Date,Close,High,Low,Open,Volume,"('Close', 'ZURA')","('High', 'ZURA')","('Low', 'ZURA')","('Open', 'ZURA')","('Volume', 'ZURA')"
2024-06-03,4.880000114440918,5.5,4.880000114440918,5.449999809265137,162500.0,,,,,
2024-06-04,4.460000038146973,4.929999828338623,4.420000076293945,4.889999866485596,167700.0,,,,,
2024-06-05,4.559999942779541,4.829999923706055,4.5,4.559999942779541,157200.0,,,,,
2024-06-06,4.190000057220459,4.599999904632568,4.130000114440918,4.53000020980835,175800.0,,,,,
2024-06-07,4.010000228881836,4.486999988555908,4.0,4.210000038146973,135700.0,,,,,
2024-06-10,3.7699999809265137,4.210000038146973,3.75,4.010000228881836,157000.0,,,,,
2024-06-11,3.829999923706055,3.940000057220459,3.680000066757202,3.75,75600.0,,,,,
2024-06-12,3.740000009536743,3.950000047683716,3.7200000286102295,3.930000066757202,131700.0,,,,,
2024-06-13,3.7300000190734863,3.809999942779541,3.640000104904175,3.75,76700.0,,,,,
2024-06-14,3.7699999809265137,3.8519999980926514,3.549999952316284,3.700000047683716,104900.0,,,,,
2024-06-17,3.7300000190734863,3.809999942779541,3.5999999046325684,3.7699999809265137,67600.0,,,,,
2024-06-18,3.380000114440918,3.746000051498413,3.359999895095825,3.700000047683716,101100.0,,,,,
2024-06-20,3.4600000381469727,3.568000078201294,3.3499999046325684,3.4200000762939453,103500.0,,,,,
2024-06-21,3.4200000762939453,3.75,3.259999990463257,3.470000028610229,181500.0,,,,,
2024-06-24,3.380000114440918,3.5899999141693115,3.319999933242798,3.380000114440918,105700.0,,,,,
2024-06-25,3.380000114440918,3.5299999713897705,3.289999961853028,3.369999885559082,65000.0,,,,,
2024-06-26,3.2699999809265137,3.470000028610229,3.140000104904175,3.380000114440918,86400.0,,,,,
2024-06-27,3.369999885559082,3.430000066757202,3.197000026702881,3.25,45500.0,,,,,
2024-06-28,3.5,3.640000104904175,3.259999990463257,3.4200000762939453,908100.0,,,,,
2024-07-01,3.630000114440918,3.920000076293945,3.4200000762939453,3.5,466100.0,,,,,
2024-07-02,3.430000066757202,3.910000085830689,3.220000028610229,3.630000114440918,395700.0,,,,,
2024-07-03,3.509999990463257,3.5799999237060547,3.430000066757202,3.509999990463257,216700.0,,,,,
2024-07-05,3.5,3.559999942779541,3.430000066757202,3.5299999713897705,171300.0,,,,,
2024-07-08,3.5999999046325684,3.670000076293945,3.5,3.5799999237060547,233900.0,,,,,
2024-07-09,3.7100000381469727,3.740000009536743,3.515000104904175,3.630000114440918,210200.0,,,,,
2024-07-10,3.650000095367432,3.776000022888184,3.595000028610229,3.75,160700.0,,,,,
2024-07-11,3.950000047683716,4.006999969482422,3.6549999713897705,3.7100000381469727,520600.0,,,,,
2024-07-12,3.7100000381469727,3.7699999809265137,3.390000104904175,3.660000085830689,1086700.0,,,,,
2024-07-15,3.690000057220459,3.825000047683716,3.539999961853028,3.680000066757202,196300.0,,,,,
2024-07-16,3.799999952316284,3.920000076293945,3.690000057220459,3.7100000381469727,259100.0,,,,,
2024-07-17,3.5,3.806999921798706,3.369999885559082,3.7699999809265137,343500.0,,,,,
2024-07-18,3.490000009536743,3.615000009536743,3.4200000762939453,3.440000057220459,519700.0,,,,,
2024-07-19,3.490000009536743,3.5799999237060547,3.4049999713897705,3.5,609300.0,,,,,
2024-07-22,3.569999933242798,3.5899999141693115,3.440000057220459,3.5299999713897705,234000.0,,,,,
2024-07-23,3.839999914169312,3.859999895095825,3.5199999809265137,3.549999952316284,410900.0,,,,,
2024-07-24,3.700000047683716,3.930000066757202,3.640000104904175,3.819999933242798,1343100.0,,,,,
