Date,Close,High,Low,Open,Volume,"('Close', 'HMY')","('High', 'HMY')","('Low', 'HMY')","('Open', 'HMY')","('Volume', 'HMY')"
2024-06-03,9.064878463745115,9.183373490117075,8.956257316618085,9.134000327033403,2683200.0,,,,,
2024-06-04,8.650146484375,8.906886211205576,8.571149790229418,8.906886211205576,4120000.0,,,,,
2024-06-05,8.827887535095215,8.93650868303198,8.561273959199486,8.66002028610295,3144700.0,,,,,
2024-06-06,9.094502449035645,9.134000793175378,8.788389575666605,8.827887919806338,2467400.0,,,,,
2024-06-07,8.136666297912598,8.620521241406246,8.037920909981228,8.581022897890739,7777600.0,,,,,
2024-06-10,8.156416893005371,8.195915241133354,8.008297381239254,8.186040418672635,3711200.0,,,,,
2024-06-11,8.107043266296387,8.195914780012968,7.939175060768368,8.057670098485525,2679500.0,,,,,
2024-06-12,8.274911880493164,8.551400315487989,8.23541353263676,8.492153264560832,2751900.0,,,,,
2024-06-13,8.176164627075195,8.334158000859869,8.136666283629028,8.225537791811604,2830700.0,,,,,
2024-06-14,8.314409255981445,8.432904285692691,8.225537748269314,8.403280763693576,3384900.0,,,,,
2024-06-17,8.25516128540039,8.31440927122201,8.13666625547194,8.215662942090907,2341500.0,,,,,
2024-06-18,8.66002082824707,8.758766219617536,8.304534782511883,8.304534782511883,3093600.0,,,,,
2024-06-20,8.906886100769043,8.985882793935144,8.798264941379506,8.877261634545606,3033700.0,,,,,
2024-06-21,8.906886100769043,8.995756674294757,8.778516238945414,8.995756674294757,8550000.0,,,,,
2024-06-24,8.946383476257324,9.163623888026075,8.906885133961664,9.074752382432148,3343700.0,,,,,
2024-06-25,9.064878463745115,9.134000327033403,8.966132137577771,9.025380121621131,2689000.0,,,,,
2024-06-26,8.897010803222656,8.976007492167035,8.847637637203716,8.847637637203716,2429900.0,,,,,
2024-06-27,9.055004119873049,9.25249584089837,9.02538059714795,9.153750451243113,3501900.0,,,,,
2024-06-28,9.055004119873049,9.242621019418404,8.936509087257853,9.17349915248824,2766100.0,,,,,
2024-07-01,9.055004119873049,9.183373973968209,8.995756132708046,9.03525447691311,2375100.0,,,,,
2024-07-02,9.035255432128906,9.173500122319396,8.926635209510247,9.005631906271983,2584600.0,,,,,
2024-07-03,9.242621421813965,9.449987973347364,9.064879336010229,9.064879336010229,3583700.0,,,,,
2024-07-05,9.588232040405272,9.716601891861696,9.390740323439546,9.548733697012128,4513100.0,,,,,
2024-07-08,9.479612350463867,9.58823256531273,9.331492848344682,9.479612350463867,2974200.0,,,,,
2024-07-09,9.509236335754396,9.627731378172266,9.449988343688014,9.568483386105887,3435300.0,,,,,
2024-07-10,9.568482398986816,9.686978370895105,9.519110176025617,9.62773038494096,2808100.0,,,,,
2024-07-11,9.88447093963623,9.973342455368174,9.637606036698552,9.943717988980946,4524300.0,,,,,
2024-07-12,9.499361038208008,9.696852765690693,9.489486216405163,9.57835772920108,5316500.0,,,,,
2024-07-15,9.33149242401123,9.558608606913662,9.183373870342322,9.400615231876213,5305400.0,,,,,
2024-07-16,10.83243179321289,10.90155366206171,9.825222575453818,9.894345386017472,11679600.0,,,,,
2024-07-17,10.407824516296388,10.822557638376017,10.328827820825497,10.792934113003154,5328400.0,,,,,
2024-07-18,10.002965927124023,10.457197383795023,9.933844056015891,10.388075512686894,5264600.0,,,,,
2024-07-19,9.242621421813965,9.66722934679065,9.183374373784336,9.479612439077028,5951900.0,,,,,
2024-07-22,8.926633834838867,9.232746693936429,8.8673858505341,9.203122230926663,4256100.0,,,,,
2024-07-23,8.976007461547852,9.045129328709688,8.916759474184268,9.005630984372237,4283500.0,,,,,
2024-07-24,8.827887535095215,9.173498737542577,8.788389192676782,9.124125574090844,5590700.0,,,,,
2024-07-25,8.373656272888184,8.561274108943408,8.304534407875618,8.531650587040135,7424200.0,,,,,
