Date,Close,High,Low,Open,Volume,"('Close', 'BXSL')","('High', 'BXSL')","('Low', 'BXSL')","('Open', 'BXSL')","('Volume', 'BXSL')"
2024-06-03,27.07052993774414,27.182248863884265,26.718183488733345,27.12209239295182,756500.0,,,,,
2024-06-04,26.984590530395508,27.12209149917876,26.9278713397939,27.079123061111808,587100.0,,,,,
2024-06-05,27.03615379333496,27.07052985613037,26.64943292173192,27.07052985613037,679400.0,,,,,
2024-06-06,26.89006233215332,27.049047535894147,26.81271782457324,26.958812823431057,548800.0,,,,,
2024-06-07,27.018966674804688,27.1736556749442,26.89005972106871,26.89005972106871,482700.0,,,,,
2024-06-10,27.113500595092773,27.276783628937917,26.975999610530877,26.975999610530877,584700.0,,,,,
2024-06-11,26.95021629333496,27.05334120106204,26.86427777746849,27.027560793700697,536400.0,,,,,
2024-06-12,26.984590530395508,27.242406076219734,26.89005963882005,27.22521804533661,680600.0,,,,,
2024-06-13,26.984590530395508,27.000919651476725,26.696698389237092,26.915840046003886,558800.0,,,,,
2024-06-14,26.924436569213867,27.070531567046103,26.855686078418756,26.8814681271448,765700.0,,,,,
2024-06-17,26.99318504333496,27.12209199905247,26.84709005641755,26.924434557676232,786500.0,,,,,
2024-06-18,27.079124450683597,27.17365698625085,26.89865339543164,26.97599789923377,766600.0,,,,,
2024-06-20,26.93302726745605,27.2853736942665,26.88576100351842,27.225217227124347,1258500.0,,,,,
2024-06-21,27.345531463623047,27.388501541585708,26.79552757882799,26.941622565619287,2492300.0,,,,,
2024-06-24,27.17365837097168,27.457254352984076,27.12209427304869,27.33693976363811,1283600.0,,,,,
2024-06-25,27.268186569213867,27.45295380393671,27.134983427302643,27.345531069290445,917800.0,,,,,
2024-06-26,27.268186569213867,27.457251631241437,27.156467646403726,27.36271910022765,1071000.0,,,,,
2024-06-27,27.3541259765625,27.42287646341189,27.21662500286372,27.21662500286372,1026900.0,,,,,
2024-06-28,26.96662712097168,27.47742533273178,26.94901298406837,27.389356327991784,872200.0,,,,,
2024-07-01,26.87855529785156,27.13395353706328,26.79048630234614,27.13395353706328,734900.0,,,,,
2024-07-02,27.433385848999023,27.44219291612112,26.77287093282837,26.843325790028857,831500.0,,,,,
2024-07-03,27.415773391723636,27.565490182404577,27.30128487168592,27.442194594706056,391000.0,,,,,
2024-07-05,27.715206146240234,27.74162734843442,27.39816011879176,27.48622743321968,930100.0,,,,,
2024-07-08,27.82088851928711,27.86492217530458,27.574295678170888,27.7063983259996,660600.0,,,,,
2024-07-09,27.07230758666992,27.803277443494537,27.063500518542337,27.803277443494537,1321000.0,,,,,
2024-07-10,27.12514877319336,27.239638981006635,26.95781951527629,27.08992217986533,897700.0,,,,,
2024-07-11,27.107534408569336,27.336513128303675,26.949010550308916,27.30128485767852,636100.0,,,,,
2024-07-12,26.87855529785156,27.195601329984164,26.81690750493068,27.1251464695351,1352200.0,,,,,
2024-07-15,26.922590255737305,26.993045119588448,26.755259324174663,26.922590255737305,791300.0,,,,,
2024-07-16,26.887365341186523,27.05469460341228,26.816910472939743,26.91378486691872,976000.0,,,,,
2024-07-17,26.68480491638184,26.97014854766564,26.640771255638484,26.82571464649235,898100.0,,,,,
2024-07-18,26.65838432312012,26.94901083979399,26.587929460889374,26.702417982098176,790900.0,,,,,
2024-07-19,26.640769958496094,26.799293817096,26.63196289082094,26.772872614070543,526500.0,,,,,
2024-07-22,26.896167755126957,26.90497314232948,26.69096628609593,26.76406343022129,801200.0,,,,,
2024-07-23,26.596736907958984,26.86094222514823,26.438213045734862,26.86094222514823,902700.0,,,,,
2024-07-24,26.37656593322754,26.67599952967469,26.270882795749998,26.429406662078076,946100.0,,,,,
2024-07-25,26.69361114501953,26.808101346994118,26.306110239290067,26.39417755800721,884800.0,,,,,
2024-07-26,27.08111572265625,27.14276352220374,26.733244076893644,26.931398918136683,817100.0,,,,,
2024-07-29,26.904977798461918,27.12514947170555,26.843329998717945,26.975432666708816,544000.0,,,,,
2024-07-30,27.04588508605957,27.08992042458701,26.786084147741505,26.86094170357354,531400.0,,,,,
2024-07-31,27.00185203552246,27.248444897501383,26.87855644442122,27.21321662588592,634300.0,,,,,
2024-08-01,26.65838432312012,27.21321615321517,26.636367493631088,27.195602017713384,711800.0,,,,,
2024-08-02,25.94502830505371,26.605543302796747,25.443037175533245,26.59673791436349,2187700.0,,,,,
2024-08-05,25.31974029541016,25.544314644146084,24.447860744202245,25.09956864066746,2465400.0,,,,,
2024-08-06,25.909799575805664,26.156392426018428,25.623575761804712,25.786503990587462,1128200.0,,,,,
2024-08-07,26.46463203430176,26.65838416411296,26.166960537113237,26.42059837558634,1256800.0,,,,,
2024-08-08,26.37656593322754,26.834521716226288,26.34133766080953,26.44702079828708,835000.0,,,,,
2024-08-09,26.332529067993164,26.42940513175687,26.129971552647586,26.42059806416232,610500.0,,,,,
2024-08-12,26.350143432617188,26.667191149676164,26.262074435681203,26.526281426489152,915300.0,,,,,
2024-08-13,26.42059898376465,26.592332608394887,26.37656532403562,26.37656532403562,846900.0,,,,,
2024-08-14,26.42059898376465,26.579122846431467,26.041903462899796,26.579122846431467,1355900.0,,,,,
2024-08-15,26.517475128173828,26.64077071959556,26.332530061264784,26.579122923884693,1066100.0,,,,,
2024-08-16,26.48224639892578,26.73764632505984,26.411791536505422,26.49105346670038,997200.0,,,,,
2024-08-19,26.48224639892578,26.539491499572453,26.341336674085067,26.52628173779877,779700.0,,,,,
2024-08-20,26.244461059570312,26.53508758202317,26.187217637715857,26.50866805802156,1317200.0,,,,,
2024-08-21,26.218042373657227,26.51747597360783,26.165199964411944,26.40298576668621,1735700.0,,,,,
2024-08-22,26.253267288208008,26.38536994332223,26.103550497804854,26.191619494473134,1200300.0,,,,,
2024-08-23,26.006675720214844,26.53420612986733,25.92741379238896,26.323721751742,2327700.0,,,,,
2024-08-26,26.15639305114746,26.2092337775358,25.98906212451192,26.06832405398263,922200.0,,,,,
2024-08-27,26.16520118713379,26.292901162446,26.06832679187675,26.06832679187675,558500.0,,,,,
2024-08-28,26.11235809326172,26.314915613849607,25.953834232009832,26.21804122735512,630100.0,,,,,
2024-08-29,26.411788940429688,26.447017208065407,26.02428639531804,26.15639071917573,642800.0,,,,,
2024-08-30,26.552703857421875,26.596739200600226,26.38537291289731,26.46463485084176,653200.0,,,,,
2024-09-03,26.367759704589844,26.579124306497643,26.27088363213257,26.579124306497643,634400.0,,,,,
2024-09-04,26.429405212402344,26.491053005975942,26.147585767622235,26.147585767622235,795500.0,,,,,
2024-09-05,26.508665084838867,26.517472151777092,26.306107584588386,26.447017296047527,634500.0,,,,,
2024-09-06,26.350143432617188,26.557105323450283,26.209233709430176,26.526281426489152,542200.0,,,,,
2024-09-09,26.438213348388672,26.62315673658301,26.376565552323893,26.455827484343317,568800.0,,,,,
2024-09-10,26.30611038208008,26.517474971746104,26.112358248387228,26.491053768121688,1062300.0,,,,,
2024-09-11,26.314916610717773,26.314916610717773,26.00667762413613,26.17400687977288,540800.0,,,,,
2024-09-12,26.447019577026367,26.469036406382696,26.262074514925104,26.394177170839487,720800.0,,,,,
2024-09-13,26.649578094482425,26.702418822875167,26.44261619526084,26.44702056916317,550500.0,,,,,
2024-09-16,26.825714111328125,26.825714111328125,26.508668064792676,26.72883972367006,675100.0,,,,,
2024-09-17,26.552703857421875,26.913785272601427,26.51923766851696,26.86094454056399,986900.0,,,,,
2024-09-18,26.552703857421875,26.68480652740376,26.420601187439992,26.50867019402011,977300.0,,,,,
2024-09-19,26.87855529785156,26.900572126783825,26.675997784032557,26.852134095267026,1410700.0,,,,,
2024-09-20,26.77287483215332,26.91378456707703,26.733243864219997,26.91378456707703,909600.0,,,,,
2024-09-23,26.808103561401367,27.037082304488244,26.61435141275586,26.869751361506182,1041600.0,,,,,
2024-09-24,27.01065826416016,27.08992019305571,26.86094147399927,26.90497513237396,957000.0,,,,,
2024-09-25,26.367759704589844,27.116343719540293,26.33253143105028,27.0370817838528,1832000.0,,,,,
2024-09-26,26.543893814086918,26.711224739859173,26.4822460203225,26.56150794938429,1163400.0,,,,,
2024-09-27,26.596736907958984,26.816908565542168,26.579122772205984,26.631963499688545,1143300.0,,,,,
2024-09-30,26.47021484375,26.84977924861386,26.452139855787227,26.65999704618193,1736100.0,,,,,
2024-10-01,26.434064865112305,26.60125419443648,26.36176663699436,26.47925061128888,1125000.0,,,,,
2024-10-02,26.479249954223636,26.56058567430374,26.343690995332008,26.470214184193114,999700.0,,,,,
2024-10-03,26.58769798278809,26.669033702339625,26.361765811528407,26.43406403738248,713000.0,,,,,
2024-10-04,26.94919204711914,26.94919204711914,26.705184861889485,26.705184861889485,931800.0,,,,,
2024-10-07,26.83170509338379,26.93111407642653,26.605772922528782,26.93111407642653,865700.0,,,,,
2024-10-08,26.91304016113281,27.030524128693436,26.687107995748395,26.83170444369637,846600.0,,,,,
