Date,Close,High,Low,Open,Volume,"('Close', 'FGL')","('High', 'FGL')","('Low', 'FGL')","('Open', 'FGL')","('Volume', 'FGL')"
2024-10-23,3.1600000858306885,5.039999961853027,3.0299999713897705,5.0,537000.0,,,,,
2024-10-24,3.3299999237060547,3.5,2.630000114440918,2.9600000381469727,203900.0,,,,,
2024-10-25,3.4200000762939453,3.640000104904175,3.1549999713897705,3.380000114440918,144600.0,,,,,
2024-10-28,3.3499999046325684,3.568000078201294,3.134000062942505,3.299999952316284,105700.0,,,,,
2024-10-29,3.359999895095825,3.670000076293945,3.3499999046325684,3.400000095367432,157100.0,,,,,
2024-10-30,3.740000009536743,5.260000228881836,3.400000095367432,3.400000095367432,966500.0,,,,,
2024-10-31,4.090000152587891,4.25,3.2699999809265137,3.2699999809265137,212500.0,,,,,
2024-11-01,4.0,4.449999809265137,3.809999942779541,4.139999866485596,344700.0,,,,,
2024-11-04,3.4800000190734863,4.079999923706055,3.400000095367432,3.880000114440918,120300.0,,,,,
2024-11-05,3.0,3.630000114440918,2.5899999141693115,3.390000104904175,462300.0,,,,,
2024-11-06,2.881999969482422,3.2300000190734863,2.75,3.119999885559082,99000.0,,,,,
2024-11-07,2.2699999809265137,3.200000047683716,2.190000057220459,2.98799991607666,362100.0,,,,,
2024-11-08,1.784999966621399,2.7799999713897705,1.75,2.3499999046325684,183300.0,,,,,
2024-11-11,1.7899999618530271,3.3399999141693115,1.25,1.850000023841858,1838500.0,,,,,
2024-11-12,2.25,2.430000066757202,1.534000039100647,1.600000023841858,328000.0,,,,,
2024-11-13,1.690000057220459,2.2100000381469727,1.6200000047683716,2.059999942779541,339800.0,,,,,
2024-11-14,1.684999942779541,1.830000042915344,1.6200000047683716,1.8200000524520876,103400.0,,,,,
2024-11-15,1.7200000286102295,1.830000042915344,1.6080000400543213,1.690000057220459,219100.0,,,,,
2024-11-18,1.9600000381469729,2.2100000381469727,1.6699999570846558,1.6699999570846558,527500.0,,,,,
2024-11-19,1.950000047683716,2.125,1.870000004768372,1.8799999952316284,32100.0,,,,,
2024-11-20,2.2799999713897705,2.440000057220459,1.950000047683716,1.950000047683716,157800.0,,,,,
2024-11-21,2.309999942779541,2.430000066757202,2.299999952316284,2.400000095367432,38000.0,,,,,
2024-11-22,2.200000047683716,2.509999990463257,2.009999990463257,2.400000095367432,81300.0,,,,,
2024-11-25,2.450000047683716,2.549000024795532,2.220000028610229,2.220000028610229,57700.0,,,,,
2024-11-26,2.2300000190734863,2.549999952316284,2.200000047683716,2.440000057220459,15800.0,,,,,
2024-11-27,2.390000104904175,2.75,2.289999961853028,2.296999931335449,191700.0,,,,,
2024-11-29,2.799999952316284,2.900000095367432,2.299999952316284,2.5,46600.0,,,,,
2024-12-02,4.300000190734863,5.0,2.938999891281128,2.990000009536743,474000.0,,,,,
2024-12-03,4.079999923706055,4.800000190734863,3.7799999713897705,4.119999885559082,230600.0,,,,,
2024-12-04,3.059999942779541,4.929999828338623,2.720000028610229,4.699999809265137,10483100.0,,,,,
2024-12-05,2.640000104904175,2.900000095367432,2.3499999046325684,2.890000104904175,627100.0,,,,,
2024-12-06,2.7300000190734863,3.069999933242798,2.490000009536743,2.700000047683716,553100.0,,,,,
2024-12-09,2.549999952316284,2.677999973297119,2.400000095367432,2.509999990463257,215400.0,,,,,
2024-12-10,2.2699999809265137,2.5299999713897705,1.919999957084656,2.359999895095825,180800.0,,,,,
2024-12-11,2.200000047683716,2.650000095367432,1.993000030517578,2.5799999237060547,592300.0,,,,,
2024-12-12,2.140000104904175,2.799999952316284,2.111999988555908,2.150000095367432,452800.0,,,,,
2024-12-13,1.9800000190734863,2.2230000495910645,1.9600000381469729,2.200000047683716,153900.0,,,,,
2024-12-16,1.850000023841858,2.130000114440918,1.809999942779541,2.049999952316284,147800.0,,,,,
2024-12-17,1.7799999713897705,1.9700000286102293,1.625,1.850000023841858,139000.0,,,,,
2024-12-18,2.619999885559082,3.5,1.75,1.75,6891700.0,,,,,
2024-12-19,1.940000057220459,3.039999961853028,1.722000002861023,3.0,1871500.0,,,,,
2024-12-20,1.7100000381469729,2.049999952316284,1.6699999570846558,1.7999999523162842,634900.0,,,,,
2024-12-23,1.9600000381469729,2.0199999809265137,1.7200000286102295,1.7999999523162842,401500.0,,,,,
2024-12-24,1.8200000524520876,1.9800000190734863,1.7799999713897705,1.7899999618530271,308600.0,,,,,
2024-12-26,1.7899999618530271,1.950000047683716,1.649999976158142,1.8899999856948853,266700.0,,,,,
2024-12-27,1.75,1.830000042915344,1.6699999570846558,1.7799999713897705,156500.0,,,,,
2024-12-30,1.590000033378601,1.7699999809265137,1.5499999523162842,1.6799999475479126,332800.0,,,,,
2024-12-31,1.2899999618530271,1.600000023841858,1.2599999904632568,1.5199999809265137,426600.0,,,,,
2025-01-02,1.4800000190734863,1.5219999551773071,1.3700000047683716,1.3799999952316284,168300.0,,,,,
2025-01-03,1.5299999713897705,1.6299999952316284,1.440000057220459,1.5099999904632568,178000.0,,,,,
2025-01-06,1.899999976158142,2.4800000190734863,1.7999999523162842,2.150000095367432,4424300.0,,,,,
2025-01-07,1.7599999904632568,1.8600000143051147,1.649999976158142,1.7799999713897705,633900.0,,,,,
2025-01-08,1.7200000286102295,1.7999999523162842,1.659999966621399,1.7000000476837158,267100.0,,,,,
2025-01-10,1.8600000143051147,2.236999988555908,1.7000000476837158,1.7100000381469729,983500.0,,,,,
2025-01-13,2.049999952316284,2.440000057220459,1.6299999952316284,1.690000057220459,2438100.0,,,,,
2025-01-14,1.940000057220459,2.549999952316284,1.8799999952316284,2.0899999141693115,1104800.0,,,,,
2025-01-15,1.9600000381469729,2.190000057220459,1.909999966621399,2.0799999237060547,235400.0,,,,,
2025-01-16,1.7899999618530271,1.9290000200271609,1.7400000095367432,1.899999976158142,257000.0,,,,,
2025-01-17,1.870000004768372,1.968999981880188,1.807000041007996,1.8600000143051147,105100.0,,,,,
2025-01-21,1.7899999618530271,1.950000047683716,1.7000000476837158,1.850000023841858,142400.0,,,,,
2025-01-22,1.7100000381469729,1.9299999475479128,1.6699999570846558,1.75,527200.0,,,,,
2025-01-23,1.75,1.8200000524520876,1.6399999856948853,1.7000000476837158,298600.0,,,,,
2025-01-24,1.7100000381469729,1.777999997138977,1.7000000476837158,1.7300000190734863,104300.0,,,,,
2025-01-27,1.5800000429153442,1.690000057220459,1.5399999618530271,1.690000057220459,166500.0,,,,,
2025-01-28,1.6399999856948853,1.6799999475479126,1.437000036239624,1.6399999856948853,200800.0,,,,,
2025-01-29,1.649999976158142,1.7000000476837158,1.5759999752044678,1.6200000047683716,67200.0,,,,,
2025-01-30,1.7300000190734863,1.7699999809265137,1.5800000429153442,1.659999966621399,236300.0,,,,,
2025-01-31,1.649999976158142,1.7400000095367432,1.6399999856948853,1.6699999570846558,97800.0,,,,,
2025-02-03,1.6200000047683716,1.690000057220459,1.590000033378601,1.649999976158142,63500.0,,,,,
2025-02-04,1.6100000143051147,1.690000057220459,1.559999942779541,1.559999942779541,84300.0,,,,,
2025-02-05,1.590000033378601,1.6799999475479126,1.5399999618530271,1.5800000429153442,100600.0,,,,,
2025-02-06,1.649999976158142,1.6799999475479126,1.590000033378601,1.6399999856948853,183500.0,,,,,
2025-02-07,1.590000033378601,1.690000057220459,1.565000057220459,1.6299999952316284,97900.0,,,,,
2025-02-10,1.5299999713897705,1.590000033378601,1.409999966621399,1.4500000476837158,520900.0,,,,,
2025-02-11,1.5099999904632568,1.5800000429153442,1.4800000190734863,1.5299999713897705,79600.0,,,,,
2025-02-12,1.4900000095367432,1.559999942779541,1.4800000190734863,1.5199999809265137,106500.0,,,,,
2025-02-13,1.5199999809265137,1.559999942779541,1.4600000381469729,1.4900000095367432,142200.0,,,,,
2025-02-14,1.5800000429153442,1.6200000047683716,1.5,1.5,97700.0,,,,,
2025-02-18,1.5199999809265137,1.5800000429153442,1.5,1.5499999523162842,101700.0,,,,,
2025-02-19,1.5299999713897705,1.5700000524520874,1.5,1.5299999713897705,65200.0,,,,,
2025-02-20,1.559999942779541,1.5700000524520874,1.5,1.5299999713897705,65700.0,,,,,
2025-02-21,1.5,1.5700000524520874,1.4800000190734863,1.5700000524520874,123000.0,,,,,
2025-02-24,1.4500000476837158,1.5049999952316284,1.399999976158142,1.5,133000.0,,,,,
2025-02-25,1.4600000381469729,1.5080000162124634,1.3899999856948853,1.4500000476837158,123900.0,,,,,
2025-02-26,1.4500000476837158,1.468000054359436,1.399999976158142,1.4199999570846558,35700.0,,,,,
2025-02-27,1.4299999475479126,1.4900000095367432,1.4199999570846558,1.4509999752044678,54900.0,,,,,
2025-02-28,1.399999976158142,1.465000033378601,1.3600000143051147,1.4199999570846558,74600.0,,,,,
2025-03-03,1.399999976158142,1.4700000286102295,1.3799999952316284,1.3899999856948853,61400.0,,,,,
2025-03-04,1.3799999952316284,1.4199999570846558,1.2599999904632568,1.3600000143051147,86200.0,,,,,
2025-03-05,1.440000057220459,1.4700000286102295,1.350000023841858,1.3600000143051147,36000.0,,,,,
2025-03-06,1.4800000190734863,1.5199999809265137,1.3799999952316284,1.4500000476837158,80800.0,,,,,
2025-03-07,1.4199999570846558,1.4850000143051147,1.3799999952316284,1.4800000190734863,64200.0,,,,,
2025-03-10,1.3700000047683716,1.440000057220459,1.350000023841858,1.3899999856948853,41200.0,,,,,
2025-03-11,1.399999976158142,1.4049999713897705,1.350000023841858,1.350000023841858,32700.0,,,,,
2025-03-12,1.3799999952316284,1.4199999570846558,1.337000012397766,1.3700000047683716,41800.0,,,,,
2025-03-13,1.3200000524520874,1.4199999570846558,1.2999999523162842,1.3200000524520874,91400.0,,,,,
2025-03-14,1.2899999618530271,1.3270000219345093,1.2100000381469729,1.3270000219345093,104200.0,,,,,
2025-03-17,1.337000012397766,1.350000023841858,1.2799999713897705,1.2999999523162842,56000.0,,,,,
2025-03-18,1.2599999904632568,1.309999942779541,1.25,1.2999999523162842,26200.0,,,,,
2025-03-19,1.4900000095367432,1.5490000247955322,1.25,1.2699999809265137,231700.0,,,,,
2025-03-20,1.3799999952316284,1.5499999523162842,1.3600000143051147,1.4700000286102295,144700.0,,,,,
2025-03-21,1.350000023841858,1.4429999589920044,1.309999942779541,1.3899999856948853,47700.0,,,,,
2025-03-24,1.309999942779541,1.3799999952316284,1.2300000190734863,1.3300000429153442,73500.0,,,,,
2025-03-25,1.3300000429153442,1.399999976158142,1.309999942779541,1.3200000524520874,68400.0,,,,,
2025-03-26,1.340000033378601,1.3799999952316284,1.3020000457763672,1.3300000429153442,33900.0,,,,,
2025-03-27,1.340000033378601,1.3700000047683716,1.3200000524520874,1.340000033378601,41400.0,,,,,
2025-03-28,1.3899999856948853,1.3899999856948853,1.3300000429153442,1.3300000429153442,52900.0,,,,,
