Date,Close,High,Low,Open,Volume,"('Close', 'KKR')","('High', 'KKR')","('Low', 'KKR')","('Open', 'KKR')","('Volume', 'KKR')"
2024-06-03,102.4571533203125,103.48996843271524,100.01415140271132,103.43038542245272,3807100.0,,,,,
2024-06-04,100.6100082397461,102.57633100014888,100.26242803824766,101.77193002286964,3320500.0,,,,,
2024-06-05,102.68557739257812,102.91398400506992,99.6665808289585,101.34490649559048,2825700.0,,,,,
2024-06-06,98.8025894165039,103.2417059587029,98.14715350900558,102.82460969241482,5002600.0,,,,,
2024-06-07,97.31295013427734,99.29913142330167,95.76373115337606,97.14412654311354,4983200.0,,,,,
2024-06-10,108.19722747802734,109.95500223955868,103.28143160077796,104.37382984275776,20403600.0,,,,,
2024-06-11,109.44852447509766,109.70673017700486,106.61821751257104,107.70068273221008,8319700.0,,,,,
2024-06-12,110.71967315673828,113.12295826000826,109.92520519200498,112.91440255845995,6714400.0,,,,,
2024-06-13,108.60438537597656,110.90835519604428,108.43556179742583,110.55084198459586,6530500.0,,,,,
2024-06-14,108.42564392089844,108.89239776643704,107.09489843085136,107.4524116922562,5069600.0,,,,,
2024-06-17,109.40878295898438,110.2330499254789,107.50205094083864,109.35913297799864,5211400.0,,,,,
2024-06-18,109.7166519165039,110.94808212887338,109.25982357679464,109.9152670041932,5160100.0,,,,,
2024-06-20,109.28962707519533,110.7593969675192,108.4355685255962,109.5478251842888,7441200.0,,,,,
2024-06-21,108.06812286376952,109.23997011902262,105.198091527686,109.23997011902262,145539500.0,,,,,
2024-06-24,106.72744750976562,109.53789571341042,106.72744750976562,107.77018808902396,9103800.0,,,,,
2024-06-25,106.67778778076172,107.2239906278509,105.80387080209886,106.25075853031376,4734000.0,,,,,
2024-06-26,105.04912567138672,106.60827765804667,104.77106150714371,106.14152384949008,4425800.0,,,,,
2024-06-27,105.12857818603516,105.5953320098906,103.77797427828854,104.6320328545601,3567600.0,,,,,
2024-06-28,104.51284790039062,107.13460635979897,104.32416584705813,105.36690638393664,17507500.0,,,,,
2024-07-01,103.78791046142578,106.62815044993772,103.2019830125998,105.91312393860876,3445700.0,,,,,
2024-07-02,105.1980972290039,105.23782176585628,102.91398560841702,103.4800469993721,3318700.0,,,,,
2024-07-03,105.32718658447266,106.2507611453032,104.55257712893994,105.8038734060897,1252200.0,,,,,
2024-07-05,105.34705352783205,105.38677806135848,103.36087231159092,104.92995729082462,2250400.0,,,,,
2024-07-08,104.34403228759766,106.081940891706,103.98651905433238,105.39670593183418,1941700.0,,,,,
2024-07-09,104.85051727294922,105.87339947532496,103.38073971234166,104.47313796021824,2796600.0,,,,,
2024-07-10,108.69376373291016,108.80300430564112,105.27753720239636,105.90318155620824,3297200.0,,,,,
2024-07-11,108.09791564941406,109.88548184863514,107.81985147990864,109.23997141132308,4103200.0,,,,,
2024-07-12,109.97486114501952,110.97788486572396,107.26372779795244,107.94895522350396,2838500.0,,,,,
2024-07-15,114.16569519042967,114.20541972388308,111.42476299558608,111.42476299558608,3618100.0,,,,,
2024-07-16,115.86388397216795,116.26112174632144,114.01673476253254,114.63245369130446,3992600.0,,,,,
2024-07-17,112.99384307861328,115.25808835064063,112.06033552458528,114.5132704281748,3954900.0,,,,,
2024-07-18,114.11604309082033,116.14194122263004,111.89151471874548,112.94419589404728,4616300.0,,,,,
2024-07-19,114.35438537597656,116.03270335648268,113.33150325887968,114.49341745538702,2826500.0,,,,,
2024-07-22,117.05560302734376,117.30387570126362,114.89066500769528,115.74472361211409,4145500.0,,,,,
2024-07-23,117.14495849609376,119.0318320262657,116.48952268344507,116.83710285505268,3173300.0,,,,,
2024-07-24,114.93038177490234,118.31681687835678,114.71190062435429,116.61863281275164,3606400.0,,,,,
2024-07-25,115.9036102294922,118.1678557261276,112.8051646370708,115.04955165420964,4108700.0,,,,,
2024-07-26,117.69117736816406,119.30991243190252,117.22442354121333,118.63461047355092,3480300.0,,,,,
2024-07-29,117.78055572509766,118.55516526027849,116.12209607139712,118.55516526027849,4037900.0,,,,,
2024-07-30,119.16094207763672,120.5711365246605,117.75075520729314,118.92260244889644,3728200.0,,,,,
2024-07-31,122.59703063964844,127.90013076792518,122.16007593099742,125.08969014882642,6604100.0,,,,,
2024-08-01,118.92259979248048,123.28226693656728,117.86992617710132,122.9148206855953,5306600.0,,,,,
2024-08-02,107.8695068359375,116.04263846863256,107.6808171919137,116.03270544087334,7437600.0,,,,,
2024-08-05,105.49600982666016,107.79004651535486,97.5711441017557,101.10654394696132,8356800.0,,,,,
2024-08-06,108.8427276611328,110.98780698243894,106.47917477340916,106.7572389276496,5872900.0,,,,,
2024-08-07,108.038330078125,112.19938222430793,107.58150929950877,110.6600887238148,3832200.0,,,,,
2024-08-08,112.0007553100586,112.6859902403632,108.7235609154416,109.78616754160734,3773900.0,,,,,
2024-08-09,113.08323669433594,113.37123389624288,111.54394313368716,112.70585739275003,2052300.0,,,,,
2024-08-12,112.0836410522461,113.77449067163238,111.58633144791574,113.3865897873221,2613400.0,,,,,
2024-08-13,115.18684387207033,115.2564669105712,113.00863304563276,113.07825608413364,2710000.0,,,,,
2024-08-14,117.74301147460938,118.1508089658446,115.2664119320536,115.3758206449049,3052300.0,,,,,
2024-08-15,119.5731201171875,120.25940978587546,117.85242558132572,119.35430268147005,2972200.0,,,,,
2024-08-16,118.4392547607422,119.90134618163816,118.09113956251512,119.5631717116874,2462800.0,,,,,
2024-08-19,119.53333282470705,119.98090841838108,118.22043581647546,118.747582765398,2372500.0,,,,,
2024-08-20,118.01156616210938,119.7123640339946,117.36506218326198,119.55322132422326,1867800.0,,,,,
2024-08-21,118.12097930908205,118.43925715222224,117.19598314177736,117.95188827652134,1907900.0,,,,,
2024-08-22,118.09114837646484,118.89678755082676,117.72313651753342,118.33980319209188,2057000.0,,,,,
2024-08-23,121.5723114013672,121.7911212570028,118.44920004869196,119.2946324619424,2447700.0,,,,,
2024-08-26,121.49273681640624,122.61665378077636,120.39865721390598,121.95026073787574,1443500.0,,,,,
2024-08-27,121.73143768310548,122.49729868135898,120.73681852884307,121.0749929872301,1616800.0,,,,,
2024-08-28,120.97553253173828,122.7559018392952,120.50806787434296,121.62203653992144,2392900.0,,,,,
2024-08-29,121.51262664794922,122.6365512079355,120.55779312022352,121.4231145617604,1693900.0,,,,,
2024-08-30,123.10401916503906,123.5317057388861,121.0750026068754,122.4674634628029,2849300.0,,,,,
2024-09-03,117.63361358642578,122.54703503567254,116.65889098558232,121.40322139773606,4263300.0,,,,,
2024-09-04,117.03684997558594,119.00619950768912,116.2709964615332,117.2954531155949,2540000.0,,,,,
2024-09-05,117.80269622802734,119.14543058193672,116.45001355774087,117.15619225367334,2101000.0,,,,,
2024-09-06,115.61454010009766,118.67796922732612,114.61992084489434,118.21049696324572,2657600.0,,,,,
2024-09-09,117.82258605957033,119.24489177731424,116.87770088266956,117.35511383517068,2515800.0,,,,,
2024-09-10,117.42474365234376,118.64812864189338,114.45083428477884,118.3696364721338,2015400.0,,,,,
2024-09-11,117.65350341796876,117.82258685694292,113.3070148804576,116.70861064633132,3754700.0,,,,,
2024-09-12,119.71237182617188,120.2892528041295,116.0123870549162,117.583887268659,4590900.0,,,,,
2024-09-13,122.13923645019533,122.85535587451164,120.30913324136382,120.30913324136382,3506000.0,,,,,
